"Students Absent 21 or More Days by School
2015-16, Final Survey 5",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"District #","District Name","School #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
50,"PALM BEACH",2101,"EGRET LAKE ELEMENTARY SCHOOL",782,64,"0,08184143222"
50,"PALM BEACH",2121,"CRYSTAL LAKES ELEMENTARY SCHOOL",718,21,"0,02924791086"
50,"PALM BEACH",2131,"LAKE WORTH COMMUNITY MIDDLE",1123,136,"0,12110418521"
50,"PALM BEACH",2141,"ACREAGE PINES ELEMENTARY SCHOOL",479,39,"0,08141962421"
50,"PALM BEACH",2151,"OKEEHEELEE MIDDLE SCHOOL",1577,45,"0,0285351934"
50,"PALM BEACH",2161,"PANTHER RUN ELEMENTARY SCHOOL",838,33,"0,03937947494"
50,"PALM BEACH",2181,"OLYMPIC HEIGHTS COMMUNITY HIGH",2171,27,"0,01243666513"
50,"PALM BEACH",2191,"WELLINGTON HIGH SCHOOL",2608,47,"0,01802147239"
50,"PALM BEACH",2201,"WILLIAM T. DWYER HIGH SCHOOL",2181,62,"0,02842732691"
50,"PALM BEACH",2241,"MANATEE ELEMENTARY SCHOOL",1320,77,"0,05833333333"
50,"PALM BEACH",2301,"GLADES CENTRAL HIGH SCHOOL",1073,11,"0,01025163094"
50,"PALM BEACH",2331,"ROYAL PALM BEACH HIGH SCHOOL",2455,55,"0,02240325865"
50,"PALM BEACH",2351,"ORCHARD VIEW ELEMENTARY SCHOOL",698,71,"0,1017191977"
50,"PALM BEACH",2361,"BOYNTON BEACH COMMUNITY HIGH",2033,137,"0,0673880964"
50,"PALM BEACH",2371,"PIONEER PARK ELEMENTARY SCHOOL",376,44,"0,11702127659"
50,"PALM BEACH",2401,"BELLE GLADE ELEMENTARY SCHOOL",753,82,"0,10889774236"
50,"PALM BEACH",2411,"INDIAN RIDGE SCHOOL",159,54,"0,3396226415"
50,"PALM BEACH",2421,"GOLDEN GROVE ELEMENTARY SCHOOL",589,29,"0,0492359932"
50,"PALM BEACH",2431,"SOUTH GRADE ELEMENTARY SCHOOL",839,54,"0,06436233611"
50,"PALM BEACH",2451,"WESTERN PINES COMMUNITY MIDDLE",1121,5,"0,0044603033"
50,"PALM BEACH",2461,"EAGLES LANDING MIDDLE SCHOOL",1412,14,"0,00991501416"
50,"PALM BEACH",2491,"DR. MARY MCLEOD BETHUNE ELEMENTARY",680,132,"0,19411764705"
50,"PALM BEACH",2511,"BAK MIDDLE SCHOOL OF THE ARTS",1365,18,"0,01318681318"
50,"PALM BEACH",2521,"ED VENTURE CHARTER SCHOOL",115,57,"0,49565217391"
50,"PALM BEACH",2531,"POTENTIALS CHARTER SCHOOL",28,18,"0,64285714285"
50,"PALM BEACH",2541,"BEACON COVE INTERMEDIATE SCHOOL",832,33,"0,03966346153"
50,"PALM BEACH",2551,"FRONTIER ELEMENTARY SCHOOL",623,26,"0,04173354735"
50,"PALM BEACH",2561,"BINKS FOREST ELEMENTARY SCHOOL",1057,27,"0,02554399243"
50,"PALM BEACH",2571,"HERITAGE ELEMENTARY SCHOOL",1000,115,"0,115"
50,"PALM BEACH",2581,"CORAL REEF ELEMENTARY SCHOOL",1062,71,"0,06685499058"
50,"PALM BEACH",2591,"PLEASANT CITY ELEMENTARY SCHOOL",415,42,"0,10120481927"
50,"PALM BEACH",2601,"ODYSSEY MIDDLE SCHOOL",820,78,"0,09512195121"
50,"PALM BEACH",2611,"POLO PARK MIDDLE SCHOOL",917,13,"0,01417666303"
50,"PALM BEACH",2621,"INDEPENDENCE MIDDLE SCHOOL",1387,16,"0,01153568853"
50,"PALM BEACH",2631,"PALM BEACH CENTRAL HIGH SCHOOL",3214,95,"0,02955818294"
50,"PALM BEACH",2641,"LAKESIDE ACADEMY",137,0,0
50,"PALM BEACH",2671,"FREEDOM SHORES ELEMENTARY SCHOOL",1046,65,"0,06214149139"
50,"PALM BEACH",2691,"SUNRISE PARK ELEMENTARY SCHOOL",914,31,"0,03391684901"
50,"PALM BEACH",2701,"JEAGA MIDDLE SCHOOL",1148,34,"0,02961672473"
50,"PALM BEACH",2711,"DON ESTRIDGE HIGH TECH MIDDLE SCHOOL",1257,14,"0,01113762927"
50,"PALM BEACH",2721,"DISCOVERY KEY ELEMENTARY SCHOOL",866,37,"0,04272517321"
50,"PALM BEACH",2731,"CROSSPOINTE ELEMENTARY SCHOOL",779,37,"0,04749679075"
50,"PALM BEACH",2741,"ROYAL PALM BEACH ELEMENTARY SCHOOL",668,28,"0,04191616766"
50,"PALM BEACH",2751,"BENOIST FARMS ELEMENTARY SCHOOL",673,81,"0,12035661218"
50,"PALM BEACH",2761,"CHOLEE LAKE ELEMENTARY SCHOOL",1215,172,"0,141563786"
50,"PALM BEACH",2781,"TRADEWINDS MIDDLE SCHOOL",1156,7,"0,00605536332"
50,"PALM BEACH",2791,"RENAISSANCE LEARNING CENTER",130,21,"0,16153846153"
50,"PALM BEACH",2801,"PALM BEACH MARITIME ACADEMY",1127,100,"0,08873114463"
50,"PALM BEACH",2811,"VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER CAMPUS",912,69,"0,07565789473"
50,"PALM BEACH",2821,"OSCEOLA CREEK MIDDLE SCHOOL",717,22,"0,03068340306"
50,"PALM BEACH",2861,"PIERCE HAMMOCK ELEMENTARY SCHOOL",538,38,"0,07063197026"
50,"PALM BEACH",2911,"WESTERN ACADEMY CHARTER SCHOOL",471,6,"0,0127388535"
50,"PALM BEACH",2941,"PALM BEACH SCHOOL FOR AUTISM",295,84,"0,28474576271"
50,"PALM BEACH",3002,"PALM BEACH COUNTY JAIL",100,0,0
50,"PALM BEACH",3006,"PALM BEACH REGIONAL DETENTION CENTER",680,0,0
50,"PALM BEACH",3010,"PACE CENTER FOR GIRLS",90,37,"0,41111111111"
50,"PALM BEACH",3024,"HIGHRIDGE FAMILY CENTER",183,0,0
50,"PALM BEACH",3039,"ALTERNATIVE PROGRAM CENTRAL",65,0,0
50,"PALM BEACH",3044,"NORTH AREA ELEMENTARY TRANSITION SCHOOL",13,4,"0,30769230769"
50,"PALM BEACH",3046,"SOUTH AREA SECONDARY INTENSIVE TRANSITION PROGRAM",149,58,"0,38926174496"
50,"PALM BEACH",3083,"RENAISSANCE LEARNING ACADEMY",102,34,"0,33333333333"
50,"PALM BEACH",3091,"EDUCATIONAL SERVICES PROGRAM-WEST",*,*,*
50,"PALM BEACH",3100,"TEEN PARENT PROGRAM - PK",141,27,"0,1914893617"
50,"PALM BEACH",3101,"CROSSROADS ACADEMY",288,0,0
50,"PALM BEACH",3251,"WEST BOCA RATON HIGH SCHOOL",2068,57,"0,02756286266"
50,"PALM BEACH",3261,"DIAMOND VIEW ELEMENTARY SCHOOL",934,89,"0,09528907922"
50,"PALM BEACH",3341,"EQUESTRIAN TRAILS ELEMENTARY",870,39,"0,0448275862"
50,"PALM BEACH",3345,"GULFSTREAM L.I.F.E. ACADEMY",97,21,"0,21649484536"
50,"PALM BEACH",3351,"GRASSY WATERS ELEMENTARY SCHOOL",807,58,"0,07187112763"
50,"PALM BEACH",3354,"PALM BEACH JUVENILE CORRECTIONAL FACILITY",150,0,0
50,"PALM BEACH",3355,"RIVIERA BEACH PREPARATORY & ACHIEVEMENT ACADEMY",240,63,"0,2625"
50,"PALM BEACH",3361,"ELBRIDGE GALE ELEMENTARY SCHOOL",1131,66,"0,05835543766"
50,"PALM BEACH",3371,"EMERALD COVE MIDDLE SCHOOL",1276,32,"0,0250783699"
50,"PALM BEACH",3381,"IMAGINE SCHOOLS CHANCELLOR CAMPUS",1051,42,"0,039961941"
50,"PALM BEACH",3382,"GLADES ACADEMY, INC",251,44,"0,17529880478"
50,"PALM BEACH",3385,"BRIGHT FUTURES ACADEMY",600,84,"0,14"
50,"PALM BEACH",3386,"TOUSSAINT L'OUVERTURE HIGH",211,0,0
50,"PALM BEACH",3391,"SEAGULL ACADEMY",59,18,"0,30508474576"
50,"PALM BEACH",3394,"MONTESSORI ACADEMYOF EARLY ENRICHMENT, INC",220,44,"0,2"
50,"PALM BEACH",3395,"JFK MEDICAL CENTER CHARTER SCHOOL",544,29,"0,05330882352"
50,"PALM BEACH",3396,"G-STAR SCHOOL OF THE ARTS",1027,15,"0,01460564751"
50,"PALM BEACH",3398,"EVERGLADES PREPARATORY ACADEMY",164,76,"0,46341463414"
50,"PALM BEACH",3400,"BELIEVERS ACADEMY",155,54,"0,34838709677"
50,"PALM BEACH",3401,"QUANTUM HIGH SCHOOL",622,400,"0,64308681672"
50,"PALM BEACH",3413,"SOMERSET ACADEMY BOCA EAST",347,13,"0,03746397694"
50,"PALM BEACH",3421,"WORTHINGTON HIGH SCHOOL",648,340,"0,52469135802"
50,"PALM BEACH",3431,"RENAISSANCE CHARTER SCHOOL AT WEST PALM BEACH",1057,29,"0,02743614001"
50,"PALM BEACH",3441,"SOUTH TECH PREPARATORY ACADEMY",412,4,"0,00970873786"
50,"PALM BEACH",3443,"RIVIERA BEACH MARITIME ACADEMY",166,0,0
50,"PALM BEACH",3861,"SEMINOLE RIDGE COMMUNITY HIGH SCHOOL",2457,88,"0,03581603581"
50,"PALM BEACH",3924,"PALM BEACH MARITIME ACADEMY HIGH SCHOOL",119,17,"0,14285714285"
50,"PALM BEACH",3941,"BEN GAMLA-PALM BEACH",299,19,"0,0635451505"
50,"PALM BEACH",3961,"GARDENS SCHOOL OF TECHNOLOGY ARTS INC",286,19,"0,06643356643"
50,"PALM BEACH",3971,"MAVERICKS HIGH SCHOOL AT PALM SPRINGS",941,568,"0,60361317747"
50,"PALM BEACH",4000,"RENAISSANCE CHARTER SCHOOL AT PALMS WEST",818,41,"0,05012224938"
50,"PALM BEACH",4001,"RENAISSANCE CHARTER SCHOOL AT WELLINGTON",620,13,"0,02096774193"
50,"PALM BEACH",4002,"RENAISSANCE CHARTER SCHOOL AT SUMMIT",1052,158,"0,15019011406"
50,"PALM BEACH",4010,"BELLE GLADE EXCEL CHARTER SCHOOL",155,0,0
50,"PALM BEACH",4012,"SOMERSET ACADEMY CANYONS MIDDLE SCHOOL",905,64,"0,07071823204"
50,"PALM BEACH",4013,"SOMERSET ACADEMY CANYONS HIGH SCHOOL",466,65,"0,13948497854"
50,"PALM BEACH",4020,"FRANKLIN ACADEMY CHARTER SCHOOL B",1315,23,"0,01749049429"
50,"PALM BEACH",4021,"FRANKLIN ACADEMY CHARTER C",909,86,"0,09460946094"
50,"PALM BEACH",4037,"LEARNING PATH ACADEMY",187,20,"0,10695187165"
50,"PALM BEACH",4040,"FLORIDA VIRTUAL ACADEMY AT PALM BEACH COUNTY",212,128,"0,6037735849"
50,"PALM BEACH",4041,"SOMERSET ACADEMY BOCA MIDDLE SCHOOL",67,6,"0,0895522388"
50,"PALM BEACH",4050,"RENAISSANCE CHARTER SCHOOL AT CYPRESS",685,4,"0,00583941605"
50,"PALM BEACH",4051,"RENAISSANCE CHARTER SCHOOL AT CENTRAL PALM",864,64,"0,07407407407"
50,"PALM BEACH",4061,"FRANKLIN ACADEMY CHARTER D",329,37,"0,11246200607"
50,"PALM BEACH",4072,"EAGLE ARTS ACADEMY",757,92,"0,12153236459"
50,"PALM BEACH",4080,"UNIVERSITY PREPARATORY ACADEMY PALM BEACH",113,0,0
50,"PALM BEACH",4081,"FLORIDA FUTURES ACADEMY NORTH CAMPUS",251,168,"0,66932270916"
50,"PALM BEACH",7001,"PALM BEACH VIRTUAL INSTRUCTION PROGRAM",62,0,0
50,"PALM BEACH",7004,"PALM BEACH VIRTUAL FRANCHISE",57,0,0
50,"PALM BEACH",7079,"K-8 FLVA VIRTUAL SCHOOL CONTINUITY PROGRAM",*,*,*
50,"PALM BEACH",9034,"ESE OTHER TEACHING SERVICES",115,5,"0,04347826086"
51,PASCO,21,"RODNEY B. COX ELEMENTARY SCHOOL",554,72,"0,12996389891"
51,PASCO,31,"PASCO HIGH SCHOOL",1913,282,"0,14741244119"
51,PASCO,32,"TRINITY ELEMENTARY SCHOOL",661,13,"0,01966717095"
51,PASCO,57,"SEVEN SPRINGS MIDDLE SCHOOL",1655,48,"0,02900302114"
51,PASCO,59,"DENHAM OAKS ELEMENTARY SCHOOL",693,32,"0,04617604617"
51,PASCO,60,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",638,43,"0,06739811912"
51,PASCO,61,"PASCO ELEMENTARY SCHOOL",787,80,"0,10165184243"
51,PASCO,63,"WESLEY CHAPEL HIGH SCHOOL",1725,133,"0,07710144927"
51,PASCO,65,"JAMES M. MARLOWE ELEMENTARY SCHOOL",578,41,"0,07093425605"
51,PASCO,69,"CHASCO MIDDLE SCHOOL",952,155,"0,16281512605"
51,PASCO,70,"CHASCO ELEMENTARY SCHOOL",835,63,"0,07544910179"
51,PASCO,71,"PASCO MIDDLE SCHOOL",1011,134,"0,13254203758"
51,PASCO,72,"SUNRAY ELEMENTARY SCHOOL",662,72,"0,1087613293"
51,PASCO,73,"JAMES W. MITCHELL HIGH SCHOOL",2110,115,"0,05450236966"
51,PASCO,74,"CENTENNIAL MIDDLE SCHOOL",619,65,"0,10500807754"
51,PASCO,82,"OAKSTEAD ELEMENTARY SCHOOL",1160,56,"0,04827586206"
51,PASCO,83,"GULF HIGHLANDS ELEMENTARY SCHOOL",788,102,"0,12944162436"
51,PASCO,84,"DOUBLE BRANCH ELEMENTARY SCHOOL",983,59,"0,06002034587"
51,PASCO,85,"TRINITY OAKS ELEMENTARY SCHOOL",788,17,"0,02157360406"
51,PASCO,86,"DR. JOHN LONG MIDDLE SCHOOL",1866,72,"0,038585209"
51,PASCO,89,"PAUL R. SMITH MIDDLE SCHOOL",1130,120,"0,10619469026"
51,PASCO,90,"WIREGRASS RANCH HIGH SCHOOL",2496,193,"0,07732371794"
51,PASCO,91,"WEST ZEPHYRHILLS ELEMENTARY SCHOOL",1022,139,"0,13600782778"
51,PASCO,92,"NEW RIVER ELEMENTARY SCHOOL",805,44,"0,05465838509"
51,PASCO,93,"GULF TRACE ELEMENTARY SCHOOL",879,98,"0,11149032992"
51,PASCO,100,"CHARLES S. RUSHE MIDDLE SCHOOL",1484,113,"0,07614555256"
51,PASCO,101,"SUNLAKE HIGH SCHOOL",1962,158,"0,08053007135"
51,PASCO,102,"RAYMOND B. STEWART MIDDLE SCHOOL",1060,172,"0,16226415094"
51,PASCO,103,"CREWS LAKE MIDDLE SCHOOL.",743,116,"0,15612382234"
51,PASCO,110,"VETERANS ELEMENTARY SCHOOL",926,39,"0,04211663066"
51,PASCO,112,"WATERGRASS ELEMENTARY SCHOOL",693,31,"0,04473304473"
51,PASCO,113,"ANCLOTE HIGH SCHOOL",1515,290,"0,19141914191"
51,PASCO,114,"FIVAY HIGH SCHOOL",1502,276,"0,18375499334"
51,PASCO,117,"ODESSA ELEMENTARY SCHOOL",1026,31,"0,03021442495"
51,PASCO,119,"SANDERS MEMORIAL ELEMENTARY SCHOOL",724,20,"0,02762430939"
51,PASCO,120,"QUAIL HOLLOW ELEMENTARY SCHOOL",467,32,"0,06852248394"
51,PASCO,121,"SHADY HILLS ELEMENTARY SCHOOL",552,75,"0,13586956521"
51,PASCO,131,"ZEPHYRHILLS HIGH SCHOOL",1677,224,"0,1335718545"
51,PASCO,132,"WOODLAND ELEMENTARY SCHOOL",1101,131,"0,11898274296"
51,PASCO,201,"CONNERTON ELEMENTARY SCHOOL",917,69,"0,07524536532"
51,PASCO,211,"MITTYE P. LOCKE ELEMENTARY SCHOOL",683,50,"0,07320644216"
51,PASCO,242,"SCHWETTMAN EDUCATION CENTER",303,126,"0,41584158415"
51,PASCO,251,"SAN ANTONIO ELEMENTARY SCHOOL",713,58,"0,08134642356"
51,PASCO,261,"GULF MIDDLE SCHOOL",938,158,"0,1684434968"
51,PASCO,271,"RICHEY ELEMENTARY SCHOOL",799,93,"0,11639549436"
51,PASCO,301,"HUDSON ELEMENTARY SCHOOL",753,80,"0,10624169986"
51,PASCO,311,"COTEE RIVER ELEMENTARY SCHOOL",773,73,"0,09443725743"
51,PASCO,321,"LACOOCHEE ELEMENTARY SCHOOL",445,49,"0,11011235955"
51,PASCO,331,"GULF HIGH SCHOOL",1432,187,"0,13058659217"
51,PASCO,341,"SCHRADER ELEMENTARY SCHOOL",756,103,"0,13624338624"
51,PASCO,342,"BAYONET POINT MIDDLE SCHOOL",623,93,"0,1492776886"
51,PASCO,351,"FOX HOLLOW ELEMENTARY SCHOOL",678,104,"0,15339233038"
51,PASCO,401,"CENTENNIAL ELEMENTARY SCHOOL",575,80,"0,13913043478"
51,PASCO,411,"SEVEN SPRINGS ELEMENTARY SCHOOL",556,44,"0,07913669064"
51,PASCO,421,"DEER PARK ELEMENTARY SCHOOL",639,37,"0,05790297339"
51,PASCO,451,"DR. MARY GIELLA ELEMENTARY SCHOOL",826,90,"0,10895883777"
51,PASCO,461,"THOMAS E. WEIGHTMAN MIDDLE SCHOOL",1253,39,"0,03112529928"
51,PASCO,471,"RIVER RIDGE HIGH SCHOOL",1767,198,"0,11205432937"
51,PASCO,472,"RIVER RIDGE MIDDLE SCHOOL",1189,112,"0,09419680403"
51,PASCO,501,"NORTHWEST ELEMENTARY SCHOOL",798,123,"0,15413533834"
51,PASCO,521,"HUDSON HIGH SCHOOL",1349,180,"0,13343217197"
51,PASCO,701,"CYPRESS ELEMENTARY SCHOOL",899,72,"0,08008898776"
51,PASCO,801,"LAND O' LAKES HIGH SCHOOL",1844,113,"0,06127982646"
51,PASCO,901,"ANCLOTE ELEMENTARY SCHOOL",525,33,"0,06285714285"
51,PASCO,902,"PINE VIEW ELEMENTARY SCHOOL",627,39,"0,06220095693"
51,PASCO,911,"GULFSIDE ELEMENTARY SCHOOL",617,79,"0,12803889789"
51,PASCO,921,"PINE VIEW MIDDLE SCHOOL",975,69,"0,07076923076"
51,PASCO,931,"RIDGEWOOD HIGH SCHOOL",1236,157,"0,12702265372"
51,PASCO,932,"CALUSA ELEMENTARY SCHOOL",730,65,"0,08904109589"
51,PASCO,941,"MOON LAKE ELEMENTARY SCHOOL",726,94,"0,12947658402"
51,PASCO,951,"HUDSON MIDDLE SCHOOL",902,123,"0,13636363636"
51,PASCO,961,"LAKE MYRTLE ELEMENTARY SCHOOL",698,25,"0,03581661891"
51,PASCO,991,"FRED K. MARCHMAN TECHNICAL COLLEGE",67,23,"0,34328358208"
51,PASCO,2061,"SAND PINE ELEMENTARY SCHOOL",672,23,"0,03422619047"
51,PASCO,2071,"WESLEY CHAPEL ELEMENTARY SCHOOL",707,42,"0,05940594059"
51,PASCO,2081,"LONGLEAF ELEMENTARY SCHOOL",712,32,"0,04494382022"
51,PASCO,2091,"SEVEN OAKS ELEMENTARY SCHOOL",1227,73,"0,05949470252"
51,PASCO,2101,"BAYCARE BEHAVIORAL HEALTH",40,0,0
51,PASCO,2102,"AMI KIDS PASCO",118,0,0
51,PASCO,4081,"CENTRAL PASCO GIRLS ACADEMY",55,0,0
51,PASCO,4301,"DAYSPRING ACADEMY",662,56,"0,08459214501"
51,PASCO,4302,"ACADEMY AT THE FARM",567,22,"0,03880070546"
51,PASCO,4307,"COUNTRYSIDE MONTESSORI ACADEMY",305,15,"0,04918032786"
51,PASCO,4321,"ATHENIAN ACADEMY OF PASCO COUNTY",389,2,"0,00514138817"
51,PASCO,4323,"IMAGINE SCHOOL AT LAND O' LAKES",765,30,"0,03921568627"
51,PASCO,4325,"FLORIDA VIRTUAL ACADEMY AT PASCO",193,108,"0,55958549222"
51,PASCO,4326,"CLASSICAL PREPARATORY SCHOOL",453,20,"0,04415011037"
51,PASCO,4327,"LEARNING LODGE ACADEMY",227,21,"0,09251101321"
51,PASCO,4328,"PEPIN ACADEMIES OF PASCO COUNTY",287,62,"0,21602787456"
51,PASCO,5242,"PACE CENTER FOR GIRLS",70,0,0
51,PASCO,5881,"SHERIFF'S DETENTION CENTER",38,18,"0,47368421052"
51,PASCO,7004,"PASCO ESCHOOL-VIRTUAL FRANCHISE",1175,1,"0,00085106382"
51,PASCO,7023,"PASCO VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",50,0,0
51,PASCO,7071,"JAMES IRVIN EDUCATION CENTER",275,143,"0,52"
51,PASCO,7081,"JUVENILE DETENTION CENTER",343,0,0
52,PINELLAS,51,"ANONA ELEMENTARY SCHOOL",496,40,"0,08064516129"
52,PINELLAS,111,"AZALEA ELEMENTARY SCHOOL",626,40,"0,06389776357"
52,PINELLAS,121,"AZALEA MIDDLE SCHOOL",1304,283,"0,21702453987"
52,PINELLAS,131,"BARDMOOR ELEMENTARY SCHOOL",667,72,"0,10794602698"
52,PINELLAS,141,"LARGO MIDDLE SCHOOL",916,110,"0,12008733624"
52,PINELLAS,151,"BAUDER ELEMENTARY SCHOOL",802,37,"0,04613466334"
52,PINELLAS,161,"BAY POINT ELEMENTARY SCHOOL",674,20,"0,0296735905"
52,PINELLAS,171,"BAY POINT MIDDLE SCHOOL",1071,100,"0,0933706816"
52,PINELLAS,231,"BAY VISTA FUNDAMENTAL ELEMENTARY SCHOOL",657,21,"0,03196347031"
52,PINELLAS,251,"BAYSIDE HIGH SCHOOL",503,297,"0,59045725646"
52,PINELLAS,271,"BEAR CREEK ELEMENTARY SCHOOL",435,34,"0,07816091954"
52,PINELLAS,321,"BELCHER ELEMENTARY SCHOOL",783,62,"0,0791826309"
52,PINELLAS,371,"BELLEAIR ELEMENTARY SCHOOL",780,83,"0,10641025641"
52,PINELLAS,391,"BLANTON ELEMENTARY SCHOOL",656,70,"0,10670731707"
52,PINELLAS,431,"BOCA CIEGA HIGH SCHOOL",1926,454,"0,23572170301"
52,PINELLAS,441,"BROOKER CREEK ELEMENTARY SCHOOL",565,22,"0,03893805309"
52,PINELLAS,481,"CAMPBELL PARK ELEMENTARY SCHOOL",821,116,"0,1412911084"
52,PINELLAS,521,"ESE COUNTYWIDE",86,0,0
52,PINELLAS,531,"JOSEPH L. CARWISE MIDDLE SCHOOL",1209,109,"0,09015715467"
52,PINELLAS,681,"PAUL B. STEPHENS ESE CENTER",227,74,"0,32599118942"
52,PINELLAS,711,"CLEARWATER HIGH SCHOOL",2325,531,"0,22838709677"
52,PINELLAS,731,"CLEARWATER FUNDAMENTAL MIDDLE SCHOOL",855,22,"0,02573099415"
52,PINELLAS,751,"COUNTRYSIDE HIGH SCHOOL",2359,326,"0,13819415006"
52,PINELLAS,811,"CROSS BAYOU ELEMENTARY SCHOOL",533,40,"0,07504690431"
52,PINELLAS,851,"CURLEW CREEK ELEMENTARY SCHOOL",782,50,"0,06393861892"
52,PINELLAS,981,"DISSTON ACADEMY",208,119,"0,57211538461"
52,PINELLAS,991,"LEILA DAVIS ELEMENTARY SCHOOL",857,39,"0,04550758459"
52,PINELLAS,1031,"DIXIE M. HOLLINS HIGH SCHOOL",2212,688,"0,31103074141"
52,PINELLAS,1071,"DUNEDIN ELEMENTARY SCHOOL",701,41,"0,05848787446"
52,PINELLAS,1081,"DUNEDIN HIGH SCHOOL",1583,338,"0,2135186355"
52,PINELLAS,1091,"DUNEDIN HIGHLAND MIDDLE SCHOOL",1281,145,"0,11319281811"
52,PINELLAS,1131,"EISENHOWER ELEMENTARY SCHOOL",927,64,"0,0690399137"
52,PINELLAS,1211,"FAIRMOUNT PARK ELEMENTARY SCHOOL",797,121,"0,15181932245"
52,PINELLAS,1261,"JOHN M. SEXTON ELEMENTARY SCHOOL",749,76,"0,10146862483"
52,PINELLAS,1281,"FITZGERALD MIDDLE SCHOOL",1294,162,"0,12519319938"
52,PINELLAS,1331,"FOREST LAKES ELEMENTARY SCHOOL",596,22,"0,03691275167"
52,PINELLAS,1341,"FRONTIER ELEMENTARY SCHOOL",788,80,"0,10152284263"
52,PINELLAS,1361,"FUGUITT ELEMENTARY SCHOOL",654,61,"0,09327217125"
52,PINELLAS,1421,"LYNCH ELEMENTARY SCHOOL",804,75,"0,09328358208"
52,PINELLAS,1471,"PERKINS ELEMENTARY SCHOOL",610,15,"0,02459016393"
52,PINELLAS,1481,"GARRISON-JONES ELEMENTARY SCHOOL",751,45,"0,05992010652"
52,PINELLAS,1531,"GIBBS HIGH SCHOOL",1575,391,"0,24825396825"
52,PINELLAS,1691,"GULFPORT MONTESSOURI ELEMENTARY SCHOOL",807,103,"0,12763320941"
52,PINELLAS,1781,"HIGHLAND LAKES ELEMENTARY SCHOOL",692,28,"0,04046242774"
52,PINELLAS,1801,"CALVIN A. HUNSINGER SCHOOL",147,51,"0,34693877551"
52,PINELLAS,1811,"HIGH POINT ELEMENTARY SCHOOL",821,97,"0,11814859926"
52,PINELLAS,1821,"DOUGLAS L. JAMERSON JR. ELEMENTARY",600,17,"0,02833333333"
52,PINELLAS,1961,"LAKEVIEW FUNDAMENTAL ELEMENTARY",366,3,"0,00819672131"
52,PINELLAS,2021,"LAKEWOOD ELEMENTARY SCHOOL",620,62,"0,1"
52,PINELLAS,2031,"LAKEWOOD HIGH SCHOOL",1352,256,"0,18934911242"
52,PINELLAS,2081,"LARGO HIGH SCHOOL",1884,445,"0,23619957537"
52,PINELLAS,2141,"LEALMAN AVENUE ELEMENTARY SCHOOL",604,60,"0,09933774834"
52,PINELLAS,2151,"LEALMAN INNOVATION ACADEMY",444,111,"0,25"
52,PINELLAS,2261,"MADEIRA BEACH FUNDAMENTAL K-8",1438,73,"0,05076495132"
52,PINELLAS,2281,"MAXIMO ELEMENTARY SCHOOL",550,33,"0,06"
52,PINELLAS,2301,"MCMULLEN-BOOTH ELEMENTARY SCHOOL",825,51,"0,06181818181"
52,PINELLAS,2321,"MEADOWLAWN MIDDLE SCHOOL",1399,230,"0,1644031451"
52,PINELLAS,2371,"MELROSE ELEMENTARY SCHOOL",571,57,"0,09982486865"
52,PINELLAS,2431,"MILDRED HELMS ELEMENTARY SCHOOL",693,65,"0,09379509379"
52,PINELLAS,2441,"CHI CHI RODRIQUEZ ACADEMY",84,9,"0,10714285714"
52,PINELLAS,2531,"MOUNT VERNON ELEMENTARY SCHOOL",669,56,"0,08370702541"
52,PINELLAS,2581,"NINA HARRIS ESE CENTER",274,83,"0,30291970802"
52,PINELLAS,2641,"NORTHEAST HIGH SCHOOL",2023,461,"0,22787938704"
52,PINELLAS,2691,"NORTH SHORE ELEMENTARY SCHOOL",402,44,"0,10945273631"
52,PINELLAS,2791,"NORTHWEST ELEMENTARY SCHOOL",711,65,"0,09142053445"
52,PINELLAS,2821,"PINELLAS SECONDARY SCHOOL",415,110,"0,26506024096"
52,PINELLAS,2861,"OAK GROVE MIDDLE SCHOOL",1252,141,"0,1126198083"
52,PINELLAS,2921,"OAKHURST ELEMENTARY SCHOOL",806,22,"0,02729528535"
52,PINELLAS,2961,"OLDSMAR ELEMENTARY SCHOOL",615,42,"0,06829268292"
52,PINELLAS,3021,"ORANGE GROVE ELEMENTARY SCHOOL",366,22,"0,06010928961"
52,PINELLAS,3031,"OSCEOLA FUNDAMENTAL HIGH",1764,157,"0,08900226757"
52,PINELLAS,3041,"OSCEOLA MIDDLE SCHOOL",1405,187,"0,1330960854"
52,PINELLAS,3071,"OZONA ELEMENTARY SCHOOL",838,48,"0,05727923627"
52,PINELLAS,3131,"CURTIS FUNDAMENTAL ELEMENTARY",546,4,"0,00732600732"
52,PINELLAS,3191,"PALM HARBOR MIDDLE SCHOOL",1506,121,"0,08034528552"
52,PINELLAS,3231,"RICHARD L. SANDERS SCHOOL",162,95,"0,58641975308"
52,PINELLAS,3281,"PASADENA FUNDAMENTAL ELEMENTARY SCHOOL",483,5,"0,01035196687"
52,PINELLAS,3341,"CLEARWATER INTERMEDIATE",328,93,"0,28353658536"
