"Students Absent 21 or More Days by School
2015-16, Final Survey 5",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"District #","District Name","School #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
13,DADE,2701,"KENWOOD K-8 CENTER",1152,36,"0,03125"
13,DADE,2741,"KEY BISCAYNE K-8 CENTER",1472,41,"0,02785326086"
13,DADE,2781,"KINLOCH PARK ELEMENTARY SCHOOL",802,73,"0,09102244389"
13,DADE,2801,"LAKE STEVENS ELEMENTARY SCHOOL",312,20,"0,0641025641"
13,DADE,2821,"LAKEVIEW ELEMENTARY SCHOOL",485,35,"0,07216494845"
13,DADE,2881,"LEEWOOD K-8 CENTER",844,18,"0,02132701421"
13,DADE,2891,"WILLIAM H. LEHMAN ELEMENTARY SCHOOL",707,10,"0,01414427157"
13,DADE,2901,"LEISURE CITY K-8 CENTER",1215,111,"0,09135802469"
13,DADE,2911,"LINDA LENTIN K-8 CENTER",970,46,"0,04742268041"
13,DADE,2941,"LAURA C. SAUNDERS ELEMENTARY SCHOOL",827,78,"0,09431680773"
13,DADE,2981,"LIBERTY CITY ELEMENTARY SCHOOL",568,89,"0,15669014084"
13,DADE,3000,"MATER INTERNATIONAL ACADEMY",75,21,"0,28"
13,DADE,3002,"DOWNTOWN DORAL CHARTER ELEMENTARY SCHOOL",433,2,"0,00461893764"
13,DADE,3021,"JESSE J. MCCRARY, JR. ELEMENTARY SCHOOL",780,75,"0,09615384615"
13,DADE,3025,"ADVANTAGE ACADEMY SANTA FE",285,8,"0,02807017543"
13,DADE,3026,"ADVANTAGE ACADEMY OF MATH AND SCIENCE AT SUMMERVILLE",69,13,"0,1884057971"
13,DADE,3027,"ADVANTAGE ACADEMY OF MATH AND SCIENCE AT WATERSTONE",162,13,"0,08024691358"
13,DADE,3029,"DORAL ACADEMY OF TECHNOLOGY",190,0,0
13,DADE,3030,"DORAL ACADEMY",1166,11,"0,00943396226"
13,DADE,3032,"PALM GLADES PREPARATORY ACADEMY",325,30,"0,0923076923"
13,DADE,3033,"SOMERSET OAKS ACADEMY",617,61,"0,09886547811"
13,DADE,3034,"BRIDGEPREP ACADEMY OF VILLAGE GREEN",807,28,"0,03469640644"
13,DADE,3035,"RAMZ ACADEMY K-5 MIAMI CAMPUS",232,33,"0,14224137931"
13,DADE,3041,"LORAH PARK ELEMENTARY SCHOOL",531,48,"0,09039548022"
13,DADE,3051,"TOUSSAINT L'OUVERTURE ELEMENTARY",577,57,"0,09878682842"
13,DADE,3061,"LUDLAM ELEMENTARY SCHOOL",424,18,"0,04245283018"
13,DADE,3100,"MATER ACADEMY EAST CHARTER",615,43,"0,06991869918"
13,DADE,3101,"FRANK CRAWFORD MARTIN K-8 CENTER",1201,16,"0,01332223147"
13,DADE,3111,"WESLEY MATTHEWS ELEMENTARY SCHOOL",546,9,"0,01648351648"
13,DADE,3141,"MEADOWLANE ELEMENTARY SCHOOL",985,58,"0,05888324873"
13,DADE,3181,"MELROSE ELEMENTARY SCHOOL",804,85,"0,10572139303"
13,DADE,3191,"ADA MERRITT K-8 CENTER",736,14,"0,01902173913"
13,DADE,3241,"MIAMI GARDENS ELEMENTARY SCHOOL",322,32,"0,09937888198"
13,DADE,3261,"MIAMI HEIGHTS ELEMENTARY SCHOOL",1297,137,"0,10562837316"
13,DADE,3281,"MIAMI LAKES K-8 CENTER",1426,44,"0,03085553997"
13,DADE,3301,"MIAMI PARK ELEMENTARY SCHOOL",364,50,"0,13736263736"
13,DADE,3341,"MIAMI SHORES ELEMENTARY SCHOOL",819,42,"0,05128205128"
13,DADE,3381,"MIAMI SPRINGS ELEMENTARY SCHOOL",484,29,"0,05991735537"
13,DADE,3421,"MARCUS A. MILAM K-8 CENTER",1055,80,"0,07582938388"
13,DADE,3431,"PHYLLIS R. MILLER ELEMENTARY SCHOOL",701,25,"0,03566333808"
13,DADE,3501,"MORNINGSIDE K-8 ACADEMY",602,24,"0,03986710963"
13,DADE,3541,"ROBERT RUSSA MOTON ELEMENTARY SCHOOL",449,40,"0,08908685968"
13,DADE,3581,"MYRTLE GROVE K-8 CENTER",692,47,"0,06791907514"
13,DADE,3600,"DOWNTOWN MIAMI CHARTER SCHOOL",701,55,"0,07845934379"
13,DADE,3610,"KEYS GATE CHARTER SCHOOL",2393,344,"0,14375261178"
13,DADE,3621,"COCONUT PALM K-8 ACADEMY",1741,171,"0,09821941412"
13,DADE,3661,"NATURAL BRIDGE ELEMENTARY SCHOOL",870,82,"0,09425287356"
13,DADE,3701,"NORLAND ELEMENTARY SCHOOL",815,27,"0,03312883435"
13,DADE,3741,"NORTH BEACH ELEMENTARY SCHOOL",1129,61,"0,05403011514"
13,DADE,3781,"BARBARA HAWKINS ELEMENTARY SCHOOL",336,8,"0,0238095238"
13,DADE,3821,"NORTH COUNTY K-8 CENTER",553,47,"0,0849909584"
13,DADE,3861,"NORTH GLADE ELEMENTARY SCHOOL",366,33,"0,09016393442"
13,DADE,3901,"NORTH HIALEAH ELEMENTARY SCHOOL",606,50,"0,08250825082"
13,DADE,3941,"NORTH MIAMI ELEMENTARY SCHOOL",622,45,"0,07234726688"
13,DADE,3981,"NORTH TWIN LAKES ELEMENTARY SCHOOL",582,26,"0,04467353951"
13,DADE,4000,"MIAMI CHILDREN'S MUSEUM CHARTER SCHOOL",317,27,"0,08517350157"
13,DADE,4001,"NORWOOD ELEMENTARY SCHOOL",577,27,"0,04679376083"
13,DADE,4002,"BEACON COLLEGE PREPARATORY",259,68,"0,26254826254"
13,DADE,4012,"SOMERSET ACADEMY AT SILVER PALMS",803,21,"0,02615193026"
13,DADE,4021,"OAK GROVE ELEMENTARY SCHOOL",663,46,"0,06938159879"
13,DADE,4031,"GATEWAY ENVIRONMENTAL K-8 LEARNING CENTER",2204,254,"0,11524500907"
13,DADE,4061,"OJUS ELEMENTARY SCHOOL",1029,30,"0,02915451895"
13,DADE,4070,"EARLY BEGINNINGS ACADEMY",155,75,"0,48387096774"
13,DADE,4071,"AGENORIA S PASCHAL/OLINDA ELEMENTARY SCHOOL",512,59,"0,115234375"
13,DADE,4091,"OLYMPIA HEIGHTS ELEMENTARY SCHOOL",572,31,"0,05419580419"
13,DADE,4121,"DR. ROBERT B. INGRAM/OPA-LOCKA ELEMENTARY SCHOOL",530,67,"0,12641509433"
13,DADE,4171,"ORCHARD VILLA ELEMENTARY SCHOOL",564,63,"0,11170212765"
13,DADE,4221,"PALMETTO ELEMENTARY SCHOOL",651,15,"0,02304147465"
13,DADE,4241,"PALM LAKES ELEMENTARY SCHOOL",807,45,"0,05576208178"
13,DADE,4261,"PALM SPRINGS ELEMENTARY SCHOOL",715,9,"0,01258741258"
13,DADE,4281,"PALM SPRINGS NORTH ELEMENTARY SCHOOL",1111,32,"0,02880288028"
13,DADE,4301,"PARKVIEW ELEMENTARY SCHOOL",380,19,"0,05"
13,DADE,4341,"PARKWAY ELEMENTARY SCHOOL",403,19,"0,04714640198"
13,DADE,4381,"DR. HENRY E. PERRINE ACADEMY OF THE ARTS",844,35,"0,04146919431"
13,DADE,4391,"IRVING & BEATRICE PESKOE K-8 CENTER",969,111,"0,11455108359"
13,DADE,4401,"KELSEY L. PHARR ELEMENTARY SCHOOL",426,33,"0,07746478873"
13,DADE,4421,"PINECREST ELEMENTARY SCHOOL",1072,24,"0,0223880597"
13,DADE,4441,"PINE LAKE ELEMENTARY SCHOOL",473,36,"0,07610993657"
13,DADE,4461,"PINE VILLA ELEMENTARY SCHOOL",488,114,"0,23360655737"
13,DADE,4491,"HENRY E.S. REEVES ELEMENTARY SCHOOL",791,52,"0,06573957016"
13,DADE,4501,"POINCIANA PARK ELEMENTARY SCHOOL",476,77,"0,16176470588"
13,DADE,4511,"DR. GILBERT L. PORTER ELEMENTARY SCHOOL",847,27,"0,03187721369"
13,DADE,4541,"RAINBOW PARK ELEMENTARY SCHOOL",471,29,"0,06157112526"
13,DADE,4581,"REDLAND ELEMENTARY SCHOOL",972,98,"0,10082304526"
13,DADE,4611,"REDONDO ELEMENTARY SCHOOL",695,48,"0,0690647482"
13,DADE,4651,"ETHEL F. BECKFORD/RICHMOND PRIMARY LEARNING CENTER",130,26,"0,2"
13,DADE,4681,"RIVERSIDE ELEMENTARY COMMUNITY SCHOOL",1507,175,"0,11612475116"
13,DADE,4691,"JANE S. ROBERTS K-8 CENTER",958,29,"0,03027139874"
13,DADE,4721,"ROCKWAY ELEMENTARY SCHOOL",447,22,"0,04921700223"
13,DADE,4741,"ROYAL GREEN ELEMENTARY SCHOOL",637,12,"0,01883830455"
13,DADE,4761,"ROYAL PALM ELEMENTARY SCHOOL",627,35,"0,05582137161"
13,DADE,4801,"GERTRUDE K. EDLEMAN/SABAL PALM ELEMENTARY SCHOOL",753,50,"0,06640106241"
13,DADE,4841,"SANTA CLARA ELEMENTARY SCHOOL",705,50,"0,07092198581"
13,DADE,4881,"SCOTT LAKE ELEMENTARY SCHOOL",542,32,"0,0590405904"
13,DADE,4921,"SEMINOLE ELEMENTARY SCHOOL",634,48,"0,07570977917"
13,DADE,4961,"SHADOWLAWN ELEMENTARY SCHOOL",289,21,"0,07266435986"
13,DADE,5001,"SHENANDOAH ELEMENTARY SCHOOL",1139,63,"0,0553116769"
13,DADE,5002,"SOMERSET PREPARATORY ACADEMY SUNSET",150,13,"0,08666666666"
13,DADE,5003,"SOUTH DADE MIDDLE SCHOOL",1236,162,"0,13106796116"
13,DADE,5005,"DAVID LAWRENCE JR. K-8 CENTER",1774,115,"0,06482525366"
13,DADE,5006,"EVERGLADES PREPARATORY ACADEMY",473,31,"0,06553911205"
13,DADE,5007,"LINCOLN-MARTI CHARTER SCHOOL HIALEAH CAMPUS",380,64,"0,16842105263"
13,DADE,5008,"SOMERSET GABLES ACADEMY",454,14,"0,0308370044"
13,DADE,5020,"BRIDGEPREP ACADEMY INTERAMERICAN CAMPUS",208,7,"0,03365384615"
13,DADE,5021,"BEN SHEPPARD ELEMENTARY SCHOOL",1132,69,"0,0609540636"
13,DADE,5022,"BEN GAMLA CHARTER SCHOOL",264,10,"0,03787878787"
13,DADE,5025,"LINCOLN-MARTI CHARTER SCHOOL LITTLE HAVANA CAMPUS",864,93,"0,10763888888"
13,DADE,5029,"EXCELSIOR LANGUAGE ACADEMY OF HIALEAH",290,34,"0,11724137931"
13,DADE,5032,"EXCELSIOR CHARTER ACADEMY",378,27,"0,07142857142"
13,DADE,5041,"SILVER BLUFF ELEMENTARY SCHOOL",649,57,"0,08782742681"
13,DADE,5043,"LINCOLN-MARTI SCHOOLS INTERNATIONAL CAMPUS",402,35,"0,08706467661"
13,DADE,5044,"ACADEMY FOR INTERNATIONAL EDUCATION CHARTER SCHOOL",471,16,"0,033970276"
13,DADE,5045,"MATER GROVE ACADEMY",180,7,"0,03888888888"
13,DADE,5046,"MATER BRICKELL PREPARATORY ACADEMY",178,8,"0,04494382022"
13,DADE,5047,"MATER ACADEMY MIAMI BEACH",598,34,"0,05685618729"
13,DADE,5048,"PINECREST ACADEMY (NORTH CAMPUS)",513,9,"0,01754385964"
13,DADE,5049,"PINECREST COVE ACADEMY",740,12,"0,01621621621"
13,DADE,5051,"ERNEST R. GRAHAM K-8 ACADEMY",1552,43,"0,02770618556"
13,DADE,5054,"MATER ACADEMY AT MOUNT SINAI",198,6,"0,0303030303"
13,DADE,5061,"DR. CARLOS J. FINLAY ELEMENTARY",590,28,"0,04745762711"
13,DADE,5062,"SOMERSET ACADEMY BAY",232,3,"0,01293103448"
13,DADE,5081,"DR. FREDERICA S. WILSON/SKYWAY ELEMENTARY SCHOOL",457,25,"0,05470459518"
13,DADE,5091,"SOUTH POINTE ELEMENTARY SCHOOL",611,25,"0,04091653027"
13,DADE,5101,"JOHN I. SMITH K-8 CENTER",1914,93,"0,04858934169"
13,DADE,5121,"SNAPPER CREEK ELEMENTARY SCHOOL",520,25,"0,04807692307"
13,DADE,5131,"N DADE CENTER FOR MODERN LANGUAGE",401,3,"0,00748129675"
13,DADE,5141,"HUBERT O. SIBLEY K-8 ACADEMY",944,62,"0,0656779661"
13,DADE,5201,"SOUTH HIALEAH ELEMENTARY SCHOOL",1180,105,"0,08898305084"
13,DADE,5241,"SOUTH MIAMI K-8 CENTER",915,28,"0,03060109289"
13,DADE,5281,"SOUTH MIAMI HEIGHTS ELEMENTARY",781,45,"0,0576184379"
13,DADE,5321,"SOUTHSIDE ELEMENTARY SCHOOL",853,29,"0,03399765533"
13,DADE,5361,"SPRINGVIEW ELEMENTARY SCHOOL",513,27,"0,05263157894"
13,DADE,5381,"E.W.F. STIRRUP ELEMENTARY SCHOOL",1068,46,"0,04307116104"
13,DADE,5384,"IMATER ACADEMY",633,67,"0,10584518167"
13,DADE,5401,"SUNSET ELEMENTARY SCHOOL",1204,5,"0,00415282392"
13,DADE,5410,"ALPHA CHARTER OF EXCELLENCE",307,26,"0,08469055374"
13,DADE,5421,"SUNSET PARK ELEMENTARY SCHOOL",709,32,"0,04513399153"
13,DADE,5431,"SWEETWATER ELEMENTARY SCHOOL",827,61,"0,07376058041"
13,DADE,5441,"SYLVANIA HEIGHTS ELEMENTARY SCHOOL",519,30,"0,0578034682"
13,DADE,5481,"TREASURE ISLAND ELEMENTARY SCHOOL",636,59,"0,09276729559"
13,DADE,5521,"TROPICAL ELEMENTARY SCHOOL",495,88,"0,17777777777"
13,DADE,5561,"FRANCES S. TUCKER ELEMENTARY SCHOOL",465,48,"0,10322580645"
13,DADE,5601,"TWIN LAKES ELEMENTARY SCHOOL",545,6,"0,01100917431"
13,DADE,5641,"VILLAGE GREEN ELEMENTARY SCHOOL",387,8,"0,02067183462"
13,DADE,5671,"VINELAND K-8 CENTER",995,20,"0,02010050251"
13,DADE,5711,"MAE M. WALTERS ELEMENTARY SCHOOL",653,32,"0,04900459418"
13,DADE,5791,"WEST HOMESTEAD K-8 CENTER",973,103,"0,1058581706"
13,DADE,5831,"HENRY S. WEST LABORATORY SCHOOL",317,3,"0,00946372239"
13,DADE,5861,"DR. HENRY W. MACK/WEST LITTLE RIVER K-8 CENTER",590,44,"0,07457627118"
13,DADE,5901,"CARRIE P. MEEK/WESTVIEW K-8 CENTER",808,46,"0,05693069306"
13,DADE,5931,"PHYLLIS WHEATLEY ELEMENTARY SCHOOL",369,50,"0,13550135501"
13,DADE,5951,"WHISPERING PINES ELEMENTARY SCHOOL",717,32,"0,04463040446"
13,DADE,5961,"WINSTON PARK K-8 CENTER",1472,58,"0,03940217391"
13,DADE,5971,"NATHAN B. YOUNG ELEMENTARY SCHOOL",447,40,"0,08948545861"
13,DADE,5981,"DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL",1018,121,"0,1188605108"
13,DADE,5991,"CHARLES DAVID WYCHE, JR ELEMENTARY SCHOOL",818,62,"0,07579462102"
13,DADE,6001,"HERBERT A. AMMONS MIDDLE SCHOOL",1221,10,"0,00819000819"
13,DADE,6004,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL",223,14,"0,06278026905"
13,DADE,6006,"ARCHIMEDEAN MIDDLE CONSERVATORY",334,6,"0,01796407185"
13,DADE,6009,"MATER EAST ACADEMY MIDDLE SCHOOL",335,39,"0,11641791044"
13,DADE,6010,"FLORIDA INTERNATIONAL ACADEMY",329,56,"0,17021276595"
13,DADE,6011,"GEORGIA JONES AYERS MIDDLE SCHOOL",560,35,"0,0625"
13,DADE,6012,"MATER ACADEMY CHARTER MIDDLE",1353,60,"0,044345898"
13,DADE,6013,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (SOUTH HOMESTEAD)",395,23,"0,0582278481"
13,DADE,6014,"IMATER ACADEMY MIDDLE SCHOOL",822,54,"0,06569343065"
13,DADE,6015,"SPORTS LEADERSHIP AND MANAGEMENT (SLAM) CHARTER MIDDLE SCHOOL",595,52,"0,08739495798"
13,DADE,6016,"SOMERSET VIRTUAL ACADEMY",30,0,0
13,DADE,6017,"INTERNATIONAL STUDIES VIRTUAL",*,*,*
13,DADE,6018,"THE SEED SCHOOL OF MIAMI",105,10,"0,09523809523"
13,DADE,6020,"ASPIRA RAUL ARNALDO MARTINEZ CHARTER SCHOOL",591,12,"0,02030456852"
13,DADE,6021,"ARVIDA MIDDLE SCHOOL",1453,47,"0,03234686854"
13,DADE,6022,"PINECREST ACADEMY CHARTER MIDDLE SCHOOL",528,11,"0,02083333333"
13,DADE,6023,"ANDOVER MIDDLE SCHOOL",794,32,"0,040302267"
13,DADE,6028,"RENAISSANCE MIDDLE CHARTER SCHOOL",469,24,"0,05117270788"
13,DADE,6030,"DORAL ACADEMY CHARTER MIDDLE SCHOOL",1240,28,"0,02258064516"
13,DADE,6031,"BROWNSVILLE MIDDLE SCHOOL",675,146,"0,21629629629"
13,DADE,6033,"MATER ACADEMY LAKES MIDDLE SCHOOL",883,43,"0,04869762174"
13,DADE,6040,"DOCTORS CHARTER SCHOOL OF MIAMI SHORES",602,18,"0,02990033222"
13,DADE,6041,"PAUL W. BELL MIDDLE SCHOOL",567,50,"0,08818342151"
13,DADE,6042,"MATER GARDENS ACADEMY MIDDLE SCHOOL",224,4,"0,01785714285"
13,DADE,6043,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (COUNTRY PALMS)",25,0,0
13,DADE,6045,"INTERNATIONAL STUDIES CHARTER MIDDLE SCHOOL",318,2,"0,00628930817"
13,DADE,6047,"MATER ACADEMY MIDDLE SCHOOL OF INTERNATIONAL STUDIES",203,4,"0,01970443349"
13,DADE,6048,"MIAMI COMMUNITY CHARTER MIDDLE SCHOOL",295,20,"0,06779661016"
13,DADE,6051,"CAROL CITY MIDDLE SCHOOL",508,35,"0,06889763779"
13,DADE,6052,"MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER",1728,86,"0,04976851851"
13,DADE,6053,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS",189,1,"0,00529100529"
13,DADE,6060,"ASPIRA LEADERSHIP AND COLLEGE PREPARATORY ACADEMY",370,43,"0,11621621621"
13,DADE,6070,"ASPIRA ARTS DECO CHARTER",432,74,"0,17129629629"
13,DADE,6071,"GEORGE WASHINGTON CARVER MIDDLE SCHOOL",1002,4,"0,00399201596"
13,DADE,6081,"CUTLER BAY SENIOR HIGH SCHOOL",478,23,"0,04811715481"
13,DADE,6082,"ACADEMIR CHARTER SCHOOL MIDDLE",252,9,"0,03571428571"
13,DADE,6083,"JUST ARTS AND MANAGEMENT CHARTER MIDDLE SCHOOL",105,1,"0,00952380952"
13,DADE,6091,"CITRUS GROVE MIDDLE SCHOOL",990,150,"0,15151515151"
13,DADE,6111,"CUTLER BAY MIDDLE",1177,153,"0,12999150382"
13,DADE,6121,"RUBEN DARIO MIDDLE SCHOOL",699,43,"0,06151645207"
13,DADE,6128,"SOMERSET ACADEMY BAY MIDDLE SCHOOL",60,2,"0,03333333333"
13,DADE,6161,"LAWTON CHILES MIDDLE SCHOOL",902,40,"0,044345898"
13,DADE,6171,"HENRY H. FILER MIDDLE SCHOOL",984,90,"0,09146341463"
13,DADE,6211,"GLADES MIDDLE SCHOOL",1097,47,"0,04284412032"
13,DADE,6221,"HAMMOCKS MIDDLE SCHOOL",1053,68,"0,06457739791"
13,DADE,6231,"HIALEAH MIDDLE SCHOOL",829,56,"0,06755126658"
13,DADE,6241,"HIGHLAND OAKS MIDDLE SCHOOL",1214,96,"0,07907742998"
13,DADE,6251,"HOMESTEAD MIDDLE SCHOOL",838,184,"0,21957040572"
13,DADE,6281,"THOMAS JEFFERSON MIDDLE SCHOOL",376,37,"0,09840425531"
13,DADE,6301,"JOHN F. KENNEDY MIDDLE SCHOOL",1207,32,"0,02651201325"
13,DADE,6331,"KINLOCH PARK MIDDLE SCHOOL",1222,99,"0,08101472995"
13,DADE,6351,"LAKE STEVENS MIDDLE SCHOOL",680,94,"0,13823529411"
13,DADE,6361,"JOSE DE DIEGO MIDDLE SCHOOL",810,107,"0,13209876543"
13,DADE,6391,"MADISON MIDDLE SCHOOL",587,90,"0,15332197614"
13,DADE,6411,"HORACE MANN MIDDLE SCHOOL",802,117,"0,14588528678"
13,DADE,6441,"HOWARD D. MCMILLAN MIDDLE SCHOOL",969,35,"0,03611971104"
13,DADE,6501,"MIAMI LAKES MIDDLE SCHOOL",1153,92,"0,07979184735"
13,DADE,6521,"MIAMI SPRINGS MIDDLE SCHOOL",1325,140,"0,10566037735"
13,DADE,6541,"NAUTILUS MIDDLE SCHOOL",1125,110,"0,09777777777"
13,DADE,6571,"NORLAND MIDDLE SCHOOL",992,72,"0,07258064516"
13,DADE,6591,"NORTH DADE MIDDLE SCHOOL",761,104,"0,13666228646"
13,DADE,6611,"COUNTRY CLUB MIDDLE SCHOOL",883,92,"0,10419026047"
13,DADE,6631,"NORTH MIAMI MIDDLE SCHOOL",1080,54,"0,05"
13,DADE,6681,"PALM SPRINGS MIDDLE SCHOOL",1174,89,"0,07580919931"
13,DADE,6701,"PALMETTO MIDDLE SCHOOL",1121,82,"0,07314897413"
13,DADE,6741,"PONCE DE LEON MIDDLE SCHOOL",1329,87,"0,06546275395"
13,DADE,6751,"HIALEAH GARDENS MIDDLE SCHOOL",1782,4,"0,00224466891"
13,DADE,6761,"REDLAND MIDDLE SCHOOL",600,72,"0,12"
13,DADE,6771,"JORGE MAS CANOSA MIDDLE SCHOOL",2042,142,"0,06953966699"
13,DADE,6781,"RICHMOND HEIGHTS MIDDLE SCHOOL",693,73,"0,10533910533"
13,DADE,6801,"RIVIERA MIDDLE SCHOOL",641,35,"0,05460218408"
13,DADE,6821,"ROCKWAY MIDDLE SCHOOL",1084,49,"0,04520295202"
13,DADE,6841,"SHENANDOAH MIDDLE SCHOOL",1279,80,"0,0625488663"
13,DADE,6861,"SOUTHWOOD MIDDLE SCHOOL",1562,55,"0,0352112676"
13,DADE,6881,"SOUTH MIAMI MIDDLE SCHOOL",988,20,"0,02024291497"
13,DADE,6901,"W. R. THOMAS MIDDLE SCHOOL",1249,50,"0,04003202562"
13,DADE,6921,"LAMAR LOUISE CURRY MIDDLE SCHOOL",1170,46,"0,03931623931"
13,DADE,6961,"WEST MIAMI MIDDLE SCHOOL",874,51,"0,05835240274"
13,DADE,6997,"MATER VIRTUAL ACADEMY CHARTER MIDDLE/HIGH SCHOOL",51,0,0
13,DADE,7001,"MIAMI-DADE ONLINE ACADEMY- VIRTUAL INSTRUCTION PROGRAM",45,1,"0,02222222222"
13,DADE,7005,"ITECH@THOMAS A EDISON EDUCATIONAL CENTER",199,12,"0,06030150753"
13,DADE,7007,"INTERNATIONAL STUDIES CHARTER HIGH SCHOOL",422,11,"0,02606635071"
13,DADE,7008,"BIOTECH@RICHMOND HEIGHTS 9-12 HIGH SCHOOL",278,16,"0,05755395683"
13,DADE,7009,"DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY",402,24,"0,05970149253"
13,DADE,7011,"AMERICAN SENIOR HIGH SCHOOL",2356,321,"0,13624787775"
13,DADE,7013,"METRO WEST DETENTION FACILITY",*,*,*
13,DADE,7014,"MATER PERFORMING ARTS & ENTERTAINMENT ACADEMY",379,56,"0,14775725593"
13,DADE,7015,"STELLAR LEADERSHIP ACADEMY",419,227,"0,54176610978"
13,DADE,7016,"SPORTS LEADERSHIP OF MIAMI CHARTER HIGH SCHOOL",472,98,"0,20762711864"
13,DADE,7018,"MATER ACADEMY LAKES HIGH SCHOOL",1220,123,"0,10081967213"
13,DADE,7020,"DORAL ACADEMY CHARTER HIGH SCHOOL",1739,76,"0,04370327774"
13,DADE,7021,"CENTER FOR INTERNATIONAL EDUCATION A CAMBRIDGE ASSOCIATE SCHOOL",158,3,"0,01898734177"
13,DADE,7022,"BRIDGEPREP ACADEMY OF ARTS & MINDS",449,126,"0,28062360801"
13,DADE,7024,"MATER ACADEMY HIGH SCHOOL OF INTERNATIONAL STUDIES",17,3,"0,17647058823"
13,DADE,7029,"TERRA ENVIRONMENTAL RESEARCH INSTITUTE",1834,43,"0,02344601962"
13,DADE,7031,MAST@FIU,226,3,"0,01327433628"
13,DADE,7032,"PALM GLADES PREPARATORY ACADEMY HIGH SCHOOL",388,82,"0,21134020618"
13,DADE,7033,"LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL",366,4,"0,01092896174"
13,DADE,7034,"SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH HOMESTEAD)",196,36,"0,18367346938"
13,DADE,7037,"MATER ACADEMY EAST CHARTER HIGH SCHOOL",331,75,"0,22658610271"
13,DADE,7038,"SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH CAMPUS)",30,1,"0,03333333333"
13,DADE,7041,"SCHOOL FOR ADVANCED STUDIES-WOLFSON",112,0,0
13,DADE,7042,"SOMERSET ACADEMY CHARTER HIGH SCHOOL",361,56,"0,15512465373"
13,DADE,7048,"ALONZO AND TRACY MOURNING SENIOR HIGH BISCAYNE BAY CAMPUS",1665,203,"0,12192192192"
13,DADE,7049,"WESTLAND HIALEAH SENIOR HIGH SCHOOL",2210,307,"0,13891402714"
13,DADE,7050,"KEYS GATE CHARTER HIGH SCHOOL",1325,479,"0,36150943396"
13,DADE,7051,"G. HOLMES BRADDOCK SENIOR HIGH",3749,473,"0,12616697786"
13,DADE,7053,"PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL",530,38,"0,0716981132"
13,DADE,7055,"YOUNG WOMENS PREPARATORY ACADEMY",417,12,"0,02877697841"
13,DADE,7056,"YOUNG MEN'S PREPARATORY ACADEMY",243,8,"0,03292181069"
13,DADE,7058,"MIAMI COMMUNITY CHARTER HIGH SCHOOL",267,56,"0,20973782771"
13,DADE,7059,"MIAMI ARTS CHARTER",1646,178,"0,10814094775"
13,DADE,7060,"EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL",561,91,"0,16221033868"
13,DADE,7061,"SCHOOL FOR ADVANCED STUDIES NORTH",104,1,"0,00961538461"
13,DADE,7062,"MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY",784,578,"0,73724489795"
13,DADE,7065,"MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY",874,586,"0,67048054919"
13,DADE,7066,"LATIN BUILDERS ASSOCIATION CONSTRUCTION AND BUSINESS MANAGEMENT ACADEMY",200,21,"0,105"
13,DADE,7067,"GREEN SPRINGS HIGH SCHOOL",723,164,"0,22683264177"
13,DADE,7068,"NORTH GARDENS HIGH SCHOOL",669,418,"0,62481315396"
13,DADE,7069,"NORTH PARK HIGH SCHOOL",645,338,"0,52403100775"
13,DADE,7070,"YOUTH CO-OP PREPARATORY HIGH SCHOOL",221,17,"0,07692307692"
13,DADE,7071,"CORAL GABLES SENIOR HIGH SCHOOL",3658,647,"0,17687260798"
13,DADE,7080,"CHARTER HIGH SCHOOL OF THE AMERICAS",137,12,"0,08759124087"
13,DADE,7081,"DESIGN & ARCHITECTURE SENIOR HIGH",519,24,"0,04624277456"
13,DADE,7090,"IMATER PREPARATORY ACADEMY HIGH SCHOOL",548,63,"0,11496350364"
13,DADE,7091,"SCHOOL FOR ADVANCED STUDIES - SOUTH",224,2,"0,00892857142"
13,DADE,7101,"CORAL REEF SENIOR HIGH SCHOOL",3385,47,"0,01388478581"
13,DADE,7111,"HIALEAH SENIOR HIGH SCHOOL",2745,401,"0,1460837887"
13,DADE,7121,"JOHN A. FERGUSON SENIOR HIGH",4373,528,"0,12074091013"
13,DADE,7131,"HIALEAH-MIAMI LAKES SENIOR HIGH",1833,166,"0,09056192034"
13,DADE,7141,"DR. MICHAEL M. KROP SENIOR HIGH",2831,358,"0,1264570823"
