,,,,,,,,,
"Student Average Daily Attendance/Average Daily Membership by School",,,,,,,,,
"2013-14, Survey 5 Data Final",,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).  A blank cell indicates no students in ADM.",,,,,,,,,
"DIST #",DISTRICT,"SCHOOL #","SCHOOL NAME","DAYS PRESENT","DAYS ABSENT",TOTAL,"PERCENT PRESENT","AVERAGE DAILY ATTENDANCE ","AVERAGE DAILY MEMBERSHIP"
13,DADE,7034,"SOMERSET ACADEMY CHARTER",12620,774,13394,"0,9422129311632074",70,74
13,DADE,7036,"LAWRENCE ACADEMY SENIOR H",8597,1144,9741,"0,8825582589056565",48,54
13,DADE,7037,"MATER ACADEMY EAST CHARTE",58100,5144,63244,"0,9186642211118842",323,351
13,DADE,7038,"SOMERSET ACADEMY CHARTER",5124,431,5555,"0,9224122412241225",28,31
13,DADE,7041,"SCHOOL FOR ADVAN STUDIES-",19759,724,20483,"0,9646536151930869",110,114
13,DADE,7042,"SOMERSET ACADEMY CHARTER",58006,4092,62098,"0,9341041579438951",322,345
13,DADE,7048,"ALONZO & TRACY MOURNING S",280442,26387,306829,"0,9140009581884372",1558,1705
13,DADE,7049,"WESTLAND HIALEAH SENIOR H",354506,26548,381054,"0,930330084449973",1969,2117
13,DADE,7050,"KEYS GATE CHARTER HIGH SC",180784,20402,201186,"0,8985913532750788",1004,1118
13,DADE,7051,"G. HOLMES BRADDOCK SENIOR",570578,41645,612223,"0,9319774003916873",3170,3401
13,DADE,7053,"PINECREST PREPARATORY ACA",70473,3817,74290,"0,94862027190739",392,413
13,DADE,7054,"EXCELSIOR CHARTER HIGH SC"," "," "," "," "," "," "
13,DADE,7055,"YOUNG WOMENS PREPARATORY",68271,2581,70852,"0,963571952803026",379,394
13,DADE,7056,"YOUNG MEN'S PREPARATORY A",36450,1499,37949,"0,9604996179082452",203,211
13,DADE,7058,"MIAMI COMMUNITY CHARTER H",34088,2757,36845,"0,9251730221196905",189,205
13,DADE,7059,"MIAMI ARTS CHARTER",118951,6353,125304,"0,9492993040924471",661,696
13,DADE,7060,"EVERGLADES PREPARATORY AC",58151,4088,62239,"0,9343177107601344",323,346
13,DADE,7061,"SCHOOL FOR ADVANCED STUD",19378,579,19957,"0,9709876233902891",108,111
13,DADE,7062,"MAVERICKS HIGH OF NORTH M",57513,30870,88383,"0,6507246868741726",320,491
13,DADE,7065,"MAVERICKS HIGH OF SOUTH M",47842,34679,82521,"0,57975545618691",266,458
13,DADE,7066,"LBA CONSTRUCTION AND BUSI",18742,788,19530,"0,9596518177163339",104,109
13,DADE,7067,"GREEN SPRINGS HIGH SCHOOL",53406,8138,61544,"0,8677694007539322",297,342
13,DADE,7068,"NORTH GARDENS HIGH SCHOOL",41853,17932,59785,"0,7000585431128209",233,332
13,DADE,7069,"NORTH PARK HIGH SCHOOL CH",43320,14204,57524,"0,7530769765663028",241,320
13,DADE,7070,"YOUTH CO-OP PREPARATORY H",19525,1002,20527,"0,951186242509865",108,114
13,DADE,7071,"CORAL GABLES SENIOR HIGH",550473,42784,593257,"0,9278828568394473",3058,3296
13,DADE,7080,"CHARTER HIGH SCHOOL OF TH",15263,972,16235,"0,9401293501693871",85,90
13,DADE,7081,"DESIGN & ARCHITECTURE SEN",91098,3034,94132,"0,967768665278545",506,523
13,DADE,7090,"IMATER PREPARATORY ACADEM",34034,2189,36223,"0,9395687822654115",189,201
13,DADE,7091,"SCHOOL FOR ADVANCED STUDI",41264,1235,42499,"0,9709404927174757",229,236
13,DADE,7101,"CORAL REEF SENIOR HIGH SC",555677,20399,576076,"0,9645897416313125",3087,3200
13,DADE,7111,"HIALEAH SENIOR HIGH SCHOO",472404,43249,515653,"0,9161277060348723",2624,2865
13,DADE,7121,"JOHN A. FERGUSON SR HIGH",709187,47069,756256,"0,9377604938010409",3940,4201
13,DADE,7131,"HIALEAH-MIAMI LAKES SR. H",272353,27035,299388,"0,9096991195371892",1513,1663
13,DADE,7141,"DR MICHAEL M. KROP SENIOR",441825,35799,477624,"0,9250477362946585",2455,2653
13,DADE,7151,"HOMESTEAD SENIOR HIGH SCH",267028,38990,306018,"0,8725891940996935",1483,1700
13,DADE,7160,"MATER ACADEMY CHARTER HIG",289225,19397,308622,"0,9371496523254985",1607,1715
13,DADE,7161,"MAST ACADEMY",144267,4854,149121,"0,9674492526203553",801,828
13,DADE,7171,"MEDICAL ACADEMY FOR SCIEN",79202,4524,83726,"0,9459666053555645",440,465
13,DADE,7191,"HIALEAH GARDENS SENIOR HI",504957,35512,540469,"0,9342941038246412",2805,3003
13,DADE,7201,"MIAMI BEACH SENIOR HIGH S",396075,38438,434513,"0,9115377445553988",2200,2414
13,DADE,7231,"MIAMI CAROL CITY SENIOR H",272070,29398,301468,"0,9024838457149681",1512,1675
13,DADE,7241,"RONALD W. REAGAN/DORAL SE",351671,22884,374555,"0,938903498818598",1954,2081
13,DADE,7251,"MIAMI CENTRAL SENIOR HIGH",306699,40824,347523,"0,882528638392279",1704,1931
13,DADE,7262,"CITY OF HIALEAH EDUCATION",95837,5873,101710,"0,9422573984858913",532,565
13,DADE,7265,"ARCHIMEDEAN UPPER CONSERV",39034,1962,40996,"0,9521416723582788",217,228
13,DADE,7271,"MIAMI CORAL PARK SENIOR H",475290,37224,512514,"0,9273697889228392",2641,2847
13,DADE,7291,"JOSE MARTI MAST 6-12 ACAD",99177,2852,102029,"0,9720471630614825",551,567
13,DADE,7301,"MIAMI EDISON SENIOR HIGH",136418,18060,154478,"0,8830901487590466",758,858
13,DADE,7341,"MIAMI JACKSON SENIOR HIGH",232140,30183,262323,"0,8849395592456628",1290,1457
13,DADE,7351,"ARTHUR AND POLLY MAYS CON",93351,7443,100794,"0,9261563188285017",519,560
13,DADE,7361,"MIAMI KILLIAN SENIOR HIGH",405451,36192,441643,"0,9180514578517037",2253,2454
13,DADE,7371,"ROBERT MORGAN EDUCATIONAL",377953,23331,401284,"0,941859132185684",2100,2229
13,DADE,7381,"MIAMI NORLAND SENIOR HIGH",265243,20543,285786,"0,9281175424968333",1474,1588
13,DADE,7391,"MIAMI LAKES EDUCATIONAL C",250860,10631,261491,"0,9593446810788899",1394,1453
13,DADE,7411,"MIAMI NORTHWESTERN SENIOR",253543,28127,281670,"0,900142010153726",1409,1565
13,DADE,7431,"MIAMI PALMETTO SR. HIGH S",452744,32718,485462,"0,9326044057001371",2515,2697
13,DADE,7461,"MIAMI SENIOR HIGH SCHOOL",456868,43782,500650,"0,9125496854089683",2538,2781
13,DADE,7511,"MIAMI SPRINGS SENIOR HIGH",292095,18766,310861,"0,9396321828727309",1623,1727
13,DADE,7531,"MIAMI SUNSET SENIOR HIGH",309212,30724,339936,"0,9096182810882049",1718,1889
13,DADE,7541,"NORTH MIAMI BEACH SENIOR",322921,28549,351470,"0,9187725837198054",1794,1953
13,DADE,7551,"SCHOOL FOR ADVANCED STUDI",20404,645,21049,"0,9693572141194357",113,117
13,DADE,7571,"INTERNATIONAL STUDIES PRE",44561,1979,46540,"0,9574774387623549",248,259
13,DADE,7581,"I PREPARATORY ACADEMY",29177,1199,30376,"0,96052804845931",162,169
13,DADE,7591,"NORTH MIAMI SENIOR HIGH S",425723,24967,450690,"0,9446027202733587",2365,2504
13,DADE,7601,"WILLIAM H. TURNER TECHNIC",259651,12128,271779,"0,9553755073055681",1443,1510
13,DADE,7631,"MIAMI MACARTHUR SOUTH",11129,4678,15807,"0,704055165433036",62,88
13,DADE,7701,"SOUTH DADE SENIOR HIGH SC",520699,54666,575365,"0,9049890069781791",2893,3196
13,DADE,7721,"SOUTH MIAMI SENIOR HIGH S",378441,33509,411950,"0,9186576040781649",2102,2289
13,DADE,7731,"MIAMI SOUTHRIDGE SENIOR H",327759,44931,372690,"0,8794413587700234",1821,2071
13,DADE,7741,"SOUTHWEST MIAMI SENIOR HI",535047,29275,564322,"0,9481235890147823",2972,3135
13,DADE,7751,"BARBARA GOLEMAN SENIOR HI",276326,22246,298572,"0,9254920086277347",1535,1659
13,DADE,7781,"FELIX VARELA SENIOR HIGH",525923,38698,564621,"0,9314619895469705",2922,3137
13,DADE,7791,"BOOKER T. WASHINGTON SR H",137035,20874,157909,"0,8678099411686477",761,877
13,DADE,7801,"GEORGE T. BAKER AVIATION",2396,193,2589,"0,925453843182696",13,14
13,DADE,7804,"AMIKIDS MIAMI-DADE SOUTH",5373,1923,7296,"0,7364309210526315",30,41
13,DADE,7805,"AMIKIDS MIAMI-DADE NORTH",6594,1713,8307,"0,7937883712531599",37,46
13,DADE,7806,"DADE JUVENILE RESIDENTIAL",8530,58,8588,"0,9932463903120633",47,48
13,DADE,7812,"MIAMI BRIDGE SOUTH",1761,73,1834,"0,9601962922573609",10,10
13,DADE,7819,BOYSTOWN,7427,315,7742,"0,9593128390596745",41,43
13,DADE,7823,"HERE'S HELP",2775,189,2964,"0,9362348178137652",15,16
13,DADE,7826,"JACKSON SIPP/CHILD CRISIS",2661,5,2666,"0,9981245311327832",15,15
13,DADE,7832,"MIAMI BRIDGE NORTH",2035,35,2070,"0,9830917874396136",11,12
13,DADE,7833,"CITRUS HEALTH SIPP/CRISIS",2569,20,2589,"0,9922750096562379",14,14
13,DADE,7835,"RICHMOND PERRINE OPTIMIST",11653,5041,16694,"0,6980352222355337",65,93
13,DADE,7839,"JUVENILE CORRECTIONS (JC)",1309,699,2008,"0,6518924302788844",7,11
13,DADE,7840,TURNER/GUILFORD/KNIGHT,6208,933,7141,"0,8693460299677916",34,40
13,DADE,7854,"MIAMI BEHAVIORAL HEALTH I",*,*,*,*,*,*
13,DADE,7855,"MIAMI CHILDREN'S HOSPITAL",*,*,*,*,*,*
13,DADE,7860,"SECONDARY STUDENT SUCCESS",5223,680,5903,"0,8848043367779095",29,33
13,DADE,7861,"SECONDARY STUDENT SUCCESS",4509,772,5281,"0,8538155652338573",25,29
13,DADE,7862,"SECONDARY STUDENT SUCCESS",6979,934,7913,"0,8819663844306836",39,44
13,DADE,7863,"SECONDARY STUDENT SUCCESS",3471,557,4028,"0,8617179741807348",19,22
13,DADE,7865,"HIS HOUSE",11068,768,11836,"0,9351132139236229",61,66
13,DADE,7901,"NEW WORLD SCHOOL OF THE A",81912,3863,85775,"0,9549635674730399",455,477
13,DADE,8012,"PACE CENTER FOR GIRLS",1728,417,2145,"0,8055944055944056",10,12
13,DADE,8016,"TEENAGE PARENT PROGRAM",38943,10752,49695,"0,7836402052520375",216,276
13,DADE,8017,"ALTERNATIVE OUTREACH PROG"," "," "," "," "," "," "
13,DADE,8019,"ACADEMY FOR COMMUNITY ED",13942,2504,16446,"0,8477441323118083",77,91
13,DADE,8021,"TITLE I MIGRANT EDUCATION",2652,335,2987,"0,887847338466689",15,17
13,DADE,8101,"JAN MANN OPPORTUNITY SCHO",11664,4097,15761,"0,7400545650656685",65,88
13,DADE,8121,"COPE CENTER NORTH",15937,6327,22264,"0,7158192597915918",89,124
13,DADE,8131,"DOROTHY M. WALLACE COPE C",14766,4580,19346,"0,7632585547399979",82,107
13,DADE,8141,"JUVENILE JUSTICE CTR ALT",11876,1,11877,"0,9999158036541214",66,66
13,DADE,8151,"ROBERT RENICK EDUCATION C",17223,4191,21414,"0,8042869151022696",96,119
13,DADE,8181,"RUTH OWENS KRUSE EDUCATIO",25029,4871,29900,"0,8370903010033445",139,166
13,DADE,9013,"PREK INTERVENTION",65834,10183,76017,"0,8660431219332517",366,422
13,DADE,9731,"INSTRUCTIONAL CENTER SYST",27672,2744,30416,"0,909784324039979",154,169
13,DADE,9732,"BRUCIE BALL EDUCATIONAL C",73584,7672,81256,"0,9055823569951758",409,451
13,DADE,9733,"DISTRICT INSTRUCTIONAL CE"," "," "," "," "," "," "
14,DESOTO,31,"DESOTO COUNTY HIGH SCHOOL",188054,15978,204032,"0,9216887547051443",1045,1134
14,DESOTO,61,"WEST ELEMENTARY SCHOOL",143386,5791,149177,"0,9611803428142408",797,829
14,DESOTO,81,"MEMORIAL ELEMENTARY SCHOO",160556,8779,169335,"0,9481560220863968",892,941
14,DESOTO,161,"DESOTO MIDDLE SCHOOL",175619,12037,187656,"0,9358560344460076",976,1043
14,DESOTO,181,"NOCATEE ELEMENTARY SCHOOL",100993,5929,106922,"0,9445483623576065",561,594
14,DESOTO,191,"SPRING LAKE YOUTH ACADEMY",4967,33,5000,"0,9934",28,28
14,DESOTO,291,"DESOTO CONNECTIONS",3652,2683,6335,"0,5764798737174428",20,35
14,DESOTO,341,"EARLY EDUCATION CENTER",19871,3454,23325,"0,8519185423365487",110,130
14,DESOTO,9003,"HOSPITAL AND HOMEBOUND",*,*,*,*,*,*
14,DESOTO,9114,"REDUCED SERVICES",1749,784,2533,"0,690485590209238",10,14
15,DIXIE,21,"DIXIE COUNTY HIGH SCHOOL",78108,12300,90408,"0,8639500929121317",434,502
15,DIXIE,41,"OLD TOWN ELEMENTARY SCHOO",89076,9345,98421,"0,9050507513640381",495,547
15,DIXIE,43,"KINDER CUB SCHOOL INC",11261,0,11261,1,63,63
15,DIXIE,101,"JAMES M. ANDERSON ELEMENT",82104,8690,90794,"0,9042888296583474",456,504
15,DIXIE,111,"RUTH RAINS MIDDLE SCHOOL",72449,7880,80329,"0,9019034221762999",402,446
15,DIXIE,7001,"DIXIE VIRTUAL INSTRUCTION",*,*,*,*,*,*
15,DIXIE,7004,"DIXIE VIRTUAL FRANCHISE",*,*,*,*,*,*
15,DIXIE,7023,"DIXIE VIRTUAL INSTRUCTION",*,*,*,*,*,*
15,DIXIE,N998,"HOME EDUC PROGRAM STUDENT",21984,0,21984,1,122,122
16,DUVAL,61,"MATTIE V RUTHERFORD ALT E",22770,0,22770,1,127,127
16,DUVAL,112,"SCHOOL FOR THE FUTURE",119831,10940,130771,"0,9163423083099463",666,727
16,DUVAL,121,"WEST RIVERSIDE ELEMENTARY",49539,3008,52547,"0,9427560089063124",275,292
16,DUVAL,141,"GRAND PARK CAREER CENTER",39285,3661,42946,"0,9147534112606529",218,239
16,DUVAL,151,"BRENTWOOD ELEMENTARY SCHO",59606,4075,63681,"0,9360091707102589",331,354
16,DUVAL,161,"ORTEGA ELEMENTARY SCHOOL",71869,4414,76283,"0,9421365179659951",399,424
16,DUVAL,181,"CENTRAL RIVERSIDE ELEM. S",68159,3275,71434,"0,9541534843351905",379,397
16,DUVAL,191,"RUTH N. UPSON ELEMENTARY",79823,5456,85279,"0,9360217638574562",443,474
16,DUVAL,201,"FISHWEIR ELEMENTARY SCHOO",71410,3004,74414,"0,9596312521837289",397,413
16,DUVAL,211,"ANNIE R. MORGAN ELEMENTAR",61833,5089,66922,"0,9239562475718001",344,372
16,DUVAL,251,"KIRBY-SMITH MIDDLE SCHOOL",165157,3568,168725,"0,9788531634316195",918,937
16,DUVAL,261,"ESE PRE KINDERGARTEN DISA",36933,0,36933,1,205,205
16,DUVAL,301,"LORETTO ELEMENTARY SCHOOL",187593,7680,195273,"0,9606704459909973",1042,1085
16,DUVAL,311,"JULIA LANDON COLLEGE PREP",131549,2092,133641,"0,9843461213250425",731,742
16,DUVAL,321,"MARINE SCIENCE EDUCATION",8407,12,8419,"0,9985746525715643",47,47
16,DUVAL,331,"ROBERT E. LEE HIGH SCHOOL",315349,11838,327187,"0,9638188558836384",1752,1818
16,DUVAL,351,"ANDREW JACKSON HIGH SCHOO",115970,7340,123310,"0,9404752250425756",644,685
16,DUVAL,371,"HENRY F. KITE ELEMENTARY",48526,2856,51382,"0,9444163325678253",270,285
16,DUVAL,381,"BALDWIN MIDDLE-SENIOR HIG",179824,10499,190323,"0,944835884259916",999,1057
16,DUVAL,391,"GATEWAY COMMUNITY SERVICE",4313,0,4313,1,24,24
16,DUVAL,411,"DUVAL ACADEMY",4970,2,4972,"0,999597747385358",28,28
16,DUVAL,431,"IMPACT HALFWAY HOUSE",4058,0,4058,1,23,23
16,DUVAL,451,"DINSMORE ELEMENTARY SCHOO",87571,6159,93730,"0,9342899818627974",487,521
16,DUVAL,461,"ARLINGTON ELEMENTARY SCHO",49870,3859,53729,"0,928176589923505",277,298
16,DUVAL,471,"LONE STAR HIGH SCHOOL",35305,19701,55006,"0,6418390721012254",196,306
16,DUVAL,481,"THOMAS JEFFERSON ELEMENTA",92805,6491,99296,"0,9346297937479858",516,552
16,DUVAL,491,"DUVAL REGIONAL JUVENILE D",16645,0,16645,1,92,92
16,DUVAL,501,"DROP BACK IN ACADEMY OF D",68686,0,68686,1,382,382
16,DUVAL,511,"WHITEHOUSE ELEMENTARY SCH",77802,5040,82842,"0,9391612949952922",432,460
16,DUVAL,531,"DUVAL MYCROSCHOOL",25153,20047,45200,"0,5564823008849558",140,251
16,DUVAL,541,"JAMES WELDON JOHNSON ACAD",78763,0,78763,1,438,438
16,DUVAL,591,"GARDEN CITY ELEMENTARY SC",86446,4677,91123,"0,9486737706177365",480,506
16,DUVAL,601,"KIPP VOICE ELEMENTARY SCH",33819,1668,35487,"0,9529968720940063",188,197
16,DUVAL,621,"OCEANWAY SCHOOL",213413,7302,220715,"0,9669166119203497",1186,1226
16,DUVAL,631,"DUNCAN U. FLETCHER MIDDLE",198651,5840,204491,"0,9714412859245639",1104,1136
16,DUVAL,641,"HOGAN-SPRING GLEN ELEMENT",65819,3984,69803,"0,9429250891795482",366,388
16,DUVAL,651,"ATLANTIC BEACH ELEMENTARY",78334,4046,82380,"0,9508861374119932",435,458
16,DUVAL,661,"ALFRED I. DUPONT MIDDLE S",142715,5032,147747,"0,9659417788516856",793,821
16,DUVAL,681,"VENETIA ELEMENTARY SCHOOL",72506,4966,77472,"0,9358994217265593",403,430
16,DUVAL,691,"LAKE SHORE MIDDLE SCHOOL",211615,6025,217640,"0,9723166697298291",1176,1209
16,DUVAL,701,"NORTH SHORE ELEMENTARY",108886,10081,118967,"0,9152622155723856",605,661
16,DUVAL,711,"HENDRICKS AVENUE ELEMENTA",120269,5000,125269,"0,9600858951536294",668,696
16,DUVAL,721,"SPRING PARK ELEMENTARY SC",74086,3999,78085,"0,9487865787283088",412,434
16,DUVAL,731,"JOHN LOVE ELEMENTARY SCHO",33752,3002,36754,"0,918321815312619",188,204
16,DUVAL,741,"LAKE FOREST ELEMENTARY SC",80278,3487,83765,"0,9583716349310571",446,465
16,DUVAL,751,"PAXON SCHOOL/ADVANCED STU",264257,4940,269197,"0,9816491268476246",1468,1496
16,DUVAL,761,"SOUTHSIDE ESTATES ELEM. S",88523,7361,95884,"0,9232301531016646",492,533
16,DUVAL,771,"HYDE PARK ELEMENTARY SCHO",74055,5225,79280,"0,9340943491422805",411,440
16,DUVAL,781,"BILTMORE ELEMENTARY SCHOO",62334,4266,66600,"0,9359459459459459",346,370
16,DUVAL,791,"RAMONA BOULEVARD ELEMENTA",66762,6530,73292,"0,9109043278939039",371,407
16,DUVAL,801,"SAN PABLO ELEMENTARY SCHO",99993,4782,104775,"0,9543593414459556",556,582
16,DUVAL,811,"PACE CENTER FOR GIRLS-JAX",13723,7,13730,"0,9994901675163874",76,76
16,DUVAL,821,"LOVE GROVE ELEMENTARY SCH",80804,6181,86985,"0,9289417715698108",449,483
16,DUVAL,831,"SAN JOSE ELEMENTARY SCHOO",140587,7945,148532,"0,9465098429967953",781,825
16,DUVAL,841,"BAYVIEW ELEMENTARY SCHOOL",63237,5785,69022,"0,9161861435484339",351,383
16,DUVAL,851,"LAKE LUCINA ELEMENTARY SC",68497,4011,72508,"0,9446819661278756",381,403
16,DUVAL,861,"TERRY PARKER HIGH SCHOOL",261472,10252,271724,"0,9622705392236239",1453,1510
16,DUVAL,871,"ENGLEWOOD ELEMENTARY SCHO",71270,4729,75999,"0,9377754970460138",396,422
16,DUVAL,881,"JOHN STOCKTON ELEMENTARY",90115,3734,93849,"0,9602126820743961",501,521
16,DUVAL,891,"WOODLAND ACRES ELEMENTARY",131220,9330,140550,"0,9336179295624333",729,781
16,DUVAL,901,"ENGLEWOOD HIGH SCHOOL",300668,19117,319785,"0,940219209781572",1670,1777
16,DUVAL,911,"SALLYE B. MATHIS ELEMENTA",72944,5742,78686,"0,9270264087639478",405,437
16,DUVAL,921,"EUGENE BUTLER MIDDLE SCHO",102464,2816,105280,"0,9732522796352584",569,585
16,DUVAL,931,"PINEDALE ELEMENTARY SCHOO",60260,6345,66605,"0,9047368816154944",335,370
16,DUVAL,941,"WINDY HILL ELEMENTARY SCH",113839,7985,121824,"0,934454623062779",632,677
16,DUVAL,951,"RUTLEDGE H. PEARSON ELEME",47489,2975,50464,"0,9410470830691186",264,280
16,DUVAL,961,"JEAN RIBAULT HIGH SCHOOL",205628,4224,209852,"0,9798715285058041",1142,1166
16,DUVAL,971,"CEDAR HILLS ELEMENTARY SC",75745,5040,80785,"0,9376121804790494",421,449
16,DUVAL,981,"TIMUCUAN ELEMENTARY SCHOO",99818,7647,107465,"0,9288419485413856",555,597
16,DUVAL,991,"HIGHLANDS ELEMENTARY SCHO",65482,5047,70529,"0,9284407832239221",364,392
16,DUVAL,1021,"SCHOOL OF SUCCESS ACADEMY",22554,66,22620,"0,9970822281167109",125,126
16,DUVAL,1061,"LONG BRANCH ELEMENTARY SC",41710,2523,44233,"0,94296113761219",232,246
16,DUVAL,1073,"DOUGLAS ANDERSON SCHOOL O",207258,10055,217313,"0,9537303336661865",1151,1207
16,DUVAL,1131,"WAYMAN ACADEMY OF THE ART",54383,5858,60241,"0,902757258345645",302,335
16,DUVAL,1161,"SADIE T. TILLIS ELEMENTAR",100798,7138,107936,"0,9338682182033797",560,600
16,DUVAL,1181,"SCHOOL FOR ACCELERATED LE",18401,876,19277,"0,9545572443844996",102,107
16,DUVAL,1191,"PATHWAYS ACADEMY HIGH SCH",22563,695,23258,"0,970117808925961",125,129
16,DUVAL,1201,"RIVER CITY SCIENCE ACADEM",144165,5861,150026,"0,9609334382040446",801,833
16,DUVAL,1211,"TIGER ACADEMY",38005,832,38837,"0,9785771300563896",211,216
16,DUVAL,1221,"GLOBAL OUTREACH CHARTER A",72883,5316,78199,"0,9320195910433637",405,434
16,DUVAL,1231,"DUVAL CHARTER SCHOOL AT A",109074,4572,113646,"0,9597698115199831",606,631
16,DUVAL,1241,"SAINT CLAIR EVANS ACADEMY",81756,7297,89053,"0,9180600316665356",454,495
16,DUVAL,1251,"SOMERSET ACADEMY-ELEMENTA",44448,2600,47048,"0,9447372895766026",247,261
16,DUVAL,1261,"SOMERSET ACADEMY-MIDDLE,",24822,55,24877,"0,9977891224826144",138,138
16,DUVAL,1271,"KIPP IMPACT MIDDLE SCHOOL",60411,1082,61493,"0,9824045013253541",336,342
16,DUVAL,1281,"SUSIE E. TOLBERT ELEMENTA",49162,2169,51331,"0,957744832557324",273,285
16,DUVAL,1291,"RIVER CITY SCIENCE ELEMEN",59677,3260,62937,"0,9482021704243927",332,350
16,DUVAL,1311,"DUVAL CHARTER HIGH SCHOOL",65846,0,65846,1,366,366
16,DUVAL,1321,"DUVAL CHARTER AT BAYMEADO",223432,6500,229932,"0,97173077257624",1241,1277
16,DUVAL,1331,"WAVERLY ACADEMY",34927,1583,36510,"0,9566420158860586",194,203
16,DUVAL,1341,"MURRAY HILL HIGH SCHOOL",27117,19985,47102,"0,5757080378752495",151,262
16,DUVAL,1371,"SEACOAST CHARTER ACADEMY",44654,1648,46302,"0,9644075849855298",248,257
16,DUVAL,1381,"SOMERSET EAGLE HIGH SCHOO",3921,18,3939,"0,9954303122619954",22,22
16,DUVAL,1411,"J. ALLEN AXSON ELEM SCHOO",96934,4015,100949,"0,9602274415794114",539,561
16,DUVAL,1421,"CHAFFEE TRAIL ELEMENTARY",126634,6710,133344,"0,9496790256779457",704,741
16,DUVAL,1431,"WEST JACKSONVILLE ELEM. S",45532,3190,48722,"0,934526497270227",253,271
16,DUVAL,1441,"JACKSONVILLE BEACH ELEMEN",106908,3321,110229,"0,9698718123179926",594,612
16,DUVAL,1451,"DARNELL COOKMAN MIDDLE/HI",202178,3115,205293,"0,9848265649583766",1123,1141
16,DUVAL,1461,"MATTHEW W. GILBERT MIDDLE",84600,715,85315,"0,9916192932075251",470,474
16,DUVAL,1481,"RICHARD L. BROWN ELEMENTA",85794,7491,93285,"0,9196977005949509",477,518
16,DUVAL,1491,"SMART POPE LIVINGSTON ELE",78567,6091,84658,"0,9280516903305063",436,470
16,DUVAL,1501,"NEW BERLIN ELEMENTARY SCH",199961,10498,210459,"0,9501185504064925",1111,1169
16,DUVAL,1521,"JAMES W JOHNSON COLLEG PR",190951,1760,192711,"0,9908671534058772",1061,1071
16,DUVAL,1531,"STANTON COLLEGE PREPARATO",266437,5713,272150,"0,9790079000551166",1480,1512
16,DUVAL,1542,"JOHN E. FORD K-8 SCHOOL",116134,7052,123186,"0,9427532349455295",645,684
16,DUVAL,1551,"NORTHWESTERN MIDDLE SCHOO",78321,1052,79373,"0,9867461227369508",435,441
16,DUVAL,1581,"GEORGE WASHINGTON CARVER",60386,5476,65862,"0,9168564574413167",335,366
16,DUVAL,1591,"PINE FOREST ELEMENTARY SC",83885,3779,87664,"0,9568922248585509",466,487
16,DUVAL,1601,"WATERLEAF ELEMENTARY",119683,5616,125299,"0,955179211326507",665,696
16,DUVAL,1611,"BARTRAM SPRINGS ELEMENTAR",157325,6553,163878,"0,960012936452727",874,910
16,DUVAL,1621,"R. V. DANIELS ELEMENTARY",52134,4840,56974,"0,9150489697054797",290,317
16,DUVAL,1631,"RUFUS E. PAYNE ELEMENTARY",58740,4114,62854,"0,9345467273363668",326,349
16,DUVAL,1641,"MT. HERMAN ESE CENTER",21745,3106,24851,"0,8750150899360186",121,138
16,DUVAL,1651,"WILLIAM M. RAINES HIGH SC",179152,3423,182575,"0,9812515404628235",995,1014
16,DUVAL,1661,"CARTER G. WOODSON ELEM. S",101994,6450,108444,"0,9405222972225296",567,602
16,DUVAL,1691,"S. A. HULL ELEMENTARY SCH",43700,2707,46407,"0,9416682828021634",243,258
16,DUVAL,1701,"PALM AVENUE EXCEP. STUDEN",24168,1184,25352,"0,9532975702114231",134,141
16,DUVAL,1761,"PRETRIAL DETENTION FACILI",11102,0,11102,1,62,62
16,DUVAL,1811,"HOSPITAL AND HOMEBOUND",33400,1,33401,"0,9999700607766234",186,186
16,DUVAL,1821,"YOUTH DEVELOPMENT CENTER",5447,12,5459,"0,9978017952005862",30,30
16,DUVAL,1851,"AMIKIDS JACKSONVILLE",6313,42,6355,"0,9933910306845004",35,35
16,DUVAL,1981,"TEEN PARENT SERVICE CENTE",35290,1641,36931,"0,9555657848420026",196,205
16,DUVAL,2021,"REYNOLDS LANE ELEMENTARY",49607,3277,52884,"0,938034188034188",276,294
16,DUVAL,2031,"KINGS TRAIL ELEMENTARY SC",77093,4775,81868,"0,9416744026970245",428,455
16,DUVAL,2051,"PICKETT ELEMENTARY SCHOOL",37654,3253,40907,"0,9204781577725084",209,227
16,DUVAL,2061,"BROOKVIEW ELEMENTARY SCHO",126663,7489,134152,"0,9441752638797781",704,745
16,DUVAL,2072,"J. E. B. STUART MIDDLE SC",144313,4725,149038,"0,9682966760155128",802,828
16,DUVAL,2081,"PARKWOOD HEIGHTS ELEMENTA",69359,4020,73379,"0,9452159337140054",385,408
16,DUVAL,2091,"HOLIDAY HILL ELEMENTARY S",104760,5930,110690,"0,9464269581714698",582,615
16,DUVAL,2101,"OAK HILL ELEMENTARY SCHOO",98228,8436,106664,"0,9209105227630691",546,593
16,DUVAL,2111,"SOUTHSIDE MIDDLE SCHOOL",130706,5117,135823,"0,9623259683558749",726,755
16,DUVAL,2121,"JEAN RIBAULT MIDDLE SCHOO",112748,1079,113827,"0,990520702469537",626,632
16,DUVAL,2131,"ARLINGTON MIDDLE SCHOOL",128039,4909,132948,"0,9630757890302976",711,739
