"COURSE ENROLLMENTS",,,,
"2013-14 SURVEY 2 FINAL DATA ",,,,
,,,,
"Dist #",District,"Course #",Course,Enrollment
12,COLUMBIA,7821021,"ACCESS M/J CIVICS",5
12,COLUMBIA,7821022,"ACCESS M/J WRLD HIST",4
12,COLUMBIA,7821023,"ACCESS M/J CIV & CP",4
12,COLUMBIA,7821025,"ACCESS M/J US HIST",21
12,COLUMBIA,7821026,"ACCESS M/J USHI & CP",6
12,COLUMBIA,7821030,"CAR ED PLAN",2
12,COLUMBIA,7855040,"ADV ACAD: 6-8 GIFTED",45
12,COLUMBIA,7863000,"SOC PERS: 6-8",42
12,COLUMBIA,7863010,"U SKLS: 6-8",24
12,COLUMBIA,7863030,"U SKLS: IND FUNC 6-8",9
12,COLUMBIA,7863040,"U SKLS: CURR&LRN 6-8",7
12,COLUMBIA,7863050,"U SKLS: COMMUNIC 6-8",7
12,COLUMBIA,7863080,"U SKLS VISION: 6-8",4
12,COLUMBIA,7863090,"LRNG STR: 6-8",2
12,COLUMBIA,7866030,"SPEECH THRPY: 6-8",16
12,COLUMBIA,7866040,"LANG THRPY: 6-8",20
12,COLUMBIA,7866050,"OCCU THRPY: 6-8",8
12,COLUMBIA,7866070,"PHY THRPY: 6-8",5
12,COLUMBIA,7910100,"READ: 9-12",28
12,COLUMBIA,7910110,"ENG: 9-12",33
12,COLUMBIA,7910111,"ACCESS ENGLISH 1/2",5
12,COLUMBIA,7910112,"ACCESS ENGLISH 3/4",5
12,COLUMBIA,7910390,"LIF SKLS COM: 9-12",1
12,COLUMBIA,7912050,"MATH: 9-12",34
12,COLUMBIA,7912070,"ACCESS LIB ARTS MATH",10
12,COLUMBIA,7915015,"ACCESS HOPE 9-12",10
12,COLUMBIA,7920010,"SCI: 9-12",31
12,COLUMBIA,7920015,"ACCESS BIOLOGY 1",10
12,COLUMBIA,7921010,"SS: 9-12",35
12,COLUMBIA,7921020,"ACCESS ECON",10
12,COLUMBIA,7960010,"TRAN PLAN: 9-12",1
12,COLUMBIA,7961010,"ACAD SKLS FNG LIV",4
12,COLUMBIA,7961020,"COMM SKLS FNG LIV",9
12,COLUMBIA,7961030,"PERS HME SKL FNG LIV",8
12,COLUMBIA,7961040,"LEIS REC SKL FNG LIV",8
12,COLUMBIA,7961050,"COMMU SOC SKL",8
12,COLUMBIA,7962010,"COGN LING SKLS",6
12,COLUMBIA,7962020,"LIF SUSTN ENVIR SKLS",6
12,COLUMBIA,7962030,"LEIS REC IMPR SKLS",6
12,COLUMBIA,7962040,"DEV FNG MOTOR SKLS",6
12,COLUMBIA,7963010,"PREP AD LIV",14
12,COLUMBIA,7963050,"SKLS STUS VISUAL IMP",3
12,COLUMBIA,7963070,"SOC PERS SKLS",15
12,COLUMBIA,7963130,"U SKLS",16
12,COLUMBIA,7966010,"PHY THERAPY",10
12,COLUMBIA,7966030,"SPEECH THRPY",7
12,COLUMBIA,7966040,"LANG THERAPY",7
12,COLUMBIA,7980030,"JOB PREP",12
12,COLUMBIA,7980110,"CAR PREP: 9-12",17
12,COLUMBIA,7980120,"CAR EXERIENCES: 9-12",20
12,COLUMBIA,8000210,"M/J EXPLOR WHEEL 2",39
12,COLUMBIA,8000220,"M/J EXPLOR WHEEL 3",41
12,COLUMBIA,8000300,"M/J EXP WHEEL 1",27
12,COLUMBIA,8000400,"OR TO CAREER CLUST",123
12,COLUMBIA,8005110,"TECHNICAL AG OPS 2",15
12,COLUMBIA,8005120,"TECHNICAL AG OPS 3",12
12,COLUMBIA,8006110,"ENERGY INDUSTRY FUND",16
12,COLUMBIA,8006120,"INTRO TO ALT ENERGY",7
12,COLUMBIA,8021110,"INTRO TO AG & CP",71
12,COLUMBIA,8021300,"FUND OF AG SYSTEMS",30
12,COLUMBIA,8021400,"FUND OF AG SERVICES",33
12,COLUMBIA,8100100,"AGRI, FOOD, NR DS",2
12,COLUMBIA,8100110,"ORIEN TO AGSCI & C P",56
12,COLUMBIA,8100120,"INTROD TO AGSCI",28
12,COLUMBIA,8100210,"EX OF AGRISCI",45
12,COLUMBIA,8106210,"ANIM SCI & SERS 2",7
12,COLUMBIA,8106220,"ANIM SCI & SERS 3",5
12,COLUMBIA,8106230,"ANIM SCI & SERS 4",2
12,COLUMBIA,8106810,"AGRISCI FOUND 1",69
12,COLUMBIA,8106820,"AGRITECH 1",19
12,COLUMBIA,8106830,"AGRITECH 2",14
12,COLUMBIA,8111510,"VET ASSIST 1",57
12,COLUMBIA,8111520,"VET ASSIST 4",7
12,COLUMBIA,8111540,"VET ASSIST 2",28
12,COLUMBIA,8111550,"VET ASSIST 3",14
12,COLUMBIA,8200110,"BUSINESS KEYBD",121
12,COLUMBIA,8200211,"CPTR APPL BUSINESS 3",37
12,COLUMBIA,8200220,"CPTR APPL BUS 1 & CP",2
12,COLUMBIA,8200330,"CPTR & BUSINESS SKLS",1
12,COLUMBIA,8200520,"CPTR APPL BUS 1",27
12,COLUMBIA,8203310,"ACCT APPL 1",17
12,COLUMBIA,8207110,"WEB DESIGN 1",2
12,COLUMBIA,8207120,"WEB DESIGN 2",2
12,COLUMBIA,8207310,"INTROD TO INFO TECH",101
12,COLUMBIA,8208110,"GAME & SIM FOUND",8
12,COLUMBIA,8208120,"GAME & SIM DSN",4
12,COLUMBIA,8208330,"GAME & SIM PGM",2
12,COLUMBIA,8208340,"MULTI-USER GAME&SIM",1
12,COLUMBIA,8209350,"INTRO ARTS, A/V",15
12,COLUMBIA,8209360,"INTRO ARTS, A/V & CP",26
12,COLUMBIA,8209510,"DIGITAL DESIGN 1",55
12,COLUMBIA,8209520,"DIGITAL DESIGN 2",8
12,COLUMBIA,8209530,"DIGITAL DESIGN 3",1
12,COLUMBIA,8215120,"BUSINESS ENTREP PRIN",18
12,COLUMBIA,8215130,"LEG ASPECTS BUSINESS",2
12,COLUMBIA,8300430,"GUIDED WKPL LEARN",250
12,COLUMBIA,8400110,"ORIEN TO HEALTH OCCS",65
12,COLUMBIA,8400320,"MEDICAL SKLS SERS",89
12,COLUMBIA,8405110,"EARLY CHILD 1 NEW",68
12,COLUMBIA,8405120,"EARLY CHILD 2 NEW",47
12,COLUMBIA,8405130,"EARLY CHILD 3 NEW",25
12,COLUMBIA,8417100,"HEALTH SCI 1",41
12,COLUMBIA,8417110,"HEALTH SCI 2",61
12,COLUMBIA,8417211,"NURSE AST 3",43
12,COLUMBIA,8500140,"CAR DISC",122
12,COLUMBIA,8503214,"EARLY CHILD 4",2
12,COLUMBIA,8600570,"ENGINEERING TECH 1",26
12,COLUMBIA,8600670,"ENGINEERING TECH 2",15
12,COLUMBIA,8601770,"ENGINEERING TECH 3",6
12,COLUMBIA,8709010,"AUTO COLL RPR & REF1",77
12,COLUMBIA,8709350,"INTRO HEALTH SCI",17
12,COLUMBIA,8709430,"AUTO SERV TECH 3",9
12,COLUMBIA,8709440,"AUTO SERV TECH 4",1
12,COLUMBIA,8720310,"BLDG CONST TECH 1",58
12,COLUMBIA,8720320,"BLDG CONST TECH 2",26
12,COLUMBIA,8720330,"BLDG CONST TECH 3",11
12,COLUMBIA,8720340,"BLDG CONST TECH 4",3
12,COLUMBIA,8720350,"BLDG CONST TECH 5",4
12,COLUMBIA,8720360,"BLDG CONST TECH 6",2
12,COLUMBIA,8720370,"BLDG CONST TECH 7",1
12,COLUMBIA,8727210,"ELECTRICITY 1",14
12,COLUMBIA,8730010,"ELECTRONIC 1",33
12,COLUMBIA,8730020,"ELECTRONIC 2",10
12,COLUMBIA,8730030,"ELECTRONIC 3",4
12,COLUMBIA,8754510,"WELDING TECH 1",48
12,COLUMBIA,8754520,"WELDING TECH 2",10
12,COLUMBIA,8754530,"WELDING TECH 3",5
12,COLUMBIA,8754540,"WELDING TECH 4",2
12,COLUMBIA,8766010,"GAS ENGN SERV 1",30
12,COLUMBIA,8766020,"GAS ENGN SERV 2",4
12,COLUMBIA,8766030,"GAS ENGN SERV 3",4
12,COLUMBIA,8766040,"GAS ENGN SERV 4",1
12,COLUMBIA,8771110,"INDUS COMM",26
12,COLUMBIA,8772110,"TV PRODUCTION 1",27
12,COLUMBIA,8772120,"TV PRODUCTION 2",6
12,COLUMBIA,8772130,"TV PRODUCTION 3",6
12,COLUMBIA,8772140,"TV PRODUCTION 4",1
12,COLUMBIA,8800510,"CULINARY ARTS 1",128
12,COLUMBIA,8800520,"CULINARY ARTS 2",60
12,COLUMBIA,8800530,"CULINARY ARTS 3",46
12,COLUMBIA,8800540,"CULINARY ARTS 4",20
12,COLUMBIA,8812000,"BUSINESS OWNERSHIP",2
12,COLUMBIA,8812110,"PRIN OF ENTREPRENEUR",71
12,COLUMBIA,8812120,"BUSINESS MGMT & LAW",7
12,COLUMBIA,8815110,"FINANCIAL OPS",4
12,COLUMBIA,8815120,"PERS FIN PLAN",1
12,COLUMBIA,8815150,"FIN & BUSINESS TECH",52
12,COLUMBIA,8850350,"EXPL HOSP & TOUR",24
12,COLUMBIA,8918010,"CRIMINAL JUST OPS 1",84
12,COLUMBIA,8918020,"CRIMINAL JUST OPS 2",27
12,COLUMBIA,8918030,"CRIMINAL JUST OPS 3",9
12,COLUMBIA,9001110,"FOUND OF WEB DESIGN",2
12,COLUMBIA,9001120,"USER INTERFACE DSN",1
12,COLUMBIA,9001210,"CSIT FOUNDATIONS",40
12,COLUMBIA,9001220,"CSIT SYS ESSENTIALS",4
12,COLUMBIA,9001230,"CSIT NET SYS CONFIG",4
12,COLUMBIA,9005110,"DIG MEDIA FUNDAMENTA",4
12,COLUMBIA,9009110,"INFO & COMM TECH 1",70
12,COLUMBIA,9009120,"INFO & COMM TECH 2",47
12,COLUMBIA,9100210,"EX CAR&TECH OCCS",127
12,COLUMBIA,9503110,"GLOB LOG & SUP CH TE",69
12,COLUMBIA,9503120,"INTRO TO IT APPS",28
12,COLUMBIA,9503130,"GLOB LOG OPS",14
12,COLUMBIA,9503140,"GLOB LOG MGMT",16
13,DADE,ACC2010,NOFOUND,28
13,DADE,ACGL001,"PRINCIPLES OF ACCOUNTING LABOR",3
13,DADE,ACGL021,"FINANCIAL ACCOUNTING LAB",3
13,DADE,ACGL071,"MANAGERIAL ACCOUNTING LABORATO",3
13,DADE,ACG2001,"HONORS PRINCIPLES OF FINANCIAL",3
13,DADE,ACG2021,"FINANCIAL ACCOUNTING",4
13,DADE,ACG2071,"MANAGERIAL ACCOUNTING",4
13,DADE,ACG3301,"ACCOUNTING FOR PLANNING & CONT",1
13,DADE,AER0014,"AUTO SERVICES ASST",16
13,DADE,AER0110,"ENGN RPR TECH",13
13,DADE,AER0257,"AUTO TRANS&AXLE TECH",4
13,DADE,AER0274,"MAN DRIVETRAIN/AXLE",5
13,DADE,AER0418,"AUTO BRAKE SYS TECH",6
13,DADE,AER0453,"AUTO SUSP & STEER TE",5
13,DADE,AFA2004,"BLACK POPULAR CULTURES: GLOBAL",28
13,DADE,AMH2010,"AMERICAN HISTORY I",3
13,DADE,AMH2020,"UNITED STATES HISTORY FROM 186",5
13,DADE,AMH2041,"ORIGINS OF AMERICAN CIVILIZATI",613
13,DADE,AMH2042,"MODERN AMERICAN CIVILIZATION",15
13,DADE,AML2020,"AMERICAN LITERATURE FROM 1865",25
13,DADE,AMT0700,"AV GEN MAINT TECH HL",129
13,DADE,AMT0710,"AV MAINT TECH FAA1",54
13,DADE,AMT0711,"AV MAINT TECH FAA2",44
13,DADE,AMT0720,"AV MAINT TECH PPR1",35
13,DADE,AMT0721,"AV MAINT TECH PPR2",75
13,DADE,ANT2410,"INTRODUCTION TO CULTURAL ANTHR",28
13,DADE,ANT3241,"ANTHROPOLOGY OF RELIGION",22
13,DADE,ARC1115,"ARCHITECTURAL COMMUNICATION 1",1
13,DADE,ARC1171,"INTRODUCTION TO COMPUTER APPLI",31
13,DADE,ARC2702,"ARCHITECTURAL HISTORY 2",1
13,DADE,ARH1000,"ART APPRECIATION",85
13,DADE,ARH2050,"WESTERN SURVEY I: GREEK TO REN",3
13,DADE,ARH2051,"HONORS HISTORY OF ART 2",1
13,DADE,ARH2740,"CINEMA APPRECIATION",2
13,DADE,ARR0020,"AUTO COLL EST",1
13,DADE,ARR0127,"AUTO REFINISHING",3
13,DADE,ARR0210,"PAINT & BODY HELP 1",6
13,DADE,ARR0213,"PAINT & BODY ASST",1
13,DADE,ARR0313,"FRAME & BODY RPRM",3
13,DADE,ARTC201,"DESIGN FUNDAMENTALS",140
13,DADE,ARTC203,"THREE-DIMENSIONAL DESIGN",88
13,DADE,ARTC205,"COLOR APPLICATION",2
13,DADE,ARTC300,"DRAWING I",309
13,DADE,ARTC302,"DRAWING AND COMPOSITION III",29
13,DADE,ARTC330,"FIGURE DRAWING",1
13,DADE,ARTC500,"FUNDAMENTALS OF PAINTING",12
13,DADE,ARTC750,"CERAMICS HANDBUILDING",166
13,DADE,ARTC751,"CERAMICS II",1
13,DADE,ARTC802,"WORKSHOP FOR ART RESEARCH AND",29
13,DADE,ART2950,"PORTFOLIO PREPARATION - ART",1
13,DADE,ASLC140,"BEGINNING AMERICAN SIGN LANGUA",4
13,DADE,ASLC150,"INTERMEDIATE AMERICAN SIGN LAN",3
13,DADE,ASN3410,"INTRODUCTION TO EAST ASIA",2
13,DADE,ASTL004,"STELLAR ASTRONOMY LABORATORY",2
13,DADE,AST1002,"PLANETS, STARS, AND GALAXIES",4
13,DADE,AST2004,"STELLAR ASTRONOMY",2
13,DADE,BCV0392,"HARD TILE SETTER 1",3
13,DADE,BCV0393,"HARD TILE SETTER 2",4
13,DADE,BSCL005,"GENERAL BIOLOGY LAB",45
13,DADE,BSCL010,"GENERAL BIOLOGY I LAB",18
13,DADE,BSCL011,"FUNDAMENTALS OF BIOLOGY II LAB",15
13,DADE,BSCL023,"HUMAN BIOLOGY LAB",5
13,DADE,BSCL085,"ANATOMY & PHYSIOLOGY LAB I",45
13,DADE,BSCL086,"HUMAN ANATOMY AND PHYSIOLOGY I",4
13,DADE,BSC1005,"BIOLOGICAL SCIENCE",62
13,DADE,BSC1010,"GENERAL BIOLOGY I",4
13,DADE,BSC1011,"BIOLOGICAL SCIENCE II",13
13,DADE,BSC1020,"HUMAN BIOLOGY",33
13,DADE,BSC1050,"ENVIRONMENTAL SYSTEMS",7
13,DADE,BSC1084,"FUNCTIONAL HUMAN ANATOMY",3
13,DADE,BSC2010,"INTEGRATED PRINCIPLES OF BIOLO",15
13,DADE,BSC2011,"BIOLOGY II",2
13,DADE,BSC2023,"HUMAN BIOLOGY",5
13,DADE,BSC2085,"ANATOMY & PHYSIOLOGY I",45
13,DADE,BSC2086,"ADVANCED ANATOMY & PHYSIOLOGY",5
13,DADE,BUL2241,"BUSINESS LAW",18
13,DADE,BUS2500,NOFOUND,16
13,DADE,CCJ1010,"INTRODUCTION TO CRIMINOLOGY",35
13,DADE,CCJ1020,"INTRODUCTION TO CRIMINAL JUSTI",11
13,DADE,CCJ1191,"HUMAN BEHAVIOR IN CRIMINAL JUS",51
13,DADE,CCJ3666,VICTOMOLOGY,1
13,DADE,CGS1060,"COLLEGE COMPUTING",147
13,DADE,CGS2060,"INTRODUCTION TO MICROCOMPUTERS",162
13,DADE,CHI1120,"ELEMENTARY CHINESE I",1
13,DADE,CHML025,"INTRODUCTION TO COLLEGE CHEMIS",56
13,DADE,CHML032,"CHEMISTRY AND SOCIETY LAB",9
13,DADE,CHML033,"SURVEY OF CHEMISTRY LAB",13
13,DADE,CHML045,"GENERAL CHEMISTRY LAB",51
13,DADE,CHML046,"GENERAL CHEMISTRY LABORATORY I",18
13,DADE,CHML210,"ORGANIC CHEMISTRY I LAB",2
13,DADE,CHM1025,"INTRODUCTORY CHEMISTRY",113
13,DADE,CHM1032,"PRINCIPLES OF CHEMISTRY",9
13,DADE,CHM1033,CHEMISTRY,14
13,DADE,CHM1045,"GENERAL CHEMISTRY I",52
13,DADE,CHM1046,"GENERAL CHEMISTRY II",19
13,DADE,CHM2210,"ORGANIC CHEMISTRY I",2
13,DADE,CHS3501,"INTRODUCTION TO FORENSIC SCIEN",1
13,DADE,CJC1162,"INTRODUCTION TO PROBATION, PAR",1
13,DADE,CJE2600,"CRIMINAL INVESTIGATION",3
13,DADE,CJJ2002,"JUVENILE JUSTICE",50
13,DADE,CJL1100,"CRIMINAL LAW",15
13,DADE,CLP1006,"PSYCHOLOGY OF PERSONAL EFFECTI",145
13,DADE,CLP2001,"PERSONALITY DEVELOPMENT & ADJU",1
13,DADE,CLP2140,"ABNORMAL PSYCHOLOGY",12
13,DADE,COM2010,NOFOUND,19
13,DADE,COM3404,"NONVERBAL COMMUNICATION",2
13,DADE,COP1000,"PRINCIPLES OF COMPUTER PROGRAM",14
13,DADE,COP1334,"INTRODUCTION TO C++ PROGRAMMIN",16
13,DADE,COP2250,"JAVA PROGRAMMING",2
13,DADE,COP2270,"PROGRAMMING IN C FOR ENGINEERS",28
13,DADE,COP2335,"INTRODUCTION TO C++ PROGRAMMIN",5
13,DADE,COP2800,"JAVA PROGRAMMING",2
13,DADE,CPO2002,"COMPARATIVE GOVERNMENT",19
13,DADE,CRW2001,"HONORS CREATIVE WRITING 1",14
13,DADE,CSP0015,"MANIC & PEDICUR",13
13,DADE,CTS0082,"CPT SYSTEMS TECH",2
13,DADE,CTS0083,"CPT NETWORK TECH",2
13,DADE,DAA1104,"CONTEMPORARY DANCE I",25
13,DADE,DAA1105,"MODERN DANCE II FOR PRE-MAJORS",22
13,DADE,DAA1504,"JAZZ DANCE 1",1
13,DADE,DAA2611,"DANCE THEORY AND COMPOSITION I",22
13,DADE,DAN2130,"DANCE HISTORY I (NW)",30
13,DADE,DEP2000,"THE PSYCHOLOGY OF CHILDHOOD &",240
13,DADE,DEP2100,"CHILD GROWTH AND DEVELOPMENT",1
13,DADE,DEP3305,"PSYCHOLOGY OF ADOLESCENT DEVEL",4
13,DADE,DSC2242,"INTRODUCTION TO INTERMODAL SUP",14
13,DADE,DSC2590,"INTELLIGENCE ANALYSIS AND SECU",14
13,DADE,ECO2010,NOFOUND,90
13,DADE,ECO2013,MACROECONOMICS,206
13,DADE,ECO2023,"PRINCIPLES OF ECONOMICS, MICRO",18
13,DADE,EDF1005,"INTRODUCTION TO AMERICAN EDUCA",501
13,DADE,EDF2085,"TEACHING DIVERSE POPULATIONS",50
13,DADE,EDF3521,"EDUCATION IN HISTORY",2
13,DADE,EDU2600,NOFOUND,16
13,DADE,EEV0010,"ELECTRONICS ASMBR",53
13,DADE,EEV0100,"ELECTRONICS TESTER",91
13,DADE,EEV0500,"ELECT EQUIP RPR",62
13,DADE,EEV0501,"END USER SPT TECH",90
13,DADE,EEV0502,"PC ELECT INSTALLER",49
13,DADE,EEV0503,"PC ELECT INSTALLER",24
13,DADE,EEV0616,"ELECTRONICS TECH",23
13,DADE,EGNC110,"ENGINEERING DRAWING",28
13,DADE,EGN1033,"TECHNOLOGY, HUMANS, AND SOCIET",28
13,DADE,EGSC001,"INTRODUCTION TO ENGINEERING",2
13,DADE,ENC1101,"COMPOSITION I",1398
13,DADE,ENC1102,"ENGLISH COMPOSITION II",417
13,DADE,ENG1010,NOFOUND,57
13,DADE,ENG1020,NOFOUND,83
13,DADE,ENG2012,"APPROACHES TO LITERATURE",173
13,DADE,ENL2012,"BRITISH LITERATURE TO 1798",60
13,DADE,ENT1000,ENTREPRENEURSHIP,107
13,DADE,ESC1000,"EARTH SCIENCE",1
13,DADE,EUH2011,"ANCIENT HISTORY I",60
13,DADE,EVRL001,"INTRODUCTION TO ENVIRONMENTAL",7
13,DADE,EVR1001,"INTRODUCTION TO ENVIRONMENTAL",49
13,DADE,EVR1017,"THE GLOBAL ENVIRONMENT AND SOC",7
13,DADE,EXP4604,"COGNITIVE PROCESSES",1
13,DADE,FIL1100,"SCREEN WRITING 1: UNDERSTANDIN",1
13,DADE,FRE1120,"BEGINNING FRENCH I",21
13,DADE,FRE1121,"BEGINNING FRENCH II",15
13,DADE,FRE1131,"ELEMENTARY FRENCH II, CONCENTR",1
13,DADE,GEA2000,"WORLD REGIONAL GEOGRAPHY",9
13,DADE,GEB1011,"PRINCIPLES OF BUSINESS",24
13,DADE,GEB2112,ENTREPRENEURSHIP,1
13,DADE,GLY1010,"PHYSICAL GEOLOGY",23
13,DADE,GRA0036,"DESKTOP PUB ASST",18
13,DADE,GRA0037,"DESIGN TECH",3
13,DADE,HBR1130,"BEGINNING MODERN HEBREW 1",3
13,DADE,HEV0011,"TAILOR, DRESS, SEWER",2
13,DADE,HEV0012,"FAB & APPAREL PAT",2
13,DADE,HEV0013,"FASHION COOR/STYLIST",2
13,DADE,HEV0870,"CHILD CARE WKR 1",2
13,DADE,HEV0871,"CHILD CARE WKR 2",3
13,DADE,HEV0872,"TEACHER AIDE (PRESC)",6
13,DADE,HEV0873,"PRESCHOOL TEACHER",7
13,DADE,HFT1000,"INTRO TO HOSPITALITY/TOURISM",10
13,DADE,HFT2441,"HOSPITALITY INFORMATION TECHNO",1
13,DADE,HIS2010,NOFOUND,58
13,DADE,HLP1081,"FITNESS AND WELLNESS FOR LIFE",52
13,DADE,HMV0100,"FOOD PREPARATION",44
13,DADE,HMV0126,"FOOD SERVICE MGMT",1
13,DADE,HMV0170,"COOK - RESTAURANT",16
13,DADE,HSC2400,"BASIC EMERGENCY CARE",52
13,DADE,HUM1020,"HUMANITIES - INTRODUCTION",222
13,DADE,HUNL000,"FOUNDATIONS OF NUTRITION SCIEN",2
13,DADE,HUN1201,"NUTRITION AND DIET THERAPY",31
13,DADE,HUN2000,"FOUNDATIONS OF NUTRITION SCIEN",2
13,DADE,HUN2201,"FUNDAMENTALS OF HUMAN NUTRITIO",3
13,DADE,HUS1001,"INTRODUCTION TO HUMAN SERVICES",4
13,DADE,IDSL214,"OUR COASTAL ENVIRONMENT FROM T",1
13,DADE,IDS3214,"OUR COASTAL ENVIRONMENT FROM T",1
13,DADE,IDS3336,"ARTISTIC EXPRESSION IN GLOBAL",1
13,DADE,INR2001,"INTERNATIONAL RELATIONS",38
13,DADE,INR2002,"INTERNATIONAL RELATIONS",3
13,DADE,INR3243,"INTERNATIONAL RELATIONS OF LAT",1
13,DADE,INR3403,"INTERNATIONAL LAW",1
13,DADE,ISS1120,"THE SOCIAL ENVIRONMENT",98
13,DADE,ISS1161,"THE INDIVIDUAL IN SOCIETY",13
13,DADE,ISS2270,"MULTICULTURAL COMMUNICATIONS A",2
13,DADE,ITA1120,"ELEMENTARY ITALIAN I",19
13,DADE,ITA1121,"ELEMENTARY ITALIAN II CONCENTR",21
13,DADE,ITA1130,"ITALIAN I",60
13,DADE,ITA1131,"BEGINNING ITALIAN 2",58
13,DADE,ITA2200,"INTERMEDIATE ITALIAN LANGUAGE",27
13,DADE,JOU1100,"BASIC REPORTING",3
13,DADE,JPN1130,"BEGINNING JAPANESE I",1
13,DADE,LAH2020,"LATIN AMERICAN CIVILIZATION",18
13,DADE,LBS3001,"INTRODUCTION TO LABOR STUDIES",1
13,DADE,LIT2110,"WORLD LITERATURE: ANCIENT THRO",45
13,DADE,LIT2480,"ISSUES IN LITERATURE AND CULTU",2
13,DADE,MAC1105,"COLLEGE ALGEBRA",252
13,DADE,MAC1114,"PLANE TRIGONOMETRY",20
13,DADE,MAC1140,"PRECALCULUS ALGEBRA",22
13,DADE,MAC1147,"PRECALCULUS ALGEBRA AND TRIGON",23
13,DADE,MAC2233,"CALCULUS FOR BUSINESS & SOCIAL",5
13,DADE,MAC2241,"LIFE SCIENCES CALCULUS I",2
13,DADE,MAC2311,"CALCULUS I",3
13,DADE,MAC2312,"CALCULUS 2 WITH ANALYTIC GEOME",20
13,DADE,MAC2313,"CALCULUS 3 WITH ANALYTIC GEOME",32
13,DADE,MAN2021,"PRINCIPLES OF MANAGEMENT",1
13,DADE,MAN2300,"MANAGEMENT AND PERSONNEL",3
13,DADE,MAP2302,"ORDINARY DIFFERENTIAL EQUATION",1
13,DADE,MAR1011,"SURVEY OF MARKETING",13
13,DADE,MAS2103,"HONORS MATRIX THOERY",5
13,DADE,MAT1033,"INTERMEDIATE ALGEBRA",105
13,DADE,MAT1820,NOFOUND,56
13,DADE,MCBL010,"MICROBIOLOGY LAB FOR HEALTH SC",2
13,DADE,MCB2000,"MICROBIOLOGY FOR NURSING AND O",1
13,DADE,MCB2010,"MICROBIOLOGY FOR HEALTH SCIENC",2
13,DADE,MEA0550,"MEDICAL ASST 1",1
13,DADE,MEA0551,"MEDICAL ASST 2",1
13,DADE,MGF1106,"FINITE MATHEMATICS",2
13,DADE,MGF1107,"MATHEMATICS FOR LIBERAL ARTS I",4
13,DADE,MMC2000,"SURVEY OF MASS COMMUNICATION",5
13,DADE,MUH1011,"MUSIC APPRECIATION",148
13,DADE,MUH2111,"MUSIC HISTORY I",27
13,DADE,MUL1010,"INTRODUCTION TO MUSIC",138
13,DADE,MUL2380,"POPULAR MUSIC IN AMERICA",68
13,DADE,MUM2700,"MUSIC BUSINESS",1
13,DADE,MUT1001,"FUNDAMENTALS OF MUSIC",19
13,DADE,MUT1003,"FUNDAMENTALS OF MUSIC THEORY L",1
13,DADE,OCB1010,"MARINE BIOLOGY",2
13,DADE,OCE1001,"INTRODUCTION TO OCEANOGRAPHY",60
13,DADE,OTA0040,"INFO TECH ASST",25
13,DADE,PEM1141,AEROBICS,66
13,DADE,PEM2101,"BODY DEVELOPMENT",610
13,DADE,PGYC401,"PHOTOGRAPHY I",1
13,DADE,PHH2063,"CLASSICS IN PHILOSOPHY:INTRO H",3
13,DADE,PHI1100,LOGIC,6
13,DADE,PHI2010,"INTRODUCTION TO PHILOSOPHY",132
13,DADE,PHI2011,"PHILOS ANALYSIS:AN INTRO TO PR",1
13,DADE,PHI2600,ETHICS,11
13,DADE,PHI2604,"CRITICAL THINKING/ETHICS",25
13,DADE,PHM2300,"INTRODUCTION TO POLITICAL PHIL",1
13,DADE,PHYL048,"PHYSICS LABORATORY I",9
13,DADE,PHYL049,"GEN. PHYSICS II AND GEN. PHYSI",1
13,DADE,PHY1025,"BASIC PHYSICS",86
13,DADE,PHY2048,"HONORS GENERAL PHYSICS I",7
13,DADE,PHY2049,"PHYSICS WITH CALCULUS 2",1
13,DADE,PHY2053,"COLLEGE PHYSICS 1",3
13,DADE,PHY3106,"MODERN PHYSICS I",1
13,DADE,PLA2003,"INTRODUCTION TO PARALEGAL STUD",34
13,DADE,PLA2203,"CIVIL LITIGATION PROCEDURES I",4
13,DADE,POR1121,"ELEMENTARY PORTUGUESE II CONCE",2
13,DADE,POR1131,"BEGINNING PORTUGUESE 2",4
13,DADE,POR3202,"ACCELERATED PORTUGUESE I",3
13,DADE,POS2041,"AMERICAN GOVERNMENT",89
13,DADE,POS2042,"AMERICAN GOVERNMENT",224
13,DADE,POS2112,"STATE AND LOCAL GOVERNMENTS AN",12
13,DADE,PPE3003,"HONORS PERSONALITY THEORY",1
13,DADE,PSC1121,"GENERAL EDUCATION PHYSICAL SCI",2
13,DADE,PSC1515,"ENERGY & THE ENVIRONMENT",22
13,DADE,PSY2012,"GENERAL PSYCHOLOGY",268
13,DADE,PUR2003,"INTRODUCTION TO PUBLIC RELATIO",1
13,DADE,QMBL100,"BASIC STATISTICS LABORATORY",4
13,DADE,QMB2100,"QUANTITATIVE METHODS IN BUSINE",4
13,DADE,REL2011,"OCCULT AND THE SUPERNATURAL",3
13,DADE,REL2300,"HONORS COMPARATIVE RELIGIONS",6
13,DADE,REL3027,"MEDITATION AND THE MYSTICAL TR",2
13,DADE,REL3308,"WORLD RELIGIONS",8
13,DADE,SLS1401,"COMPUTERIZED CAREER EXPLORATIO",135
13,DADE,SLS1510,"COLLEGE SUCCESS",107
13,DADE,SOP2002,"SOCIAL PSYCHOLOGY",1
13,DADE,SOP2772,"PSYCHOLOGY OF HUMAN SEXUALITY",21
