"Course Enrollments",,,,
"2013-14 Survey 3 Data Final, as of 8/08/2014",,,,
,,,,
"DIST #","DISTRICT NAME","COURSE #",COURSE,ENROLLMENT
03,BAY,2105040,"M/J IB MYP WRLD CLTR",222
03,BAY,2106010,"M/J CIVICS",1261
03,BAY,2106016,"M/J CIVICS & CAR PL",204
03,BAY,2106020,"M/J CIVICS ADV",463
03,BAY,2106025,"M/J CIVICS ADV",19
03,BAY,2106027,"M/J IB MYP CIV ADV",29
03,BAY,2106310,"US GOVT",394
03,BAY,2106320,"US GOVT HON",131
03,BAY,2106420,"AP US GOVT/POL",145
03,BAY,2107300,"PSYCH 1",4
03,BAY,2107310,"PSYCH 2",165
03,BAY,2107350,"AP PSYCH",227
03,BAY,2107800,"IB PSYCHOLOGY 1",38
03,BAY,2108300,SOCIOLOGY,1
03,BAY,2109010,"M/J WORLD HIST",1047
03,BAY,2109020,"M/J WORLD HIST ADV",368
03,BAY,2109310,"WORLD HIST",1070
03,BAY,2109320,"WORLD HIST HON",508
03,BAY,2109321,"PRE-AICE WRLD HST IG",139
03,BAY,2109380,"AP EURO HIST",136
03,BAY,2109420,"AP WORLD HIST",168
03,BAY,2109800,"IB CONTEMP HISTORY",64
03,BAY,2109820,"IB HISTORY OF EUROPE",76
03,BAY,2400300,"LEAD SKLS DEV",262
03,BAY,3026010,HOPE,2
03,BAY,5001010,"ART - GRADE K",2091
03,BAY,5001020,"ART - GRADE 1",2097
03,BAY,5001030,"ART - GRADE 2",1988
03,BAY,5001040,"ART - INTERM 1",1966
03,BAY,5001050,"ART - INTERM 2",1710
03,BAY,5001060,"ART - INTERM 3",1744
03,BAY,5002000,"INTROD TO CPTRS",446
03,BAY,5003010,"DANCE - GRADE K",82
03,BAY,5003020,"DANCE - GRADE 1",89
03,BAY,5003030,"DANCE - GRADE 2",75
03,BAY,5003040,"DANCE - INTERM 1",103
03,BAY,5003050,"DANCE - INTERM 2",82
03,BAY,5003060,"DANCE - INTERM 3",59
03,BAY,5008020,"HEALTH - K",186
03,BAY,5008030,"HEALTH - GRADE 1",188
03,BAY,5008040,"HEALTH - GRADE 2",189
03,BAY,5008050,"HEALTH - GRADE 3",182
03,BAY,5008060,"HEALTH - GRADE 4",185
03,BAY,5008070,"HEALTH - GRADE 5",164
03,BAY,5010020,"FNC BAS SKLS READ E",4
03,BAY,5010041,"LANG ARTS GRADE K",2248
03,BAY,5010042,"LANG ARTS GRADE 1",2281
03,BAY,5010043,"LANG ARTS GRADE 2",2157
03,BAY,5010044,"LANG ARTS GRADE 3",2160
03,BAY,5010045,"LANG ARTS GRADE 4",1948
03,BAY,5010046,"LANG ARTS GRADE 5",1917
03,BAY,5012020,"MATH GRADE K",2248
03,BAY,5012030,"MATH GRADE ONE",2281
03,BAY,5012040,"MATH GRADE TWO",2162
03,BAY,5012050,"MATH GRADE THREE",2162
03,BAY,5012060,"MATH GRADE FOUR",1945
03,BAY,5012070,"MATH GRADE FIVE",1924
03,BAY,5013030,"ELEM ORCHESTRA",335
03,BAY,5013060,"MUSIC - GRADE K",2049
03,BAY,5013070,"MUSIC - GRADE 1",2083
03,BAY,5013080,"MUSIC - GRADE 2",1983
03,BAY,5013090,"MUSIC-INTERM 1",1954
03,BAY,5013100,"MUSIC-INTERM 2",1771
03,BAY,5013110,"MUSIC-INTERM 3",1820
03,BAY,5015020,"PHYSICAL EDUCATION K",2248
03,BAY,5015030,"PHYSICAL EDUCATION 1",2284
03,BAY,5015040,"PHYSICAL EDUCATION 2",2162
03,BAY,5015050,"PHYSICAL EDUCATION 3",2168
03,BAY,5015060,"PHYSICAL EDUCATION 4",1956
03,BAY,5015070,"PHYSICAL EDUCATION 5",1938
03,BAY,5020010,"SCIENCE GRADE K",2248
03,BAY,5020020,"SCIENCE GRADE ONE",2280
03,BAY,5020030,"SCIENCE GRADE TWO",2162
03,BAY,5020040,"SCIENCE GRADE THREE",2162
03,BAY,5020050,"SCIENCE GRADE FOUR",1946
03,BAY,5020060,"SCIENCE GRADE FIVE",1923
03,BAY,5021020,"SOC STUDIES K",2248
03,BAY,5021030,"SOC STUDIES 1",2281
03,BAY,5021040,"SOC STUDIES 2",2162
03,BAY,5021050,"SOC STUDIES 3",2163
03,BAY,5021060,"SOC STUDIES 4",1946
03,BAY,5021070,"SOC STUDIES 5",1923
03,BAY,5100560,"PK OTHER",34
03,BAY,5100570,"SCHOOL READINESS",323
03,BAY,5100580,"VPK-SCH YEAR PROG",615
03,BAY,7650130,"PK DISABS: 3-5",209
03,BAY,7701010,"ART: K-5",43
03,BAY,7710011,"ACCESS LANG ART - K",6
03,BAY,7710012,"ACCESS LANG ART - 1",18
03,BAY,7710013,"ACCESS LANG ART - 2",15
03,BAY,7710014,"ACCESS LANG ART - 3",20
03,BAY,7710015,"ACCESS LANG ART - 4",23
03,BAY,7710016,"ACCESS LANG ART - 5",25
03,BAY,7712015,"ACCESS MATH GRADE K",6
03,BAY,7712020,"ACCESS MATH GRADE 1",17
03,BAY,7712030,"ACCESS MATH GRADE 2",13
03,BAY,7712040,"ACCESS MATH GRADE 3",17
03,BAY,7712050,"ACCESS MATH GRADE 4",20
03,BAY,7712060,"ACCESS MATH GRADE 5",24
03,BAY,7715010,"PE: K-5",44
03,BAY,7720015,"ACCESS SCI GRADE K",6
03,BAY,7720020,"ACCESS SCI GRADE 1",17
03,BAY,7720030,"ACCESS SCI GRADE 2",13
03,BAY,7720040,"ACCESS SCI GRADE 3",17
03,BAY,7720050,"ACCESS SCI GRADE 4",20
03,BAY,7720060,"ACCESS SCI GRADE 5",24
03,BAY,7721011,"ACCESS SOC ST - K",6
03,BAY,7721012,"ACCESS SOC ST - 1",17
03,BAY,7721013,"ACCESS SOC ST - 2",13
03,BAY,7721014,"ACCESS SOC ST - 3",17
03,BAY,7721015,"ACCESS SOC ST - 4",20
03,BAY,7721016,"ACCESS SOC ST - 5",24
03,BAY,7721020,"U SKLS SOC&EMOT:PK-5",38
03,BAY,7755020,"H/H ACAD U SKLS:PK-5",5
03,BAY,7755040,"ADV ACAD: K-5 GIFTED",7
03,BAY,7763010,"U SKLS: PK-5",37
03,BAY,7763030,"SPEECH THRPY: PK-5",1326
03,BAY,7763040,"LANG THRPY: PK-5",1228
03,BAY,7763050,"OCCU THRPY: PK-5",342
03,BAY,7763070,"PHY THRPY: PK-5",110
03,BAY,7763080,"EXP CORE COMPET:PK-5",4
03,BAY,7801010,"V/P ARTS: 6-8",17
03,BAY,7810011,"ACCESS M/J LA 1",30
03,BAY,7810012,"ACCESS M/J LA 2",34
03,BAY,7810013,"ACCESS M/J LA 3",36
03,BAY,7812015,"ACCESS M/J MATH 1",29
03,BAY,7812020,"ACCESS M/J MATH 2",35
03,BAY,7812030,"ACCESS M/J MATH 3",36
03,BAY,7815010,"PE: 6-8",11
03,BAY,7820015,"ACCESS M/J COMPSCI 1",29
03,BAY,7820016,"ACCESS M/J COMPSCI 2",35
03,BAY,7820017,"ACCESS M/J COMPSCI 3",36
03,BAY,7821021,"ACCESS M/J CIVICS",24
03,BAY,7821022,"ACCESS M/J WRLD HIST",24
03,BAY,7821025,"ACCESS M/J US HIST",18
03,BAY,7821026,"ACCESS M/J USHI & CP",36
03,BAY,7821030,"CAR ED PLAN",8
03,BAY,7855020,"HH INST SER: 6-8",2
03,BAY,7855040,"ADV ACAD: 6-8 GIFTED",44
03,BAY,7855042,"ADV ACAD:6-8&CP GIFT",22
03,BAY,7863000,"SOC PERS: 6-8",54
03,BAY,7863090,"LRNG STR: 6-8",38
03,BAY,7866030,"SPEECH THRPY: 6-8",155
03,BAY,7866040,"LANG THRPY: 6-8",348
03,BAY,7866050,"OCCU THRPY: 6-8",45
03,BAY,7866070,"PHY THRPY: 6-8",9
03,BAY,7900030,"H/H INSTR SERVS",11
03,BAY,7910100,"READ: 9-12",20
03,BAY,7910110,"ENG: 9-12",66
03,BAY,7910111,"ACCESS ENGLISH 1/2",43
03,BAY,7910112,"ACCESS ENGLISH 3/4",28
03,BAY,7910400,"LIF SKLS READ: 9-12",1
03,BAY,7912050,"MATH: 9-12",1
03,BAY,7912060,"ACCESS INF GEOMETRY",46
03,BAY,7912070,"ACCESS LIB ARTS MATH",80
03,BAY,7912080,"ACCESS ALGEBRA 1A",30
03,BAY,7912090,"ACCESS ALGEBRA 1B",10
03,BAY,7915010,"SPECI DESIGN PE",28
03,BAY,7920011,"ACCESS CHEMISTRY 1",23
03,BAY,7920015,"ACCESS BIOLOGY 1",40
03,BAY,7920020,"ACCESS E/S SCI",41
03,BAY,7920025,"ACCESS INTEG SCI 1",14
03,BAY,7920050,"HEALTH SAFETY: 9-12",67
03,BAY,7921010,"SS: 9-12",18
03,BAY,7921015,"ACCESS US GOVT",45
03,BAY,7921020,"ACCESS ECON",1
03,BAY,7921025,"ACCESS US HIST",36
03,BAY,7921330,"CAR ED: 9-12",87
03,BAY,7960010,"TRAN PLAN: 9-12",39
03,BAY,7963010,"PREP AD LIV",80
03,BAY,7963070,"SOC PERS SKLS",11
03,BAY,7963080,"LRNG STRATEGIES",38
03,BAY,7963130,"U SKLS",1
03,BAY,7963140,SELF-DETERMINATION,48
03,BAY,7966010,"PHY THERAPY",9
03,BAY,7966020,"OCCU THERAPY",26
03,BAY,7966030,"SPEECH THRPY",92
03,BAY,7966040,"LANG THERAPY",285
03,BAY,7967010,"VISUAL PERFORM",55
03,BAY,7980030,"JOB PREP",31
03,BAY,7980110,"CAR PREP: 9-12",9
03,BAY,7980120,"CAR EXERIENCES: 9-12",45
03,BAY,7980130,"CAR PLACEMENT: 9-12",4
03,BAY,8000400,"OR TO CAREER CLUST",1
03,BAY,8106810,"AGRISCI FOUND 1",60
03,BAY,8106850,"AG BIOTECH 2",11
03,BAY,8113010,"ENVIR RES 3",9
03,BAY,8121510,"INTROD HORT 2",2
03,BAY,8200110,"BUSINESS KEYBD",84
03,BAY,8200320,"KEYBD & BUSINESS SKL",5
03,BAY,8200520,"CPTR APPL BUS 1",86
03,BAY,8207110,"WEB DESIGN 1",29
03,BAY,8207120,"WEB DESIGN 2",23
03,BAY,8207310,"INTROD TO INFO TECH",588
03,BAY,8207410,"NEW MEDIA DIGITAL FU",32
03,BAY,8207420,"DIGIT VID SOUND FUND",22
03,BAY,8208110,"GAME & SIM FOUND",62
03,BAY,8209020,"CPTR COLG & CAR",458
03,BAY,8209510,"DIGITAL DESIGN 1",351
03,BAY,8209520,"DIGITAL DESIGN 2",90
03,BAY,8209530,"DIGITAL DESIGN 3",6
03,BAY,8209540,"DIGITAL DESIGN 4",5
03,BAY,8212120,"BUSINESS SOFTWARE 1",25
03,BAY,8215130,"LEG ASPECTS BUSINESS",51
03,BAY,8300420,"COOP DIV ED-OJT",45
03,BAY,8301610,"WORK EXP 1",12
03,BAY,8301620,"WORK EXP 2",6
03,BAY,8400320,"MEDICAL SKLS SERS",42
03,BAY,8401010,"TECHNICAL DESIGN 1",67
03,BAY,8405110,"EARLY CHILD 1 NEW",50
03,BAY,8405120,"EARLY CHILD 2 NEW",11
03,BAY,8417100,"HEALTH SCI 1",75
03,BAY,8417110,"HEALTH SCI 2",13
03,BAY,8500300,"PARENT SKLS",9
03,BAY,8500355,"NUTRITION & WELLNESS",9
03,BAY,8502000,"LIF MGMT SKL",1
03,BAY,8506405,"DESIGN SERVS CORE",115
03,BAY,8506410,"PRIN FASH DESIGN",22
03,BAY,8506420,"PATTERN DESIGN TECNQ",7
03,BAY,8600220,"EXPLO TECH & CAR PLA",25
03,BAY,8600520,"PRIN OF ENGR",58
03,BAY,8600530,"DIGTIAL ELECT",7
03,BAY,8600550,"INTROD ENGR DESIGN",117
03,BAY,8600810,"DRAFT/ILL DESIGN TE1",24
03,BAY,8600820,"DRAFT/ILL DESIGN TE2",19
03,BAY,8600830,"DRAFT/ILL DESIGN TE3",7
03,BAY,8601900,"ADV TECH APPL",7
03,BAY,8709010,"AUTO COLL RPR & REF1",1
03,BAY,8709460,"AUTO SERV TECH 6",2
03,BAY,8709470,"AUTO SERV TECH 7",5
03,BAY,8713010,"A/C, REFG &HT TECH 1",1
03,BAY,8727210,"ELECTRICITY 1",2
03,BAY,8751010,"MARI SERV 1",1
03,BAY,8751020,"MARI SERV 2",1
03,BAY,8754510,"WELDING TECH 1",5
03,BAY,8754550,"WELDING TECH 5",1
03,BAY,8771110,"INDUS COMM",14
03,BAY,8772110,"TV PRODUCTION 1",22
03,BAY,8772120,"TV PRODUCTION 2",8
03,BAY,8772450,"DIG VID PROD 5",42
03,BAY,8800410,"MARKETING COOP-OJT",107
03,BAY,8800510,"CULINARY ARTS 1",648
03,BAY,8800520,"CULINARY ARTS 2",128
03,BAY,8800530,"CULINARY ARTS 3",50
03,BAY,8800540,"CULINARY ARTS 4",18
03,BAY,8800610,"CUL & HOSP SPEC 1",4
03,BAY,8800620,"CUL & HOSP SPEC 2",1
03,BAY,8812110,"PRIN OF ENTREPRENEUR",49
03,BAY,8827110,"MKT ESSENTIALS",94
03,BAY,8827120,"MKT APPLICATIONS",54
03,BAY,8827210,"E-COMMERCE MKT",70
03,BAY,8905140,"COSMETOLOGY 4",2
03,BAY,8905150,"COSMETOLOGY 5",2
03,BAY,8905160,"COSMETOLOGY 6",2
03,BAY,8909010,"TCHR ASSIST 1",73
03,BAY,8909020,"TCHR ASSIST 2",34
03,BAY,8909030,"TCHR ASSIST 3",11
03,BAY,8918010,"CRIMINAL JUST OPS 1",50
03,BAY,8918020,"CRIMINAL JUST OPS 2",6
03,BAY,8918030,"CRIMINAL JUST OPS 3",6
03,BAY,9001110,"FOUND OF WEB DESIGN",116
03,BAY,9001160,"INTERACTIVITY ESS",5
03,BAY,9001230,"CSIT NET SYS CONFIG",1
03,BAY,9001320,"CPT & NET SECURITY",25
03,BAY,9001810,"CAR ED STUS DISAB",8
03,BAY,9503110,"GLOB LOG & SUP CH TE",17
03,BAY,9900021,"GED PREP LANG ART WR",20
03,BAY,9900022,"GED PREP Social Stdy",21
03,BAY,9900023,"GED PREP SCI",21
03,BAY,9900024,"GED PREP LANG ART RE",21
03,BAY,9900025,"GED PREP MATH",21
03,BAY,9900026,"GED PREP Comprehe",18
04,BRADFORD,AMH2020,"UNITED STATES HISTORY FROM 186",2
04,BRADFORD,ASL1150,"AMERICAN SIGN LANGUAGE II",1
04,BRADFORD,BSC2005,"GENERAL BIOLOGY",2
04,BRADFORD,BSC2084,"HONORS ESSENTIALS OF HUMAN ANA",2
04,BRADFORD,BSC2086,"ADVANCED ANATOMY & PHYSIOLOGY",1
04,BRADFORD,CGS1000,"COMPUTER LITERACY",1
04,BRADFORD,CPO2001,"INTRODUCTION TO COMPARATIVE PO",2
04,BRADFORD,DEP2004,"HUMAN GROWTH & DEVELOPMENT",3
04,BRADFORD,ENC1101,"COMPOSITION I",3
04,BRADFORD,ENC1102,"ENGLISH COMPOSITION II",8
04,BRADFORD,ENC2301,"ADVANCED COMPOSITION",5
04,BRADFORD,ESC1000,"EARTH SCIENCE",2
04,BRADFORD,EVS1001,"INTRODUCTION TO ENVIRONMENTAL",1
04,BRADFORD,HSC2531,"MEDICAL TERMINOLOGY",5
04,BRADFORD,INR2002,"INTERNATIONAL RELATIONS",2
04,BRADFORD,MAC1105,"COLLEGE ALGEBRA",6
04,BRADFORD,MAC1114,"PLANE TRIGONOMETRY",1
04,BRADFORD,MAC2312,"CALCULUS 2 WITH ANALYTIC GEOME",1
04,BRADFORD,MGF1106,"FINITE MATHEMATICS",2
04,BRADFORD,MUL1010,"INTRODUCTION TO MUSIC",2
04,BRADFORD,PHI1100,LOGIC,2
04,BRADFORD,PHI2635,"HEALTH CARE ETHICS APPLIED",1
04,BRADFORD,POS2041,"AMERICAN GOVERNMENT",3
04,BRADFORD,PSY2012,"GENERAL PSYCHOLOGY",9
04,BRADFORD,SLS1601,"EFFECTIVE LIVING IN TODAY'S WO",2
04,BRADFORD,SOP2002,"SOCIAL PSYCHOLOGY",1
04,BRADFORD,SPC2608,"EFFECTIVE SPEAKING",1
04,BRADFORD,SPN1121,"ELEMENTARY SPANISH II",2
04,BRADFORD,STA2023,"HONORS INTRODUCTORY STATISTICS",3
04,BRADFORD,SYG2430,"MARRIAGE AND THE FAMILY",1
04,BRADFORD,THE1000,"INTRODUCTION TO THEATRE",1
04,BRADFORD,100070,"M/J ART WORLD CULTR",24
04,BRADFORD,100300,"AP ART HIST",13
04,BRADFORD,100310,"INTRO TO ART HIST",5
04,BRADFORD,100320,"ART IN WRLD CULTURES",21
04,BRADFORD,101010,"M/J 2-D STUDIO ART 1",21
04,BRADFORD,101040,"M/J 3-D STUDIO ART 1",54
04,BRADFORD,101055,"M/J 3D STUD ART 2 CP",21
04,BRADFORD,101300,"2-D STUDIO ART 1",78
04,BRADFORD,101310,"2-D STUDIO ART 2",5
04,BRADFORD,101330,"3-D STUDIO ART 1",1
04,BRADFORD,104340,"DRAW 1",30
04,BRADFORD,111310,"SCULPT 1",30
04,BRADFORD,200220,"M/J CPTR TRAN",30
04,BRADFORD,200320,"AP CPTR SCI A",1
04,BRADFORD,400310,"THEATRE 1",27
04,BRADFORD,600000,"M/J EXPLOR WHEEL 1",120
04,BRADFORD,706300,"LATIN 1",2
04,BRADFORD,706310,"LATIN 2",3
04,BRADFORD,708000,"M/J SPANISH BEG",1
04,BRADFORD,708010,"M/J SPANISH INTERM",1
04,BRADFORD,708340,"SPANISH 1",89
04,BRADFORD,708350,"SPANISH 2",80
04,BRADFORD,800300,"HEALTH1-LIF MGMT SKL",9
04,BRADFORD,800310,"HEALTH 2-PER HEALTH",3
04,BRADFORD,800370,"PARENTING 1",18
04,BRADFORD,800380,"PARENTING 2",5
04,BRADFORD,1000010,"M/J INTENS READ (MC)",158
04,BRADFORD,1000410,"INTENS READ",121
04,BRADFORD,1001010,"M/J LANG ARTS 1",131
04,BRADFORD,1001020,"M/J LANG ARTS 1, ADV",106
04,BRADFORD,1001040,"M/J LANG ARTS 2",155
04,BRADFORD,1001050,"M/J LANG ARTS 2, ADV",68
04,BRADFORD,1001070,"M/J LANG ARTS 3",132
04,BRADFORD,1001080,"M/J LANG ARTS 3, ADV",91
04,BRADFORD,1001310,"ENG 1",224
04,BRADFORD,1001320,"ENG HON 1",35
04,BRADFORD,1001330,"ENG SKLS 2",3
04,BRADFORD,1001340,"ENG 2",164
04,BRADFORD,1001350,"ENG HON 2",31
04,BRADFORD,1001360,"ENG SKLS 3",1
04,BRADFORD,1001370,"ENG 3",134
04,BRADFORD,1001380,"ENG HON 3",33
04,BRADFORD,1001390,"ENG SKLS 4",3
04,BRADFORD,1001400,"ENG 4",2
04,BRADFORD,1001405,"ENG 4: FL COLL PREP",115
04,BRADFORD,1001410,"ENG HON 4",16
04,BRADFORD,1001420,"AP ENG COMPO",15
04,BRADFORD,1001430,"AP ENG LIT COMPO",19
04,BRADFORD,1006300,"JOURN 1",12
04,BRADFORD,1006330,"JOURN 4",14
04,BRADFORD,1006331,"JOURN 5 HON",1
04,BRADFORD,1006375,"SOCIAL MEDIA 1",1
04,BRADFORD,1008350,"READ COLL. SUCCESS",47
04,BRADFORD,1100000,"M/J LIB SKLS/IL (MC)",18
04,BRADFORD,1200300,"BASIC MATH SKLS",4
04,BRADFORD,1200310,"ALG 1",210
04,BRADFORD,1200320,"ALG 1 HON",65
04,BRADFORD,1200330,"ALG 2",77
04,BRADFORD,1200340,"ALG 2 HON",31
04,BRADFORD,1200370,"ALG 1-A",1
04,BRADFORD,1200380,"ALG 1-B",4
04,BRADFORD,1200400,"INTENS MATH",24
04,BRADFORD,1200500,"ADV ALG W/FIN APP",52
04,BRADFORD,1200700,"Math Coll. Readiness",95
04,BRADFORD,1202310,"AP CALCULUS AB",10
04,BRADFORD,1202340,"PRE-CALCULUS HON",35
04,BRADFORD,1204000,"M/J INTENS MATH (MC)",1
04,BRADFORD,1205010,"M/J MATH 1",153
04,BRADFORD,1205020,"M/J MATH 1 ADV",83
04,BRADFORD,1205040,"M/J MATH 2",162
04,BRADFORD,1205050,"M/J MATH 2, ADV",51
04,BRADFORD,1205070,"M/J PRE-ALG",119
04,BRADFORD,1205370,"CONSUMER MATH",1
04,BRADFORD,1205500,"EXPLORS IN MATH 1",1
04,BRADFORD,1206310,GEO,258
04,BRADFORD,1206320,"GEO HON",46
04,BRADFORD,1300300,"MUS THEORY 1",34
04,BRADFORD,1301030,"M/J KEYBD 1",18
04,BRADFORD,1301100,"M/J EXPL MUSIC 2",28
04,BRADFORD,1301110,"M/J EXPL MUSIC 3",21
04,BRADFORD,1301320,"GUITAR 1",25
04,BRADFORD,1301360,"KEYBD 1",25
04,BRADFORD,1302000,"M/J BAND 1",50
04,BRADFORD,1302010,"M/J BAND 2",23
04,BRADFORD,1302300,"BAND 1",9
04,BRADFORD,1302310,"BAND 2",4
04,BRADFORD,1302320,"BAND 3",21
04,BRADFORD,1302330,"BAND 4",10
04,BRADFORD,1303000,"M/J CHORUS 1",22
04,BRADFORD,1303010,"M/J CHORUS 2",25
04,BRADFORD,1303300,"CHORUS 1",17
04,BRADFORD,1303310,"CHORUS 2",4
04,BRADFORD,1303320,"CHORUS 3",9
04,BRADFORD,1303330,"CHORUS 4",1
04,BRADFORD,1501300,"PERS FIT",3
04,BRADFORD,1501310,"FIT LIFST DESIGN",1
04,BRADFORD,1501350,"WEIGHT TRAIN 2",19
04,BRADFORD,1501390,"COMPRE FIT",18
04,BRADFORD,1502410,"INDIV/DUAL SPRTS 1",25
04,BRADFORD,1502420,"INDIV/DUAL SPRTS 2",52
04,BRADFORD,1502430,"INDIV/DUAL SPRTS 3",5
04,BRADFORD,1503350,"TEAM SPRTS 1",168
04,BRADFORD,1503360,"TEAM SPRTS 2",85
04,BRADFORD,1508000,"M/J FITNESS GRADE 6",198
04,BRADFORD,1508200,"M/J TEAM SPORTS GRD7",179
04,BRADFORD,1508500,"M/J IND/DUAL SPT GD8",142
04,BRADFORD,1700100,"M/J CRIT THINK",1
04,BRADFORD,1700370,"CRIT THINK ST SKLS",14
04,BRADFORD,1700380,"CAR RESA&DECI MAK",2
04,BRADFORD,1801300,"AR LEAD ED/TRAIN 1",64
04,BRADFORD,1801310,"AR LEAD ED/TRAIN 2",20
04,BRADFORD,1801320,"AR LEAD ED/TRAIN 3",17
04,BRADFORD,1801330,"AR LEAD ED/TRAIN 4",6
04,BRADFORD,1900300,"DRIVER ED CLASS",111
04,BRADFORD,2000310,"BIO 1",145
04,BRADFORD,2000320,"BIO 1 HON",26
04,BRADFORD,2000350,"ANAT PHYSIO",41
04,BRADFORD,2000360,"ANAT PHYSIO HON",16
04,BRADFORD,2002040,"M/J COMPRE SCI 1",237
04,BRADFORD,2002050,"M/J COMPRE SCI 1 ADV",1
04,BRADFORD,2002070,"M/J COMPRE SCI 2",183
04,BRADFORD,2002080,"M/J COMPRE SCI 2 ADV",39
04,BRADFORD,2002100,"M/J COMPRE SCI 3",181
04,BRADFORD,2002110,"M/J COMPRE SCI 3 ADV",43
04,BRADFORD,2002400,"INTEG SCI 1",112
04,BRADFORD,2002420,"INTEG SCI 2",80
04,BRADFORD,2002440,"INTEG SCI 3",55
04,BRADFORD,2002480,"FORC SCI 1",1
04,BRADFORD,2003340,"CHEM 1",117
04,BRADFORD,2003350,"CHEM 1 HON",20
04,BRADFORD,2003380,"PHYS 1",7
04,BRADFORD,2003420,"AP PHYS B",5
04,BRADFORD,2003425,"AP PHYSICS: E&M",1
04,BRADFORD,2003430,"AP PHYSICS C: ME",1
04,BRADFORD,2100015,"M/J US HIST&CAR PLAN",223
04,BRADFORD,2100310,"US HIST",165
04,BRADFORD,2100320,"US HIST HON",35
04,BRADFORD,2102310,ECON,1
04,BRADFORD,2102320,"ECON HON",1
04,BRADFORD,2102335,"ECON FIN LIT",77
04,BRADFORD,2103300,"WORLD CLTRL GEOG",3
04,BRADFORD,2103400,"AP HUMAN GEOG",15
04,BRADFORD,2106010,"M/J CIVICS",2
04,BRADFORD,2106016,"M/J CIVICS & CAR PL",218
04,BRADFORD,2106310,"US GOVT",54
04,BRADFORD,2106320,"US GOVT HON",25
04,BRADFORD,2106350,"LAW STUDIES",1
04,BRADFORD,2107350,"AP PSYCH",2
04,BRADFORD,2108300,SOCIOLOGY,2
04,BRADFORD,2109010,"M/J WORLD HIST",237
04,BRADFORD,2109310,"WORLD HIST",174
04,BRADFORD,2109320,"WORLD HIST HON",20
04,BRADFORD,2400300,"LEAD SKLS DEV",7
04,BRADFORD,2400310,"LEAD TECNQS",46
04,BRADFORD,3026010,HOPE,2
04,BRADFORD,3027010,"BIOTECH 1",11
04,BRADFORD,3027020,"BIOTECH 2",9
04,BRADFORD,5001020,"ART - GRADE 1",1
04,BRADFORD,5002000,"INTROD TO CPTRS",1213
04,BRADFORD,5010020,"FNC BAS SKLS READ E",1264
04,BRADFORD,5010041,"LANG ARTS GRADE K",282
04,BRADFORD,5010042,"LANG ARTS GRADE 1",251
04,BRADFORD,5010043,"LANG ARTS GRADE 2",243
04,BRADFORD,5010044,"LANG ARTS GRADE 3",233
04,BRADFORD,5010045,"LANG ARTS GRADE 4",220
04,BRADFORD,5010046,"LANG ARTS GRADE 5",194
04,BRADFORD,5012020,"MATH GRADE K",282
04,BRADFORD,5012030,"MATH GRADE ONE",251
04,BRADFORD,5012040,"MATH GRADE TWO",243
04,BRADFORD,5012050,"MATH GRADE THREE",233
04,BRADFORD,5012060,"MATH GRADE FOUR",218
04,BRADFORD,5012070,"MATH GRADE FIVE",196
04,BRADFORD,5013010,"ELEM CHORUS",542
04,BRADFORD,5013060,"MUSIC - GRADE K",197
04,BRADFORD,5013070,"MUSIC - GRADE 1",166
04,BRADFORD,5013080,"MUSIC - GRADE 2",153
04,BRADFORD,5013090,"MUSIC-INTERM 1",155
04,BRADFORD,5013100,"MUSIC-INTERM 2",141
04,BRADFORD,5013110,"MUSIC-INTERM 3",65
04,BRADFORD,5015020,"PHYSICAL EDUCATION K",282
04,BRADFORD,5015030,"PHYSICAL EDUCATION 1",253
04,BRADFORD,5015040,"PHYSICAL EDUCATION 2",243
04,BRADFORD,5015050,"PHYSICAL EDUCATION 3",236
04,BRADFORD,5015060,"PHYSICAL EDUCATION 4",219
04,BRADFORD,5015070,"PHYSICAL EDUCATION 5",198
04,BRADFORD,5020010,"SCIENCE GRADE K",282
04,BRADFORD,5020020,"SCIENCE GRADE ONE",251
04,BRADFORD,5020030,"SCIENCE GRADE TWO",243
04,BRADFORD,5020040,"SCIENCE GRADE THREE",233
04,BRADFORD,5020050,"SCIENCE GRADE FOUR",218
04,BRADFORD,5020060,"SCIENCE GRADE FIVE",196
04,BRADFORD,5021020,"SOC STUDIES K",282
04,BRADFORD,5021030,"SOC STUDIES 1",251
04,BRADFORD,5021040,"SOC STUDIES 2",243
04,BRADFORD,5021050,"SOC STUDIES 3",233
04,BRADFORD,5021060,"SOC STUDIES 4",218
04,BRADFORD,5021070,"SOC STUDIES 5",196
04,BRADFORD,5022000,"STUDY HALL E",162
04,BRADFORD,5100560,"PK OTHER",63
04,BRADFORD,5100570,"SCHOOL READINESS",53
04,BRADFORD,5100580,"VPK-SCH YEAR PROG",142
04,BRADFORD,7650130,"PK DISABS: 3-5",19
04,BRADFORD,7710011,"ACCESS LANG ART - K",1
04,BRADFORD,7710012,"ACCESS LANG ART - 1",4
04,BRADFORD,7710014,"ACCESS LANG ART - 3",4
04,BRADFORD,7710015,"ACCESS LANG ART - 4",2
04,BRADFORD,7710016,"ACCESS LANG ART - 5",3
04,BRADFORD,7712015,"ACCESS MATH GRADE K",1
04,BRADFORD,7712020,"ACCESS MATH GRADE 1",4
04,BRADFORD,7712040,"ACCESS MATH GRADE 3",4
04,BRADFORD,7712050,"ACCESS MATH GRADE 4",2
