"Course Enrollments",,,,
"2013-14 Survey 3 Data Final, as of 8/08/2014",,,,
,,,,
"DIST #","DISTRICT NAME","COURSE #",COURSE,ENROLLMENT
37,LEON,1000410,"INTENS READ",1013
37,LEON,1001010,"M/J LANG ARTS 1",1175
37,LEON,1001020,"M/J LANG ARTS 1, ADV",1010
37,LEON,1001030,"M/J IB LANG ARTS 1",101
37,LEON,1001040,"M/J LANG ARTS 2",1211
37,LEON,1001050,"M/J LANG ARTS 2, ADV",1063
37,LEON,1001060,"M/J IB LANG ARTS 2",103
37,LEON,1001070,"M/J LANG ARTS 3",1085
37,LEON,1001080,"M/J LANG ARTS 3, ADV",1106
37,LEON,1001090,"M/J IB LANG ARTS 3",84
37,LEON,1001310,"ENG 1",1200
37,LEON,1001320,"ENG HON 1",1168
37,LEON,1001340,"ENG 2",1088
37,LEON,1001350,"ENG HON 2",1079
37,LEON,1001370,"ENG 3",646
37,LEON,1001380,"ENG HON 3",402
37,LEON,1001400,"ENG 4",191
37,LEON,1001405,"ENG 4: FL COLL PREP",690
37,LEON,1001410,"ENG HON 4",6
37,LEON,1001420,"AP ENG COMPO",734
37,LEON,1001430,"AP ENG LIT COMPO",585
37,LEON,1001800,"FL PRE-IB ENG 1",85
37,LEON,1001830,"IB ENGLISH 4",48
37,LEON,1002300,"ENG 1 THROUGH ESOL",1
37,LEON,1002310,"ENG 2 THROUGH ESOL",7
37,LEON,1002380,"DEV LANG ARTS ESOL",5
37,LEON,1002520,"ENG 4 THROUGH ESOL",5
37,LEON,1005310,"AMER LIT",153
37,LEON,1006000,"M/J JOURN 1",48
37,LEON,1006010,"M/J JOURN 2",8
37,LEON,1006300,"JOURN 1",60
37,LEON,1006310,"JOURN 2",85
37,LEON,1006320,"JOURN 3",33
37,LEON,1006330,"JOURN 4",9
37,LEON,1006331,"JOURN 5 HON",13
37,LEON,1006332,"JOURN 6 HON",13
37,LEON,1006333,"JOURN 7 HON",9
37,LEON,1006334,"JOURN 8 HON",11
37,LEON,1008010,"M/J READ 1",126
37,LEON,1008020,"M/J READ 1 ADV",74
37,LEON,1008040,"M/J READ 2",96
37,LEON,1008050,"M/J READ 2 ADV",54
37,LEON,1008070,"M/J READ 3",96
37,LEON,1008080,"M/J READ 3 ADV",34
37,LEON,1008300,"READ 1",60
37,LEON,1008310,"READ 2",29
37,LEON,1009000,"M/J CREATIVE WRIT 1",25
37,LEON,1009310,"WRIT 2",122
37,LEON,1009330,"CREATIVE WRIT 2",37
37,LEON,1020810,"AMER LIT HON",177
37,LEON,1100000,"M/J LIB SKLS/IL (MC)",40
37,LEON,1200310,"ALG 1",1815
37,LEON,1200320,"ALG 1 HON",822
37,LEON,1200330,"ALG 2",1215
37,LEON,1200340,"ALG 2 HON",836
37,LEON,1200370,"ALG 1-A",71
37,LEON,1200380,"ALG 1-B",1
37,LEON,1200400,"INTENS MATH",92
37,LEON,1200500,"ADV ALG W/FIN APP",2
37,LEON,1200700,"Math Coll. Readiness",492
37,LEON,1201300,"MATH ANALYSIS HON",33
37,LEON,1201320,"IB MATH ANALYSIS",30
37,LEON,1202310,"AP CALCULUS AB",201
37,LEON,1202320,"AP CALCULUS BC",99
37,LEON,1202340,"PRE-CALCULUS HON",667
37,LEON,1202375,"IB PRE-CALCULUS",23
37,LEON,1202810,"IB CALCULUS/DESC STA",13
37,LEON,1204000,"M/J INTENS MATH (MC)",1070
37,LEON,1205010,"M/J MATH 1",1196
37,LEON,1205020,"M/J MATH 1 ADV",928
37,LEON,1205040,"M/J MATH 2",1221
37,LEON,1205050,"M/J MATH 2, ADV",549
37,LEON,1205070,"M/J PRE-ALG",1217
37,LEON,1205090,"M/J IB MATH 1",101
37,LEON,1205100,"M/J IB PRE-ALGEBRA",130
37,LEON,1206310,GEO,1377
37,LEON,1206320,"GEO HON",748
37,LEON,1208290,"LIB ARTS MATH 1",8
37,LEON,1208300,"LIB ARTS MATH 2",845
37,LEON,1209800,"IB MATH STUDIES",29
37,LEON,1209830,"IB MATH HL",7
37,LEON,1210320,"AP STAT",324
37,LEON,1298310,"ADV TOPICS IN MATH",335
37,LEON,1300300,"MUS THEORY 1",20
37,LEON,1300330,"AP MUS THEORY",40
37,LEON,1300820,"IB MUSIC 3",2
37,LEON,1300830,"IB MUSIC 4",4
37,LEON,1301030,"M/J KEYBD 1",139
37,LEON,1301060,"M/J GUITAR 1",173
37,LEON,1301070,"M/J GUITAR 2",38
37,LEON,1301320,"GUITAR 1",258
37,LEON,1301330,"GUITAR 2",89
37,LEON,1301340,"GUITAR 3",43
37,LEON,1301350,"GUITAR 4 HONORS",21
37,LEON,1301360,"KEYBD 1",142
37,LEON,1301370,"KEYBD 2",28
37,LEON,1301380,"KEYBD 3",3
37,LEON,1301390,"KEYBD 4 HONORS",1
37,LEON,1302000,"M/J BAND 1",396
37,LEON,1302010,"M/J BAND 2",216
37,LEON,1302020,"M/J BAND 3",268
37,LEON,1302030,"M/J BAND 4",6
37,LEON,1302040,"M/J ORCH 1",144
37,LEON,1302050,"M/J ORCH 2",101
37,LEON,1302060,"M/J ORCH 3",67
37,LEON,1302080,"M/J INSTRU TECNQS 1",114
37,LEON,1302090,"M/J INSTRU TECNQS 2",23
37,LEON,1302100,"M/J INSTRU TECNQS 3",14
37,LEON,1302300,"BAND 1",131
37,LEON,1302310,"BAND 2",85
37,LEON,1302320,"BAND 3",32
37,LEON,1302330,"BAND 4",16
37,LEON,1302340,"BAND 5 HON",70
37,LEON,1302350,"BAND 6 HON",42
37,LEON,1302360,"ORCH 1",56
37,LEON,1302370,"ORCH 2",36
37,LEON,1302380,"ORCH 3",23
37,LEON,1302390,"ORCH 4",5
37,LEON,1302400,"ORCH 5 HON",12
37,LEON,1302410,"ORCH 6 HON",6
37,LEON,1302420,"INSTRU TECNQS 1",5
37,LEON,1302430,"INSTRU TECNQS 2",1
37,LEON,1302440,"INSTRU TECNQS 3",2
37,LEON,1302460,"INSTRU ENS 1",65
37,LEON,1302470,"INSTRU ENS 2",43
37,LEON,1302480,"INSTRU ENS 3",15
37,LEON,1302490,"INSTRU ENS 4 HON",10
37,LEON,1302500,"JAZZ ENS 1",13
37,LEON,1302510,"JAZZ ENS 2",5
37,LEON,1302520,"JAZZ ENS 3",8
37,LEON,1302530,"JAZZ ENS 4 HON",3
37,LEON,1303000,"M/J CHORUS 1",297
37,LEON,1303010,"M/J CHORUS 2",284
37,LEON,1303020,"M/J CHORUS 3",148
37,LEON,1303030,"M/J CHORUS 4",35
37,LEON,1303300,"CHORUS 1",139
37,LEON,1303310,"CHORUS 2",42
37,LEON,1303320,"CHORUS 3",39
37,LEON,1303340,"CHORUS 5 HON",45
37,LEON,1303350,"CHORUS 6 HON",43
37,LEON,1303360,"CHORUS REG-SPEC 1",146
37,LEON,1303370,"CHORUS REG-SPEC 2",67
37,LEON,1303380,"CHORUS REG-SPEC 3",21
37,LEON,1303390,"CHORUS REG-SPEC 4 H",31
37,LEON,1303400,"VOCAL TECNQS 1",33
37,LEON,1303410,"VOCAL TECNQS 2",17
37,LEON,1303420,"VOCAL TECNQS 3",2
37,LEON,1303440,"VOCAL ENS 1",16
37,LEON,1303450,"VOCAL ENS 2",29
37,LEON,1303460,"VOCAL ENS 3",8
37,LEON,1303470,"VOCAL ENS 4 HON",15
37,LEON,1305300,"EURHY 1",14
37,LEON,1305310,"EURHY 2",10
37,LEON,1305400,"MUSIC ENS 1",29
37,LEON,1305410,"MUSIC ENS 2",6
37,LEON,1305420,"MUSIC ENS 3",2
37,LEON,1400310,"PEER COUN 2",13
37,LEON,1400330,"PEER COUN 4",177
37,LEON,1501300,"PERS FIT",37
37,LEON,1501310,"FIT LIFST DESIGN",73
37,LEON,1501320,"FIT ISSUES FOR ADOL",32
37,LEON,1501340,"WEIGHT TRAIN 1",254
37,LEON,1501350,"WEIGHT TRAIN 2",129
37,LEON,1501360,"WEIGHT TRAIN 3",55
37,LEON,1501380,"PERS FIT TRAINER",47
37,LEON,1501390,"COMPRE FIT",32
37,LEON,1501410,"POWER WEIGHT TRAIN 1",15
37,LEON,1502300,"GYMNASTICS 1",11
37,LEON,1502410,"INDIV/DUAL SPRTS 1",95
37,LEON,1502420,"INDIV/DUAL SPRTS 2",84
37,LEON,1502430,"INDIV/DUAL SPRTS 3",119
37,LEON,1502480,"OUTDOOR ED",6
37,LEON,1502490,"CARE/PREV OF ATH INJ",101
37,LEON,1502500,"SPRTS OFFICIATING",88
37,LEON,1503310,BASKETBALL,105
37,LEON,1503350,"TEAM SPRTS 1",234
37,LEON,1503360,"TEAM SPRTS 2",170
37,LEON,1503400,"AEROBICS 1",62
37,LEON,1503410,"AEROBICS 2",50
37,LEON,1503420,"AEROBICS 3",36
37,LEON,1504400,"GOLF 1",35
37,LEON,1504410,"GOLF 2",22
37,LEON,1504500,"TENNIS 1",69
37,LEON,1504510,"TENNIS 2",18
37,LEON,1504520,"TENNIS 3",6
37,LEON,1506320,"HOPE-PE V",1334
37,LEON,1508000,"M/J FITNESS GRADE 6",362
37,LEON,1508200,"M/J TEAM SPORTS GRD7",93
37,LEON,1508500,"M/J IND/DUAL SPT GD8",117
37,LEON,1508600,"M/J COMPRE GRDE 6/7",1180
37,LEON,1508700,"M/J COMPRE GDE 7/8",1332
37,LEON,1700000,"M/J RESEARCH 1",765
37,LEON,1700010,"M/J RESEARCH 2",242
37,LEON,1700020,"M/J RESEARCH 3",2
37,LEON,1700060,"CAR RESA&DECI MAK S",3
37,LEON,1700100,"M/J CRIT THINK",163
37,LEON,1700110,"M/J AVID 6TH",17
37,LEON,1700120,"M/J AVID 7TH",34
37,LEON,1700125,"M/J AVID 7TH & C/P",16
37,LEON,1700130,"M/J AVID 8TH",27
37,LEON,1700135,"M/J AVID 8TH & C/P",18
37,LEON,1700300,"RESEARCH 1",145
37,LEON,1700310,"RESEARCH 2",84
37,LEON,1700320,"RESEARCH 3",193
37,LEON,1700370,"CRIT THINK ST SKLS",212
37,LEON,1700390,"AVID 1",59
37,LEON,1700400,"AVID 2",97
37,LEON,1700410,"AVID 3",29
37,LEON,1700420,"AVID 4",24
37,LEON,1800300,"AF AERO SCI 1",98
37,LEON,1800310,"AF AERO SCI 2",48
37,LEON,1800320,"AF AERO SCI 3",22
37,LEON,1800330,"AF AEROSCI 4 LEADDEV",10
37,LEON,1801300,"AR LEAD ED/TRAIN 1",80
37,LEON,1801310,"AR LEAD ED/TRAIN 2",39
37,LEON,1801320,"AR LEAD ED/TRAIN 3",21
37,LEON,1801330,"AR LEAD ED/TRAIN 4",9
37,LEON,1802300,"NAVAL SCI 1",45
37,LEON,1802310,"NAVAL SCI 2",32
37,LEON,1802320,"NAVAL SCI 3",19
37,LEON,1802330,"NAVAL SCI 4",12
37,LEON,1803300,"MC LEAD ED 1",44
37,LEON,1803310,"MC LEAD ED 2",37
37,LEON,1803320,"MC LEAD ED 3",20
37,LEON,1803330,"MC LEAD ED 4",16
37,LEON,1900300,"DRIVER ED CLASS",11
37,LEON,1900310,"DRIVER ED CLASS/LAB",333
37,LEON,2000010,"M/J LIF SCI",37
37,LEON,2000020,"M/J LIF SCI ADV",123
37,LEON,2000310,"BIO 1",1286
37,LEON,2000320,"BIO 1 HON",1137
37,LEON,2000340,"AP BIO",218
37,LEON,2000350,"ANAT PHYSIO",37
37,LEON,2000360,"ANAT PHYSIO HON",347
37,LEON,2000800,"FL PRE-IB BIO 1",37
37,LEON,2001010,"M/J ERTH/SPA SCI",60
37,LEON,2001020,"M/J ERTH/SPA SCI ADV",21
37,LEON,2001030,"M/J IB MYP ERT/SP SC",101
37,LEON,2001310,"ERTH/SPA SCI",213
37,LEON,2001320,"ERTH/SPA SCI HON",753
37,LEON,2001340,"ENV SCI",179
37,LEON,2001370,"IB ENV SYS & SOC 1",46
37,LEON,2001380,"AP ENV SCI",401
37,LEON,2001820,"IB SPORTS EXER SCI 1",2
37,LEON,2002040,"M/J COMPRE SCI 1",1155
37,LEON,2002050,"M/J COMPRE SCI 1 ADV",854
37,LEON,2002070,"M/J COMPRE SCI 2",1165
37,LEON,2002080,"M/J COMPRE SCI 2 ADV",734
37,LEON,2002100,"M/J COMPRE SCI 3",1110
37,LEON,2002110,"M/J COMPRE SCI 3 ADV",479
37,LEON,2002400,"INTEG SCI 1",472
37,LEON,2002410,"INTEG SCI 1 HON",52
37,LEON,2002420,"INTEG SCI 2",40
37,LEON,2002480,"FORC SCI 1",3
37,LEON,2002500,"MARINE SCI 1",5
37,LEON,2002510,"MARINE SCI 1 HON",3
37,LEON,2002520,"MARINE SCI 2",48
37,LEON,2003020,"M/J PHY SCI ADV",65
37,LEON,2003310,"PHY SCI",434
37,LEON,2003320,"PHY SCI HON",118
37,LEON,2003340,"CHEM 1",1050
37,LEON,2003350,"CHEM 1 HON",1119
37,LEON,2003370,"AP CHEM",127
37,LEON,2003380,"PHYS 1",110
37,LEON,2003390,"PHYS 1 HON",422
37,LEON,2003420,"AP PHYS B",81
37,LEON,2003430,"AP PHYSICS C: ME",6
37,LEON,2003800,"FL PRE-IB CHEM 1",76
37,LEON,2003810,"IB CHEM 2",19
37,LEON,2003820,"IB CHEM 3",16
37,LEON,2100010,"M/J US HIST",58
37,LEON,2100015,"M/J US HIST&CAR PLAN",1035
37,LEON,2100020,"M/J US HIST ADV",2
37,LEON,2100025,"M/J US HIS ADV & C/P",1116
37,LEON,2100040,"M/J IB MYP US HIST",84
37,LEON,2100310,"US HIST",892
37,LEON,2100320,"US HIST HON",762
37,LEON,2100330,"AP U.S. HIST",441
37,LEON,2100340,"AFRICAN-AMER HIST",138
37,LEON,2100800,"IB HISTORY OF AMER",12
37,LEON,2102310,ECON,344
37,LEON,2102320,"ECON HON",267
37,LEON,2102335,"ECON FIN LIT",68
37,LEON,2102345,"ECON FIN LIT HON",91
37,LEON,2102370,"AP MACROECON",49
37,LEON,2103010,"M/J WORLD GEOG",21
37,LEON,2103300,"WORLD CLTRL GEOG",74
37,LEON,2103400,"AP HUMAN GEOG",401
37,LEON,2105860,"IB PHILOSOPHY 1",27
37,LEON,2105870,"IB PHILOSOPHY 2",23
37,LEON,2106010,"M/J CIVICS",1160
37,LEON,2106015,"M/J CIVICS",19
37,LEON,2106020,"M/J CIVICS ADV",979
37,LEON,2106026,"M/J CIVICS ADV&CAR P",82
37,LEON,2106028,"M/J IB MYP CIVADVCP",103
37,LEON,2106310,"US GOVT",338
37,LEON,2106320,"US GOVT HON",217
37,LEON,2106350,"LAW STUDIES",34
37,LEON,2106420,"AP US GOVT/POL",375
37,LEON,2107300,"PSYCH 1",108
37,LEON,2107310,"PSYCH 2",29
37,LEON,2107350,"AP PSYCH",606
37,LEON,2107800,"IB PSYCHOLOGY 1",39
37,LEON,2107810,"IB PSYCHOLOGY 2",24
37,LEON,2108300,SOCIOLOGY,199
37,LEON,2109010,"M/J WORLD HIST",1178
37,LEON,2109020,"M/J WORLD HIST ADV",1097
37,LEON,2109310,"WORLD HIST",1197
37,LEON,2109320,"WORLD HIST HON",820
37,LEON,2109380,"AP EURO HIST",195
37,LEON,2109420,"AP WORLD HIST",307
37,LEON,2109800,"IB CONTEMP HISTORY",34
37,LEON,2109810,"FL PRE-IB WORLD HIST",58
37,LEON,2120910,"PHILOS HON",24
37,LEON,2200300,"NC STUDY HALL 1",17
37,LEON,2400300,"LEAD SKLS DEV",58
37,LEON,2400310,"LEAD TECNQS",8
37,LEON,2500500,"TEMP INSTR PL",12
37,LEON,2500510,"TEMP INSTR PLACEMENT",9
37,LEON,3026010,HOPE,283
37,LEON,5001010,"ART - GRADE K",2617
37,LEON,5001020,"ART - GRADE 1",2764
37,LEON,5001030,"ART - GRADE 2",2470
37,LEON,5001040,"ART - INTERM 1",2646
37,LEON,5001050,"ART - INTERM 2",2604
37,LEON,5001060,"ART - INTERM 3",2448
37,LEON,5010010,"ESOL E",33
37,LEON,5010041,"LANG ARTS GRADE K",2624
37,LEON,5010042,"LANG ARTS GRADE 1",2778
37,LEON,5010043,"LANG ARTS GRADE 2",2586
37,LEON,5010044,"LANG ARTS GRADE 3",2646
37,LEON,5010045,"LANG ARTS GRADE 4",2599
37,LEON,5010046,"LANG ARTS GRADE 5",2448
37,LEON,5012020,"MATH GRADE K",2622
37,LEON,5012030,"MATH GRADE ONE",2774
37,LEON,5012040,"MATH GRADE TWO",2582
37,LEON,5012050,"MATH GRADE THREE",2642
37,LEON,5012060,"MATH GRADE FOUR",2596
37,LEON,5012070,"MATH GRADE FIVE",2449
37,LEON,5013030,"ELEM ORCHESTRA",12
37,LEON,5013060,"MUSIC - GRADE K",2579
37,LEON,5013070,"MUSIC - GRADE 1",2726
37,LEON,5013080,"MUSIC - GRADE 2",2554
37,LEON,5013090,"MUSIC-INTERM 1",2610
37,LEON,5013100,"MUSIC-INTERM 2",2587
37,LEON,5013110,"MUSIC-INTERM 3",2429
37,LEON,5015020,"PHYSICAL EDUCATION K",2633
37,LEON,5015030,"PHYSICAL EDUCATION 1",2791
37,LEON,5015040,"PHYSICAL EDUCATION 2",2587
37,LEON,5015050,"PHYSICAL EDUCATION 3",2671
37,LEON,5015060,"PHYSICAL EDUCATION 4",2623
37,LEON,5015070,"PHYSICAL EDUCATION 5",2464
37,LEON,5020010,"SCIENCE GRADE K",2623
37,LEON,5020020,"SCIENCE GRADE ONE",2774
37,LEON,5020030,"SCIENCE GRADE TWO",2582
37,LEON,5020040,"SCIENCE GRADE THREE",2641
37,LEON,5020050,"SCIENCE GRADE FOUR",2524
37,LEON,5020060,"SCIENCE GRADE FIVE",2515
37,LEON,5021020,"SOC STUDIES K",2622
37,LEON,5021030,"SOC STUDIES 1",2775
37,LEON,5021040,"SOC STUDIES 2",2582
37,LEON,5021050,"SOC STUDIES 3",2641
37,LEON,5021060,"SOC STUDIES 4",2593
37,LEON,5021070,"SOC STUDIES 5",2448
37,LEON,5100560,"PK OTHER",16
37,LEON,5100570,"SCHOOL READINESS",42
37,LEON,5100580,"VPK-SCH YEAR PROG",198
37,LEON,7650130,"PK DISABS: 3-5",802
37,LEON,7701010,"ART: K-5",27
37,LEON,7710011,"ACCESS LANG ART - K",17
37,LEON,7710012,"ACCESS LANG ART - 1",21
37,LEON,7710013,"ACCESS LANG ART - 2",21
37,LEON,7710014,"ACCESS LANG ART - 3",41
37,LEON,7710015,"ACCESS LANG ART - 4",36
37,LEON,7710016,"ACCESS LANG ART - 5",38
37,LEON,7712015,"ACCESS MATH GRADE K",17
37,LEON,7712020,"ACCESS MATH GRADE 1",20
37,LEON,7712030,"ACCESS MATH GRADE 2",20
37,LEON,7712040,"ACCESS MATH GRADE 3",44
37,LEON,7712050,"ACCESS MATH GRADE 4",36
37,LEON,7712060,"ACCESS MATH GRADE 5",35
37,LEON,7713010,"MUS: K-5",47
37,LEON,7715010,"PE: K-5",47
37,LEON,7720015,"ACCESS SCI GRADE K",17
37,LEON,7720020,"ACCESS SCI GRADE 1",20
37,LEON,7720030,"ACCESS SCI GRADE 2",20
37,LEON,7720040,"ACCESS SCI GRADE 3",39
37,LEON,7720050,"ACCESS SCI GRADE 4",35
37,LEON,7720060,"ACCESS SCI GRADE 5",37
37,LEON,7721011,"ACCESS SOC ST - K",17
37,LEON,7721012,"ACCESS SOC ST - 1",20
37,LEON,7721013,"ACCESS SOC ST - 2",20
37,LEON,7721014,"ACCESS SOC ST - 3",39
37,LEON,7721015,"ACCESS SOC ST - 4",35
37,LEON,7721016,"ACCESS SOC ST - 5",37
37,LEON,7721020,"U SKLS SOC&EMOT:PK-5",75
37,LEON,7755020,"H/H ACAD U SKLS:PK-5",3
37,LEON,7755040,"ADV ACAD: K-5 GIFTED",388
37,LEON,7763030,"SPEECH THRPY: PK-5",1236
37,LEON,7763040,"LANG THRPY: PK-5",951
37,LEON,7763050,"OCCU THRPY: PK-5",325
37,LEON,7763060,"ORIEN MOBLTY: PK-5",3
37,LEON,7763070,"PHY THRPY: PK-5",56
37,LEON,7763080,"EXP CORE COMPET:PK-5",26
37,LEON,7763090,"EXP SKLS:PK-5",2
37,LEON,7801010,"V/P ARTS: 6-8",16
37,LEON,7810011,"ACCESS M/J LA 1",54
37,LEON,7810012,"ACCESS M/J LA 2",63
37,LEON,7810013,"ACCESS M/J LA 3",57
37,LEON,7812015,"ACCESS M/J MATH 1",53
37,LEON,7812020,"ACCESS M/J MATH 2",62
37,LEON,7812030,"ACCESS M/J MATH 3",56
37,LEON,7813010,"MUS: 6-8",20
37,LEON,7815010,"PE: 6-8",77
37,LEON,7820015,"ACCESS M/J COMPSCI 1",41
37,LEON,7820016,"ACCESS M/J COMPSCI 2",49
37,LEON,7820017,"ACCESS M/J COMPSCI 3",55
37,LEON,7821021,"ACCESS M/J CIVICS",48
37,LEON,7821022,"ACCESS M/J WRLD HIST",49
37,LEON,7821025,"ACCESS M/J US HIST",1
37,LEON,7821026,"ACCESS M/J USHI & CP",45
37,LEON,7821030,"CAR ED PLAN",19
37,LEON,7855040,"ADV ACAD: 6-8 GIFTED",10
37,LEON,7863000,"SOC PERS: 6-8",34
37,LEON,7863010,"U SKLS: 6-8",90
37,LEON,7863080,"U SKLS VISION: 6-8",5
37,LEON,7863090,"LRNG STR: 6-8",263
37,LEON,7866030,"SPEECH THRPY: 6-8",133
37,LEON,7866040,"LANG THRPY: 6-8",311
37,LEON,7866050,"OCCU THRPY: 6-8",12
37,LEON,7866070,"PHY THRPY: 6-8",6
37,LEON,7900030,"H/H INSTR SERVS",2
37,LEON,7910100,"READ: 9-12",31
37,LEON,7910110,"ENG: 9-12",39
37,LEON,7910111,"ACCESS ENGLISH 1/2",74
37,LEON,7910112,"ACCESS ENGLISH 3/4",75
37,LEON,7912050,"MATH: 9-12",45
37,LEON,7912080,"ACCESS ALGEBRA 1A",82
37,LEON,7912090,"ACCESS ALGEBRA 1B",24
37,LEON,7915010,"SPECI DESIGN PE",23
37,LEON,7915015,"ACCESS HOPE 9-12",68
37,LEON,7919010,"DR ED SP LRNRS",7
37,LEON,7920010,"SCI: 9-12",32
37,LEON,7920015,"ACCESS BIOLOGY 1",39
37,LEON,7920020,"ACCESS E/S SCI",20
37,LEON,7920025,"ACCESS INTEG SCI 1",40
37,LEON,7921010,"SS: 9-12",22
37,LEON,7921015,"ACCESS US GOVT",20
37,LEON,7921025,"ACCESS US HIST",53
37,LEON,7921330,"CAR ED: 9-12",38
37,LEON,7960010,"TRAN PLAN: 9-12",7
37,LEON,7961010,"ACAD SKLS FNG LIV",130
37,LEON,7961020,"COMM SKLS FNG LIV",9
37,LEON,7961030,"PERS HME SKL FNG LIV",32
37,LEON,7961040,"LEIS REC SKL FNG LIV",80
37,LEON,7961050,"COMMU SOC SKL",65
37,LEON,7962010,"COGN LING SKLS",23
37,LEON,7962020,"LIF SUSTN ENVIR SKLS",15
37,LEON,7962030,"LEIS REC IMPR SKLS",23
37,LEON,7963040,"SKLS STU DF HARDHEAR",1
37,LEON,7963050,"SKLS STUS VISUAL IMP",15
37,LEON,7963070,"SOC PERS SKLS",73
37,LEON,7963080,"LRNG STRATEGIES",247
37,LEON,7963090,"SKLS STUS GIFTED",18
37,LEON,7963130,"U SKLS",79
37,LEON,7965030,"EXTRNSHP STUS GIFTED",20
37,LEON,7966010,"PHY THERAPY",7
37,LEON,7966020,"OCCU THERAPY",5
37,LEON,7966030,"SPEECH THRPY",65
37,LEON,7966040,"LANG THERAPY",278
37,LEON,7967010,"VISUAL PERFORM",77
37,LEON,7980030,"JOB PREP",11
37,LEON,7980110,"CAR PREP: 9-12",142
37,LEON,7980120,"CAR EXERIENCES: 9-12",76
37,LEON,7980130,"CAR PLACEMENT: 9-12",43
37,LEON,8000200,"M/J EXP WHL 1 & CP",36
37,LEON,8106810,"AGRISCI FOUND 1",51
37,LEON,8121510,"INTROD HORT 2",11
37,LEON,8121520,"HORT SCI 3",4
37,LEON,8121610,"HORT SCI & SERS 4",4
37,LEON,8200110,"BUSINESS KEYBD",20
37,LEON,8200210,"CPTR APPL BUSINESS 2",22
37,LEON,8200211,"CPTR APPL BUSINESS 3",7
37,LEON,8200320,"KEYBD & BUSINESS SKL",29
37,LEON,8200330,"CPTR & BUSINESS SKLS",65
37,LEON,8200410,"BUSINESS COOP ED OJT",18
37,LEON,8200520,"CPTR APPL BUS 1",113
37,LEON,8201210,"DIG MEDIA/MM FOUND 1",23
37,LEON,8203310,"ACCT APPL 1",11
37,LEON,8207020,"NETWK 1",13
37,LEON,8207030,"NETWK 2 INFRAST",3
37,LEON,8207040,"NETWK 3 INFRAST",4
37,LEON,8207110,"WEB DESIGN 1",93
37,LEON,8207120,"WEB DESIGN 2",37
37,LEON,8207130,"WEB DESIGN 3",4
37,LEON,8207310,"INTROD TO INFO TECH",412
37,LEON,8207410,"NEW MEDIA DIGITAL FU",29
37,LEON,8207420,"DIGIT VID SOUND FUND",16
37,LEON,8209020,"CPTR COLG & CAR",212
37,LEON,8209510,"DIGITAL DESIGN 1",232
37,LEON,8209520,"DIGITAL DESIGN 2",77
37,LEON,8209530,"DIGITAL DESIGN 3",27
37,LEON,8209540,"DIGITAL DESIGN 4",7
37,LEON,8212110,"ADM OFF TECH 1",20
37,LEON,8212450,"MULTIMED FOUND 3",5
37,LEON,8215120,"BUSINESS ENTREP PRIN",178
37,LEON,8215130,"LEG ASPECTS BUSINESS",26
37,LEON,8215140,"BUSINESS SUPV 1",7
37,LEON,8215150,"BUSINESS SUPV 2",3
37,LEON,8300410,"DIV CAR TECH-OJT",91
37,LEON,8303010,"DIV CAR TECH PRIN",86
37,LEON,8303020,"DIV CAR TECH APPL",7
37,LEON,8400320,"MEDICAL SKLS SERS",29
37,LEON,8417100,"HEALTH SCI 1",88
37,LEON,8417110,"HEALTH SCI 2",24
37,LEON,8417131,"ALLIED HEALTH ASSIS3",10
37,LEON,8500120,"PERS & FAM FIN",15
37,LEON,8500300,"PARENT SKLS",20
37,LEON,8503211,"EARLY CHILD 1",48
37,LEON,8503212,"EARLY CHILD 2",34
37,LEON,8503213,"EARLY CHILD 3",7
37,LEON,8503214,"EARLY CHILD 4",4
37,LEON,8506410,"PRIN FASH DESIGN",28
37,LEON,8506420,"PATTERN DESIGN TECNQ",7
37,LEON,8506430,"FASH DESIGN SPEC",1
37,LEON,8600520,"PRIN OF ENGR",6
37,LEON,8600550,"INTROD ENGR DESIGN",20
37,LEON,8600820,"DRAFT/ILL DESIGN TE2",3
37,LEON,8600830,"DRAFT/ILL DESIGN TE3",8
37,LEON,8601010,"COMM TECH 1",111
37,LEON,8601020,"COMM TECH 2",47
37,LEON,8601030,"COMM TECH 3",29
37,LEON,8601310,"POWER & ENERGY TECH1",14
37,LEON,8601320,"POWER & ENERGY TECH2",8
37,LEON,8722030,"BLDG TR & CDT 3",51
37,LEON,8722040,"BLDG TR & CDT 4",13
37,LEON,8722050,"BLDG TR & CDT 5",6
37,LEON,8766010,"GAS ENGN SERV 1",2
37,LEON,8766020,"GAS ENGN SERV 2",2
37,LEON,8766030,"GAS ENGN SERV 3",6
37,LEON,8766040,"GAS ENGN SERV 4",9
37,LEON,8772010,"CMCL PHOTO TECH 1",45
37,LEON,8772020,"CMCL PHOTO TECH 2",27
37,LEON,8772030,"CMCL PHOTO TECH 3",2
37,LEON,8772040,"CMCL PHOTO TECH 4",5
37,LEON,8772110,"TV PRODUCTION 1",11
37,LEON,8772120,"TV PRODUCTION 2",4
37,LEON,8772130,"TV PRODUCTION 3",2
37,LEON,8800510,"CULINARY ARTS 1",236
37,LEON,8800520,"CULINARY ARTS 2",242
37,LEON,8800530,"CULINARY ARTS 3",61
37,LEON,8800540,"CULINARY ARTS 4",3
37,LEON,8809300,"FUND OF CUL CAR & CP",98
37,LEON,8815110,"FINANCIAL OPS",12
37,LEON,8815120,"PERS FIN PLAN",17
