"COURSE ENROLLMENTS",,,,
"2012-13 SURVEY 3 DATA FINAL",,,,
,,,,
"Dist #",District,"Course #",Course,Enrollment
12,COLUMBIA,8400100,"HSE DIR STUDY",44
12,COLUMBIA,8400310,"EXPL HLTH OCCS",33
12,COLUMBIA,8400320,"MEDICAL SKLS SERS",88
12,COLUMBIA,8405110,"EARLY CHILD 1 NEW",73
12,COLUMBIA,8405120,"EARLY CHILD 2 NEW",36
12,COLUMBIA,8417100,"HEALTH SCI 1",30
12,COLUMBIA,8417110,"HEALTH SCI 2",55
12,COLUMBIA,8417131,"ALLIED HEALTH ASSIS3",10
12,COLUMBIA,8417191,"HME HEALTH AIDE 3",1
12,COLUMBIA,8417211,"NURSE AST 3",19
12,COLUMBIA,8500140,"CAR DISC",126
12,COLUMBIA,8503213,"EARLY CHILD 3",9
12,COLUMBIA,8503214,"EARLY CHILD 4",4
12,COLUMBIA,8600510,"TECH STUDIES 1",5
12,COLUMBIA,8600570,"ENGINEERING TECH 1",22
12,COLUMBIA,8600670,"ENGINEERING TECH 2",10
12,COLUMBIA,8601710,"TECH STUDIES 3",1
12,COLUMBIA,8709410,"AUTO SERV TECH 1",55
12,COLUMBIA,8709420,"AUTO SERV TECH 2",16
12,COLUMBIA,8709430,"AUTO SERV TECH 3",6
12,COLUMBIA,8709440,"AUTO SERV TECH 4",2
12,COLUMBIA,8720310,"BLDG CONST TECH 1",45
12,COLUMBIA,8720320,"BLDG CONST TECH 2",18
12,COLUMBIA,8720330,"BLDG CONST TECH 3",13
12,COLUMBIA,8720340,"BLDG CONST TECH 4",6
12,COLUMBIA,8720350,"BLDG CONST TECH 5",4
12,COLUMBIA,8720360,"BLDG CONST TECH 6",5
12,COLUMBIA,8720370,"BLDG CONST TECH 7",2
12,COLUMBIA,8727210,"ELECTRICITY 1",9
12,COLUMBIA,8730010,"ELECTRONIC 1",21
12,COLUMBIA,8730020,"ELECTRONIC 2",10
12,COLUMBIA,8730030,"ELECTRONIC 3",1
12,COLUMBIA,8732110,"CPTR SYSS TECH 1",22
12,COLUMBIA,8732120,"CPTR SYSS TECH 2",11
12,COLUMBIA,8732130,"CPTR SYSS TECH 3",4
12,COLUMBIA,8732140,"CPTR SYSS TECH 4",2
12,COLUMBIA,8751010,"MARI SERV 1",8
12,COLUMBIA,8751020,"MARI SERV 2",4
12,COLUMBIA,8754510,"WELDING TECH 1",16
12,COLUMBIA,8754520,"WELDING TECH 2",13
12,COLUMBIA,8754530,"WELDING TECH 3",7
12,COLUMBIA,8754540,"WELDING TECH 4",1
12,COLUMBIA,8766010,"GAS ENGN SERV 1",8
12,COLUMBIA,8766020,"GAS ENGN SERV 2",6
12,COLUMBIA,8771110,"INDUS COMM",24
12,COLUMBIA,8772110,"TV PRODUCTION 1",26
12,COLUMBIA,8772120,"TV PRODUCTION 2",12
12,COLUMBIA,8772130,"TV PRODUCTION 3",1
12,COLUMBIA,8800510,"CULINARY ARTS 1",112
12,COLUMBIA,8800520,"CULINARY ARTS 2",77
12,COLUMBIA,8800530,"CULINARY ARTS 3",37
12,COLUMBIA,8800540,"CULINARY ARTS 4",10
12,COLUMBIA,8812000,"BUSINESS OWNERSHIP",6
12,COLUMBIA,8812110,"PRIN OF ENTREPRENEUR",42
12,COLUMBIA,8812120,"BUSINESS MGMT & LAW",7
12,COLUMBIA,8815110,"FINANCIAL OPS",2
12,COLUMBIA,8815120,"PERS FIN PLAN",4
12,COLUMBIA,8815150,"FIN & BUSINESS TECH",45
12,COLUMBIA,8918010,"CRIMINAL JUST OPS 1",96
12,COLUMBIA,8918020,"CRIMINAL JUST OPS 2",20
12,COLUMBIA,8918030,"CRIMINAL JUST OPS 3",6
12,COLUMBIA,9009110,"INFO & COMM TECH 1",131
12,COLUMBIA,9100310,"ORIEN CAR& TECH OCCS",74
12,COLUMBIA,9503110,"GLOB LOG & SUP CH TE",72
12,COLUMBIA,9503120,"INTRO TO IT APPS",22
12,COLUMBIA,9503130,"GLOB LOG OPS",21
12,COLUMBIA,9503140,"GLOB LOG MGMT",1
13,DADE,ACGL001,"PRINCIPLES OF ACCOUNTING LABOR",1
13,DADE,ACGL011,"PRINCIPLES OF ACCOUNTING LABOR",1
13,DADE,ACGL021,"FINANCIAL ACCOUNTING LAB",17
13,DADE,ACGL071,"MANAGERIAL ACCOUNTING LABORATO",3
13,DADE,ACG2001,"HONORS PRINCIPLES OF FINANCIAL",1
13,DADE,ACG2011,"ACCOUNTING PRINCIPLES II",1
13,DADE,ACG2021,"FINANCIAL ACCOUNTING",9
13,DADE,ACG2071,"MANAGERIAL ACCOUNTING",3
13,DADE,AER0014,"AUTO SERVICES ASST",17
13,DADE,AER0110,"ENGN RPR TECH",5
13,DADE,AER0257,"AUTO TRANS&AXLE TECH",6
13,DADE,AER0274,"MAN DRIVETRAIN/AXLE",9
13,DADE,AER0418,"AUTO BRAKE SYS TECH",1
13,DADE,AER0453,"AUTO SUSP & STEER TE",10
13,DADE,AFA2004,"BLACK POPULAR CULTURES: GLOBAL",20
13,DADE,AMH2010,"AMERICAN HISTORY I  SURVEY TO",29
13,DADE,AMH2020,"UNITED STATES HISTORY FROM 186",8
13,DADE,AMH2041,"ORIGINS OF AMERICAN CIVILIZATI",54
13,DADE,AMH2042,"MODERN AMERICAN CIVILIZATION",417
13,DADE,AML2020,"AMERICAN LITERATURE FROM 1865",39
13,DADE,AMT0700,"AV GEN MAINT TECH HL",118
13,DADE,AMT0710,"AV MAINT TECH FAA1",64
13,DADE,AMT0711,"AV MAINT TECH FAA2",35
13,DADE,AMT0720,"AV MAINT TECH PPR1",49
13,DADE,AMT0721,"AV MAINT TECH PPR2",85
13,DADE,ANT2000,"GENERAL ANTHROPOLOGY (HONORS)",7
13,DADE,ANT2410,"INTRODUCTION TO CULTURAL ANTHR",12
13,DADE,ANT3241,"ANTHROPOLOGY OF RELIGION",2
13,DADE,ARC1172,"INTRODUCTION TO COMPUTER APPLI",45
13,DADE,ARC2931,"ARCHITECTURE SEMINAR",110
13,DADE,ARH1000,"ART APPRECIATION",48
13,DADE,ARH2000,"HUMANITIES ARTS",19
13,DADE,ARH2050,"WESTERN SURVEY I: GREEK TO REN",1
13,DADE,ARH2051,"ART HISTORY II",1
13,DADE,ARH2740,"CINEMA APPRECIATION",2
13,DADE,ARR0020,"AUTO COLL EST",4
13,DADE,ARR0127,"AUTO REFINISHING",1
13,DADE,ARR0210,"PAINT & BODY HELP 1",5
13,DADE,ARR0213,"PAINT & BODY ASST",4
13,DADE,ARR0313,"FRAME & BODY RPRM",1
13,DADE,ARR0610,"BASIC PREP. AUTO",18
13,DADE,ARR0611,"RECOND DETAILER",19
13,DADE,ARR0612,"AUTO DETAILER",7
13,DADE,ARTC201,"DESIGN FUNDAMENTALS",36
13,DADE,ARTC203,"THREE-DIMENSIONAL DESIGN",144
13,DADE,ARTC205,"COLOR APPLICATION",1
13,DADE,ARTC300,"DRAWING I",46
13,DADE,ARTC330,"FIGURE DRAWING",27
13,DADE,ARTC332,"INTERMEDIATE DRAWING",2
13,DADE,ARTC400,"PRINTMAKING I",4
13,DADE,ARTC500,"FUNDAMENTALS OF PAINTING",30
13,DADE,ARTC600,"COMPUTER ART",6
13,DADE,ARTC701,"INTRODUCTION TO SCULPTURE",21
13,DADE,ARTC750,"CERAMICS HANDBUILDING",92
13,DADE,ASLC140,"BEGINNING AMERICAN SIGN LANGUA",4
13,DADE,ASLC150,"INTERMEDIATE AMERICAN SIGN LAN",3
13,DADE,ASTL003,"SOLAR SYSTEM ASTRONOMY LABORAT",3
13,DADE,ASTL004,"STELLAR ASTRONOMY LABORATORY",1
13,DADE,AST1002,"INTRODUCTION TO ASTRONOMY",5
13,DADE,AST2003,"ASTRONOMY OF THE SOLAR SYSTEM",4
13,DADE,AST2004,"STELLAR ASTRONOMY",1
13,DADE,AVM1022,"FLIGHT OPERATIONS",1
13,DADE,AVM2510,"AIRLINE MANAGEMENT",1
13,DADE,BCV0392,"HARD TILE SETTER 1",2
13,DADE,BCV0393,"HARD TILE SETTER 2",2
13,DADE,BOTL010,"GENERAL BOTANY LABORATORY",1
13,DADE,BOT1010,"GENERAL BOTANY",1
13,DADE,BSCC020,"HUMAN BIOLOGY",40
13,DADE,BSCL005,"GENERAL BIOLOGY LAB",52
13,DADE,BSCL010,"GENERAL BIOLOGY I LAB",72
13,DADE,BSCL011,"FUNDAMENTALS OF BIOLOGY II LAB",17
13,DADE,BSCL023,"HUMAN BIOLOGY LAB",5
13,DADE,BSCL085,"ANATOMY & PHYSIOLOGY LAB I",22
13,DADE,BSCL086,"HUMAN ANATOMY AND PHYSIOLOGY I",15
13,DADE,BSC1005,"BIOLOGICAL SCIENCE",95
13,DADE,BSC1010,"GENERAL BIOLOGY I",34
13,DADE,BSC1011,"BIOLOGICAL SCIENCE II",9
13,DADE,BSC1050,"ENVIRONMENTAL SYSTEMS",18
13,DADE,BSC2010,"INTEGRATED PRINCIPLES OF BIOLO",45
13,DADE,BSC2011,"BIOLOGY II",13
13,DADE,BSC2023,"HUMAN BIOLOGY",14
13,DADE,BSC2085,"ANATOMY & PHYSIOLOGY I",58
13,DADE,BSC2086,"HUMAN ANATOMY & PHYSIOLOGY II",20
13,DADE,BUL2241,"BUSINESS LAW",2
13,DADE,CCJ1010,"INTRODUCTION TO CRIMINOLOGY",27
13,DADE,CCJ1020,"INTRODUCTION TO CRIMINAL JUSTI",19
13,DADE,CCJ2650,"NARCOTICS AND DANGEROUS SUBSTA",1
13,DADE,CGS1060,"COLLEGE COMPUTING",163
13,DADE,CGS2060,"INTRODUCTION TO MICROCOMPUTERS",39
13,DADE,CGS2518,"COMPUTER DATA ANALYSIS",67
13,DADE,CHI1120,"ELEMENTARY CHINESE I",4
13,DADE,CHML025,"INTRODUCTION TO COLLEGE CHEMIS",81
13,DADE,CHML032,"CHEMISTRY AND SOCIETY LAB",7
13,DADE,CHML033,"SURVEY OF CHEMISTRY LAB",20
13,DADE,CHML045,"GENERAL CHEMISTRY LAB",118
13,DADE,CHML046,"GENERAL CHEMISTRY LABORATORY I",28
13,DADE,CHML210,"ORGANIC CHEMISTRY I LABORATORY",6
13,DADE,CHM1025,"COLLEGE CHEMISTRY",144
13,DADE,CHM1032,"PRINCIPLES OF CHEMISTRY",14
13,DADE,CHM1033,"CHEMISTRY FOR HEALTH SCIENCES",3
13,DADE,CHM1045,"HONORS GENERAL CHEMISTRY",131
13,DADE,CHM1046,"GENERAL CHEMISTRY II",41
13,DADE,CHM2210,"ORGANIC CHEMISTRY I",6
13,DADE,CHSL501,"SURVEY OF FORENSIC SCIENCE LAB",2
13,DADE,CHS3501,"INTRODUCTION TO FORENSIC SCIEN",3
13,DADE,CJC1000,"INTRODUCTION TO CORRECTIONS",1
13,DADE,CJC1162,"INTRODUCTION TO PROBATION, PAR",37
13,DADE,CJE1640,CRIMINALISTICS,24
13,DADE,CJE2600,"CRIMINAL INVESTIGATION",7
13,DADE,CJJ2002,"JUVENILE JUSTICE",16
13,DADE,CJL1100,"CRIMINAL LAW",3
13,DADE,CLP1006,"PSYCHOLOGY OF PERSONAL EFFECTI",63
13,DADE,CLP2001,"PERSONALITY DEVELOPMENT & ADJU",5
13,DADE,CLP2140,"ABNORMAL PSYCHOLOGY",12
13,DADE,COM3110,"COMM. FOR BUSINESS AND THE PRO",1
13,DADE,COM3404,"NONVERBAL COMMUNICATION",4
13,DADE,COP1000,"FUNDAMENTALS OF PROGRAMMING",58
13,DADE,COP1332,"VISUAL BASIC, BEGINNING",11
13,DADE,COP1334,"INTRODUCTION TO C++ PROGRAMMIN",21
13,DADE,COP2250,"JAVA PROGRAMMING",23
13,DADE,COP2270,"C FOR ENGINEERS",2
13,DADE,COP2335,"INTRODUCTION TO C++ PROGRAMMIN",1
13,DADE,COP3337,"COMPUTER PROGRAMMING II",1
13,DADE,CPO2002,"INTRODUCTION TO COMPARATIVE PO",2
13,DADE,CRW2001,"CREATIVE WRITING",9
13,DADE,CRW2002,"CREATIVE WRITING II",3
13,DADE,CSP0015,"MANIC & PEDICUR",5
13,DADE,CSP0265,"FACIALS/SKIN CARE",2
13,DADE,DAA1100,"CONTEMPORARY DANCE I",2
13,DADE,DAA1104,"MODERN DANCE I FOR PRE-MAJORS",24
13,DADE,DAA1204,"BALLET I FOR PRE-MAJORS",27
13,DADE,DAA1205,"BALLET II-2",24
13,DADE,DAA1290,"BALLET FOR THE THEATRE 1",17
13,DADE,DAA2102,"INTERMEDIATE MODERN DANCE I",26
13,DADE,DAA2570,"MUSICAL THEATER JAZZ",15
13,DADE,DAA2610,"DANCE COMPOSITION",24
13,DADE,DAA2681,"REPERTORY 2 (NW)",26
13,DADE,DAN2100,"DANCE APPRECIATION",1
13,DADE,DAN2130,"DANCE HISTORY I (NW)",4
13,DADE,DAN2630,"LITERATURE & MATERIALS OF MUSI",27
13,DADE,DEP2000,"THE PSYCHOLOGY OF CHILDHOOD &",69
13,DADE,DEP2001,"PSYCHOLOGY OF INFANCY AND CHIL",1
13,DADE,DEP3305,"PSYCHOLOGY OF ADOLESCENT DEVEL",2
13,DADE,DEP3404,"PSYCH OF ADULTHOOD",1
13,DADE,DEP4464,"PSYCHOLOGY OF AGING",1
13,DADE,EAB3002,"PRINCIPLES OF BEHAVIOR ANALYSI",4
13,DADE,ECO2010,NOFOUND,56
13,DADE,ECO2013,"PRINCIPLES OF MACROECONOMICS",317
13,DADE,ECO2023,"PRINCIPLES OF ECONOMICS, MICRO",41
13,DADE,ECO3101,"INTERMEDIATE MICROECONOMICS",3
13,DADE,ECO3202,"APPLIED MACROECONOMICS",1
13,DADE,ECO3203,"INTERMEDIATE MACROECONOMICS",1
13,DADE,EDF1005,"INTRODUCTION TO AMERICAN EDUCA",208
13,DADE,EDF2085,"TEACHING DIVERSE POPULATIONS",152
13,DADE,EDF3521,"EDUCATION IN HISTORY",2
13,DADE,EET1082,"INTRODUCTION TO ELECTRONICS",2
13,DADE,EEV0010,"ELECTRONICS ASMBR",45
13,DADE,EEV0100,"ELECTRONICS TESTER",91
13,DADE,EEV0500,"ELECT EQUIP RPR",72
13,DADE,EEV0501,"END USER SPT TECH",83
13,DADE,EEV0502,"PC ELECT INSTALLER",22
13,DADE,EEV0503,"PC ELECT INSTALLER",41
13,DADE,EEV0616,"ELECTRONICS TECH",30
13,DADE,EGNC110,"ENGINEERING DRAWING",16
13,DADE,EGN1002,"ENGINEERING ORIENTATION",1
13,DADE,EGN3321,DYNAMICS,22
13,DADE,EGSC001,"INTRODUCTION TO ENGINEERING",8
13,DADE,ENC1101,"COMPOSITION I",942
13,DADE,ENC1102,"ENGLISH COMPOSITION II",1273
13,DADE,ENG2012,"APPROACHES TO LITERATURE",25
13,DADE,ENL2012,"SURVEY IN ENGLISH LITERATURE,",109
13,DADE,ENT1000,ENTREPRENEURSHIP,46
13,DADE,ESC1000,"EARTH SCIENCE",6
13,DADE,EUH2030,"MODERN EUROPEAN HISTORY I",24
13,DADE,EVRL001,"INTRODUCTION TO ENVIRONMENTAL",4
13,DADE,EVRL013,"ECOLOGY OF SOUTH FLORIDA LAB",2
13,DADE,EVR1001,"INTRODUCTION TO ENVIRONMENTAL",38
13,DADE,EVR1017,"THE GLOBAL ENVIRONMENT AND SOC",6
13,DADE,EVR3013,"ECOLOGY OF SOUTH FLORIDA",5
13,DADE,EXP3523,"MEMORY & MEMORY IMPROVEMENT",2
13,DADE,EXP4604,"COGNITIVE PROCESSES",1
13,DADE,FIL1030,"THE HISTORY OF FILM",1
13,DADE,FIN2000,"PRINCIPLES OF FINANCE",9
13,DADE,FRE1120,"BEGINNING FRENCH I",28
13,DADE,FRE1121,"BEGINNING FRENCH II",31
13,DADE,FRE1130,"BASIC FRENCH I",3
13,DADE,FRE1131,"ELEMENTARY FRENCH II, CONCENTR",5
13,DADE,FRE2220,"INTERMEDIATE FRENCH I",2
13,DADE,GEB1011,"PRINCIPLES OF BUSINESS",16
13,DADE,GEB2112,ENTREPRENEURSHIP,1
13,DADE,GEO2000,"BASIC CONCEPTS IN GEOGRAPHY",3
13,DADE,GER1130,"BEGINNING INTENSIVE GERMAN 1",2
13,DADE,GLY1010,"PHYSICAL GEOLOGY",29
13,DADE,GRA0036,"DESKTOP PUB ASST",18
13,DADE,GRA0037,"DESIGN TECH",2
13,DADE,GRA0038,ILLUSTRATOR,2
13,DADE,GRA0039,"PRINT MEDIA ARTIST",2
13,DADE,HAI1130,"HAITIAN CREOLE I",1
13,DADE,HEV0010,"RETAIL SALES",3
13,DADE,HEV0011,"TAILOR, DRESS, SEWER",1
13,DADE,HEV0162,"CHILD CARE DEV SPEC",1
13,DADE,HEV0510,JANITORS/CLEANERS,3
13,DADE,HEV0511,"SUPERVISOR, JANITOR",1
13,DADE,HEV0870,"CHILD CARE WKR 1",5
13,DADE,HEV0871,"CHILD CARE WKR 2",5
13,DADE,HEV0872,"TEACHER AIDE (PRESC)",2
13,DADE,HEV0873,"PRESCHOOL TEACHER",3
13,DADE,HIS2020,NOFOUND,53
13,DADE,HLP1081,"FITNESS AND WELLNESS FOR LIFE",31
13,DADE,HMV0100,"FOOD PREPARATION",38
13,DADE,HMV0170,"COOK - RESTAURANT",47
13,DADE,HMV0171,"CHEF/HEAD COOK",7
13,DADE,HSC0003,"BASIC HEALTHCARE WKR",2
13,DADE,HSC2400,"BASIC EMERGENCY CARE",46
13,DADE,HUM1020,"CREATIVITY AND THE ARTS",87
13,DADE,HUN1201,"NUTRITION AND DIET THERAPY",37
13,DADE,HUN2000,"CONTEMPORARY NUTRITION ISSUES",1
13,DADE,HUN2201,NUTRITION,2
13,DADE,IDSC211,"GLOBAL CLIMATE CHANGE: SCIENCE",3
13,DADE,IDSL211,"GLOBAL CLIMATE CHANGE: SCIENCE",1
13,DADE,IDS1044,"LEADERSHIP SEMINAR",211
13,DADE,INP2002,"INTRODUCTION TO INDUSTRIAL PSY",4
13,DADE,INR2001,"INTERNATIONAL RELATIONS",81
13,DADE,INR2002,"INTERNATIONAL RELATIONS",2
13,DADE,INR2440,"INTERNATIONAL LAW AND ORGANIZA",20
13,DADE,INR3274,"INTERNATL RELATIONS OF THE MID",1
13,DADE,INR3403,"INTERNATIONAL LAW",1
13,DADE,ISS1120,"THE SOCIAL ENVIRONMENT",52
13,DADE,ISS1161,"THE INDIVIDUAL IN SOCIETY",11
13,DADE,ITA1120,"ELEMENTARY ITALIAN I",29
13,DADE,ITA1121,"ELEMENTARY ITALIAN II CONCENTR",27
13,DADE,ITA1131,"BEGINNING ITALIAN 2",12
13,DADE,ITA2220,"READINGS AND CONVERSATION",1
13,DADE,ITA2240,"ITALIAN INTERMEDIATE CONVERSAT",12
13,DADE,JPN1130,"BEGINNING JAPANESE I",3
13,DADE,JPN1131,"JAPANESE II",1
13,DADE,LAH2020,"LATIN AMERICAN CIVILIZATION",23
13,DADE,LIN3013,"INTRODUCTION TO LINGUISTICS",1
13,DADE,LIT2090,"CONTEMPORARY LITERATURE",1
13,DADE,LIT2110,"WORLD LITERATURE: ANCIENT THRO",53
13,DADE,LIT2120,"WORLD LITERATURE FROM 1650",8
13,DADE,LIT2131,"INTRODUCTION TO THE ARTHURIAN",4
13,DADE,LIT2330,"CHILDREN'S LITERATURE",3
13,DADE,LIT2480,"ISSUES IN LITERATURE AND CULTU",7
13,DADE,MAC1105,"COLLEGE ALGEBRA",331
13,DADE,MAC1114,"PLANE TRIGONOMETRY",135
13,DADE,MAC1140,"PRECALCULUS ALGEBRA",75
13,DADE,MAC1147,PRECALCULUS,53
13,DADE,MAC2233,"CALCULUS FOR BUSINESS & SOCIAL",32
13,DADE,MAC2241,"CALCULUS FOR THE LIFE SCIENCES",2
13,DADE,MAC2311,"CALCULUS I",54
13,DADE,MAC2312,"CALCULUS II",47
13,DADE,MAC2313,"CALCULUS III",21
13,DADE,MAN2021,"PRINCIPLES OF MANAGEMENT",6
13,DADE,MAP2302,"ORDINARY DIFFERENTIAL EQUATION",23
13,DADE,MAR1011,"INTRODUCTION TO MARKETING",8
13,DADE,MAS2103,"LINEAR ALGEBRA",2
13,DADE,MAT1033,"INTERMEDIATE ALGEBRA",20
13,DADE,MCBL010,"GENERAL MICROBIOLOGY LAB",6
13,DADE,MCB2010,"GENERAL MICROBIOLOGY",9
13,DADE,MEA0500,"MED OFFICE RECEP",2
13,DADE,MEA0521,"PHLEBOTOMIST, MA",1
13,DADE,MET1010,"ELEMENTARY METEOROLOGY",1
13,DADE,MGF1106,"FINITE MATHEMATICS",5
13,DADE,MGF1107,"MATHEMATICS FOR LIBERAL ARTS",4
13,DADE,MMC2000,"INTRODUCTION TO MASS COMMUNICA",1
13,DADE,MUH1011,"MUSIC APPRECIATION",71
13,DADE,MUL1010,"MUSIC APPRECIATION",39
13,DADE,MUL2380,"HISTORY OF POPULAR MUSIC",115
13,DADE,MUML600,"SOUND RECORDING LABORATORY 1",1
13,DADE,MUM2600,"SOUND RECORDING 1",1
13,DADE,MUN1120,"CONCERT BAND I",7
13,DADE,MUN1210,"EDISON STATE COLLEGE SYMPHONY",10
13,DADE,MUN1310,"COLLEGE SINGERS",2
13,DADE,MUN1440,"PERCUSSION ENSEMBLE",1
13,DADE,MUN2341,"CHAMBER SINGERS",9
13,DADE,MUN2711,"ADVANCED JAZZ ENSEMBLE",5
13,DADE,MUT1001,"FUNDAMENTALS OF MUSIC THEORY",3
13,DADE,MUT1003,"FUNDAMENTALS OF MUSIC THEORY L",3
13,DADE,MVK1111,"CLASS PIANO I",4
13,DADE,MVV1110,"VOICE CLASS I",12
13,DADE,MVV1311,"APPLIED MUSIC - VOICE - FRESHM",10
13,DADE,OCBL010,"INTRODUCTION TO MARINE BIOLOGY",1
13,DADE,OCB1010,"MARINE BIOLOGY",12
13,DADE,OCE1001,"INTRODUCTION TO OCEANOGRAPHY",85
13,DADE,OCE2001,"INTRODUCTION TO OCEANOGRAPHY",1
13,DADE,OCE3014,"OCEANOGRAPHY - COASTAL OCEAN S",1
13,DADE,OTA0040,"INFO TECH ASST",30
13,DADE,OTA0041,"FRONT DESK SPEC",1
13,DADE,PCBL099,"FOUND OF HUMAN PHYSIOLOGY LAB",3
13,DADE,PCB2099,"FOUND OF HUMAN PHYSIOLOGY",5
13,DADE,PCB3043,"GENERAL ECOLOGY",1
13,DADE,PCB3703,"HUMAN MORPHOLOGY AND FUNCTION",3
13,DADE,PEM1141,AEROBICS,192
13,DADE,PEM2101,"BODY DEVELOPMENT",304
13,DADE,PEM2131,"WRIGHT TRAINING SYSTEMS",124
13,DADE,PGYC401,"PHOTOGRAPHY I",13
13,DADE,PHI1010,"INTRODUCTION TO PHILOSOPHY",27
13,DADE,PHI1100,LOGIC,17
13,DADE,PHI2010,"INTRODUCTION TO PHILOSOPHY",42
13,DADE,PHI2600,ETHICS,6
13,DADE,PHI2604,"CRITICAL THINKING/ETHICS",25
13,DADE,PHM2300,"POLITICAL PHILOSOPHY",3
13,DADE,PHYC100,"GENERAL PHYSICS 1",36
13,DADE,PHYL004,"LAB FOR PHYSICS 2004 AND 2005",2
13,DADE,PHYL048,"PHYSICS LABORATORY I",29
13,DADE,PHYL049,"GENERAL PHYSICS B LABORATORY (",11
13,DADE,PHYL053,"PHYSICS I LAB",1
13,DADE,PHY1004,"PHYSICS WITH APPLICATIONS 1",2
13,DADE,PHY1025,"INTRODUCTION TO FUNDAMENTALS O",93
13,DADE,PHY1100,"GENERAL PHYSICS 1",1
13,DADE,PHY2048,"HONORS GENERAL PHYSICS I",24
13,DADE,PHY2049,"GENERAL PHYSICS II",11
13,DADE,PHY2053,"COLLEGE PHYSICS I",23
13,DADE,PHY2054,"GENERAL PHYSICS II",1
13,DADE,POR1120,"BEGINNING PROTUGUESE I",1
13,DADE,POR1121,"BEGINNING PORTUGUESE II",1
13,DADE,POR1130,"PORTUGUESE I",4
13,DADE,POS2041,"AMERICAN GOVERNMENT",171
13,DADE,POS2042,"AMERICAN GOVERNMENT",36
13,DADE,POT2002,"HONORS- POLITICAL THEORY",56
13,DADE,POT3013,"ANCIENT AND MEDIEVAL POLITICAL",4
13,DADE,PSC1121,"GENERAL EDUCATION PHYSICAL SCI",3
13,DADE,PSC1515,"ENERGY & THE ENVIRONMENT",33
13,DADE,PSY2012,"GENERAL PSYCHOLOGY",177
13,DADE,PUR2003,"INTRODUCTION TO PUBLIC RELATIO",1
13,DADE,QMBL100,"BASIC STATISTICS LABORATORY",4
13,DADE,QMB2100,"QUANTITATIVE METHODS IN BUSINE",9
13,DADE,REL2011,"OCCULT AND THE SUPERNATURAL",9
13,DADE,REL2300,"HONORS - WORLD RELIGIONS",3
13,DADE,REL3308,"WORLD RELIGIONS",7
13,DADE,SLS1401,"COMPUTERIZED CAREER EXPLORATIO",11
13,DADE,SLS1501,"COLLEGE AND CAREER SUCCESS",58
13,DADE,SLS1510,"PREPARING FOR STUDENT SUCCESS",208
13,DADE,SOP2002,"SOCIAL PSYCHOLOGY",2
13,DADE,SOP2772,"PSYCHOLOGY OF HUMAN SEXUALITY",58
13,DADE,SOP3015,"SOCIAL AND PERSONALITY DEVELOP",5
13,DADE,SOP3932,"PSYCHOLOGY OF DRUGS AND DRUG A",4
13,DADE,SOW3203,"INTRODUCTION TO SOCIAL WORK PR",1
13,DADE,SPC1017,"FUNDAMENTALS OF SPEECH COMMUNI",142
13,DADE,SPC2300,"FUNDAMENTALS OF INTERPERSONAL",70
13,DADE,SPC2511,"DEBATE AND ARGUMENTATION",61
13,DADE,SPC2608,"EFFECTIVE SPEAKING",47
13,DADE,SPC3513,"HONORS ARGUMENTATION AND DEBAT",30
13,DADE,SPN1120,"FIRST-YEAR SPANISH I",39
13,DADE,SPN1121,"ELEMENTARY SPANISH II",24
13,DADE,SPN1130,"FIRST YEAR SPANISH I",41
13,DADE,SPN1131,"SPANISH II",9
13,DADE,SPN2201,"SPANISH IV",19
13,DADE,SPN2233,"INTERMEDIATE READINGS IN SPANI",1
13,DADE,SPN2240,"INTERMEDIATE CONVERSATION",64
13,DADE,SPN2330,"ADVANCED READINGS IN SPANISH",107
13,DADE,SPN2340,"INTERMEDIATE SPANISH FOR NATIV",56
13,DADE,SPN2341,"ADVANCED SPANISH FOR NATIVE SP",105
13,DADE,SPO1040,NOFOUND,84
13,DADE,SPT4806,"ORAL SKILLS FOR INTERPRETERS",1
13,DADE,STA2023,"ELEMENTS OF STATISTICS",114
13,DADE,STA2122,"SOCIAL SCIENCE STATISTICS",34
13,DADE,STA3111,"STATISTICS I",8
13,DADE,STA3123,"INTRODUCTION TO STATISTICS II",2
13,DADE,SYG2000,SOCIOLOGY,58
13,DADE,SYG2010,"HONORS SOCIAL PROBLEMS",40
13,DADE,SYG3002,"THE BASIC IDEAS OF SOCIOLOGY",8
13,DADE,SYO3120,"SOCIOLOGY OF FAMILIES",3
13,DADE,THE2000,"THEATRE SURVEY - HONORS",92
13,DADE,THM2230,NOFOUND,23
13,DADE,TPA2292,"PRODUCTION INVOLVEMENT I",11
13,DADE,TPP1100,"ACTING I",9
13,DADE,TPP1120,"IMPROVISATION FOR THE ACTOR",33
13,DADE,TPP1160,"VOICE AND MOVEMENT 1",16
13,DADE,TPP1161,"VOICE AND MOVEMENT 1",28
13,DADE,TPP1170,"BEGINNING CHARACTERIZATION",32
13,DADE,TPP1700,"VOICE & DICTION FOR THE THEATR",17
13,DADE,TPP2100,"PERFORMANCE I",3
13,DADE,TPP2111,"ACTING II",1
13,DADE,WOH2001,"WORLD CIVILIZATION",2
13,DADE,WOH2012,"HISTORY OF WORLD CIVILIZATIONS",2
13,DADE,100000,"M/J ART/ART APPREC 1",4318
13,DADE,100005,"M/J ART APPRC1&CAR P",157
13,DADE,100010,"M/J ART/ART APPREC 2",1024
