"Student Average Daily Attendance/Average Daily Membership Report by School
2015-16, Final Survey 5",,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,,,,,,,,
DISTRICT,"DISTRICT NAME","School #","School Name","DAYS PRESENT","DAYS ABSENT","TOTAL DAYS","% PRESENT","AVERAGE DAILY ATTENDANCE","AVERAGE DAILY MEMBERSHIP","SUMMER DAYS PRESENT","SUMMER DAYS ABSENT","TOTAL SUMMER DAYS ","% SUMMER DAYS PRESENT"
35,LAKE,181,"MT. DORA HIGH SCHOOL",169208,11325,180533,"0,93726908653",940,1003,0,0,0,
35,LAKE,211,"TAVARES HIGH SCHOOL",213116,15539,228655,"0,93204172224",1184,1270,0,0,0,
35,LAKE,213,"TAVARES MIDDLE SCHOOL",182707,11891,194598,"0,93889454156",1015,1081,0,0,0,
35,LAKE,231,"UMATILLA HIGH SCHOOL",138794,11476,150270,"0,92363079789",771,835,*,*,*,*
35,LAKE,241,"TREADWAY ELEMENTARY SCHOOL",161210,10321,171531,"0,93983011817",896,953,0,0,0,
35,LAKE,251,"OAK PARK MIDDLE SCHOOL",81542,7436,88978,"0,91642878014",453,494,0,0,0,
35,LAKE,261,"MINNEOLA ELEMENTARY CONVERSION CHARTER SCHOOL",175805,12633,188438,"0,93295938186",977,1047,320,53,373,"0,85790884718"
35,LAKE,271,"ASTATULA ELEMENTARY SCHOOL",105898,8343,114241,"0,92697017708",588,635,0,0,0,
35,LAKE,281,"LOST LAKE ELEMENTARY SCHOOL",178080,12697,190777,"0,93344585563",989,1060,2213,0,2213,1
35,LAKE,291,"LEESBURG ELEMENTARY SCHOOL",140906,11619,152525,"0,9238223242",783,847,0,0,0,
35,LAKE,351,"CARVER MIDDLE SCHOOL",133795,9788,143583,"0,93183036989",743,798,0,0,0,
35,LAKE,382,"GROVELAND ELEMENTARY SCHOOL",137575,11864,149439,"0,92060974712",764,830,1541,0,1541,1
35,LAKE,401,"CLERMONT MIDDLE SCHOOL",125999,6830,132829,"0,94858050576",700,738,0,0,0,
35,LAKE,411,"MT. DORA MIDDLE SCHOOL",134614,8457,143071,"0,94088948843",748,795,0,0,0,
35,LAKE,421,"RIMES EARLY LEARNING & LITERACY CENTER",37173,2664,39837,"0,93312749454",207,221,0,0,0,
35,LAKE,481,"WINDY HILL MIDDLE SCHOOL",221125,13435,234560,"0,94272254433",1228,1303,0,0,0,
35,LAKE,521,"TRIANGLE ELEMENTARY SCHOOL",118117,11041,129158,"0,91451555459",656,718,2117,0,2117,1
35,LAKE,533,"LAKE HILLS SCHOOL",29784,4454,34238,"0,86991062562",165,190,2715,0,2715,1
35,LAKE,536,"LAKE ACADEMY EUSTIS",11304,3147,14451,"0,78222960348",63,80,210,0,210,1
35,LAKE,541,"MASCOTTE ELEMENTARY SCHOOL",143355,11912,155267,"0,92328054254",796,863,0,0,0,
35,LAKE,551,"TAVARES ELEMENTARY SCHOOL",151829,10242,162071,"0,93680547414",843,900,0,0,0,
35,LAKE,561,"UMATILLA ELEMENTARY SCHOOL",110372,5792,116164,"0,950139458",613,645,0,0,0,
35,LAKE,571,"UMATILLA MIDDLE SCHOOL",92810,7792,100602,"0,92254627144",516,559,0,0,0,
35,LAKE,591,"PINE RIDGE ELEMENTARY SCHOOL",145657,10541,156198,"0,93251514103",809,868,0,0,0,
35,LAKE,597,"CYPRESS RIDGE ELEMENTARY SCHOOL",102848,5282,108130,"0,95115139184",571,601,0,0,0,
35,LAKE,631,"SPRING CREEK CHARTER SCHOOL",101269,6642,107911,"0,93844927764",563,600,0,0,0,
35,LAKE,697,"EUSTIS MIDDLE SCHOOL",166057,11957,178014,"0,93283112564",923,989,0,0,0,
35,LAKE,701,"SOUTH LAKE HIGH SCHOOL",296174,25126,321300,"0,92179894179",1645,1785,0,0,0,
35,LAKE,801,"EAST RIDGE HIGH SCHOOL",378484,33318,411802,"0,91909218507",2103,2288,0,0,0,
35,LAKE,901,"LAKE MINNEOLA HIGH SCHOOL",326124,25371,351495,"0,92781974139",1812,1953,0,0,0,
35,LAKE,7001,"LAKE VIRTUAL INSTRUCTION PROGRAM",2071,0,2071,1,12,12,0,0,0,
35,LAKE,7004,"LAKE VIRTUAL FRANCHISE",15473,0,15473,1,86,86,0,0,0,
35,LAKE,9004,"NONSCHOOL EXCEPTIONAL EDUCATION",3608,0,3608,1,20,20,16,0,16,1
35,LAKE,9010,"LAKE ACADEMY LEESBURG",10764,3096,13860,"0,77662337662",60,77,195,0,195,1
35,LAKE,9013,"LAKE COUNTY ACER PROGRAM",*,*,*,*,*,*,0,0,0,
35,LAKE,9014,"NON SCHOOL PK",3803,0,3803,1,21,21,0,0,0,
35,LAKE,9018,"ALEE ACADEMY CHARTER SCHOOL",43945,7126,51071,"0,86046875917",244,284,0,0,0,
35,LAKE,9022,"ALTERNATIVE EDUCATIONAL DEVELOPMENTAL PROGRAM",2079,280,2359,"0,88130563798",12,13,0,0,0,
35,LAKE,9028,"ALTOONA SCHOOL",44067,2891,46958,"0,93843434558",245,261,0,0,0,
35,LAKE,9031,"IMAGINE SCHOOLS AT SOUTH LAKE",182636,1013,183649,"0,99448404292",1015,1020,0,0,0,
35,LAKE,9998,"HOME EDUCATION PROGRAM STUDENTS",468418,0,468418,1,2602,2602,0,0,0,
36,LEE,81,"ALLEN PARK ELEMENTARY SCHOOL",163056,7393,170449,"0,95662632224",906,947,0,0,0,
36,LEE,91,"THE ALVA SCHOOL",167013,10070,177083,"0,9431340106",928,984,0,0,0,
36,LEE,93,"RIVER HALL ELEMENTARY SCHOOL",161970,11694,173664,"0,93266307352",900,965,10833,1552,12385,"0,87468712151"
36,LEE,121,"BONITA SPRINGS ELEMENTARY SCHOOL",85216,3698,88914,"0,95840924938",473,494,3323,193,3516,"0,94510807736"
36,LEE,131,"CAPE ELEMENTARY SCHOOL",126353,5858,132211,"0,95569203772",702,735,0,0,0,
36,LEE,133,"CHALLENGER MIDDLE SCHOOL",178744,9900,188644,"0,94752019677",993,1048,0,0,0,
36,LEE,141,"CYPRESS LAKE MIDDLE SCHOOL",140362,6991,147353,"0,95255610676",780,819,0,0,0,
36,LEE,152,"LEE ADOLESCENT MOTHERS PROGRAM",9343,2986,12329,"0,75780679698",52,68,0,0,0,
36,LEE,161,"PAUL LAURENCE DUNBAR MIDDLE SCHOOL",145816,9290,155106,"0,94010547625",810,862,0,0,0,
36,LEE,162,"RAY V. POTTORF ELEMENTARY SCHOOL",121429,8369,129798,"0,93552288941",675,721,4561,637,5198,"0,87745286648"
36,LEE,181,"EDGEWOOD ACADEMY",89248,6763,96011,"0,92956015456",496,533,4244,329,4573,"0,92805598075"
36,LEE,191,"EDISON PARK CREATIVE AND EXPRESSIVE ARTS SCHOOL",59869,2794,62663,"0,95541228476",333,348,0,0,0,
36,LEE,201,"FORT MYERS BEACH ELEMENTARY SCHOOL",20996,1021,22017,"0,95362674297",117,122,0,0,0,
36,LEE,211,"FORT MYERS MIDDLE ACADEMY",92475,6550,99025,"0,93385508709",514,550,0,0,0,
36,LEE,221,"FORT MYERS HIGH SCHOOL",315124,15706,330830,"0,95252546625",1751,1838,1644,18,1662,"0,98916967509"
36,LEE,231,"HARNS MARSH ELEMENTARY SCHOOL",170040,10659,180699,"0,94101240183",945,1004,0,0,0,
36,LEE,241,"LEHIGH SENIOR HIGH SCHOOL",291600,25398,316998,"0,91987962069",1620,1761,4621,459,5080,"0,90964566929"
36,LEE,242,"VARSITY LAKES MIDDLE SCHOOL",180984,10351,191335,"0,9459011681",1005,1063,0,0,0,
36,LEE,251,"FRANKLIN PARK ELEMENTARY SCHOOL",74835,5931,80766,"0,92656563405",416,449,3810,462,4272,"0,89185393258"
36,LEE,261,"J. COLIN ENGLISH ELEMENTARY SCHOOL",83949,6264,90213,"0,93056433108",466,501,0,0,0,
36,LEE,291,"G. WEAVER HIPPS ELEMENTARY SCHOOL",129466,9553,139019,"0,93128277429",719,772,0,0,0,
36,LEE,301,"LEHIGH ELEMENTARY SCHOOL",197280,14546,211826,"0,93133043158",1096,1177,7539,807,8346,"0,9033069734"
36,LEE,311,"NORTH FORT MYERS HIGH SCHOOL",281550,14750,296300,"0,95021937225",1564,1646,4144,119,4263,"0,97208538587"
36,LEE,321,"ORANGE RIVER ELEMENTARY SCHOOL",138543,7194,145737,"0,95063710656",770,810,7763,582,8345,"0,9302576393"
36,LEE,331,"ORANGEWOOD ELEMENTARY SCHOOL",98752,5541,104293,"0,94687083505",549,579,0,0,0,
36,LEE,341,"PINE ISLAND ELEMENTARY SCHOOL",37487,1789,39276,"0,95445055504",208,218,0,0,0,
36,LEE,351,"LEXINGTON MIDDLE SCHOOL",180913,5194,186107,"0,9720913238",1005,1034,0,0,0,
36,LEE,361,"THE SANIBEL SCHOOL",55339,2700,58039,"0,95347955684",307,322,0,0,0,
36,LEE,371,"MIRROR LAKES ELEMENTARY SCHOOL",184655,13550,198205,"0,93163643702",1026,1101,7447,662,8109,"0,91836231347"
36,LEE,381,"TICE ELEMENTARY SCHOOL",96251,5725,101976,"0,94385933945",535,567,5559,318,5877,"0,94589076059"
36,LEE,382,"OAK HAMMOCK MIDDLE SCHOOL",200141,9408,209549,"0,95510357959",1112,1164,0,0,0,
36,LEE,391,"TROPIC ISLES ELEMENTARY SCHOOL",163610,9894,173504,"0,94297537808",909,964,8919,1420,10339,"0,86265596285"
36,LEE,401,"VILLAS ELEMENTARY SCHOOL",143173,7840,151013,"0,94808393979",795,839,0,0,0,
36,LEE,421,"HEIGHTS ELEMENTARY SCHOOL",203790,10220,214010,"0,95224522218",1132,1189,0,0,0,
36,LEE,431,"PINEWOODS ELEMENTARY SCHOOL",184808,8365,193173,"0,95669684686",1027,1073,0,0,0,
36,LEE,461,"PATRIOT ELEMENTARY SCHOOL",114728,6914,121642,"0,94316107923",637,676,0,0,0,
36,LEE,471,"TREELINE ELEMENTARY SCHOOL",176948,8630,185578,"0,95349664292",983,1031,0,0,0,
36,LEE,491,"ISLAND COAST HIGH SCHOOL",272315,23956,296271,"0,91914159671",1513,1646,2110,92,2202,"0,95821980018"
36,LEE,511,"SOUTH FORT MYERS HIGH SCHOOL",332541,24002,356543,"0,93268133156",1847,1981,1843,35,1878,"0,98136315228"
36,LEE,521,"BAYSHORE ELEMENTARY SCHOOL",101674,6500,108174,"0,93991162386",565,601,0,0,0,
36,LEE,531,"CYPRESS LAKE HIGH SCHOOL",265852,16266,282118,"0,94234327479",1477,1567,4853,492,5345,"0,9079513564"
36,LEE,552,"ALTERNATIVE LEARNING CENTER CENTRAL",25159,5078,30237,"0,83206005886",140,168,210,5,215,"0,97674418604"
36,LEE,561,"TANGLEWOOD ELEMENTARY SCHOOL",129508,6829,136337,"0,94991088259",719,757,0,0,0,
36,LEE,571,"CALOOSA ELEMENTARY SCHOOL",155897,8217,164114,"0,94993114542",866,912,0,0,0,
36,LEE,572,"CALOOSA MIDDLE SCHOOL",147936,10580,158516,"0,93325594892",822,881,0,0,0,
36,LEE,582,"HARNS MARSH MIDDLE SCHOOL",177731,8989,186720,"0,9518583976",987,1037,0,0,0,
36,LEE,591,"RIVERDALE HIGH SCHOOL",341227,21122,362349,"0,94170813221",1896,2013,2192,200,2392,"0,91638795986"
36,LEE,592,"JAMES STEPHENS INTERNATIONAL ACADEMY",113193,9589,122782,"0,92190223322",629,682,3889,430,4319,"0,90043991664"
36,LEE,597,"TORTUGA PRESERVE ELEMENTARY SCHOOL",159259,9789,169048,"0,94209336993",885,939,6247,670,6917,"0,9031371982"
36,LEE,601,"NORTH FORT MYERS ACADEMY FOR THE ARTS",191195,10402,201597,"0,94840200995",1062,1120,0,0,0,
36,LEE,611,"BONITA SPRINGS MIDDLE CENTER FOR THE ARTS",147978,7649,155627,"0,95085043083",822,865,316,7,323,"0,97832817337"
36,LEE,621,"CAPE CORAL HIGH SCHOOL",269597,20498,290095,"0,92934038849",1498,1612,2186,0,2186,1
36,LEE,631,"SAN CARLOS PARK ELEMENTARY SCHOOL",166221,11185,177406,"0,93695252697",923,986,0,0,0,
36,LEE,641,"PELICAN ELEMENTARY SCHOOL",158903,8237,167140,"0,95071796099",883,929,0,0,0,
36,LEE,651,"ROYAL PALM EXCEPTIONAL SCHOOL CENTER",20270,4493,24763,"0,8185599483",113,138,554,51,605,"0,91570247933"
36,LEE,653,"PACE SCHOOL FOR GIRLS",7278,2557,9835,"0,74001016776",40,55,1830,364,2194,"0,83409298085"
36,LEE,661,"SOUTHWEST FLORIDA JUVENILE DETENTION CENTER",8775,26,8801,"0,99704579025",49,49,0,0,0,
36,LEE,663,"AMIKIDS SOUTHWEST FLORIDA",5770,693,6463,"0,89277425344",32,36,0,0,0,
36,LEE,666,"PRICE HALFWAY HOUSE",5668,0,5668,1,31,31,0,0,0,
36,LEE,667,"LEE COUNTY JAIL",3185,4,3189,"0,9987456883",18,18,0,0,0,
36,LEE,671,"GULF MIDDLE SCHOOL",137066,6695,143761,"0,9534296506",761,799,0,0,0,
36,LEE,672,"GULF ELEMENTARY SCHOOL",178456,9448,187904,"0,94971900544",991,1044,0,0,0,
36,LEE,681,"SPRING CREEK ELEMENTARY SCHOOL",131532,5383,136915,"0,96068363583",731,761,0,0,0,
36,LEE,682,"SW FL ADDICTION SERVICES-THE VINCE SMITH CENTER",3122,3,3125,"0,99904",17,17,593,0,593,1
36,LEE,691,"LEHIGH ACRES MIDDLE SCHOOL",195580,13299,208879,"0,93633156037",1087,1160,0,0,0,
36,LEE,701,"BUCKINGHAM EXCEPTIONAL STUDENT CENTER",14187,2456,16643,"0,85243045124",79,92,1817,57,1874,"0,96958377801"
36,LEE,711,"SUNSHINE ELEMENTARY SCHOOL",200542,12110,212652,"0,94305249891",1114,1181,0,0,0,
36,LEE,712,"HECTOR A. CAFFERATA JR ELEMENTARY SCHOOL",116973,7611,124584,"0,93890868811",650,692,0,0,0,
36,LEE,721,"MARINER HIGH SCHOOL",254003,18944,272947,"0,93059458429",1411,1516,2024,34,2058,"0,98347910592"
36,LEE,722,"MARINER MIDDLE SCHOOL",150624,11102,161726,"0,93135302919",837,898,0,0,0,
36,LEE,731,"ESTERO HIGH SCHOOL",295360,17966,313326,"0,94266036013",1641,1741,1141,30,1171,"0,97438087105"
36,LEE,734,"RAYMA C. PAGE ELEMENTARY SCHOOL",144515,7246,151761,"0,95225387286",803,843,7386,656,8042,"0,91842825167"
36,LEE,741,"THREE OAKS ELEMENTARY SCHOOL",154837,6226,161063,"0,96134431868",860,895,323,86,409,"0,78973105134"
36,LEE,745,"EAST LEE COUNTY HIGH SCHOOL",308561,26071,334632,"0,92209053527",1714,1859,3143,320,3463,"0,90759457118"
36,LEE,751,"SKYLINE ELEMENTARY SCHOOL",151711,9351,161062,"0,94194161254",843,895,0,0,0,
36,LEE,752,"ALTERNATIVE LEARNING CENTER WEST",8313,1987,10300,"0,80708737864",46,57,0,0,0,
36,LEE,761,"TRAFALGAR MIDDLE SCHOOL",154704,8034,162738,"0,95063230468",859,904,0,0,0,
36,LEE,762,"TRAFALGAR ELEMENTARY SCHOOL",138035,6316,144351,"0,95624554038",767,802,0,0,0,
36,LEE,763,"MANATEE ELEMENTARY SCHOOL",152322,12303,164625,"0,9252665148",846,915,7931,855,8786,"0,9026860915"
36,LEE,771,"DIPLOMAT ELEMENTARY SCHOOL",159362,7544,166906,"0,95480090589",885,927,0,0,0,
36,LEE,772,"DIPLOMAT MIDDLE SCHOOL",142577,8683,151260,"0,94259553087",792,840,0,0,0,
36,LEE,781,"COLONIAL ELEMENTARY SCHOOL",130821,10249,141070,"0,92734812504",727,784,5991,298,6289,"0,95261567816"
36,LEE,791,"DR CARRIE D ROBINSON LITTLETON ELEMENTARY SCHOOL",92086,6457,98543,"0,93447530519",512,547,0,0,0,
36,LEE,801,"HANCOCK CREEK ELEMENTARY SCHOOL",142458,9431,151889,"0,9379086043",791,844,0,0,0,
36,LEE,811,"GATEWAY ELEMENTARY SCHOOL",122684,6199,128883,"0,95190211276",682,716,104,4,108,"0,96296296296"
36,LEE,821,"THREE OAKS MIDDLE SCHOOL",167627,8202,175829,"0,95335240489",931,977,0,0,0,
36,LEE,831,"DUNBAR HIGH SCHOOL",294210,18710,312920,"0,94020835996",1635,1738,1620,117,1737,"0,93264248704"
36,LEE,851,"VETERANS PARK ACADEMY FOR THE ARTS",273390,11821,285211,"0,95855349197",1519,1585,0,0,0,
36,LEE,861,"IDA S. BAKER HIGH SCHOOL",298759,20138,318897,"0,93685108357",1660,1772,3289,8,3297,"0,99757355171"
36,LEE,4100,"THE ISLAND SCHOOL",8858,561,9419,"0,9404395371",49,52,0,0,0,
36,LEE,4102,"BONITA SPRINGS CHARTER SCHOOL",223207,10160,233367,"0,95646342456",1240,1296,0,0,0,
36,LEE,4103,"GATEWAY CHARTER ELEMENTARY SCHOOL",194233,12021,206254,"0,94171749396",1079,1146,0,0,0,
36,LEE,4111,"CAPE CORAL CHARTER SCHOOL",119045,8847,127892,"0,93082444562",661,711,0,0,0,
36,LEE,4121,"GATEWAY CHARTER HIGH SCHOOL",116730,9243,125973,"0,92662713438",649,700,2544,63,2607,"0,97583429228"
36,LEE,4141,"SIX MILE CHARTER ACADEMY",209033,14488,223521,"0,93518282398",1161,1242,0,0,0,
36,LEE,4143,"OASIS CHARTER ELEMENTARY SCHOOL",152474,7388,159862,"0,95378513968",847,888,0,0,0,
36,LEE,4151,"CHRISTA MCAULIFFE CHARTER ELEMENTARY SCHOOL",133984,6544,140528,"0,95343276784",744,781,0,0,0,
36,LEE,4154,"GOODWILL LIFE ACADEMY",7366,791,8157,"0,90302807404",41,45,0,0,0,
36,LEE,4155,"FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL",64042,550,64592,"0,99148501362",356,359,0,0,0,
36,LEE,4171,"OASIS CHARTER MIDDLE SCHOOL",142411,6537,148948,"0,95611220023",791,827,415,1,416,"0,99759615384"
36,LEE,4181,"OASIS CHARTER HIGH SCHOOL",126853,7216,134069,"0,94617696857",705,745,99,13,112,"0,88392857142"
36,LEE,4211,"PIVOT CHARTER SCHOOL",28415,4182,32597,"0,87170598521",158,181,0,0,0,
36,LEE,4212,"CITY OF PALMS CHARTER HIGH SCHOOL",9078,28004,37082,"0,24480880211",50,206,0,0,0,
36,LEE,4221,"ACCELERATION MIDDLE CHARTER SCHOOL",15108,5244,20352,"0,74233490566",84,113,305,27,332,"0,91867469879"
36,LEE,4223,"PALM ACRES CHARTER HIGH SCHOOL",26171,26806,52977,"0,49400683315",145,294,365,254,619,"0,58966074313"
36,LEE,4231,"CAPE CORAL PREPARATORY AND FITNESS ACADEMY",29032,2585,31617,"0,91824018724",161,176,0,0,0,
36,LEE,4241,"FORT MYERS PREPARATORY AND FITNESS ACADEMY",43823,3832,47655,"0,91958871052",243,265,0,0,0,
36,LEE,4242,"NORTH NICHOLAS HIGH SCHOOL",35312,22034,57346,"0,61577093432",196,319,0,0,0,
36,LEE,4251,"CORONADO HIGH SCHOOL",18861,21192,40053,"0,4709010561",105,223,0,0,0,
36,LEE,4261,"GATEWAY CHARTER INTERMEDIATE SCHOOL",179321,11522,190843,"0,93962576568",996,1060,0,0,0,
36,LEE,4274,"ISLAND PARK HIGH SCHOOL",24044,14992,39036,"0,61594425658",134,217,*,*,*,*
36,LEE,4281,"BONITA SPRINGS PREPARATORY AND FITNESS ACADEMY",64966,4112,69078,"0,94047308839",361,384,0,0,0,
36,LEE,4302,"DJB TECHNICAL ACADEMY",16168,6743,22911,"0,70568722447",90,127,0,0,0,
36,LEE,4303,"NORTHERN PALMS CHARTER HIGH SCHOOL",5457,5174,10631,"0,51331013074",30,59,318,0,318,1
36,LEE,7004,"LEE COUNTY VIRTUAL FRANCHISE",37104,1265,38369,"0,9670306758",206,213,0,0,0,
36,LEE,7023,"LEE COUNTY VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",10128,318,10446,"0,96955772544",56,58,0,0,0,
36,LEE,9123,"EARLY CHILDHOOD LEARNING SERVICES",50041,7359,57400,"0,87179442508",278,319,2263,176,2439,"0,92783927839"
36,LEE,9450,"COUNTY WIDE EXCEPTIONAL CHILD PROGRAMS",22024,331,22355,"0,98519346902",122,124,0,0,0,
36,LEE,9998,"HOME EDUCATION PROGRAM STUDENTS",8883,0,8883,1,49,49,0,0,0,
36,LEE,9999,"OUT OF STATE/NON-PUBLIC SCHOOL",*,*,*,*,*,*,0,0,0,
37,LEON,21,"LEON HIGH SCHOOL",347009,24025,371034,"0,93524852169",1928,2061,0,0,0,
37,LEON,31,"KATE SULLIVAN ELEMENTARY SCHOOL",142097,6268,148365,"0,95775283928",789,824,0,0,0,
37,LEON,32,"ELIZABETH COBB MIDDLE SCHOOL",148633,7308,155941,"0,95313612199",826,866,0,0,0,
37,LEON,41,"FRANK HARTSFIELD ELEMENTARY SCHOOL",73161,4787,77948,"0,9385872633",406,433,320,112,432,"0,74074074074"
37,LEON,51,"JAMES RICKARDS HIGH SCHOOL",207429,18664,226093,"0,91744989893",1152,1256,216,0,216,1
37,LEON,71,"SABAL PALM ELEMENTARY SCHOOL",89113,7915,97028,"0,9184256091",495,539,4328,1072,5400,"0,80148148148"
37,LEON,91,"RUEDIGER ELEMENTARY SCHOOL",82864,4903,87767,"0,94413617874",460,488,0,0,0,
37,LEON,92,"RAA MIDDLE SCHOOL",150038,7843,157881,"0,95032334479",834,877,0,0,0,
37,LEON,131,"WOODVILLE ELEMENTARY SCHOOL",70140,4918,75058,"0,93447733752",390,417,699,141,840,"0,83214285714"
37,LEON,161,"AMOS P. GODBY HIGH SCHOOL",204088,20919,225007,"0,90702955908",1134,1250,336,0,336,1
37,LEON,171,"OAK RIDGE ELEMENTARY SCHOOL",84634,6622,91256,"0,92743490838",470,507,0,0,0,
37,LEON,191,"SECOND CHANCE AT GHAZVINI LEARNING CENTER",13117,3993,17110,"0,76662770309",73,95,23,0,23,1
37,LEON,204,SAIL,60607,7478,68085,"0,89016670338",337,378,0,0,0,
37,LEON,222,"GRIFFIN MIDDLE SCHOOL",84467,6752,91219,"0,92598033304",469,507,264,0,264,1
37,LEON,231,"JOHN G RILEY ELEMENTARY SCHOOL",96618,8075,104693,"0,92286972385",537,582,3534,714,4248,"0,83192090395"
37,LEON,291,"R. FRANK NIMS MIDDLE SCHOOL",69201,7938,77139,"0,89709485474",384,429,330,4,334,"0,98802395209"
37,LEON,311,"PINEVIEW ELEMENTARY SCHOOL",60566,4582,65148,"0,92966783324",336,362,0,0,0,
37,LEON,361,"LIVELY TECHNICAL CENTER",*,*,*,*,*,*,0,0,0,
37,LEON,381,"GILCHRIST ELEMENTARY SCHOOL",177230,7909,185139,"0,95728074581",985,1029,0,0,0,
37,LEON,401,"ASTORIA PARK ELEMENTARY SCHOOL",99102,5539,104641,"0,94706663736",551,581,160,32,192,"0,83333333333"
37,LEON,411,"GRETCHEN EVERHART SCHOOL",29252,4399,33651,"0,86927580161",163,187,2921,349,3270,"0,89327217125"
37,LEON,421,"W T MOORE ELEMENTARY SCHOOL",105542,5619,111161,"0,94945169618",586,618,401,55,456,"0,87938596491"
37,LEON,431,"SEALEY ELEMENTARY SCHOOL",86558,4353,90911,"0,95211800552",481,505,267,66,333,"0,8018018018"
37,LEON,441,"APALACHEE ELEMENTARY SCHOOL",103552,6795,110347,"0,93842152482",575,613,3499,413,3912,"0,89442740286"
37,LEON,451,"FAIRVIEW MIDDLE SCHOOL",135643,8585,144228,"0,94047619047",754,801,0,0,0,
37,LEON,452,"PACE SECONDARY SCHOOL",8902,1573,10475,"0,84983293556",49,58,577,215,792,"0,72853535353"
37,LEON,481,"KILLEARN LAKES ELEMENTARY SCHOOL",142646,5626,148272,"0,96205622099",792,824,0,0,0,
37,LEON,491,"CHAIRES ELEMENTARY SCHOOL",79482,3775,83257,"0,95465846715",442,463,0,0,0,
37,LEON,501,"SPRINGWOOD ELEMENTARY SCHOOL",114766,6446,121212,"0,94682044682",638,673,2700,252,2952,"0,91463414634"
37,LEON,511,"DESOTO TRAIL ELEMENTARY SCHOOL",114259,4563,118822,"0,96159802056",635,660,0,0,0,
37,LEON,521,"BUCK LAKE ELEMENTARY SCHOOL",114578,4446,119024,"0,962646189",637,661,428,85,513,"0,8343079922"
37,LEON,531,"DEERLAKE MIDDLE SCHOOL",158813,7718,166531,"0,95365427457",882,925,0,0,0,
37,LEON,561,"FORT BRADEN SCHOOL",132106,9433,141539,"0,93335405789",734,786,1192,122,1314,"0,90715372907"
37,LEON,1091,"LINCOLN HIGH SCHOOL",347333,23086,370419,"0,93767598314",1930,2058,288,0,288,1
37,LEON,1131,"HAWKS RISE ELEMENTARY SCHOOL",146587,5760,152347,"0,96219157581",814,846,372,36,408,"0,91176470588"
37,LEON,1141,"LAWTON CHILES HIGH SCHOOL",340144,19828,359972,"0,94491793806",1890,2000,0,0,0,
37,LEON,1151,"SWIFT CREEK MIDDLE SCHOOL",123947,6063,130010,"0,95336512575",689,722,0,0,0,
37,LEON,1161,"CANOPY OAKS ELEMENTARY SCHOOL",118595,6032,124627,"0,95159957312",659,692,0,0,0,
37,LEON,1171,"ROBERTS ELEMENTARY SCHOOL",140376,5428,145804,"0,96277194041",780,810,530,70,600,"0,88333333333"
37,LEON,1181,"BOND ELEMENTARY SCHOOL",110103,8089,118192,"0,9315605117",612,657,168,0,168,1
37,LEON,1201,"WILLIAM J MONTFORD III MIDDLE SCHOOL",174331,8609,182940,"0,95294085492",969,1016,0,0,0,
37,LEON,1202,"J MICHAEL CONLEY ELEMENTARY SCHOOL AT SOUTHWOOD",148337,6776,155113,"0,95631571821",824,862,0,0,0,
37,LEON,1211,"SUCCESS ACADEMY AT GHAZVINI LEARNING CENTER",43361,9563,52924,"0,81930693069",241,294,0,0,0,
37,LEON,1402,"THE SCHOOL OF ARTS & SCIENCES",58743,2623,61366,"0,95725646123",326,341,0,0,0,
37,LEON,1421,"IMAGINE SCHOOL AT EVENING ROSE",40269,3142,43411,"0,92762203128",224,241,0,0,0,
37,LEON,1425,"TALLAHASSEE SCHOOL OF MATH & SCIENCE",53752,3551,57303,"0,93803116765",299,318,0,0,0,
37,LEON,1441,"GOVERNOR'S CHARTER SCHOOL",120726,4268,124994,"0,965854361",671,694,408,0,408,1
37,LEON,1442,"WOODVILLE MIDDLE SCHOOL OF LEADERSHIP THROUGH HISTORY AND CIVICS",19731,2012,21743,"0,90746447132",110,121,0,0,0,
37,LEON,1444,"SCHOOL OF ARTS & SCIENCE CENTER",23819,1267,25086,"0,94949374152",132,139,0,0,0,
37,LEON,1502,"LEON CO JUVENILE DETENTION CENTER",4955,0,4955,1,28,28,459,0,459,1
37,LEON,1503,"PACE CENTER FOR GIRLS",4274,1208,5482,"0,77964246625",24,30,96,23,119,"0,80672268907"
37,LEON,1507,AMIKIDS,4884,1145,6029,"0,81008459114",27,33,0,0,0,
37,LEON,1519,"LEON COUNTY JAIL",*,*,*,*,*,*,0,0,0,
37,LEON,7001,"LEON COUNTY VIRTUAL INSTRUCTION PROGRAM",1756,0,1756,1,10,10,0,0,0,
37,LEON,7004,"LEON COUNTY VIRTUAL SCHOOL FRANCHISE",9089,0,9089,1,50,50,0,0,0,
37,LEON,9006,PREK,1586,761,2347,"0,67575628461",9,13,1042,138,1180,"0,88305084745"
37,LEON,9998,"HOME EDUCATION PROGRAM STUDENTS",21520,0,21520,1,120,120,0,0,0,
37,LEON,9999,"OUT OF STATE/NON-PUBLIC SCHOOL",5404,0,5404,1,30,30,0,0,0,
38,LEVY,21,"BRONSON MIDDLE/HIGH SCHOOL",84368,13427,97795,"0,86270259215",469,543,0,0,0,
