"Students Absent 21 or More Days by School
2014-15, Final Survey 5 - Revised as of 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
13,DADE,5641,"VILLAGE GREEN ELEMENTARY SCHOOL",379,17,"0,04485488126"
13,DADE,5671,"VINELAND K-8 CENTER",980,30,"0,03061224489"
13,DADE,5711,"MAE M. WALTERS ELEMENTARY SCHOOL",644,36,"0,05590062111"
13,DADE,5791,"WEST HOMESTEAD K-8 CENTER",944,132,"0,13983050847"
13,DADE,5831,"HENRY S. WEST LABORATORY SCHOOL",313,2,"0,00638977635"
13,DADE,5861,"DR. HENRY W. MACK/WEST LITTLE RIVER K-8 CENTER",639,57,"0,08920187793"
13,DADE,5901,"CARRIE P. MEEK/WESTVIEW K-8 CENTER",820,80,"0,0975609756"
13,DADE,5931,"PHYLLIS WHEATLEY ELEMENTARY SCHOOL",394,59,"0,14974619289"
13,DADE,5951,"WHISPERING PINES ELEMENTARY SCHOOL",691,27,"0,03907380607"
13,DADE,5961,"WINSTON PARK K-8 CENTER",1435,50,"0,03484320557"
13,DADE,5971,"NATHAN B. YOUNG ELEMENTARY SCHOOL",482,65,"0,13485477178"
13,DADE,5981,"DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL",1034,115,"0,11121856866"
13,DADE,5991,"CHARLES DAVID WYCHE, JR ELEMENTARY SCHOOL",813,61,"0,0750307503"
13,DADE,6001,"HERBERT A. AMMONS MIDDLE SCHOOL",1215,11,"0,00905349794"
13,DADE,6003,"PINECREST ACADEMY MIDDLE SCHOOL (NORTH CAMPUS)",22,1,"0,04545454545"
13,DADE,6004,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL",217,18,"0,08294930875"
13,DADE,6006,"ARCHIMEDEAN MIDDLE CONSERVATORY",341,3,"0,00879765395"
13,DADE,6008,"LAWRENCE ACADEMY",50,0,0
13,DADE,6009,"MATER EAST ACADEMY MIDDLE SCHOOL",357,53,"0,14845938375"
13,DADE,6010,"FLORIDA INTERNATIONAL ACADEMY",353,31,"0,08781869688"
13,DADE,6011,"ALLAPATTAH MIDDLE SCHOOL",639,130,"0,20344287949"
13,DADE,6012,"MATER ACADEMY CHARTER MIDDLE",1384,38,"0,02745664739"
13,DADE,6013,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (SOUTH HOMESTEAD)",234,16,"0,06837606837"
13,DADE,6014,"IMATER ACADEMY MIDDLE SCHOOL",804,67,"0,08333333333"
13,DADE,6015,"SPORTS LEADERSHIP AND MANAGEMENT (SLAM) CHARTER MIDDLE SCHOOL",603,60,"0,09950248756"
13,DADE,6016,"SOMERSET VIRTUAL ACADEMY",26,0,0
13,DADE,6017,"INTERNATIONAL STUDIES VIRTUAL",13,0,0
13,DADE,6018,"THE SEED SCHOOL OF MIAMI",69,4,"0,05797101449"
13,DADE,6020,"ASPIRA RAUL ARNALDO MARTINEZ CHARTER SCHOOL",635,16,"0,02519685039"
13,DADE,6021,"ARVIDA MIDDLE SCHOOL",1427,36,"0,02522775052"
13,DADE,6022,"PINECREST ACADEMY CHARTER MIDDLE SCHOOL",554,17,"0,03068592057"
13,DADE,6023,"ANDOVER MIDDLE SCHOOL",899,50,"0,05561735261"
13,DADE,6028,"RENAISSANCE MIDDLE CHARTER SCHOOL",480,28,"0,05833333333"
13,DADE,6030,"DORAL ACADEMY CHARTER MIDDLE SCHOOL",1360,59,"0,04338235294"
13,DADE,6031,"BROWNSVILLE MIDDLE SCHOOL",853,250,"0,29308323563"
13,DADE,6033,"MATER ACADEMY LAKES MIDDLE SCHOOL",869,29,"0,03337169159"
13,DADE,6040,"DOCTORS CHARTER SCHOOL OF MIAMI SHORES",610,18,"0,02950819672"
13,DADE,6041,"PAUL W. BELL MIDDLE SCHOOL",491,37,"0,07535641547"
13,DADE,6042,"MATER GARDENS ACADEMY MIDDLE SCHOOL",221,6,"0,02714932126"
13,DADE,6043,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (COUNTRY PALMS)",40,5,"0,125"
13,DADE,6045,"INTERNATIONAL STUDIES CHARTER MIDDLE SCHOOL",316,6,"0,01898734177"
13,DADE,6047,"MATER ACADEMY MIDDLE SCHOOL OF INTERNATIONAL STUDIES",195,4,"0,02051282051"
13,DADE,6048,"MIAMI COMMUNITY CHARTER MIDDLE SCHOOL",310,18,"0,05806451612"
13,DADE,6051,"CAROL CITY MIDDLE SCHOOL",601,61,"0,10149750415"
13,DADE,6052,"MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER",1479,83,"0,05611899932"
13,DADE,6053,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS",154,1,"0,00649350649"
13,DADE,6060,"ASPIRA LEADERSHIP AND COLLEGE PREPARATORY ACADEMY",360,23,"0,06388888888"
13,DADE,6070,"ASPIRA ARTS DECO CHARTER",506,74,"0,14624505928"
13,DADE,6071,"GEORGE WASHINGTON CARVER MIDDLE SCHOOL",1009,8,"0,00792864222"
13,DADE,6081,"CUTLER BAY SENIOR HIGH SCHOOL",385,20,"0,05194805194"
13,DADE,6082,"ACADEMIR CHARTER SCHOOL MIDDLE",238,12,"0,05042016806"
13,DADE,6083,"JUST ARTS AND MANAGEMENT CHARTER MIDDLE SCHOOL",102,1,"0,00980392156"
13,DADE,6091,"CITRUS GROVE MIDDLE SCHOOL",1095,257,"0,23470319634"
13,DADE,6111,"CUTLER BAY MIDDLE",1375,291,"0,21163636363"
13,DADE,6121,"RUBEN DARIO MIDDLE SCHOOL",762,87,"0,11417322834"
13,DADE,6128,"SOMERSET ACADEMY BAY MIDDLE SCHOOL",43,0,0
13,DADE,6161,"LAWTON CHILES MIDDLE SCHOOL",741,59,"0,07962213225"
13,DADE,6171,"HENRY H. FILER MIDDLE SCHOOL",1037,101,"0,09739633558"
13,DADE,6211,"GLADES MIDDLE SCHOOL",1196,59,"0,04933110367"
13,DADE,6221,"HAMMOCKS MIDDLE SCHOOL",1133,81,"0,07149161518"
13,DADE,6231,"HIALEAH MIDDLE SCHOOL",923,97,"0,105092091"
13,DADE,6241,"HIGHLAND OAKS MIDDLE SCHOOL",1252,131,"0,10463258785"
13,DADE,6251,"HOMESTEAD MIDDLE SCHOOL",936,259,"0,2767094017"
13,DADE,6281,"THOMAS JEFFERSON MIDDLE SCHOOL",394,51,"0,12944162436"
13,DADE,6301,"JOHN F. KENNEDY MIDDLE SCHOOL",1271,68,"0,05350118017"
13,DADE,6331,"KINLOCH PARK MIDDLE SCHOOL",1298,155,"0,11941448382"
13,DADE,6351,"LAKE STEVENS MIDDLE SCHOOL",729,151,"0,20713305898"
13,DADE,6361,"JOSE DE DIEGO MIDDLE SCHOOL",824,164,"0,19902912621"
13,DADE,6391,"MADISON MIDDLE SCHOOL",628,148,"0,2356687898"
13,DADE,6411,"HORACE MANN MIDDLE SCHOOL",833,138,"0,1656662665"
13,DADE,6441,"HOWARD D. MCMILLAN MIDDLE SCHOOL",999,72,"0,07207207207"
13,DADE,6501,"MIAMI LAKES MIDDLE SCHOOL",1105,92,"0,08325791855"
13,DADE,6521,"MIAMI SPRINGS MIDDLE SCHOOL",1448,178,"0,12292817679"
13,DADE,6541,"NAUTILUS MIDDLE SCHOOL",1088,104,"0,09558823529"
13,DADE,6571,"NORLAND MIDDLE SCHOOL",1020,112,"0,10980392156"
13,DADE,6591,"NORTH DADE MIDDLE SCHOOL",824,139,"0,16868932038"
13,DADE,6611,"COUNTRY CLUB MIDDLE SCHOOL",1051,125,"0,11893434823"
13,DADE,6631,"NORTH MIAMI MIDDLE SCHOOL",1090,132,"0,12110091743"
13,DADE,6681,"PALM SPRINGS MIDDLE SCHOOL",1223,119,"0,09730171708"
13,DADE,6701,"PALMETTO MIDDLE SCHOOL",1157,90,"0,07778738115"
13,DADE,6741,"PONCE DE LEON MIDDLE SCHOOL",1266,152,"0,12006319115"
13,DADE,6751,"HIALEAH GARDENS MIDDLE SCHOOL",1853,40,"0,02158661629"
13,DADE,6761,"REDLAND MIDDLE SCHOOL",623,139,"0,22311396468"
13,DADE,6771,"JORGE MAS CANOSA MIDDLE SCHOOL",2054,141,"0,06864654333"
13,DADE,6781,"RICHMOND HEIGHTS MIDDLE SCHOOL",734,117,"0,15940054495"
13,DADE,6801,"RIVIERA MIDDLE SCHOOL",751,66,"0,0878828229"
13,DADE,6821,"ROCKWAY MIDDLE SCHOOL",1072,51,"0,04757462686"
13,DADE,6841,"SHENANDOAH MIDDLE SCHOOL",1262,70,"0,05546751188"
13,DADE,6861,"SOUTHWOOD MIDDLE SCHOOL",1504,79,"0,05252659574"
13,DADE,6881,"SOUTH MIAMI MIDDLE SCHOOL",974,47,"0,04825462012"
13,DADE,6901,"W. R. THOMAS MIDDLE SCHOOL",1198,68,"0,05676126878"
13,DADE,6921,"LAMAR LOUISE CURRY MIDDLE SCHOOL",1138,41,"0,0360281195"
13,DADE,6961,"WEST MIAMI MIDDLE SCHOOL",943,97,"0,10286320254"
13,DADE,6997,"MATER VIRTUAL ACADEMY CHARTER MIDDLE/HIGH SCHOOL",28,0,0
13,DADE,7001,"MIAMI-DADE ONLINE ACADEMY- VIRTUAL INSTRUCTION PROGRAM",114,3,"0,02631578947"
13,DADE,7005,"ITECH@THOMAS A EDISON EDUCATIONAL CENTER",110,8,"0,07272727272"
13,DADE,7007,"INTERNATIONAL STUDIES CHARTER HIGH SCHOOL",420,6,"0,01428571428"
13,DADE,7008,"BIOTECH@RICHMOND HEIGHTS 9-12 HIGH SCHOOL",140,7,"0,05"
13,DADE,7009,"DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY",391,26,"0,06649616368"
13,DADE,7011,"AMERICAN SENIOR HIGH SCHOOL",2417,483,"0,19983450558"
13,DADE,7013,"METRO WEST DETENTION FACILITY",*,*,*
13,DADE,7014,"MATER PERFORMING ARTS & ENTERTAINMENT ACADEMY",336,45,"0,13392857142"
13,DADE,7015,"STELLAR LEADERSHIP ACADEMY",326,239,"0,73312883435"
13,DADE,7016,"SPORTS LEADERSHIP OF MIAMI CHARTER HIGH SCHOOL",445,105,"0,23595505617"
13,DADE,7018,"MATER ACADEMY LAKES HIGH SCHOOL",1217,122,"0,1002465078"
13,DADE,7020,"DORAL ACADEMY CHARTER HIGH SCHOOL",1596,107,"0,06704260651"
13,DADE,7021,"CENTER FOR INTERNATIONAL EDUCATION A CAMBRIDGE ASSOCIATE SCHOOL",70,2,"0,02857142857"
13,DADE,7022,"ACADEMY OF ARTS & MINDS",402,109,"0,2711442786"
13,DADE,7024,"MATER ACADEMY HIGH SCHOOL OF INTERNATIONAL STUDIES",20,0,0
13,DADE,7025,"MATER ACADEMY HIGH SCHOOL (MIAMI BEACH)",34,2,"0,05882352941"
13,DADE,7029,"TERRA ENVIRONMENTAL RESEARCH INSTITUTE",1828,29,"0,0158643326"
13,DADE,7031,MAST@FIU,189,1,"0,00529100529"
13,DADE,7032,"PALM GLADES PREPARATORY ACADEMY HIGH SCHOOL",357,60,"0,16806722689"
13,DADE,7033,"LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL",387,9,"0,02325581395"
13,DADE,7034,"SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH HOMESTEAD)",122,21,"0,17213114754"
13,DADE,7036,"LAWRENCE ACADEMY SENIOR HIGH CHARTER SCHOOL",38,0,0
13,DADE,7037,"MATER ACADEMY EAST CHARTER HIGH SCHOOL",353,59,"0,16713881019"
13,DADE,7038,"SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH CAMPUS)",31,2,"0,06451612903"
13,DADE,7041,"SCHOOL FOR ADVANCED STUDIES-WOLFSON",117,1,"0,00854700854"
13,DADE,7042,"SOMERSET ACADEMY CHARTER HIGH SCHOOL",371,38,"0,10242587601"
13,DADE,7048,"ALONZO AND TRACY MOURNING SENIOR HIGH BISCAYNE BAY CAMPUS",1737,367,"0,21128382268"
13,DADE,7049,"WESTLAND HIALEAH SENIOR HIGH SCHOOL",2283,306,"0,13403416557"
13,DADE,7050,"KEYS GATE CHARTER HIGH SCHOOL",1273,419,"0,3291437549"
13,DADE,7051,"G. HOLMES BRADDOCK SENIOR HIGH",3778,490,"0,12969825304"
13,DADE,7053,"PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL",501,40,"0,07984031936"
13,DADE,7055,"YOUNG WOMENS PREPARATORY ACADEMY",415,16,"0,03855421686"
13,DADE,7056,"YOUNG MEN'S PREPARATORY ACADEMY",234,8,"0,03418803418"
13,DADE,7058,"MIAMI COMMUNITY CHARTER HIGH SCHOOL",269,57,"0,21189591078"
13,DADE,7059,"MIAMI ARTS CHARTER",1267,85,"0,06708760852"
13,DADE,7060,"EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL",507,85,"0,16765285996"
13,DADE,7061,"SCHOOL FOR ADVANCED STUDIES NORTH",104,0,0
13,DADE,7062,"MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY",778,592,"0,76092544987"
13,DADE,7065,"MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY",847,582,"0,68713105076"
13,DADE,7066,"LATIN BUILDERS ASSOCIATION CONSTRUCTION AND BUSINESS MANAGEMENT ACADEMY",185,17,"0,09189189189"
13,DADE,7067,"GREEN SPRINGS HIGH SCHOOL CHARTER",748,116,"0,1550802139"
13,DADE,7068,"NORTH GARDENS HIGH SCHOOL CHARTER",657,361,"0,54946727549"
13,DADE,7069,"NORTH PARK HIGH SCHOOL",670,309,"0,46119402985"
13,DADE,7070,"YOUTH CO-OP PREPARATORY HIGH SCHOOL",183,12,"0,06557377049"
13,DADE,7071,"CORAL GABLES SENIOR HIGH SCHOOL",3657,782,"0,21383647798"
13,DADE,7080,"CHARTER HIGH SCHOOL OF THE AMERICAS",107,11,"0,10280373831"
13,DADE,7081,"DESIGN & ARCHITECTURE SENIOR HIGH",532,21,"0,03947368421"
13,DADE,7090,"IMATER PREPARATORY ACADEMY HIGH SCHOOL",421,40,"0,09501187648"
13,DADE,7091,"SCHOOL FOR ADVANCED STUDIES - SOUTH",241,5,"0,02074688796"
13,DADE,7101,"CORAL REEF SENIOR HIGH SCHOOL",3234,38,"0,0117501546"
13,DADE,7111,"HIALEAH SENIOR HIGH SCHOOL",3020,721,"0,23874172185"
13,DADE,7121,"JOHN A. FERGUSON SENIOR HIGH",4296,528,"0,12290502793"
13,DADE,7131,"HIALEAH-MIAMI LAKES SENIOR HIGH",1902,510,"0,26813880126"
13,DADE,7141,"DR MICHAEL M. KROP SENIOR HIGH",2832,382,"0,13488700564"
13,DADE,7151,"HOMESTEAD SENIOR HIGH SCHOOL",2133,710,"0,33286451007"
13,DADE,7160,"MATER ACADEMY CHARTER HIGH",1820,227,"0,12472527472"
13,DADE,7161,"MAST ACADEMY",953,12,"0,01259181532"
13,DADE,7171,"MEDICAL ACADEMY FOR SCIENCE AND TECHNOLOGY (M.A.S.T.) @ HOMESTEAD",521,44,"0,08445297504"
13,DADE,7191,"HIALEAH GARDENS SENIOR HIGH SCHOOL",3305,316,"0,09561270801"
13,DADE,7201,"MIAMI BEACH SENIOR HIGH SCHOOL",2546,643,"0,25255302435"
13,DADE,7231,"MIAMI CAROL CITY SENIOR HIGH",1781,500,"0,28074115665"
13,DADE,7241,"RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL",2256,304,"0,13475177304"
13,DADE,7251,"MIAMI CENTRAL SENIOR HIGH SCHOOL",2069,758,"0,36636056065"
13,DADE,7262,"CITY OF HIALEAH EDUCATION ACADEMY",642,85,"0,13239875389"
13,DADE,7265,"ARCHIMEDEAN UPPER CONSERVATORY",282,24,"0,08510638297"
13,DADE,7271,"MIAMI CORAL PARK SENIOR HIGH",3044,565,"0,1856110381"
13,DADE,7291,"JOSE MARTI MAST 6-12 ACADEMY",697,19,"0,02725968436"
13,DADE,7301,"MIAMI EDISON SENIOR HIGH SCHOOL",926,301,"0,32505399568"
13,DADE,7341,"MIAMI JACKSON SENIOR HIGH SCHOOL",1849,578,"0,31260140616"
13,DADE,7351,"ARTHUR AND POLLY MAYS CONSERVATORY OF THE ARTS",678,116,"0,17109144542"
13,DADE,7361,"MIAMI KILLIAN SENIOR HIGH SCHOOL",2529,422,"0,16686437327"
13,DADE,7371,"ROBERT MORGAN EDUCATIONAL CENTER",2418,326,"0,13482216708"
13,DADE,7381,"MIAMI NORLAND SENIOR HIGH SCHOOL",1917,460,"0,23995826812"
13,DADE,7391,"MIAMI LAKES EDUCATIONAL CENTER",1424,81,"0,05688202247"
13,DADE,7411,"MIAMI NORTHWESTERN SENIOR HIGH",1836,449,"0,2445533769"
13,DADE,7431,"MIAMI PALMETTO SENIOR HIGH SCHOOL",2780,470,"0,1690647482"
13,DADE,7461,"MIAMI SENIOR HIGH SCHOOL",3221,708,"0,21980751319"
13,DADE,7511,"MIAMI SPRINGS SENIOR HIGH SCHOOL",1880,308,"0,16382978723"
13,DADE,7531,"MIAMI SUNSET SENIOR HIGH SCHOOL",1972,497,"0,25202839756"
13,DADE,7541,"NORTH MIAMI BEACH SENIOR HIGH",1951,521,"0,26704254228"
13,DADE,7551,"SCHOOL FOR ADVANCED STUDIES HOMESTEAD",126,4,"0,03174603174"
13,DADE,7571,"INTERNATIONAL STUDIES PREPARATORY ACADEMY",332,14,"0,04216867469"
13,DADE,7581,"I PREPARATORY ACADEMY",213,12,"0,05633802816"
13,DADE,7591,"NORTH MIAMI SENIOR HIGH SCHOOL",2793,358,"0,12817758682"
13,DADE,7601,"WILLIAM H. TURNER TECHNICAL ARTS HIGH SCHOOL",1582,120,"0,07585335018"
13,DADE,7631,"MIAMI MACARTHUR SOUTH",198,89,"0,44949494949"
13,DADE,7701,"SOUTH DADE SENIOR HIGH SCHOOL",3448,954,"0,27668213457"
13,DADE,7721,"SOUTH MIAMI SENIOR HIGH SCHOOL",2492,564,"0,22632423756"
13,DADE,7731,"MIAMI SOUTHRIDGE SENIOR HIGH",2382,886,"0,37195633921"
13,DADE,7741,"SOUTHWEST MIAMI SENIOR HIGH",3302,355,"0,10751059963"
13,DADE,7751,"BARBARA GOLEMAN SENIOR HIGH",1759,332,"0,18874360432"
13,DADE,7781,"FELIX VARELA SENIOR HIGH SCHOOL",3195,476,"0,1489827856"
13,DADE,7791,"BOOKER T. WASHINGTON SENIOR HIGH",1188,376,"0,31649831649"
13,DADE,7801,"GEORGE T. BAKER AVIATION TECHNICAL COLLEGE",12,2,"0,16666666666"
13,DADE,7804,"AMIKIDS MIAMI-DADE SOUTH",140,26,"0,18571428571"
13,DADE,7805,"AMIKIDS MIAMI-DADE NORTH",153,43,"0,28104575163"
13,DADE,7806,"DADE JUVENILE RESIDENTIAL FACILITY",99,0,0
13,DADE,7811,"MIAMI YOUTH ACADEMY",51,0,0
13,DADE,7812,"MIAMI BRIDGE SOUTH",113,0,0
13,DADE,7819,BOYSTOWN,354,1,"0,00282485875"
13,DADE,7823,"HERE'S HELP",60,0,0
13,DADE,7826,"JACKSON SIPP/CHILD CRISIS",206,0,0
13,DADE,7832,"MIAMI BRIDGE NORTH",145,0,0
13,DADE,7833,"CITRUS HEALTH SIPP/CRISIS",379,0,0
13,DADE,7835,"RICHMOND PERRINE OPTIMIST",177,89,"0,50282485875"
13,DADE,7840,TURNER/GUILFORD/KNIGHT,85,9,"0,10588235294"
13,DADE,7855,"MIAMI CHILDREN'S HOSPITAL",313,0,0
13,DADE,7860,"SECONDARY STUDENT SUCCESS CENTER 801",56,17,"0,30357142857"
13,DADE,7861,"SECONDARY STUDENT SUCCESS CENTER 802",61,18,"0,29508196721"
13,DADE,7862,"SECONDARY STUDENT SUCCESS CENTER 803",69,11,"0,15942028985"
13,DADE,7863,"SECONDARY STUDENT SUCCESS CENTER-804",63,20,"0,31746031746"
13,DADE,7865,"HIS HOUSE",601,0,0
13,DADE,7901,"NEW WORLD SCHOOL OF THE ARTS",504,18,"0,03571428571"
13,DADE,8012,"PACE CENTER FOR GIRLS",70,33,"0,47142857142"
13,DADE,8016,"TEENAGE PARENT PROGRAM",373,151,"0,40482573726"
13,DADE,8017,"ALTERNATIVE OUTREACH PROGRAM",*,*,*
13,DADE,8019,"ACADEMY FOR COMMUNITY EDUCATION (ACE)",157,65,"0,41401273885"
13,DADE,8021,"TITLE I MIGRANT EDUCATION PROGRAM",22,8,"0,36363636363"
13,DADE,8101,"JAN MANN OPPORTUNITY SCHOOL",234,103,"0,44017094017"
13,DADE,8121,"COPE CENTER NORTH",161,121,"0,75155279503"
13,DADE,8131,"DOROTHY M. WALLACE COPE CENTER",127,63,"0,49606299212"
13,DADE,8141,"JUVENILE JUSTICE CENTER ALT ED",869,0,0
13,DADE,8151,"ROBERT RENICK EDUCATION CENTER",146,65,"0,44520547945"
13,DADE,8181,"RUTH OWENS KRUSE EDUCATION CENTER",214,91,"0,42523364485"
13,DADE,9013,"PREK INTERVENTION",541,201,"0,37153419593"
13,DADE,9731,"INSTRUCTIONAL CENTER SYSTEM WIDE",187,46,"0,24598930481"
13,DADE,9732,"BRUCIE BALL EDUCATIONAL CENTER",696,94,"0,13505747126"
14,DESOTO,31,"DESOTO COUNTY HIGH SCHOOL",1291,282,"0,21843532145"
14,DESOTO,61,"WEST ELEMENTARY SCHOOL",924,61,"0,06601731601"
14,DESOTO,81,"MEMORIAL ELEMENTARY SCHOOL",1149,92,"0,08006962576"
14,DESOTO,161,"DESOTO MIDDLE SCHOOL",1138,139,"0,12214411247"
14,DESOTO,181,"NOCATEE ELEMENTARY SCHOOL",726,66,"0,0909090909"
14,DESOTO,191,"SPRING LAKE YOUTH ACADEMY",64,0,0
14,DESOTO,291,"DESOTO ALTERNATIVE PROGRAM",83,37,"0,44578313253"
14,DESOTO,341,"EARLY EDUCATION CENTER",83,20,"0,24096385542"
14,DESOTO,9003,"HOSPITAL AND HOMEBOUND",*,*,*
14,DESOTO,9114,"REDUCED SERVICES",37,14,"0,37837837837"
15,DIXIE,21,"DIXIE COUNTY HIGH SCHOOL",552,136,"0,24637681159"
15,DIXIE,41,"OLD TOWN ELEMENTARY SCHOOL",615,172,"0,27967479674"
15,DIXIE,43,"KINDER CUB SCHOOL INC",85,7,"0,08235294117"
15,DIXIE,101,"JAMES M. ANDERSON ELEMENTARY SCHOOL",561,202,"0,36007130124"
15,DIXIE,111,"RUTH RAINS MIDDLE SCHOOL",490,99,"0,20204081632"
15,DIXIE,7001,"DIXIE VIRTUAL INSTRUCTION PROGRAM",*,*,*
15,DIXIE,7004,"DIXIE VIRTUAL FRANCHISE",*,*,*
15,DIXIE,7023,"DIXIE VIRTUAL INSTRUCTION PROGRAM",*,*,*
16,DUVAL,61,"MATTIE V RUTHERFORD ALT ED CENTER",541,0,0
16,DUVAL,112,"SCHOOL FOR THE FUTURE",663,251,"0,37858220211"
16,DUVAL,121,"WEST RIVERSIDE ELEMENTARY SCHOOL",325,27,"0,08307692307"
16,DUVAL,141,"GRAND PARK CAREER CENTER",628,34,"0,05414012738"
16,DUVAL,151,"BRENTWOOD ELEMENTARY SCHOOL",388,59,"0,15206185567"
16,DUVAL,161,"ORTEGA ELEMENTARY SCHOOL",465,23,"0,04946236559"
16,DUVAL,181,"CENTRAL RIVERSIDE ELEMENTARY SCHOOL",418,21,"0,05023923444"
16,DUVAL,191,"RUTH N. UPSON ELEMENTARY SCHOOL",512,70,"0,13671875"
16,DUVAL,201,"FISHWEIR ELEMENTARY SCHOOL",491,19,"0,03869653767"
16,DUVAL,211,"ANNIE R. MORGAN ELEMENTARY SCHOOL",499,69,"0,1382765531"
16,DUVAL,251,"KIRBY-SMITH MIDDLE SCHOOL",943,12,"0,01272534464"
16,DUVAL,261,"ESE PRE KINDERGARTEN DISABILITIES CENTER",278,0,0
16,DUVAL,301,"LORETTO ELEMENTARY SCHOOL",1125,43,"0,03822222222"
16,DUVAL,311,"JULIA LANDON COLLEGE PREPARATORY & LEADERSHIP DEVELOPMENT SCHOOL",766,5,"0,00652741514"
16,DUVAL,321,"MARINE SCIENCE EDUCATION CENTER",69,0,0
16,DUVAL,331,"ROBERT E. LEE HIGH SCHOOL",2351,119,"0,05061675882"
16,DUVAL,351,"ANDREW JACKSON HIGH SCHOOL",857,65,"0,07584597432"
16,DUVAL,371,"HENRY F. KITE ELEMENTARY SCHOOL",298,27,"0,09060402684"
16,DUVAL,381,"BALDWIN MIDDLE-SENIOR HIGH SCHOOL",1237,163,"0,13177041228"
16,DUVAL,391,"GATEWAY COMMUNITY SERVICES",103,0,0
16,DUVAL,411,"DUVAL ACADEMY",73,0,0
16,DUVAL,431,"IMPACT HALFWAY HOUSE",46,0,0
16,DUVAL,451,"DINSMORE ELEMENTARY SCHOOL",599,62,"0,10350584307"
16,DUVAL,461,"ARLINGTON ELEMENTARY SCHOOL",403,52,"0,12903225806"
16,DUVAL,471,"LONE STAR HIGH SCHOOL",570,360,"0,63157894736"
16,DUVAL,481,"THOMAS JEFFERSON ELEMENTARY",600,68,"0,11333333333"
16,DUVAL,491,"DUVAL REGIONAL JUVENILE DETENTION CENTER",740,0,0
16,DUVAL,501,"CATAPULT ACADEMY",1228,0,0
16,DUVAL,511,"WHITEHOUSE ELEMENTARY SCHOOL",577,71,"0,12305025996"
16,DUVAL,531,"DUVAL MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES",356,271,"0,76123595505"
16,DUVAL,541,"JAMES WELDON JOHNSON ACADEMIC AND CAREER TRAINING CENTER",482,0,0
16,DUVAL,591,"GARDEN CITY ELEMENTARY SCHOOL",601,36,"0,05990016638"
16,DUVAL,601,"KIPP VOICE ELEMENTARY SCHOOL",318,22,"0,06918238993"
16,DUVAL,621,"OCEANWAY SCHOOL",1325,24,"0,01811320754"
16,DUVAL,631,"DUNCAN U. FLETCHER MIDDLE SCHOOL",1304,19,"0,01457055214"
16,DUVAL,641,"HOGAN-SPRING GLEN ELEMENTARY SCHOOL",437,37,"0,08466819221"
16,DUVAL,651,"ATLANTIC BEACH ELEMENTARY SCHOOL",455,24,"0,05274725274"
16,DUVAL,661,"ALFRED I. DUPONT MIDDLE SCHOOL",963,19,"0,01973001038"
16,DUVAL,681,"VENETIA ELEMENTARY SCHOOL",499,31,"0,06212424849"
16,DUVAL,691,"LAKE SHORE MIDDLE SCHOOL",1379,41,"0,02973168963"
16,DUVAL,701,"NORTH SHORE ELEMENTARY",825,118,"0,14303030303"
16,DUVAL,711,"HENDRICKS AVENUE ELEMENTARY SCHOOL",763,24,"0,03145478374"
16,DUVAL,721,"SPRING PARK ELEMENTARY SCHOOL",517,39,"0,07543520309"
16,DUVAL,731,"JOHN LOVE ELEMENTARY SCHOOL",299,47,"0,15719063545"
16,DUVAL,741,"LAKE FOREST ELEMENTARY SCHOOL",509,29,"0,05697445972"
16,DUVAL,751,"PAXON SCHOOL/ADVANCED STUDIES",1575,19,"0,01206349206"
16,DUVAL,761,"SOUTHSIDE ESTATES ELEMENTARY SCHOOL",689,95,"0,13788098693"
16,DUVAL,771,"HYDE PARK ELEMENTARY SCHOOL",602,57,"0,09468438538"
16,DUVAL,781,"BILTMORE ELEMENTARY SCHOOL",375,30,"0,08"
16,DUVAL,791,"RAMONA BOULEVARD ELEMENTARY SCHOOL",547,75,"0,13711151736"
16,DUVAL,801,"SAN PABLO ELEMENTARY SCHOOL",630,42,"0,06666666666"
16,DUVAL,811,"PACE CENTER FOR GIRLS-JAX",173,0,0
16,DUVAL,821,"LOVE GROVE ELEMENTARY SCHOOL",510,61,"0,11960784313"
