"COURSE ENROLLMENTS BY DISTRICT BY COURSE
 2016-17, SURVEY 2 - PRELIMINARY",,,,
,,,,
"District #","District Name","Course #","Course Name",Enrollment
1,ALACHUA,2107300,"PSYCH 1",140
1,ALACHUA,2107310,"PSYCH 2",1
1,ALACHUA,2107350,"AP PSYCH",388
1,ALACHUA,2107360,"AICE PSYCH 1 AS",52
1,ALACHUA,2107810,"IB PSYCHOLOGY 2",55
1,ALACHUA,2108300,SOCIOLOGY,18
1,ALACHUA,2109010,"M/J WORLD HIST",1375
1,ALACHUA,2109020,"M/J WORLD HIST ADV",742
1,ALACHUA,2109310,"WORLD HIST",1015
1,ALACHUA,2109320,"WORLD HIST HON",591
1,ALACHUA,2109380,"AP EURO HIST",349
1,ALACHUA,2109420,"AP WORLD HIST",412
1,ALACHUA,2109430,HOLOCAUST,3
1,ALACHUA,2109805,"IB CONTEMP HISTORY 2",101
1,ALACHUA,2200300,"NC STUDY HALL 1",231
1,ALACHUA,2400300,"LEAD SKLS DEV",113
1,ALACHUA,2400310,"LEAD TECNQS",33
1,ALACHUA,3026010,HOPE,513
1,ALACHUA,3027010,"BIOTECH 1",37
1,ALACHUA,3027020,"BIOTECH 2",27
1,ALACHUA,5001010,"ART - GRADE K",2255
1,ALACHUA,5001020,"ART - GRADE 1",2182
1,ALACHUA,5001030,"ART - GRADE 2",2125
1,ALACHUA,5001040,"ART - INTERM 1",2270
1,ALACHUA,5001050,"ART - INTERM 2",2000
1,ALACHUA,5001060,"ART - INTERM 3",1801
1,ALACHUA,5002000,"INTRO TO COMPUTERS",202
1,ALACHUA,5003010,"DANCE - GRADE K",17
1,ALACHUA,5003020,"DANCE - GRADE 1",72
1,ALACHUA,5003030,"DANCE - GRADE 2",64
1,ALACHUA,5003040,"DANCE - INTERM 1",68
1,ALACHUA,5003050,"DANCE - INTERM 2",19
1,ALACHUA,5003060,"DANCE - INTERM 3",23
1,ALACHUA,5007020,"ELEM SPANISH",413
1,ALACHUA,5010010,"ESOL E",160
1,ALACHUA,5010041,"LANG ARTS GRADE K",2314
1,ALACHUA,5010042,"LANG ARTS GRADE 1",2290
1,ALACHUA,5010043,"LANG ARTS GRADE 2",2309
1,ALACHUA,5010044,"LANG ARTS GRADE 3",2465
1,ALACHUA,5010045,"LANG ARTS GRADE 4",2158
1,ALACHUA,5010046,"LANG ARTS GRADE 5",2157
1,ALACHUA,5010200,"THEATRE - GRADE K",17
1,ALACHUA,5010210,"THEATRE - GRADE 1",36
1,ALACHUA,5010220,"THEATRE - GRADE 2",19
1,ALACHUA,5010230,"THEATRE-INTERM 1",50
1,ALACHUA,5010240,"THEATRE-INTERM 2",18
1,ALACHUA,5010250,"THEATRE-INTERM 3",27
1,ALACHUA,5011000,"LIB SKLS/INFO LIT K",1724
1,ALACHUA,5011010,"LIB SKLS/INFO LIT 1",1660
1,ALACHUA,5011020,"LIB SKLS/INFO LIT 2",1642
1,ALACHUA,5011030,"LIB SKLS/INFO LIT 3",1782
1,ALACHUA,5011040,"LIB SKLS/INFO LIT 4",1482
1,ALACHUA,5011050,"LIB SKLS/INFO LIT 5",1453
1,ALACHUA,5012020,"MATH GRADE K",2338
1,ALACHUA,5012030,"MATH GRADE 1",2312
1,ALACHUA,5012040,"MATH GRADE 2",2321
1,ALACHUA,5012050,"MATH GRADE 3",2490
1,ALACHUA,5012060,"MATH GRADE 4",2202
1,ALACHUA,5012070,"MATH GRADE 5",2155
1,ALACHUA,5013020,"ELEM BAND",21
1,ALACHUA,5013060,"MUSIC - GRADE K",2140
1,ALACHUA,5013070,"MUSIC - GRADE 1",2110
1,ALACHUA,5013080,"MUSIC - GRADE 2",2060
1,ALACHUA,5013090,"MUSIC-INTERM 1",2324
1,ALACHUA,5013100,"MUSIC-INTERM 2",1956
1,ALACHUA,5013110,"MUSIC-INTERM 3",1868
1,ALACHUA,5015020,"PHYSICAL EDUCATION K",2357
1,ALACHUA,5015030,"PHYSICAL EDUCATION 1",2312
1,ALACHUA,5015040,"PHYSICAL EDUCATION 2",2331
1,ALACHUA,5015050,"PHYSICAL EDUCATION 3",2509
1,ALACHUA,5015060,"PHYSICAL EDUCATION 4",2202
1,ALACHUA,5015070,"PHYSICAL EDUCATION 5",2144
1,ALACHUA,5020010,"SCIENCE GRADE K",2332
1,ALACHUA,5020020,"SCIENCE GRADE 1",2312
1,ALACHUA,5020030,"SCIENCE GRADE 2",2327
1,ALACHUA,5020040,"SCIENCE GRADE 3",2506
1,ALACHUA,5020050,"SCIENCE GRADE 4",2183
1,ALACHUA,5020060,"SCIENCE GRADE 5",2140
1,ALACHUA,5021020,"SOC STUDIES K",2184
1,ALACHUA,5021030,"SOC STUDIES 1",2111
1,ALACHUA,5021040,"SOC STUDIES 2",2122
1,ALACHUA,5021050,"SOC STUDIES 3",2295
1,ALACHUA,5021060,"SOC STUDIES 4",2015
1,ALACHUA,5021070,"SOC STUDIES 5",1968
1,ALACHUA,5100520,"DIST HEAD START",658
1,ALACHUA,5100560,"PREK OTHER",10
1,ALACHUA,5100580,"VPK-SCH YEAR PROG",399
1,ALACHUA,7650130,"PREK DISAB: 3-5",203
1,ALACHUA,7701010,"ART: K-5",51
1,ALACHUA,7710011,"ACCESS LANG ART - K",6
1,ALACHUA,7710012,"ACCESS LANG ART - 1",11
1,ALACHUA,7710013,"ACCESS LANG ART - 2",11
1,ALACHUA,7710014,"ACCESS LANG ART - 3",12
1,ALACHUA,7710015,"ACCESS LANG ART - 4",12
1,ALACHUA,7710016,"ACCESS LANG ART - 5",13
1,ALACHUA,7712015,"ACCESS MATH GRADE K",6
1,ALACHUA,7712020,"ACCESS MATH GRADE 1",10
1,ALACHUA,7712030,"ACCESS MATH GRADE 2",12
1,ALACHUA,7712040,"ACCESS MATH GRADE 3",12
1,ALACHUA,7712050,"ACCESS MATH GRADE 4",19
1,ALACHUA,7712060,"ACCESS MATH GRADE 5",13
1,ALACHUA,7713010,"MUS: K-5",51
1,ALACHUA,7715010,"PE: K-5",55
1,ALACHUA,7720015,"ACCESS SCI GRADE K",6
1,ALACHUA,7720020,"ACCESS SCI GRADE 1",10
1,ALACHUA,7720030,"ACCESS SCI GRADE 2",12
1,ALACHUA,7720040,"ACCESS SCI GRADE 3",12
1,ALACHUA,7720050,"ACCESS SCI GRADE 4",13
1,ALACHUA,7720060,"ACCESS SCI GRADE 5",13
1,ALACHUA,7721011,"ACCESS SOC ST - K",5
1,ALACHUA,7721012,"ACCESS SOC ST - 1",10
1,ALACHUA,7721013,"ACCESS SOC ST - 2",12
1,ALACHUA,7721014,"ACCESS SOC ST - 3",9
1,ALACHUA,7721015,"ACCESS SOC ST - 4",12
1,ALACHUA,7721016,"ACCESS SOC ST - 5",13
1,ALACHUA,7721020,"U SKLS SOC&EMOT:PK-5",4
1,ALACHUA,7755020,"H/H ACAD U SKLS:PK-5",10
1,ALACHUA,7763020,"SPEECH AUD: PK-5",1
1,ALACHUA,7763030,"SPEECH THRPY: PK-5",569
1,ALACHUA,7763040,"LANG THRPY: PK-5",789
1,ALACHUA,7763050,"OCCU THRPY: PK-5",239
1,ALACHUA,7763060,"ORIEN MOBLTY: PK-5",2
1,ALACHUA,7763070,"PHY THRPY: PK-5",28
