" COURSE ENROLLMENT BY DISTRICT, BY COURSE ",,,,
"SCHOOL YEAR 2014-15",,,,
"SURVEY 3 PRELIMINARY DATA (as of  04/10/15) ",,,,
"Source:  2014-15 Automated Student Database, Bureau of Education Information and Accountability Services (EIAS)",,,,
"DIST #",DISTRICT,"COURSE #","COURSE TITLE",ENROLLMENT
08,CHARLOTTE,1801330,"AR LEAD ED/TRAIN 4",7
08,CHARLOTTE,1802300,"NAVAL SCI 1",145
08,CHARLOTTE,1802310,"NAVAL SCI 2",93
08,CHARLOTTE,1802320,"NAVAL SCI 3",68
08,CHARLOTTE,1802330,"NAVAL SCI 4",46
08,CHARLOTTE,1803310,"MC LEAD ED 2",1
08,CHARLOTTE,2000010,"M/J LIF SCI",1046
08,CHARLOTTE,2000020,"M/J LIF SCI ADV",168
08,CHARLOTTE,2000310,"BIO 1",965
08,CHARLOTTE,2000320,"BIO 1 HON",366
08,CHARLOTTE,2000340,"AP BIO",58
08,CHARLOTTE,2000350,"ANAT PHYSIO",227
08,CHARLOTTE,2000360,"ANAT PHYSIO HON",209
08,CHARLOTTE,2000440,"GENETICS HON",43
08,CHARLOTTE,2001010,"M/J ERTH/SPA SCI",947
08,CHARLOTTE,2001020,"M/J ERTH/SPA SCI ADV",164
08,CHARLOTTE,2001310,"ERTH/SPA SCI",1031
08,CHARLOTTE,2001340,"ENV SCI",198
08,CHARLOTTE,2001380,"AP ENV SCI",35
08,CHARLOTTE,2002040,"M/J COMPRE SCI 1",6
08,CHARLOTTE,2002050,"M/J COMPRE SCI 1 ADV",2
08,CHARLOTTE,2002070,"M/J COMPRE SCI 2",9
08,CHARLOTTE,2002100,"M/J COMPRE SCI 3",19
08,CHARLOTTE,2002400,"INTEG SCI 1",23
08,CHARLOTTE,2002480,"FORC SCI 1",15
08,CHARLOTTE,2002500,"MARINE SCI 1",304
08,CHARLOTTE,2002510,"MARINE SCI 1 HON",28
08,CHARLOTTE,2003010,"M/J PHY SCI",973
08,CHARLOTTE,2003310,"PHY SCI",22
08,CHARLOTTE,2003320,"PHY SCI HON",212
08,CHARLOTTE,2003340,"CHEM 1",426
08,CHARLOTTE,2003350,"CHEM 1 HON",351
08,CHARLOTTE,2003360,"CHEM 2 HON",21
08,CHARLOTTE,2003370,"AP CHEM",42
08,CHARLOTTE,2003380,"PHYS 1",72
08,CHARLOTTE,2003390,"PHYS 1 HON",98
08,CHARLOTTE,2003421,"AP PHYSICS 1",29
08,CHARLOTTE,2100010,"M/J US HIST",848
08,CHARLOTTE,2100015,"M/J US HIST&CAR PLAN",197
08,CHARLOTTE,2100020,"M/J US HIST ADV",129
08,CHARLOTTE,2100025,"M/J US HIS ADV & C/P",40
08,CHARLOTTE,2100310,"US HIST",874
08,CHARLOTTE,2100320,"US HIST HON",236
08,CHARLOTTE,2100330,"AP U.S. HIST",111
08,CHARLOTTE,2100370,"EAST & WEST HERITAGE",598
08,CHARLOTTE,2100460,"EAST/WEST HERI HON",75
08,CHARLOTTE,2102310,ECONOMICS,14
08,CHARLOTTE,2102335,"ECON FIN LIT",512
08,CHARLOTTE,2102345,"ECON FIN LIT HON",99
08,CHARLOTTE,2102370,"AP MACROECON",64
08,CHARLOTTE,2103400,"AP HUMAN GEOG",132
08,CHARLOTTE,2104300,"INTROD SOCIAL SCI",23
08,CHARLOTTE,2104330,"VOL SCH/COMMU SERV",8
08,CHARLOTTE,2104360,"ENG CITIZ SERV LRNG2",6
08,CHARLOTTE,2105350,Ethics,34
08,CHARLOTTE,2106010,"M/J CIVICS",1067
08,CHARLOTTE,2106020,"M/J CIVICS ADV",43
08,CHARLOTTE,2106026,"M/J CIVICS ADV&CAR P",79
08,CHARLOTTE,2106028,"M/J IB MYP CIVADVCP",46
08,CHARLOTTE,2106310,"US GOVT",348
08,CHARLOTTE,2106320,"US GOVT HON",62
08,CHARLOTTE,2106350,"LAW STUDIES",1
08,CHARLOTTE,2106370,"COMPRE LAW STUDIES",67
08,CHARLOTTE,2106390,"COURT PROCED",104
08,CHARLOTTE,2106420,"AP US GOVT/POL",49
08,CHARLOTTE,2106440,"INTL RLS",23
08,CHARLOTTE,2106445,"INTL RLS 2 HON",3
08,CHARLOTTE,2107300,"PSYCH 1",9
08,CHARLOTTE,2107350,"AP PSYCH",10
08,CHARLOTTE,2108300,SOCIOLOGY,319
08,CHARLOTTE,2109010,"M/J WORLD HIST",947
08,CHARLOTTE,2109020,"M/J WORLD HIST ADV",171
08,CHARLOTTE,2109310,"WORLD HIST",954
08,CHARLOTTE,2109320,"WORLD HIST HON",312
08,CHARLOTTE,2109380,"AP EURO HIST",44
08,CHARLOTTE,2109420,"AP WORLD HIST",126
08,CHARLOTTE,2400300,"LEAD SKLS DEV",69
08,CHARLOTTE,2400310,"LEAD TECNQS",15
08,CHARLOTTE,3026010,HOPE,78
08,CHARLOTTE,5001010,"ART - GRADE K",1026
08,CHARLOTTE,5001020,"ART - GRADE 1",1152
08,CHARLOTTE,5001030,"ART - GRADE 2",1048
08,CHARLOTTE,5001040,"ART - INTERM 1",1145
08,CHARLOTTE,5001050,"ART - INTERM 2",1053
08,CHARLOTTE,5001060,"ART - INTERM 3",1062
08,CHARLOTTE,5002000,"INTROD TO CPTRS",6486
08,CHARLOTTE,5010020,"FNC BAS SKLS READ E",6443
08,CHARLOTTE,5010041,"LANG ARTS GRADE K",1000
08,CHARLOTTE,5010042,"LANG ARTS GRADE 1",1153
08,CHARLOTTE,5010043,"LANG ARTS GRADE 2",1039
08,CHARLOTTE,5010044,"LANG ARTS GRADE 3",1134
08,CHARLOTTE,5010045,"LANG ARTS GRADE 4",1044
08,CHARLOTTE,5010046,"LANG ARTS GRADE 5",1032
08,CHARLOTTE,5012020,"MATH GRADE K",999
08,CHARLOTTE,5012030,"MATH GRADE ONE",1153
08,CHARLOTTE,5012040,"MATH GRADE TWO",1039
08,CHARLOTTE,5012050,"MATH GRADE THREE",1134
08,CHARLOTTE,5012060,"MATH GRADE FOUR",1044
08,CHARLOTTE,5012070,"MATH GRADE FIVE",1032
08,CHARLOTTE,5013060,"MUSIC - GRADE K",1026
08,CHARLOTTE,5013070,"MUSIC - GRADE 1",1152
08,CHARLOTTE,5013080,"MUSIC - GRADE 2",1048
08,CHARLOTTE,5013090,"MUSIC-INTERM 1",1146
08,CHARLOTTE,5013100,"MUSIC-INTERM 2",1052
08,CHARLOTTE,5013110,"MUSIC-INTERM 3",1063
08,CHARLOTTE,5015000,"E ADAP PE IEP/504",23
08,CHARLOTTE,5015020,"PHYSICAL EDUCATION K",1026
08,CHARLOTTE,5015030,"PHYSICAL EDUCATION 1",1162
08,CHARLOTTE,5015040,"PHYSICAL EDUCATION 2",1051
08,CHARLOTTE,5015050,"PHYSICAL EDUCATION 3",1148
08,CHARLOTTE,5015060,"PHYSICAL EDUCATION 4",1066
08,CHARLOTTE,5015070,"PHYSICAL EDUCATION 5",1070
08,CHARLOTTE,5020010,"SCIENCE GRADE K",997
08,CHARLOTTE,5020020,"SCIENCE GRADE ONE",1153
08,CHARLOTTE,5020030,"SCIENCE GRADE TWO",1039
08,CHARLOTTE,5020040,"SCIENCE GRADE THREE",1134
08,CHARLOTTE,5020050,"SCIENCE GRADE FOUR",1044
08,CHARLOTTE,5020060,"SCIENCE GRADE FIVE",1032
08,CHARLOTTE,5021020,"SOC STUDIES K",1000
08,CHARLOTTE,5021030,"SOC STUDIES 1",1153
08,CHARLOTTE,5021040,"SOC STUDIES 2",1039
08,CHARLOTTE,5021050,"SOC STUDIES 3",1134
08,CHARLOTTE,5021060,"SOC STUDIES 4",1044
08,CHARLOTTE,5021070,"SOC STUDIES 5",1032
08,CHARLOTTE,5100520,"DIST HEAD START",311
08,CHARLOTTE,5100560,"PK OTHER",37
08,CHARLOTTE,7650030,"PK DISABS: 0-2",1
08,CHARLOTTE,7650130,"PK DISABS: 3-5",104
08,CHARLOTTE,7701010,"ART: K-5",32
08,CHARLOTTE,7710011,"ACCESS LANG ART - K",24
08,CHARLOTTE,7710012,"ACCESS LANG ART - 1",14
08,CHARLOTTE,7710013,"ACCESS LANG ART - 2",19
08,CHARLOTTE,7710014,"ACCESS LANG ART - 3",24
08,CHARLOTTE,7710015,"ACCESS LANG ART - 4",22
08,CHARLOTTE,7710016,"ACCESS LANG ART - 5",29
08,CHARLOTTE,7712015,"ACCESS MATH GRADE K",24
08,CHARLOTTE,7712020,"ACCESS MATH GRADE 1",13
08,CHARLOTTE,7712030,"ACCESS MATH GRADE 2",20
08,CHARLOTTE,7712040,"ACCESS MATH GRADE 3",24
08,CHARLOTTE,7712050,"ACCESS MATH GRADE 4",22
08,CHARLOTTE,7712060,"ACCESS MATH GRADE 5",29
08,CHARLOTTE,7715010,"PE: K-5",33
08,CHARLOTTE,7720015,"ACCESS SCI GRADE K",24
08,CHARLOTTE,7720020,"ACCESS SCI GRADE 1",14
08,CHARLOTTE,7720030,"ACCESS SCI GRADE 2",19
08,CHARLOTTE,7720040,"ACCESS SCI GRADE 3",24
08,CHARLOTTE,7720050,"ACCESS SCI GRADE 4",22
08,CHARLOTTE,7720060,"ACCESS SCI GRADE 5",29
08,CHARLOTTE,7721011,"ACCESS SOC ST - K",24
08,CHARLOTTE,7721012,"ACCESS SOC ST - 1",14
08,CHARLOTTE,7721013,"ACCESS SOC ST - 2",19
08,CHARLOTTE,7721014,"ACCESS SOC ST - 3",24
08,CHARLOTTE,7721015,"ACCESS SOC ST - 4",22
08,CHARLOTTE,7721016,"ACCESS SOC ST - 5",29
08,CHARLOTTE,7721020,"U SKLS SOC&EMOT:PK-5",51
08,CHARLOTTE,7755020,"H/H ACAD U SKLS:PK-5",4
08,CHARLOTTE,7755040,"ADV ACAD: K-5 GIFTED",90
08,CHARLOTTE,7763010,"U SKLS: PK-5",28
08,CHARLOTTE,7763030,"SPEECH THRPY: PK-5",526
08,CHARLOTTE,7763040,"LANG THRPY: PK-5",595
08,CHARLOTTE,7763050,"OCCU THRPY: PK-5",178
08,CHARLOTTE,7763060,"ORIEN MOBLTY: PK-5",1
08,CHARLOTTE,7763070,"PHY THRPY: PK-5",35
08,CHARLOTTE,7763080,"EXP CORE COMPET:PK-5",8
08,CHARLOTTE,7763090,"EXP SKLS:PK-5",2
08,CHARLOTTE,7810011,"ACCESS M/J LA 1",27
08,CHARLOTTE,7810012,"ACCESS M/J LA 2",30
08,CHARLOTTE,7810013,"ACCESS M/J LA 3",33
08,CHARLOTTE,7812015,"ACCESS M/J MATH 1",27
08,CHARLOTTE,7812020,"ACCESS M/J MATH 2",30
08,CHARLOTTE,7812030,"ACCESS M/J MATH 3",32
08,CHARLOTTE,7815010,"PE: 6-8",9
08,CHARLOTTE,7820015,"ACCESS M/J COMPSCI 1",27
08,CHARLOTTE,7820016,"ACCESS M/J COMPSCI 2",30
08,CHARLOTTE,7820017,"ACCESS M/J COMPSCI 3",33
08,CHARLOTTE,7821021,"ACCESS M/J CIVICS",30
08,CHARLOTTE,7821022,"ACCESS M/J WRLD HIST",27
08,CHARLOTTE,7821025,"ACCESS M/J US HIST",21
08,CHARLOTTE,7821030,"CAR ED PLAN",48
08,CHARLOTTE,7855020,"HH INST SER: 6-8",7
08,CHARLOTTE,7863000,"U SKLS: SOC&EMO 6-8",135
08,CHARLOTTE,7863010,"U SKLS: 6-8",6
08,CHARLOTTE,7863070,"EXP SKLS: 6-8",5
08,CHARLOTTE,7863080,"EXP CORE COMP: 6-8",1
08,CHARLOTTE,7863090,"LRNG STR: 6-8",120
08,CHARLOTTE,7866030,"SPEECH THRPY: 6-8",35
08,CHARLOTTE,7866040,"LANG THRPY: 6-8",106
08,CHARLOTTE,7866050,"OCCU THRPY: 6-8",22
08,CHARLOTTE,7866070,"PHY THRPY: 6-8",5
08,CHARLOTTE,7900030,"H/H INSTR SERVS",24
08,CHARLOTTE,7910100,"READ: 9-12",10
08,CHARLOTTE,7910110,"ENG: 9-12",27
08,CHARLOTTE,7910111,"ACCESS ENGLISH 1/2",62
08,CHARLOTTE,7910112,"ACCESS ENGLISH 3/4",50
08,CHARLOTTE,7910400,"LIF SKLS READ: 9-12",9
08,CHARLOTTE,7912050,"MATH: 9-12",31
08,CHARLOTTE,7912060,"ACCESS INF GEOMETRY",9
08,CHARLOTTE,7912070,"ACCESS LIB ARTS MATH",34
08,CHARLOTTE,7912080,"ACCESS ALGEBRA 1A",38
08,CHARLOTTE,7912090,"ACCESS ALGEBRA 1B",25
08,CHARLOTTE,7912105,"FUND CONSUMER MATH",2
08,CHARLOTTE,7915010,"SPECI DESIGN PE",8
08,CHARLOTTE,7915015,"ACCESS HOPE 9-12",12
08,CHARLOTTE,7920010,"SCI: 9-12",17
08,CHARLOTTE,7920011,"ACCESS CHEMISTRY 1",28
08,CHARLOTTE,7920015,"ACCESS BIOLOGY 1",30
08,CHARLOTTE,7920020,"ACCESS E/S SCI",40
08,CHARLOTTE,7920025,"ACCESS INTEG SCI 1",8
08,CHARLOTTE,7921010,"SS: 9-12",58
08,CHARLOTTE,7921015,"ACCESS US GOVT",9
08,CHARLOTTE,7921022,"ACCESS ECON FIN LIT",30
08,CHARLOTTE,7921025,"ACCESS US HIST",42
08,CHARLOTTE,7921330,"CAR ED: 9-12",15
08,CHARLOTTE,7961010,"ACAD SKLS FNG LIV",13
08,CHARLOTTE,7961020,"COMM SKLS FNG LIV",15
08,CHARLOTTE,7961040,"LEIS REC SKL FNG LIV",20
08,CHARLOTTE,7961050,"COMMU SOC SKL",8
08,CHARLOTTE,7963010,"PREP AD LIV",21
08,CHARLOTTE,7963040,"EXPANDED SKILLS:9-12",2
08,CHARLOTTE,7963050,"EXP CORE COMP: 9-12",1
08,CHARLOTTE,7963070,"U SKLS: SOC&EMO 9-12",62
08,CHARLOTTE,7963080,"LRNG STRATEGIES 9-12",137
08,CHARLOTTE,7963130,"U SKLS: 9-12",43
08,CHARLOTTE,7963140,SELF-DETERMINATION,17
08,CHARLOTTE,7963160,"U SKLS: IND FUN 9-12",1
08,CHARLOTTE,7966010,"PHY THERAPY",7
08,CHARLOTTE,7966020,"OCCU THERAPY",2
08,CHARLOTTE,7966030,"SPEECH THRPY",29
08,CHARLOTTE,7966040,"LANG THERAPY",72
08,CHARLOTTE,7967010,"VISUAL PERFORM",13
08,CHARLOTTE,7980110,"CAR PREP: 9-12",30
08,CHARLOTTE,7980120,"CAR EXERIENCES: 9-12",20
08,CHARLOTTE,7980130,"CAR PLACEMENT: 9-12",13
08,CHARLOTTE,7980150,"SUP COMPE EMPLOY",4
08,CHARLOTTE,8000210,"M/J EXPLOR WHEEL 2",80
08,CHARLOTTE,8000220,"M/J EXPLOR WHEEL 3",62
08,CHARLOTTE,8000300,"M/J EXP WHEEL 1",75
08,CHARLOTTE,8106210,"ANIM SCI & SERS 2",10
08,CHARLOTTE,8106220,"ANIM SCI & SERS 3",9
08,CHARLOTTE,8106810,"AGRISCI FOUND 1",125
08,CHARLOTTE,8106820,"AGRITECH 1",16
08,CHARLOTTE,8106850,"AG BIOTECH 2",9
08,CHARLOTTE,8111510,"VET ASSIST 1",25
08,CHARLOTTE,8111520,"VET ASSIST 4",6
08,CHARLOTTE,8111540,"VET ASSIST 2",12
08,CHARLOTTE,8111550,"VET ASSIST 3",6
08,CHARLOTTE,8113010,"ENVIR RES 3",1
08,CHARLOTTE,8113020,"ENVIR RES 4",9
08,CHARLOTTE,8116010,"AG SALES & SERS 2",1
08,CHARLOTTE,8116020,"AG SALES & SERS 3",4
08,CHARLOTTE,8200210,"CPTR APPL BUSINESS 2",547
08,CHARLOTTE,8200211,"CPTR APPL BUSINESS 3",194
08,CHARLOTTE,8200400,"ARTS, A/V DIR STUDY",1
08,CHARLOTTE,8200520,"CPTR APPL BUS 1",283
08,CHARLOTTE,8203310,"ACCT APPL 1",17
08,CHARLOTTE,8207310,"INTROD TO INFO TECH",83
08,CHARLOTTE,8208110,"GAME & SIM FOUND",21
08,CHARLOTTE,8208120,"GAME & SIM DSN",21
08,CHARLOTTE,8208130,"GAME & SIM 2D GR DEV",3
08,CHARLOTTE,8208330,"GAME & SIM PGM",21
08,CHARLOTTE,8208340,"MULTI-USER GAME&SIM",3
08,CHARLOTTE,8209020,"CPTR COLG & CAR",174
08,CHARLOTTE,8209510,"DIGITAL DESIGN 1",129
08,CHARLOTTE,8209520,"DIGITAL DESIGN 2",31
08,CHARLOTTE,8209530,"DIGITAL DESIGN 3",11
08,CHARLOTTE,8209540,"DIGITAL DESIGN 4",3
08,CHARLOTTE,8209550,"DIGITAL DESIGN 5",2
08,CHARLOTTE,8209570,"DIGITAL DESIGN 7",1
08,CHARLOTTE,8212110,"ADM OFF TECH 1",12
08,CHARLOTTE,8212120,"BUSINESS SOFTWARE 1",3
08,CHARLOTTE,8212440,"MULTIMED FOUND 2",13
08,CHARLOTTE,8212450,"MULTIMED FOUND 3",2
08,CHARLOTTE,8216110,"INTL BUSINESS SYSS",53
08,CHARLOTTE,8216130,"BUSINESS INTERNSHIP",17
08,CHARLOTTE,8300410,"DIV CAR TECH-OJT",105
08,CHARLOTTE,8300420,"COOP DIV ED-OJT",87
08,CHARLOTTE,8300430,"GUIDED WKPL LEARN",2
08,CHARLOTTE,8303010,"DIV CAR TECH PRIN",154
08,CHARLOTTE,8303020,"DIV CAR TECH APPL",20
08,CHARLOTTE,8400100,"HSE DIR STUDY",50
08,CHARLOTTE,8400320,"MEDICAL SKLS SERS",91
08,CHARLOTTE,8400410,"HSE COOP - OJT",1
08,CHARLOTTE,8401010,"TECHNICAL DESIGN 1",68
08,CHARLOTTE,8401020,"TECHNICAL DESIGN 2",30
08,CHARLOTTE,8401030,"TECHNICAL DESIGN 3",16
08,CHARLOTTE,8405110,"EARLY CHILD 1 NEW",14
08,CHARLOTTE,8405120,"EARLY CHILD 2 NEW",14
08,CHARLOTTE,8405130,"EARLY CHILD 3 NEW",5
08,CHARLOTTE,8405140,"EARLY CHILD 4 NEW",5
08,CHARLOTTE,8417100,"HEALTH SCI 1",46
08,CHARLOTTE,8417110,"HEALTH SCI 2",48
08,CHARLOTTE,8417120,"HEALTH & WELLNESS 3",20
08,CHARLOTTE,8417141,"DENTAL AIDE 3",8
08,CHARLOTTE,8417171,"EMERG MED RESP 3",14
08,CHARLOTTE,8418310,"PRAC NURS 1",38
08,CHARLOTTE,8418320,"PRAC NURS 2",44
08,CHARLOTTE,8418330,"PRAC NURS 3",44
08,CHARLOTTE,8418340,"PRAC NURS 4",18
08,CHARLOTTE,8418350,"PRAC NURS 5",18
08,CHARLOTTE,8418360,"PRAC NURS 6",18
08,CHARLOTTE,8418370,"PRAC NURS 7",18
08,CHARLOTTE,8418380,"PRAC NURS 8",18
08,CHARLOTTE,8418390,"PRAC NURS 9",18
08,CHARLOTTE,8500100,"ED & TRAINING DS",13
08,CHARLOTTE,8500120,"PERS & FAM FIN",2
08,CHARLOTTE,8500300,"PARENT SKLS",3
08,CHARLOTTE,8600570,"ENGINEERING TECH 1",64
08,CHARLOTTE,8600580,"AEROSPACE TECH 1",43
08,CHARLOTTE,8600620,"AERO ENGR",91
08,CHARLOTTE,8600670,"ENGINEERING TECH 2",20
08,CHARLOTTE,8600810,"DRAFT/ILL DESIGN TE1",47
08,CHARLOTTE,8600820,"DRAFT/ILL DESIGN TE2",13
08,CHARLOTTE,8600830,"DRAFT/ILL DESIGN TE3",17
08,CHARLOTTE,8601010,"COMM TECH 1",198
08,CHARLOTTE,8601020,"COMM TECH 2",31
08,CHARLOTTE,8601030,"COMM TECH 3",10
08,CHARLOTTE,8601110,"MAT & PROCS TECH 1",50
08,CHARLOTTE,8601120,"MAT & PROCS TECH 2",19
08,CHARLOTTE,8601220,"TRANS TECH 2",13
08,CHARLOTTE,8601330,"POWER & ENERGY TECH3",6
08,CHARLOTTE,8601900,"ADV TECH APPL",15
08,CHARLOTTE,8700100,"ARCH & CONST DS",13
08,CHARLOTTE,8709460,"AUTO SERV TECH 6",10
08,CHARLOTTE,8709470,"AUTO SERV TECH 7",10
08,CHARLOTTE,8709480,"AUTO SERV TECH 8",11
08,CHARLOTTE,8709490,"AUTO SERV TECH 9",11
08,CHARLOTTE,8715110,"AVIATION MAINT GEN 1",7
08,CHARLOTTE,8715130,"AVIATION MAINT GEN 3",8
08,CHARLOTTE,8720310,"BLDG CONST TECH 1",20
08,CHARLOTTE,8720320,"BLDG CONST TECH 2",10
08,CHARLOTTE,8720330,"BLDG CONST TECH 3",8
08,CHARLOTTE,8720340,"BLDG CONST TECH 4",6
08,CHARLOTTE,8720350,"BLDG CONST TECH 5",7
08,CHARLOTTE,8720360,"BLDG CONST TECH 6",7
08,CHARLOTTE,8720370,"BLDG CONST TECH 7",2
08,CHARLOTTE,8725010,"DRAFT 1",4
08,CHARLOTTE,8725020,"DRAFT 2",4
08,CHARLOTTE,8725030,"DRAFT 3",7
08,CHARLOTTE,8725040,"DRAFT 4",7
08,CHARLOTTE,8732170,"CPTR SYSS TECH 7",3
08,CHARLOTTE,8732180,"CPTR SYSS TECH 8",3
08,CHARLOTTE,8732190,"CPTR SYSS TECH 9",3
08,CHARLOTTE,8732191,"CPTR SYSS TECH 10",1
08,CHARLOTTE,8732192,"CPTR SYSS TECH 11",1
08,CHARLOTTE,8772110,"TV PRODUCTION 1",247
08,CHARLOTTE,8772120,"TV PRODUCTION 2",88
08,CHARLOTTE,8772130,"TV PRODUCTION 3",49
08,CHARLOTTE,8772140,"TV PRODUCTION 4",39
08,CHARLOTTE,8772150,"TV PRODUCTION 5",13
08,CHARLOTTE,8772160,"TV PRODUCTION 6",8
08,CHARLOTTE,8800410,"MARKETING COOP-OJT",13
08,CHARLOTTE,8800510,"CULINARY ARTS 1",399
08,CHARLOTTE,8800520,"CULINARY ARTS 2",80
08,CHARLOTTE,8800530,"CULINARY ARTS 3",38
08,CHARLOTTE,8800540,"CULINARY ARTS 4",16
08,CHARLOTTE,8801000,"HOSP & TOUR DIR ST",13
08,CHARLOTTE,8809300,"FUND OF CUL CAR & CP",49
08,CHARLOTTE,8812000,"BUSINESS OWNERSHIP",24
08,CHARLOTTE,8815110,"FINANCIAL OPS",3
08,CHARLOTTE,8827100,MKT,21
08,CHARLOTTE,8850360,"EXPL HOSP & TOUR/CP",76
08,CHARLOTTE,8900100,"LAW, PS & SECU DS",27
08,CHARLOTTE,8905160,"COSMETOLOGY 6",3
08,CHARLOTTE,8905170,"COSMETOLOGY 7",3
08,CHARLOTTE,8905180,"COSMETOLOGY 8",3
08,CHARLOTTE,8905190,"COSMETOLOGY 9",3
08,CHARLOTTE,8909010,"TCHR ASSIST 1",30
08,CHARLOTTE,8909020,"TCHR ASSIST 2",9
08,CHARLOTTE,8909030,"TCHR ASSIST 3",9
08,CHARLOTTE,8909040,"TCHR ASSIST 4",1
08,CHARLOTTE,8918010,"CRIMINAL JUST OPS 1",18
08,CHARLOTTE,8918020,"CRIMINAL JUST OPS 2",18
08,CHARLOTTE,8918030,"CRIMINAL JUST OPS 3",9
08,CHARLOTTE,8918040,"CRIMINAL JUST OPS 4",9
08,CHARLOTTE,9001110,"FOUND OF WEB DESIGN",5
08,CHARLOTTE,9001210,"CSIT FOUNDATIONS",28
08,CHARLOTTE,9001220,"CSIT SYS ESSENTIALS",28
08,CHARLOTTE,9001230,"CSIT NET SYS CONFIG",28
08,CHARLOTTE,9001240,"CSIT NET SYS DSG/ADM",7
08,CHARLOTTE,9001250,"CSIT CYBER SEC ESSEN",4
08,CHARLOTTE,9001260,"CSIT CYBER SEC-PHYS",3
08,CHARLOTTE,9001820,"VOC/EMP SKLS/YOU &CP",5
08,CHARLOTTE,9005110,"DIG MEDIA FUNDAMENTA",15
08,CHARLOTTE,9005120,"DIG MEDIA PROD SYS",5
08,CHARLOTTE,9005130,"DIG MEDIA DELIVERY",3
08,CHARLOTTE,9100110,"OR CAR&TEC OCCS & CP",282
08,CHARLOTTE,9410130,"ROBOTIC SYSTEMS",17
08,CHARLOTTE,9501000,"TRANSPORT DIR ST",73
08,CHARLOTTE,9504120,"AUTO MAINT/LT RPR 2",42
09,CITRUS,AMH2010,"AMERICAN HISTORY I  SURVEY TO",1
09,CITRUS,AMH2020,"UNITED STATES HISTORY FROM 186",4
09,CITRUS,ARH1000,"ART APPRECIATION",3
09,CITRUS,BSCC010,"BIOLOGY 1",1
09,CITRUS,BSCC011,"BIOLOGY II",1
09,CITRUS,BSCC085,"ANATOMY AND PHYSIOLOGY I",2
09,CITRUS,BSC1005,"BIOLOGICAL SCIENCE",3
09,CITRUS,BSC1080,"ANATOMY & PHYSIOLOGY",15
09,CITRUS,BSC2010,"BIOLOGICAL SCIENCE I",1
09,CITRUS,BSC2085,"ANATOMY & PHYSIOLOGY I",1
09,CITRUS,CCJ2010,"INTRODUCTION TO CRIMINOLOGY",1
09,CITRUS,CGS1100,"COMPUTER APPLICATIONS FOR BUSI",8
09,CITRUS,CHMC046,"HONORS CHEMISTRY FUNDAMENTALS",1
09,CITRUS,CHM1025,"INTRODUCTORY CHEMISTRY",3
09,CITRUS,CHM2045,"GENERAL CHEMISTRY",1
09,CITRUS,CJE2600,"INTRODUCTION TO CRIMINAL INVES",1
09,CITRUS,DEP2004,"HUMAN GROWTH & DEVELOPMENT",10
09,CITRUS,DIG2109,"DIGITAL IMAGING FUNDAMENTALS",3
09,CITRUS,ECO2013,MACROECONOMICS,2
09,CITRUS,ECO2023,"PRINCIPLES OF ECONOMICS, MICRO",1
09,CITRUS,ENCL101,"FRESHMAN ENGLISH I LAB",2
09,CITRUS,ENC1101,"COMPOSITION I",56
09,CITRUS,ENC1102,"ENGLISH COMPOSITION II",36
09,CITRUS,ESC1000,"EARTH SCIENCE",1
09,CITRUS,GEB1011,"PRINCIPLES OF BUSINESS",2
09,CITRUS,HLP1081,"FITNESS AND WELLNESS FOR LIFE",6
09,CITRUS,HSC2531,"MEDICAL TERMINOLOGY",1
09,CITRUS,HUM1020,"INTRODUCTION TO HUMANITIES-HON",58
09,CITRUS,HUN1201,"NUTRITION AND DIET THERAPY",4
09,CITRUS,HUS1111,"INTRO TO INTRA & INTER-PERSONA",2
09,CITRUS,ISS1013,"INTRODUCTION TO THE SOCIAL SCI",5
09,CITRUS,LIT1000,"INTRODUCTION TO LITERATURE",1
09,CITRUS,MAC1105,"COLLEGE ALGEBRA",28
09,CITRUS,MAC1114,"PLANE TRIGONOMETRY",3
09,CITRUS,MAC1140,"PRECALCULUS ALGEBRA",11
09,CITRUS,MAT1033,"INTERMEDIATE ALGEBRA",26
09,CITRUS,MGF1107,"MATHEMATICS FOR LIBERAL ARTS I",1
09,CITRUS,OCB1630,"INTRODUCTION TO MARINE ECOLOGY",1
09,CITRUS,OCE1001,"INTRODUCTION TO OCEANOGRAPHY",2
09,CITRUS,PHI1100,"ELEMENTARY LOGIC",1
09,CITRUS,PHI2010,"INTRODUCTION TO PHILOSOPHY",2
09,CITRUS,POS2041,"AMERICAN GOVERNMENT",27
09,CITRUS,PSY2012,"GENERAL PSYCHOLOGY",19
09,CITRUS,REL2300,"WORLD RELIGIONS",6
09,CITRUS,SLS1501,"COLLEGE STUDY SKILLS",7
09,CITRUS,SPC2608,"EFFECTIVE SPEAKING",35
09,CITRUS,SPN1120,"HONORS ELEMENTARY SPANISH I",1
09,CITRUS,STA2023,"HONORS STATISTICAL METHODS I",4
09,CITRUS,SYG2000,"INTRODUCTION TO SOCIOLOGY",2
09,CITRUS,SYG2340,"HUMAN SEXUALITY",1
09,CITRUS,TPP2100,"PERFORMANCE I",1
09,CITRUS,WOH2012,"HISTORY OF WORLD CIVILIZATIONS",3
09,CITRUS,100300,"AP ART HIST",12
09,CITRUS,101010,"M/J 2-D STUDIO ART 1",300
09,CITRUS,101020,"M/J 2-D STUDIO ART 2",131
