"Students Absent 21 or More Days by School
2013-14, Final Survey 5 - Revised 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
13,DADE,6049,"RIVER CITIES COMMUNITY CHARTER SCHOOL",154,15,"0,0974025974"
13,DADE,6051,"CAROL CITY MIDDLE SCHOOL",620,74,"0,1193548387"
13,DADE,6052,"ZELDA GLAZER MIDDLE SCHOOL",1236,71,"0,05744336569"
13,DADE,6053,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS",117,1,"0,00854700854"
13,DADE,6060,"ASPIRA SOUTH YOUTH LEADERSHIP CHARTER SCHOOL",344,28,"0,08139534883"
13,DADE,6061,"CAMPBELL DRIVE MIDDLE SCHOOL",562,122,"0,21708185053"
13,DADE,6070,"ASPIRA EUGENIO MARIA DE HOSTOS YOUTH LEADERSHIP CHARTER SCHOOL",492,55,"0,11178861788"
13,DADE,6071,"GEORGE WASHINGTON CARVER MIDDLE SCHOOL",970,1,"0,00103092783"
13,DADE,6081,"CUTLER BAY ACADEMY OF ADVANCED STUDIES, CENTENNIAL CAMPUS",627,58,"0,09250398724"
13,DADE,6082,"ACADEMIR CHARTER SCHOOL MIDDLE",138,16,"0,11594202898"
13,DADE,6083,"JUST ARTS AND MANAGEMENT CHARTER MIDDLE SCHOOL",105,3,"0,02857142857"
13,DADE,6091,"CITRUS GROVE MIDDLE SCHOOL",1073,242,"0,2255358807"
13,DADE,6111,"CUTLER BAY ACADEMY OF ADVANCED STUDIES, CUTLER RIDGE CAMPUS",1311,235,"0,17925247902"
13,DADE,6121,"RUBEN DARIO MIDDLE SCHOOL",732,71,"0,09699453551"
13,DADE,6128,"SOMERSET ACADEMY BAY MIDDLE SCHOOL",30,0,0
13,DADE,6141,"CHARLES R. DREW MIDDLE SCHOOL",128,25,"0,1953125"
13,DADE,6161,"LAWTON CHILES MIDDLE SCHOOL",685,62,"0,0905109489"
13,DADE,6171,"HENRY H. FILER MIDDLE SCHOOL",1232,131,"0,10633116883"
13,DADE,6211,"GLADES MIDDLE SCHOOL",1212,39,"0,03217821782"
13,DADE,6221,"HAMMOCKS MIDDLE SCHOOL",1168,64,"0,05479452054"
13,DADE,6231,"HIALEAH MIDDLE SCHOOL",958,92,"0,09603340292"
13,DADE,6241,"HIGHLAND OAKS MIDDLE SCHOOL",1302,160,"0,12288786482"
13,DADE,6251,"HOMESTEAD MIDDLE SCHOOL",581,109,"0,18760757314"
13,DADE,6281,"THOMAS JEFFERSON MIDDLE SCHOOL",446,56,"0,12556053811"
13,DADE,6301,"JOHN F. KENNEDY MIDDLE SCHOOL",1323,46,"0,03476946334"
13,DADE,6331,"KINLOCH PARK MIDDLE SCHOOL",1314,131,"0,09969558599"
13,DADE,6351,"LAKE STEVENS MIDDLE SCHOOL",742,139,"0,18733153638"
13,DADE,6361,"JOSE DE DIEGO MIDDLE SCHOOL",804,221,"0,27487562189"
13,DADE,6391,"MADISON MIDDLE SCHOOL",626,141,"0,22523961661"
13,DADE,6411,"HORACE MANN MIDDLE SCHOOL",859,107,"0,12456344586"
13,DADE,6441,"HOWARD D. MCMILLAN MIDDLE SCHOOL",914,72,"0,07877461706"
13,DADE,6481,"MIAMI EDISON MIDDLE SCHOOL",155,12,"0,07741935483"
13,DADE,6501,"MIAMI LAKES MIDDLE SCHOOL",1042,89,"0,08541266794"
13,DADE,6521,"MIAMI SPRINGS MIDDLE SCHOOL",1601,131,"0,08182386008"
13,DADE,6541,"NAUTILUS MIDDLE SCHOOL",1161,151,"0,13006029285"
13,DADE,6571,"NORLAND MIDDLE SCHOOL",1056,128,"0,12121212121"
13,DADE,6591,"NORTH DADE MIDDLE SCHOOL",917,145,"0,15812431842"
13,DADE,6611,"COUNTRY CLUB MIDDLE SCHOOL",1306,134,"0,10260336906"
13,DADE,6631,"NORTH MIAMI MIDDLE SCHOOL",1110,145,"0,13063063063"
13,DADE,6681,"PALM SPRINGS MIDDLE SCHOOL",1350,140,"0,1037037037"
13,DADE,6701,"PALMETTO MIDDLE SCHOOL",1131,62,"0,05481874447"
13,DADE,6721,"PARKWAY MIDDLE COMMUNITY SCHOOL",88,2,"0,02272727272"
13,DADE,6741,"PONCE DE LEON MIDDLE SCHOOL",1230,103,"0,08373983739"
13,DADE,6751,"HIALEAH GARDENS MIDDLE SCHOOL",1875,39,"0,0208"
13,DADE,6761,"REDLAND MIDDLE SCHOOL",538,119,"0,22118959107"
13,DADE,6771,"JORGE MAS CANOSA MIDDLE SCHOOL",2091,156,"0,07460545193"
13,DADE,6781,"RICHMOND HEIGHTS MIDDLE SCHOOL",667,68,"0,10194902548"
13,DADE,6801,"RIVIERA MIDDLE SCHOOL",845,75,"0,08875739644"
13,DADE,6821,"ROCKWAY MIDDLE SCHOOL",1107,45,"0,0406504065"
13,DADE,6841,"SHENANDOAH MIDDLE SCHOOL",1210,57,"0,04710743801"
13,DADE,6861,"SOUTHWOOD MIDDLE SCHOOL",1497,61,"0,04074816299"
13,DADE,6881,"SOUTH MIAMI MIDDLE SCHOOL",1018,32,"0,03143418467"
13,DADE,6901,"W. R. THOMAS MIDDLE SCHOOL",1183,48,"0,0405748098"
13,DADE,6921,"LAMAR LOUISE CURRY MIDDLE SCHOOL",1152,27,"0,0234375"
13,DADE,6961,"WEST MIAMI MIDDLE SCHOOL",1022,108,"0,10567514677"
13,DADE,6997,"MATER VIRTUAL ACADEMY CHARTER MIDDLE/HIGH SCHOOL",19,0,0
13,DADE,7001,"MIAMI-DADE ONLINE ACADEMY- VIRTUAL INSTRUCTION PROGRAM",34,0,0
13,DADE,7007,"INTERNATIONAL STUDIES CHARTER HIGH SCHOOL",423,14,"0,03309692671"
13,DADE,7009,"DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY",340,13,"0,03823529411"
13,DADE,7011,"AMERICAN SENIOR HIGH SCHOOL",2387,437,"0,18307498952"
13,DADE,7014,"MATER PERFORMING ARTS & ENTERTAINMENT ACADEMY",242,20,"0,08264462809"
13,DADE,7015,"STELLAR LEADERSHIP ACADEMY",440,346,"0,78636363636"
13,DADE,7016,"SPORTS LEADERSHIP OF MIAMI CHARTER HIGH SCHOOL",313,52,"0,1661341853"
13,DADE,7018,"MATER ACADEMY LAKES HIGH SCHOOL",1049,75,"0,07149666348"
13,DADE,7020,"DORAL ACADEMY CHARTER HIGH SCHOOL",1462,89,"0,06087551299"
13,DADE,7022,"ACADEMY OF ARTS & MINDS",394,116,"0,29441624365"
13,DADE,7024,"MATER ACADEMY HIGH SCHOOL OF INTERNATIONAL STUDIES",26,0,0
13,DADE,7025,"MATER BRICKELL PREPARATORY ACADEMY HIGH SCHOOL",21,1,"0,04761904761"
13,DADE,7029,"TERRA ENVIRONMENTAL RESEARCH INSTITUTE",1826,31,"0,0169769989"
13,DADE,7030,"SCHOOL FOR INTEGRATED ACADEMIC (NORTH CAMPUS)",159,6,"0,03773584905"
13,DADE,7031,MAST@FIU,90,0,0
13,DADE,7032,"PALM GLADES PREPARATORY ACADEMY HIGH SCHOOL",241,26,"0,10788381742"
13,DADE,7033,"LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL",359,7,"0,01949860724"
13,DADE,7034,"SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH HOMESTEAD)",87,5,"0,05747126436"
13,DADE,7036,"LAWRENCE ACADEMY SENIOR HIGH CHARTER SCHOOL",65,21,"0,32307692307"
13,DADE,7037,"MATER ACADEMY EAST CHARTER HIGH SCHOOL",380,71,"0,18684210526"
13,DADE,7038,"SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH CAMPUS)",33,6,"0,18181818181"
13,DADE,7041,"SCHOOL FOR ADVANCED STUDIES-WOLFSON",120,3,"0,025"
13,DADE,7042,"SOMERSET ACADEMY CHARTER HIGH SCHOOL",361,38,"0,10526315789"
13,DADE,7048,"ALONZO AND TRACY MOURNING SENIOR HIGH BISCAYNE BAY CAMPUS",1860,412,"0,22150537634"
13,DADE,7049,"WESTLAND HIALEAH SENIOR HIGH SCHOOL",2338,303,"0,12959794696"
13,DADE,7050,"KEYS GATE CHARTER HIGH SCHOOL",1205,352,"0,29211618257"
13,DADE,7051,"G. HOLMES BRADDOCK SENIOR HIGH",3664,478,"0,13045851528"
13,DADE,7053,"PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL",438,33,"0,07534246575"
13,DADE,7054,"EXCELSIOR CHARTER HIGH SCHOOL",*,*,*
13,DADE,7055,"YOUNG WOMENS PREPARATORY ACADEMY",409,18,"0,04400977995"
13,DADE,7056,"YOUNG MEN'S PREPARATORY ACADEMY",228,9,"0,03947368421"
13,DADE,7058,"MIAMI COMMUNITY CHARTER HIGH SCHOOL",234,39,"0,16666666666"
13,DADE,7059,"MIAMI ARTS CHARTER",727,43,"0,05914718019"
13,DADE,7060,"EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL",387,46,"0,11886304909"
13,DADE,7061,"SCHOOL FOR ADVANCED STUDIES NORTH",114,0,0
13,DADE,7062,"MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY",772,572,"0,74093264248"
13,DADE,7065,"MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY",821,590,"0,71863580998"
13,DADE,7066,"LATIN BUILDERS ASSOCIATION CONSTRUCTION AND BUSINESS MANAGEMENT ACADEMY",125,2,"0,016"
13,DADE,7067,"GREEN SPRINGS HIGH SCHOOL CHARTER",696,125,"0,17959770114"
13,DADE,7068,"NORTH GARDENS HIGH SCHOOL CHARTER",643,361,"0,56143079315"
13,DADE,7069,"NORTH PARK HIGH SCHOOL CHARTER",650,283,"0,43538461538"
13,DADE,7070,"YOUTH CO-OP PREPARATORY HIGH SCHOOL",124,10,"0,08064516129"
13,DADE,7071,"CORAL GABLES SENIOR HIGH SCHOOL",3605,572,"0,15866851595"
13,DADE,7080,"CHARTER HIGH SCHOOL OF THE AMERICAS",102,10,"0,09803921568"
13,DADE,7081,"DESIGN & ARCHITECTURE SENIOR HIGH",531,3,"0,00564971751"
13,DADE,7090,"IMATER PREPARATORY ACADEMY HIGH SCHOOL",221,22,"0,09954751131"
13,DADE,7091,"SCHOOL FOR ADVANCED STUDIES - SOUTH",243,1,"0,00411522633"
13,DADE,7101,"CORAL REEF SENIOR HIGH SCHOOL",3244,47,"0,01448828606"
13,DADE,7111,"HIALEAH SENIOR HIGH SCHOOL",3140,624,"0,19872611464"
13,DADE,7121,"JOHN A. FERGUSON SENIOR HIGH",4432,514,"0,11597472924"
13,DADE,7131,"HIALEAH-MIAMI LAKES SENIOR HIGH",1887,439,"0,23264440911"
13,DADE,7141,"DR MICHAEL M. KROP SENIOR HIGH",2839,479,"0,16872138076"
13,DADE,7151,"HOMESTEAD SENIOR HIGH SCHOOL",2037,660,"0,32400589101"
13,DADE,7160,"MATER ACADEMY CHARTER HIGH",1768,235,"0,13291855203"
13,DADE,7161,"MAST ACADEMY",851,14,"0,01645123384"
13,DADE,7171,"MEDICAL ACADEMY FOR SCIENCE AND TECHNOLOGY (M.A.S.T.) @ HOMESTEAD",479,52,"0,10855949895"
13,DADE,7191,"HIALEAH GARDENS SENIOR HIGH SCHOOL",3268,392,"0,11995104039"
13,DADE,7201,"MIAMI BEACH SENIOR HIGH SCHOOL",2638,591,"0,2240333586"
13,DADE,7231,"MIAMI CAROL CITY SENIOR HIGH",1918,490,"0,25547445255"
13,DADE,7241,"RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL",2245,204,"0,09086859688"
13,DADE,7251,"MIAMI CENTRAL SENIOR HIGH SCHOOL",2203,722,"0,32773490694"
13,DADE,7262,"CITY OF HIALEAH EDUCATION ACADEMY",599,71,"0,1185308848"
13,DADE,7265,"ARCHIMEDEAN UPPER CONSERVATORY CHARTER SCHOOL",233,17,"0,07296137339"
13,DADE,7271,"MIAMI CORAL PARK SENIOR HIGH",3128,479,"0,15313299232"
13,DADE,7291,"JOSE MARTI MAST 6-12 ACADEMY",589,12,"0,02037351443"
13,DADE,7301,"MIAMI EDISON SENIOR HIGH SCHOOL",997,321,"0,32196589769"
13,DADE,7341,"MIAMI JACKSON SENIOR HIGH SCHOOL",1681,537,"0,31945270672"
13,DADE,7351,"ARTHUR AND POLLY MAYS CONSERVATORY OF THE ARTS",623,108,"0,17335473515"
13,DADE,7361,"MIAMI KILLIAN SENIOR HIGH SCHOOL",2718,514,"0,18910963944"
13,DADE,7371,"ROBERT MORGAN EDUCATIONAL CENTER",2311,259,"0,1120726958"
13,DADE,7381,"MIAMI NORLAND SENIOR HIGH SCHOOL",1803,274,"0,15196894065"
13,DADE,7391,"MIAMI LAKES EDUCATIONAL CENTER",1491,72,"0,04828973843"
13,DADE,7411,"MIAMI NORTHWESTERN SENIOR HIGH",1796,442,"0,24610244988"
13,DADE,7431,"MIAMI PALMETTO SENIOR HIGH SCHOOL",2873,319,"0,11103376261"
13,DADE,7461,"MIAMI SENIOR HIGH SCHOOL",3095,677,"0,21873990306"
13,DADE,7511,"MIAMI SPRINGS SENIOR HIGH SCHOOL",1921,180,"0,09370119729"
13,DADE,7531,"MIAMI SUNSET SENIOR HIGH SCHOOL",2115,481,"0,22742316784"
13,DADE,7541,"NORTH MIAMI BEACH SENIOR HIGH",2083,448,"0,2150744119"
13,DADE,7551,"SCHOOL FOR ADVANCED STUDIES HOMESTEAD",123,0,0
13,DADE,7571,"INTERNATIONAL STUDIES PREPARATORY ACADEMY",274,12,"0,04379562043"
13,DADE,7581,"I PREPARATORY ACADEMY",173,9,"0,05202312138"
13,DADE,7591,"NORTH MIAMI SENIOR HIGH SCHOOL",2743,284,"0,10353627415"
13,DADE,7601,"WILLIAM H. TURNER TECHNICAL ARTS HIGH SCHOOL",1534,96,"0,06258148631"
13,DADE,7631,"MIAMI MACARTHUR SOUTH",188,77,"0,40957446808"
13,DADE,7701,"SOUTH DADE SENIOR HIGH SCHOOL",3555,893,"0,25119549929"
13,DADE,7721,"SOUTH MIAMI SENIOR HIGH SCHOOL",2523,456,"0,18073721759"
13,DADE,7731,"MIAMI SOUTHRIDGE SENIOR HIGH",2400,781,"0,32541666666"
13,DADE,7741,"SOUTHWEST MIAMI SENIOR HIGH",3395,285,"0,08394698085"
13,DADE,7751,"BARBARA GOLEMAN SENIOR HIGH",1805,281,"0,15567867036"
13,DADE,7781,"FELIX VARELA SENIOR HIGH SCHOOL",3359,441,"0,13128907412"
13,DADE,7791,"BOOKER T. WASHINGTON SENIOR HIGH",1113,386,"0,34681042228"
13,DADE,7801,"GEORGE T. BAKER AVIATION SCHOOL",15,2,"0,13333333333"
13,DADE,7804,"AMIKIDS MIAMI-DADE SOUTH",134,34,"0,25373134328"
13,DADE,7805,"AMIKIDS MIAMI-DADE NORTH",153,25,"0,16339869281"
13,DADE,7806,"DADE JUVENILE RESIDENTIAL FACILITY",104,0,0
13,DADE,7812,"MIAMI BRIDGE SOUTH",104,0,0
13,DADE,7819,BOYSTOWN,529,1,"0,00189035916"
13,DADE,7823,"HERE'S HELP",61,1,"0,01639344262"
13,DADE,7826,"JACKSON SIPP/CHILD CRISIS",342,0,0
13,DADE,7832,"MIAMI BRIDGE NORTH",137,0,0
13,DADE,7833,"CITRUS HEALTH SIPP/CRISIS",359,0,0
13,DADE,7835,"RICHMOND PERRINE OPTIMIST",178,104,"0,58426966292"
13,DADE,7839,"JUVENILE CORRECTIONS (JC)",52,9,"0,17307692307"
13,DADE,7840,TURNER/GUILFORD/KNIGHT,81,16,"0,19753086419"
13,DADE,7854,"MIAMI BEHAVIORAL HEALTH INSTITUTE",134,0,0
13,DADE,7855,"MIAMI CHILDREN'S HOSPITAL",370,0,0
13,DADE,7860,"SECONDARY STUDENT SUCCESS CENTER 801",53,11,"0,20754716981"
13,DADE,7861,"SECONDARY STUDENT SUCCESS CENTER 802",39,12,"0,30769230769"
13,DADE,7862,"SECONDARY STUDENT SUCCESS CENTER 803",55,12,"0,21818181818"
13,DADE,7863,"SECONDARY STUDENT SUCCESS CENTER-804",34,9,"0,26470588235"
13,DADE,7865,"HIS HOUSE",899,0,0
13,DADE,7901,"NEW WORLD SCHOOL OF THE ARTS",487,25,"0,05133470225"
13,DADE,8012,"PACE CENTER FOR GIRLS",56,4,"0,07142857142"
13,DADE,8016,"TEENAGE PARENT PROGRAM",421,188,"0,44655581947"
13,DADE,8017,"ALTERNATIVE OUTREACH PROGRAM",*,*,*
13,DADE,8019,"ACADEMY FOR COMMUNITY EDUCATION (ACE)",149,46,"0,30872483221"
13,DADE,8021,"TITLE I MIGRANT EDUCATION PROGRAM",18,7,"0,38888888888"
13,DADE,8101,"JAN MANN OPPORTUNITY SCHOOL",185,70,"0,37837837837"
13,DADE,8121,"COPE CENTER NORTH",177,118,"0,66666666666"
13,DADE,8131,"DOROTHY M. WALLACE COPE CENTER",164,90,"0,5487804878"
13,DADE,8141,"JUVENILE JUSTICE CENTER ALT ED",831,0,0
13,DADE,8151,"ROBERT RENICK EDUCATION CENTER",155,69,"0,44516129032"
13,DADE,8181,"RUTH OWENS KRUSE EDUCATION CENTER",214,79,"0,3691588785"
13,DADE,9013,"PREK INTERVENTION",508,181,"0,35629921259"
13,DADE,9731,"INSTRUCTIONAL CENTER SYSTEM WIDE",194,40,"0,20618556701"
13,DADE,9732,"BRUCIE BALL EDUCATIONAL CENTER",745,128,"0,17181208053"
14,DESOTO,31,"DESOTO COUNTY HIGH SCHOOL",1239,250,"0,2017756255"
14,DESOTO,61,"WEST ELEMENTARY SCHOOL",912,21,"0,02302631578"
14,DESOTO,81,"MEMORIAL ELEMENTARY SCHOOL",1069,85,"0,07951356407"
14,DESOTO,161,"DESOTO MIDDLE SCHOOL",1181,165,"0,13971210838"
14,DESOTO,181,"NOCATEE ELEMENTARY SCHOOL",724,51,"0,07044198895"
14,DESOTO,191,"SPRING LAKE YOUTH ACADEMY",101,0,0
14,DESOTO,291,"DESOTO CONNECTIONS",92,47,"0,51086956521"
14,DESOTO,341,"EARLY EDUCATION CENTER",163,60,"0,3680981595"
14,DESOTO,9003,"HOSPITAL AND HOMEBOUND",10,0,0
14,DESOTO,9114,"REDUCED SERVICES",40,13,"0,325"
15,DIXIE,21,"DIXIE COUNTY HIGH SCHOOL",552,244,"0,4420289855"
15,DIXIE,41,"OLD TOWN ELEMENTARY SCHOOL",613,159,"0,25938009787"
15,DIXIE,43,"KINDER CUB SCHOOL INC",71,0,0
15,DIXIE,101,"JAMES M. ANDERSON ELEMENTARY SCHOOL",559,134,"0,23971377459"
15,DIXIE,111,"RUTH RAINS MIDDLE SCHOOL",488,136,"0,27868852459"
15,DIXIE,7001,"DIXIE VIRTUAL INSTRUCTION PROGRAM",*,*,*
15,DIXIE,7004,"DIXIE VIRTUAL FRANCHISE",*,*,*
15,DIXIE,7023,"DIXIE VIRTUAL INSTRUCTION PROGRAM",*,*,*
16,DUVAL,61,"MATTIE V RUTHERFORD ALT ED CENTER",544,0,0
16,DUVAL,112,"SCHOOL FOR THE FUTURE",929,185,"0,19913885898"
16,DUVAL,121,"WEST RIVERSIDE ELEMENTARY SCHOOL",337,30,"0,08902077151"
16,DUVAL,141,"GRAND PARK CAREER CENTER",825,44,"0,05333333333"
16,DUVAL,151,"BRENTWOOD ELEMENTARY SCHOOL",419,47,"0,1121718377"
16,DUVAL,161,"ORTEGA ELEMENTARY SCHOOL",494,44,"0,08906882591"
16,DUVAL,181,"CENTRAL RIVERSIDE ELEMENTARY SCHOOL",435,25,"0,05747126436"
16,DUVAL,191,"RUTH N. UPSON ELEMENTARY SCHOOL",573,73,"0,12739965095"
16,DUVAL,201,"FISHWEIR ELEMENTARY SCHOOL",447,15,"0,03355704697"
16,DUVAL,211,"ANNIE R. MORGAN ELEMENTARY SCHOOL",472,65,"0,1377118644"
16,DUVAL,251,"KIRBY-SMITH MIDDLE SCHOOL",965,13,"0,01347150259"
16,DUVAL,261,"ESE PRE KINDERGARTEN DISABILITIES CENTER",322,0,0
16,DUVAL,301,"LORETTO ELEMENTARY SCHOOL",1165,48,"0,04120171673"
16,DUVAL,311,"JULIA LANDON COLLEGE PREPARTORY & LEADERSHIP DEVELOPMENT SCHOOL",752,1,"0,00132978723"
16,DUVAL,321,"MARINE SCIENCE EDUCATION CENTER",61,0,0
16,DUVAL,331,"ROBERT E. LEE HIGH SCHOOL",2044,128,"0,06262230919"
16,DUVAL,351,"ANDREW JACKSON HIGH SCHOOL",827,85,"0,10278113663"
16,DUVAL,371,"HENRY F. KITE ELEMENTARY SCHOOL",332,31,"0,09337349397"
16,DUVAL,381,"BALDWIN MIDDLE-SENIOR HIGH SCHOOL",1162,112,"0,09638554216"
16,DUVAL,391,"GATEWAY COMMUNITY SERVICES",108,0,0
16,DUVAL,411,"DUVAL ACADEMY",54,0,0
16,DUVAL,431,"IMPACT HALFWAY HOUSE",54,0,0
16,DUVAL,451,"DINSMORE ELEMENTARY SCHOOL",621,70,"0,11272141706"
16,DUVAL,461,"ARLINGTON ELEMENTARY SCHOOL",372,49,"0,1317204301"
16,DUVAL,471,"LONE STAR HIGH SCHOOL",637,323,"0,5070643642"
16,DUVAL,481,"THOMAS JEFFERSON ELEMENTARY",611,79,"0,12929623567"
16,DUVAL,491,"DUVAL REGIONAL JUVENILE DETENTION CENTER",805,0,0
16,DUVAL,501,"DROP BACK IN ACADEMY OF DUVAL COUNTY",782,0,0
16,DUVAL,511,"WHITEHOUSE ELEMENTARY SCHOOL",546,52,"0,09523809523"
16,DUVAL,531,"DUVAL MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES",381,278,"0,72965879265"
16,DUVAL,541,"JAMES WELDON JOHNSON ACADEMIC AND CAREER TRAINING CENTER",544,0,0
16,DUVAL,591,"GARDEN CITY ELEMENTARY SCHOOL",593,42,"0,07082630691"
16,DUVAL,601,"KIPP VOICE ELEMENTARY SCHOOL",212,30,"0,14150943396"
16,DUVAL,621,"OCEANWAY SCHOOL",1378,52,"0,03773584905"
16,DUVAL,631,"DUNCAN U. FLETCHER MIDDLE SCHOOL",1242,39,"0,03140096618"
16,DUVAL,641,"HOGAN-SPRING GLEN ELEMENTARY SCHOOL",451,32,"0,0709534368"
16,DUVAL,651,"ATLANTIC BEACH ELEMENTARY SCHOOL",516,36,"0,06976744186"
16,DUVAL,661,"ALFRED I. DUPONT MIDDLE SCHOOL",1011,38,"0,03758654797"
16,DUVAL,681,"VENETIA ELEMENTARY SCHOOL",524,61,"0,11641221374"
16,DUVAL,691,"LAKE SHORE MIDDLE SCHOOL",1393,30,"0,02153625269"
16,DUVAL,701,"NORTH SHORE ELEMENTARY",852,134,"0,1572769953"
16,DUVAL,711,"HENDRICKS AVENUE ELEMENTARY SCHOOL",746,26,"0,03485254691"
16,DUVAL,721,"SPRING PARK ELEMENTARY SCHOOL",533,33,"0,06191369606"
16,DUVAL,731,"JOHN LOVE ELEMENTARY SCHOOL",249,37,"0,14859437751"
16,DUVAL,741,"LAKE FOREST ELEMENTARY SCHOOL",557,21,"0,03770197486"
16,DUVAL,751,"PAXON SCHOOL/ADVANCED STUDIES",1557,14,"0,00899165061"
16,DUVAL,761,"SOUTHSIDE ESTATES ELEMENTARY SCHOOL",658,106,"0,16109422492"
16,DUVAL,771,"HYDE PARK ELEMENTARY SCHOOL",551,66,"0,11978221415"
16,DUVAL,781,"BILTMORE ELEMENTARY SCHOOL",445,56,"0,12584269662"
16,DUVAL,791,"RAMONA BOULEVARD ELEMENTARY SCHOOL",542,100,"0,18450184501"
16,DUVAL,801,"SAN PABLO ELEMENTARY SCHOOL",625,31,"0,0496"
16,DUVAL,811,"PACE CENTER FOR GIRLS-JAX",145,0,0
16,DUVAL,821,"LOVE GROVE ELEMENTARY SCHOOL",585,80,"0,13675213675"
16,DUVAL,831,"SAN JOSE ELEMENTARY SCHOOL",962,82,"0,08523908523"
16,DUVAL,841,"BAYVIEW ELEMENTARY SCHOOL",460,89,"0,19347826086"
16,DUVAL,851,"LAKE LUCINA ELEMENTARY SCHOOL",475,37,"0,07789473684"
16,DUVAL,861,"TERRY PARKER HIGH SCHOOL",1780,93,"0,05224719101"
16,DUVAL,871,"ENGLEWOOD ELEMENTARY SCHOOL",511,55,"0,10763209393"
16,DUVAL,881,"JOHN STOCKTON ELEMENTARY SCHOOL",546,25,"0,04578754578"
16,DUVAL,891,"WOODLAND ACRES ELEMENTARY SCHOOL",947,112,"0,11826821541"
16,DUVAL,901,"ENGLEWOOD HIGH SCHOOL",2138,245,"0,11459307764"
16,DUVAL,911,"SALLYE B. MATHIS ELEMENTARY SCHOOL",504,77,"0,15277777777"
16,DUVAL,921,"EUGENE BUTLER MIDDLE SCHOOL",790,10,"0,01265822784"
16,DUVAL,931,"PINEDALE ELEMENTARY SCHOOL",487,97,"0,19917864476"
16,DUVAL,941,"WINDY HILL ELEMENTARY SCHOOL",801,99,"0,12359550561"
16,DUVAL,951,"RUTLEDGE H. PEARSON ELEMENTARY SCHOOL",344,25,"0,0726744186"
16,DUVAL,961,"JEAN RIBAULT HIGH SCHOOL",1343,25,"0,01861504095"
16,DUVAL,971,"CEDAR HILLS ELEMENTARY SCHOOL",589,56,"0,09507640067"
16,DUVAL,981,"TIMUCUAN ELEMENTARY SCHOOL",716,100,"0,13966480446"
16,DUVAL,991,"HIGHLANDS ELEMENTARY SCHOOL",493,74,"0,15010141987"
16,DUVAL,1021,"SCHOOL OF SUCCESS ACADEMY-SOS",148,0,0
16,DUVAL,1061,"LONG BRANCH ELEMENTARY SCHOOL",298,24,"0,08053691275"
16,DUVAL,1073,"DOUGLAS ANDERSON SCHOOL OF THE ARTS",1236,77,"0,06229773462"
16,DUVAL,1131,"WAYMAN ACADEMY OF THE ARTS",400,91,"0,2275"
16,DUVAL,1161,"SADIE T. TILLIS ELEMENTARY SCHOOL",771,72,"0,093385214"
16,DUVAL,1181,"SCHOOL FOR ACCELERATED LEARNING AND TECHNOLOGIES, INC",220,2,"0,00909090909"
16,DUVAL,1191,"PATHWAYS ACADEMY HIGH SCHOOL",202,1,"0,00495049504"
16,DUVAL,1201,"RIVER CITY SCIENCE ACADEMY",878,49,"0,05580865603"
16,DUVAL,1211,"TIGER ACADEMY",222,3,"0,01351351351"
16,DUVAL,1221,"GLOBAL OUTREACH CHARTER ACADEMY",468,67,"0,14316239316"
16,DUVAL,1231,"DUVAL CHARTER SCHOOL AT ARLINGTON",782,50,"0,06393861892"
16,DUVAL,1241,"SAINT CLAIR EVANS ACADEMY",615,101,"0,16422764227"
16,DUVAL,1251,"SOMERSET ACADEMY-ELEMENTARY, EAGLE CAMPUS",294,24,"0,08163265306"
16,DUVAL,1261,"SOMERSET ACADEMY-MIDDLE, EAGLE CAMPUS",155,0,0
16,DUVAL,1271,"KIPP IMPACT MIDDLE SCHOOL",372,10,"0,02688172043"
16,DUVAL,1281,"SUSIE E. TOLBERT ELEMENTARY SCHOOL",324,18,"0,05555555555"
16,DUVAL,1291,"RIVER CITY SCIENCE ELEMENTARY ACADEMY",367,31,"0,08446866485"
16,DUVAL,1311,"DUVAL CHARTER HIGH SCHOOL AT BAYMEADOWS",396,0,0
16,DUVAL,1321,"DUVAL CHARTER AT BAYMEADOWS",1338,36,"0,02690582959"
16,DUVAL,1331,"WAVERLY ACADEMY",227,10,"0,04405286343"
16,DUVAL,1341,"MURRAY HILL HIGH SCHOOL",516,314,"0,60852713178"
16,DUVAL,1371,"SEACOAST CHARTER ACADEMY",268,6,"0,0223880597"
16,DUVAL,1381,"SOMERSET EAGLE HIGH SCHOOL",25,0,0
