"COURSE ENROLLMENTS BY DISTRICT BY COURSE",,,,
"SCHOOL YEAR 2014-15",,,,
"SURVEY 2 DATA AS OF 12/20/2014",,,,
,,,,
"DIST #","DISTRICT NAME","COURSE #","COURSE NAME",ENROLLMENT
06,BROWARD,7910111,"ACCESS ENGLISH 1/2",424
06,BROWARD,7910112,"ACCESS ENGLISH 3/4",394
06,BROWARD,7912050,"MATH: 9-12",27
06,BROWARD,7912060,"ACCESS INF GEOMETRY",200
06,BROWARD,7912070,"ACCESS LIB ARTS MATH",215
06,BROWARD,7912080,"ACCESS ALGEBRA 1A",275
06,BROWARD,7912090,"ACCESS ALGEBRA 1B",165
06,BROWARD,7912100,"FUND ALGEBRA SKLS",1
06,BROWARD,7912115,"FUND EXPLORS MATH 2",4
06,BROWARD,7912340,"LIF SKLS MA: 9-12",34
06,BROWARD,7915010,"SPECI DESIGN PE",166
06,BROWARD,7915015,"ACCESS HOPE 9-12",35
06,BROWARD,7920011,"ACCESS CHEMISTRY 1",1
06,BROWARD,7920015,"ACCESS BIOLOGY 1",234
06,BROWARD,7920020,"ACCESS E/S SCI",202
06,BROWARD,7920025,"ACCESS INTEG SCI 1",293
06,BROWARD,7920050,"HEALTH SAFETY: 9-12",207
06,BROWARD,7921015,"ACCESS US GOVT",441
06,BROWARD,7921025,"ACCESS US HIST",34
06,BROWARD,7921330,"CAR ED: 9-12",650
06,BROWARD,7960010,"TRAN PLAN: 9-12",178
06,BROWARD,7961030,"PERS HME SKL FNG LIV",27
06,BROWARD,7962030,"LEIS REC IMPR SKLS",9
06,BROWARD,7963010,"PREP AD LIV",536
06,BROWARD,7963040,"EXPANDED SKILLS:9-12",22
06,BROWARD,7963070,"U SKLS: SOC&EMO 9-12",330
06,BROWARD,7963080,"LRNG STRATEGIES 9-12",791
06,BROWARD,7963130,"U SKLS: 9-12",46
06,BROWARD,7963140,SELF-DETERMINATION,602
06,BROWARD,7966010,"PHY THERAPY",9
06,BROWARD,7966020,"OCCU THERAPY",47
06,BROWARD,7966030,"SPEECH THRPY",363
06,BROWARD,7966040,"LANG THERAPY",2241
06,BROWARD,7967010,"VISUAL PERFORM",38
06,BROWARD,7980110,"CAR PREP: 9-12",630
06,BROWARD,7980120,"CAR EXERIENCES: 9-12",698
06,BROWARD,7980130,"CAR PLACEMENT: 9-12",589
06,BROWARD,7980150,"SUP COMPE EMPLOY",75
06,BROWARD,7980190,"TECH ED",20
06,BROWARD,8000200,"M/J EXP WHL 1 & CP",131
06,BROWARD,8000210,"M/J EXPLOR WHEEL 2",79
06,BROWARD,8000220,"M/J EXPLOR WHEEL 3",78
06,BROWARD,8012110,"INTRO FLORAL DESIGN",134
06,BROWARD,8012120,"FLORAL DESIGN 2",56
06,BROWARD,8012130,"FLORAL DSN & MKT 3",12
06,BROWARD,8012140,"FLORAL DSN & MGMT 4",5
06,BROWARD,8100100,"AGRI, FOOD, NR DS",26
06,BROWARD,8106210,"ANIM SCI & SERS 2",34
06,BROWARD,8106810,"AGRISCI FOUND 1",911
06,BROWARD,8111510,"VET ASSIST 1",148
06,BROWARD,8111520,"VET ASSIST 4",79
06,BROWARD,8111530,"VET ASSIST 5",78
06,BROWARD,8111540,"VET ASSIST 2",73
06,BROWARD,8111550,"VET ASSIST 3",74
06,BROWARD,8112010,"AQUACULTURE 2",24
06,BROWARD,8112020,"AQUACULTURE 3",8
06,BROWARD,8121310,"LAND & TURF SCI 4",43
06,BROWARD,8121320,"LAND & TURF SCI 5",33
06,BROWARD,8121510,"INTROD HORT 2",165
06,BROWARD,8121520,"HORT SCI 3",162
06,BROWARD,8121610,"HORT SCI & SERS 4",10
06,BROWARD,8200100,"BUSINESS DIR STUDY",1
06,BROWARD,8200110,"BUSINESS KEYBD",488
06,BROWARD,8200120,"BUSINESS LEAD SKLS",75
06,BROWARD,8200210,"CPTR APPL BUSINESS 2",661
06,BROWARD,8200220,"CPTR APPL BUS 1 & CP",1208
06,BROWARD,8200320,"APLD CPT BUS SK 1",281
06,BROWARD,8200330,"APLD CPT BUS SK 2",14
06,BROWARD,8200340,"INTROD TO E-COMMERCE",219
06,BROWARD,8200350,"E-COMMERCE ENTREP",114
06,BROWARD,8200360,"E-COM SYS ANL&DESIGN",23
06,BROWARD,8200410,"BUSINESS COOP ED OJT",50
06,BROWARD,8200520,"CPTR APPL BUS 1",237
06,BROWARD,8201210,"DIG MEDIA/MM FOUND 1",665
06,BROWARD,8201220,"DIG MEDIA/MM FOUND 2",81
06,BROWARD,8201230,"DIG MEDIA/MM FOUND 3",45
06,BROWARD,8201240,"DIG MEDIA/MM FOUND 4",11
06,BROWARD,8203310,"ACCT APPL 1",678
06,BROWARD,8203320,"ACCT APPL 2",16
06,BROWARD,8203330,"ACCT APPL 3",5
06,BROWARD,8203340,"ACCT APPL 4",1
06,BROWARD,8207010,"EMERG TECH BUSINESS",395
06,BROWARD,8207020,"NETWK 1",23
06,BROWARD,8207030,"NETWK 2 INFRAST",2
06,BROWARD,8207040,"NETWK 3 INFRAST",9
06,BROWARD,8207050,"NETWK 4 INFRAST",1
06,BROWARD,8207060,"NETWKG 5",1
06,BROWARD,8207110,"WEB DESIGN 1",191
06,BROWARD,8207130,"WEB DESIGN 3",3
06,BROWARD,8207140,"WEB DESIGN 4",4
06,BROWARD,8207210,"PC SPT 1",17
06,BROWARD,8207220,"PC SPT 2",23
06,BROWARD,8207230,"PC SPT 3",4
06,BROWARD,8207310,"INTROD TO INFO TECH",7518
06,BROWARD,8207420,"DIGIT VID SOUND FUND",33
06,BROWARD,8208110,"GAME & SIM FOUND",528
06,BROWARD,8208120,"GAME & SIM DSN",280
06,BROWARD,8208130,"GAME & SIM 2D GR DEV",14
06,BROWARD,8208230,"GAME/SIM AUD/SND EFF",15
06,BROWARD,8208240,"GAME/SIM VID/SPEC EF",13
06,BROWARD,8208330,"GAME & SIM PGM",34
06,BROWARD,8209020,"CPTR COLG & CAR",296
06,BROWARD,8209510,"DIGITAL DESIGN 1",532
06,BROWARD,8209520,"DIGITAL DESIGN 2",177
06,BROWARD,8209530,"DIGITAL DESIGN 3",36
06,BROWARD,8209540,"DIGITAL DESIGN 4",13
06,BROWARD,8209550,"DIGITAL DESIGN 5",4
06,BROWARD,8212110,"ADM OFF TECH 1",48
06,BROWARD,8212120,"BUSINESS SOFTWARE 1",25
06,BROWARD,8212430,"MULTIMED FOUND 1",369
06,BROWARD,8212440,"MULTIMED FOUND 2",140
06,BROWARD,8212450,"MULTIMED FOUND 3",51
06,BROWARD,8216110,"INTL BUSINESS SYSS",95
06,BROWARD,8216130,"BUSINESS INTERNSHIP",15
06,BROWARD,8218010,"CUSTOMER ASST 1",4
06,BROWARD,8300310,"WKPL ESSENTIALS",99
06,BROWARD,8300430,"GUIDED WKPL LEARN",36
06,BROWARD,8301650,"WORK EXP-OJT",15
06,BROWARD,8400100,"HSE DIR STUDY",177
06,BROWARD,8400110,"ORIEN TO HEALTH OCCS",256
06,BROWARD,8400210,"EXPL HLTH OCCS & C P",70
06,BROWARD,8400320,"MEDICAL SKLS SERS",1098
06,BROWARD,8400410,"HSE COOP - OJT",1
06,BROWARD,8404110,"MARITIME 1",53
06,BROWARD,8405110,"EARLY CHILD 1 NEW",1156
06,BROWARD,8405120,"EARLY CHILD 2 NEW",390
06,BROWARD,8405130,"EARLY CHILD 3 NEW",342
06,BROWARD,8405140,"EARLY CHILD 4 NEW",221
06,BROWARD,8417100,"HEALTH SCI 1",1973
06,BROWARD,8417110,"HEALTH SCI 2",1146
06,BROWARD,8417120,"HEALTH & WELLNESS 3",99
06,BROWARD,8417131,"ALLIED HEALTH ASSIS3",551
06,BROWARD,8417161,"EKG AIDE 3",21
06,BROWARD,8417171,"EMERG MED RESP 3",227
06,BROWARD,8417211,"NURSE AST 3",12
06,BROWARD,8418310,"PRAC NURS 1",14
06,BROWARD,8418320,"PRAC NURS 2",14
06,BROWARD,8418340,"PRAC NURS 4",13
06,BROWARD,8418350,"PRAC NURS 5",13
06,BROWARD,8418360,"PRAC NURS 6",13
06,BROWARD,8418370,"PRAC NURS 7",13
06,BROWARD,8418380,"PRAC NURS 8",13
06,BROWARD,8418390,"PRAC NURS 9",13
06,BROWARD,8500100,"ED & TRAINING DS",198
06,BROWARD,8500120,"PERS & FAM FIN",164
06,BROWARD,8500140,"CAR DISC",119
06,BROWARD,8500300,"PARENT SKLS",8
06,BROWARD,8500310,"CHILD DEV",88
06,BROWARD,8500355,"NUTRITION & WELLNESS",79
06,BROWARD,8500375,"BLUEPR PROF SUCCESS",4
06,BROWARD,8500390,"PRIN FOOD PREPR",173
06,BROWARD,8500410,"ED & TRAIN - OJT",7
06,BROWARD,8500430,"PERSONAL DEV & CAR P",27
06,BROWARD,8502000,"LIF MGMT SKL",129
06,BROWARD,8506405,"DESIGN SERVS CORE",395
06,BROWARD,8506410,"PRIN FASH DESIGN",136
06,BROWARD,8506420,"PATTERN DESIGN TECNQ",53
06,BROWARD,8506430,"FASH DESIGN SPEC",23
06,BROWARD,8506540,"PRIN INT DESIGN SERV",16
06,BROWARD,8506550,"INT DESIGN TECNQS",15
06,BROWARD,8506560,"INT DESIGN SPEC",10
06,BROWARD,8600010,"INTROD TO TECH",819
06,BROWARD,8600020,"EXPLO TECH",1558
06,BROWARD,8600030,"EXPLOR COMM TECH",99
06,BROWARD,8600040,"EXPLOR OF PROD TECH",345
06,BROWARD,8600510,"TECH STUDIES 1",4
06,BROWARD,8600520,"PRIN OF ENGR",925
06,BROWARD,8600530,"DIGTIAL ELECT",35
06,BROWARD,8600540,"PRODUCTION TECH 1",89
06,BROWARD,8600550,"INTROD ENGR DESIGN",1663
06,BROWARD,8600560,"COMP INTG MAN",464
06,BROWARD,8600570,"ENGINEERING TECH 1",1
06,BROWARD,8600580,"AEROSPACE TECH 1",24
06,BROWARD,8600590,"CIV ENGR & ARCH",22
06,BROWARD,8600610,"TECH STUDIES 2",73
06,BROWARD,8600620,"AERO ENGR",38
06,BROWARD,8600640,"PRODUCTION TECH 2",4
06,BROWARD,8600650,"ENGR DESIGN & DEV",219
06,BROWARD,8600680,"AEROSPACE TECH 2",33
06,BROWARD,8600810,"DRAFT/ILL DESIGN TE1",321
06,BROWARD,8600820,"DRAFT/ILL DESIGN TE2",80
06,BROWARD,8600830,"DRAFT/ILL DESIGN TE3",46
06,BROWARD,8601010,"COMM TECH 1",1696
06,BROWARD,8601020,"COMM TECH 2",473
06,BROWARD,8601030,"COMM TECH 3",253
06,BROWARD,8601780,"AEROSPACE TECH 3",20
06,BROWARD,8601900,"ADV TECH APPL",73
06,BROWARD,8700100,"ARCH & CONST DS",1
06,BROWARD,8708120,"HUMAN BODY SYSTEMS",12
06,BROWARD,8708130,"MED INTERVENTIONS",14
06,BROWARD,8709350,"INTRO HEALTH SCI",59
06,BROWARD,8709410,"AUTO SERV TECH 1",128
06,BROWARD,8709420,"AUTO SERV TECH 2",71
06,BROWARD,8709460,"AUTO SERV TECH 6",45
06,BROWARD,8709470,"AUTO SERV TECH 7",89
06,BROWARD,8709480,"AUTO SERV TECH 8",33
06,BROWARD,8709490,"AUTO SERV TECH 9",27
06,BROWARD,8709492,"AUTO SERV TECH 11",2
06,BROWARD,8709493,"AUTO SERV TECH 12",2
06,BROWARD,8718110,"3-D ANIMATION TECH 1",40
06,BROWARD,8718120,"3-D ANIMATION TECH 2",10
06,BROWARD,8718130,"3-D ANIMATION TECH 3",16
06,BROWARD,8722010,"BLDG TR & CDT 1",349
06,BROWARD,8722020,"BLDG TR & CDT 2",118
06,BROWARD,8722030,"BLDG TR & CDT 3",43
06,BROWARD,8722040,"BLDG TR & CDT 4",13
06,BROWARD,8732110,"CPTR SYSS TECH 1",33
06,BROWARD,8751010,"MARI SERV 1",121
06,BROWARD,8751020,"MARI SERV 2",27
06,BROWARD,8751030,"MARI SERV 3",26
06,BROWARD,8751040,"MARI SERV 4",16
06,BROWARD,8751050,"MARI SERV 5",16
06,BROWARD,8751060,"MARI SERV 6",12
06,BROWARD,8751070,"MARI SERV 7",11
06,BROWARD,8754570,"WELDING TECH 7",1
06,BROWARD,8754580,"WELDING TECH 8",1
06,BROWARD,8772110,"TV PRODUCTION 1",1086
06,BROWARD,8772120,"TV PRODUCTION 2",423
06,BROWARD,8772130,"TV PRODUCTION 3",265
06,BROWARD,8772140,"TV PRODUCTION 4",130
06,BROWARD,8772150,"TV PRODUCTION 5",39
06,BROWARD,8772160,"TV PRODUCTION 6",20
06,BROWARD,8772170,"TV PRODUCTION 7",8
06,BROWARD,8772180,"TV PRODUCTION 8",6
06,BROWARD,8772190,"TV PRODUCTION 9",4
06,BROWARD,8772410,"DIG VID PROD 1",36
06,BROWARD,8772420,"DIG VID PROD 2",4
06,BROWARD,8800100,"MKT ED DIR STUDY",27
06,BROWARD,8800410,"MARKETING COOP-OJT",105
06,BROWARD,8800510,"CULINARY ARTS 1",3784
06,BROWARD,8800520,"CULINARY ARTS 2",1056
06,BROWARD,8800530,"CULINARY ARTS 3",661
06,BROWARD,8800540,"CULINARY ARTS 4",183
06,BROWARD,8800610,"CUL & HOSP SPEC 1",30
06,BROWARD,8800620,"CUL & HOSP SPEC 2",2
06,BROWARD,8806010,"FASH ESSENTIALS",171
06,BROWARD,8806020,"FASHION APPL",54
06,BROWARD,8806030,"FASH MKT MGMT 3",53
06,BROWARD,8809200,"FUND OF CUL CAREERS",380
06,BROWARD,8812000,"BUSINESS OWNERSHIP",60
06,BROWARD,8812110,"PRIN OF ENTREPRENEUR",40
06,BROWARD,8812120,"BUSINESS MGMT & LAW",23
06,BROWARD,8815110,"FINANCIAL OPS",339
06,BROWARD,8815120,"PERS FIN PLAN",245
06,BROWARD,8815130,"FINANCIAL INTERN",9
06,BROWARD,8815150,"FIN & BUSINESS TECH",287
06,BROWARD,8815160,"MANAGERIAL ACCT",6
06,BROWARD,8815170,"BUS IN A GLOBAL ECON",5
06,BROWARD,8827110,"MKT ESSENTIALS",1702
06,BROWARD,8827120,"MKT APPLICATIONS",595
06,BROWARD,8827130,"MKT MANAGEMENT",378
06,BROWARD,8827210,"E-COMMERCE MKT",27
06,BROWARD,8827410,"SPORT REC ENT ESSEN",318
06,BROWARD,8827420,"SPORT REC ENT APPL",67
06,BROWARD,8827430,"SPRT REC ENT MKT MGM",17
06,BROWARD,8830320,"LODGING PRIN",57
06,BROWARD,8830330,"LODGING APPL",1
06,BROWARD,8845120,"TRA & TOUR MKT MGMT",42
06,BROWARD,8845130,"HOS & TOUR INTERN",6
06,BROWARD,8845140,"CPTR TECH TRA TOUR",58
06,BROWARD,8850110,"INTROD TO HOS & TOUR",532
06,BROWARD,8900220,"EXP OF CJ OCCS",49
06,BROWARD,8909010,"TCHR ASSIST 1",1151
06,BROWARD,8909020,"TCHR ASSIST 2",338
06,BROWARD,8909030,"TCHR ASSIST 3",154
06,BROWARD,8909040,"TCHR ASSIST 4",199
06,BROWARD,8918010,"CRIMINAL JUST OPS 1",779
06,BROWARD,8918020,"CRIMINAL JUST OPS 2",205
06,BROWARD,8918030,"CRIMINAL JUST OPS 3",106
06,BROWARD,8918040,"CRIMINAL JUST OPS 4",49
06,BROWARD,8918210,"FIREFIGHTING 1",71
06,BROWARD,8918220,"FIREFIGHTING 2",18
06,BROWARD,8918230,"FIREFIGHTING 3",5
06,BROWARD,9001110,"FOUND OF WEB DESIGN",65
06,BROWARD,9001220,"CSIT SYS ESSENTIALS",12
06,BROWARD,9001320,"CPT & NET SECURITY",37
06,BROWARD,9001420,"TECH SUPPORT-CLIENT",83
06,BROWARD,9001430,"TECH SUPPORT-NETWORK",6
06,BROWARD,9003410,"COMPUTER FUNDAMENTAL",20
06,BROWARD,9003420,"WEB TECHNOLOGIES",2
06,BROWARD,9003440,"DATABASE ESSENTIALS",27
06,BROWARD,9003450,"PROG ESSENTIALS",81
06,BROWARD,9003460,"WEB DEV TECH",19
06,BROWARD,9003470,"MULTIMEDIA TECH",211
06,BROWARD,9003480,"CPT NETWK FUND",40
06,BROWARD,9005110,"DIG MEDIA FUNDAMENTA",532
06,BROWARD,9005120,"DIG MEDIA PROD SYS",125
06,BROWARD,9005130,"DIG MEDIA DELIVERY",7
06,BROWARD,9007210,"FOUND OF PROGRAMMING",159
06,BROWARD,9007220,"PROCEDURAL PROGRAM",44
06,BROWARD,9007230,"OBJ-ORIENT PROGRAM",146
06,BROWARD,9009100,"INFO & COMM TECH ESS",147
06,BROWARD,9009350,"EXPLOR IT CAREERS",224
06,BROWARD,9009500,"FUND OF WEB & SOFT",18
06,BROWARD,9101100,"DISP: POL,FIRE, AMB",13
06,BROWARD,9260360,"INTRO TO MANUF & CP",296
06,BROWARD,9400110,"PRIN SCIEN VISUALIZ",111
06,BROWARD,9400120,"DATA MODELING",90
06,BROWARD,9400130,"ADV APPS SCI VISUAL",6
06,BROWARD,9410110,"FOUND OF ROBOTICS",74
06,BROWARD,9410120,"ROBOTIC DESIGN ESS",9
06,BROWARD,9503110,"GLOB LOG & SUP CH TE",17
06,BROWARD,9503130,"GLOB LOG OPS",15
06,BROWARD,9503140,"GLOB LOG MGMT",2
06,BROWARD,9504110,"AUTO MAINT/LT RPR 1",101
06,BROWARD,9504120,"AUTO MAINT/LT RPR 2",60
07,CALHOUN,AER0014,"AUTO SERVICES ASST",2
07,CALHOUN,AMH2010,"AMERICAN HISTORY I  SURVEY TO",12
07,CALHOUN,ARR0210,"PAINT & BODY HELP 1",1
07,CALHOUN,BSCL010,"GENERAL BIOLOGY I LAB",1
07,CALHOUN,BSC2010,"BIOLOGICAL SCIENCE I",1
07,CALHOUN,CHM1030,"ELEMENTS OF CHEMISTRY I",1
07,CALHOUN,CJK0120,"POL SERVICE AIDE-CJO",2
07,CALHOUN,COP2000,"INTRODUCTION TO COMPUTER PROGR",1
07,CALHOUN,DIG0081,"THEORY & FOUND DSN",1
07,CALHOUN,ECO2023,"PRINCIPLES OF ECONOMICS, MICRO",1
07,CALHOUN,ENC1101,"COMPOSITION I",57
07,CALHOUN,ENC1102,"ENGLISH COMPOSITION II",2
07,CALHOUN,ESC1000,"EARTH SCIENCE",1
07,CALHOUN,FRE1120,"BEGINNING FRENCH I",25
07,CALHOUN,HUM2233,"THE HUMANITIES WITH WRITING II",1
07,CALHOUN,MAC1140,"PRECALCULUS ALGEBRA",28
07,CALHOUN,MAC1311,"CALCULUS 1",1
07,CALHOUN,MGF1106,"TOPICS IN FINITE MATHEMATICS",1
07,CALHOUN,MUL2010,"INTRODUCTION TO MUSIC LITERATU",2
07,CALHOUN,OTA0040,"INFO TECH ASST",3
07,CALHOUN,PHYL053,"GENERAL PHYSICS I LAB",1
07,CALHOUN,PHY1053,"GENERAL PHYSICS I",1
07,CALHOUN,PMT0013,"WELDER, GAS-METAL AR",1
07,CALHOUN,PMT0014,"WELDER, FLUX CORED A",1
07,CALHOUN,POS2041,"AMERICAN GOVERNMENT",2
07,CALHOUN,SPC2608,"EFFECTIVE SPEAKING",1
07,CALHOUN,SPN1120,"HONORS ELEMENTARY SPANISH I",1
07,CALHOUN,WOH2012,"HISTORY OF WORLD CIVILIZATIONS",25
07,CALHOUN,100070,"M/J ART WORLD CULTR",1
07,CALHOUN,104340,"DRAW 1",12
07,CALHOUN,104350,"DRAW 2",1
07,CALHOUN,500500,"PERS,CAR,SCH DEV 1",129
07,CALHOUN,500510,"PERS,CAR,SCH DEV 2",37
07,CALHOUN,500520,"PERS,CAR,SCH DEV 3",15
07,CALHOUN,500530,"PERS,CAR,SCH DEV 4",2
07,CALHOUN,600000,"M/J EXPLOR WHEEL 1",140
07,CALHOUN,600020,"M/J EXPLOR WHEEL 3",88
07,CALHOUN,600030,"M/J EXPLOR WHEEL 4",46
07,CALHOUN,600040,"M/J EXPLOR WHEEL 5",15
07,CALHOUN,701320,"FRENCH 1",4
07,CALHOUN,701350,"FRENCH 4 HON",2
07,CALHOUN,708340,"SPANISH 1",60
07,CALHOUN,708350,"SPANISH 2",77
07,CALHOUN,1000010,"M/J INTENS READ (MC)",144
07,CALHOUN,1000410,"INTENS READ",187
07,CALHOUN,1001010,"M/J LANG ARTS 1",156
07,CALHOUN,1001040,"M/J LANG ARTS 2",152
07,CALHOUN,1001070,"M/J LANG ARTS 3",164
07,CALHOUN,1001310,"ENG 1",97
07,CALHOUN,1001320,"ENG HON 1",81
07,CALHOUN,1001340,"ENG 2",74
07,CALHOUN,1001350,"ENG HON 2",76
07,CALHOUN,1001370,"ENG 3",91
07,CALHOUN,1001380,"ENG HON 3",42
07,CALHOUN,1001400,"ENG 4",30
07,CALHOUN,1001405,"ENG 4: FL COLL PREP",39
07,CALHOUN,1001410,"ENG HON 4",30
07,CALHOUN,1006300,"JOURN 1",6
07,CALHOUN,1006310,"JOURN 2",3
07,CALHOUN,1008010,"M/J READ 1",125
07,CALHOUN,1008040,"M/J READ 2",130
07,CALHOUN,1008070,"M/J READ 3",104
07,CALHOUN,1008320,"READ HON",64
07,CALHOUN,1008330,"READ 3",48
07,CALHOUN,1200310,"ALG 1",62
07,CALHOUN,1200320,"ALG 1 HON",53
07,CALHOUN,1200330,"ALG 2",66
07,CALHOUN,1200340,"ALG 2 HON",89
07,CALHOUN,1200370,"ALG 1-A",42
07,CALHOUN,1200380,"ALG 1-B",31
07,CALHOUN,1200500,"ADV ALG W/FIN APP",11
07,CALHOUN,1200700,"MATH COLL READINESS",97
07,CALHOUN,1202340,"PRE-CALCULUS HON",1
07,CALHOUN,1204000,"M/J INTENS MATH (MC)",26
07,CALHOUN,1205010,"M/J MATH 1",134
07,CALHOUN,1205020,"M/J MATH 1 ADV",21
07,CALHOUN,1205040,"M/J MATH 2",147
07,CALHOUN,1205050,"M/J MATH 2, ADV",22
07,CALHOUN,1205070,"M/J PRE-ALG",101
07,CALHOUN,1206310,GEO,96
07,CALHOUN,1206320,"GEO HON",97
07,CALHOUN,1302000,"M/J BAND 1",9
07,CALHOUN,1302010,"M/J BAND 2",5
07,CALHOUN,1302020,"M/J BAND 3",5
07,CALHOUN,1302300,"BAND 1",6
07,CALHOUN,1302310,"BAND 2",2
07,CALHOUN,1302320,"BAND 3",1
07,CALHOUN,1303000,"M/J CHORUS 1",16
07,CALHOUN,1303010,"M/J CHORUS 2",18
07,CALHOUN,1303020,"M/J CHORUS 3",12
07,CALHOUN,1303300,"CHORUS 1",35
07,CALHOUN,1303310,"CHORUS 2",16
07,CALHOUN,1303320,"CHORUS 3",14
07,CALHOUN,1303330,"CHORUS 4",6
07,CALHOUN,1303340,"CHORUS 5 HON",2
07,CALHOUN,1400300,"PEER COUN 1",27
07,CALHOUN,1400310,"PEER COUN 2",3
07,CALHOUN,1400320,"PEER COUN 3",5
07,CALHOUN,1400330,"PEER COUN 4",3
07,CALHOUN,1501310,"FIT LIFST DESIGN",28
07,CALHOUN,1501340,"WEIGHT TRAIN 1",53
07,CALHOUN,1501350,"WEIGHT TRAIN 2",21
07,CALHOUN,1501360,"WEIGHT TRAIN 3",22
07,CALHOUN,1501390,"COMPRE FIT",33
07,CALHOUN,1501410,"POWER WEIGHT TRAIN 1",12
07,CALHOUN,1502410,"INDIV/DUAL SPRTS 1",51
07,CALHOUN,1502420,"INDIV/DUAL SPRTS 2",4
07,CALHOUN,1502430,"INDIV/DUAL SPRTS 3",12
07,CALHOUN,1502470,REC,4
07,CALHOUN,1502480,"OUTDOOR ED",5
07,CALHOUN,1503300,"TRACK & FIELD",1
07,CALHOUN,1503310,BASKETBALL,3
07,CALHOUN,1503350,"TEAM SPRTS 1",30
07,CALHOUN,1503360,"TEAM SPRTS 2",1
07,CALHOUN,1503400,"AEROBICS 1",6
07,CALHOUN,1503420,"AEROBICS 3",3
07,CALHOUN,1505500,"VOLLEYBALL 1",3
07,CALHOUN,1506320,"HOPE-PE V",156
07,CALHOUN,1508000,"M/J FITNESS GRADE 6",149
07,CALHOUN,1508200,"M/J TEAM SPORTS GRD7",163
07,CALHOUN,1508500,"M/J IND/DUAL SPT GD8",150
07,CALHOUN,1508600,"M/J COMPRE GRDE 6/7",1
07,CALHOUN,1900300,"DRIVER ED CLASS",16
07,CALHOUN,2000010,"M/J LIF SCI",9
07,CALHOUN,2000310,"BIO 1",77
07,CALHOUN,2000320,"BIO 1 HON",74
07,CALHOUN,2000360,"ANAT PHYSIO HON",54
07,CALHOUN,2001010,"M/J ERTH/SPA SCI",3
07,CALHOUN,2001310,"ERTH/SPA SCI",2
07,CALHOUN,2002040,"M/J COMPRE SCI 1",151
07,CALHOUN,2002070,"M/J COMPRE SCI 2",165
07,CALHOUN,2002100,"M/J COMPRE SCI 3",104
07,CALHOUN,2002110,"M/J COMPRE SCI 3 ADV",41
07,CALHOUN,2002340,"EXP SCI 1 HON",11
07,CALHOUN,2003310,"PHY SCI",118
07,CALHOUN,2003320,"PHY SCI HON",67
07,CALHOUN,2003340,"CHEM 1",1
07,CALHOUN,2003350,"CHEM 1 HON",36
07,CALHOUN,2003421,"AP PHYSICS 1",19
07,CALHOUN,2100010,"M/J US HIST",2
07,CALHOUN,2100015,"M/J US HIST&CAR PLAN",146
07,CALHOUN,2100310,"US HIST",96
07,CALHOUN,2100320,"US HIST HON",44
07,CALHOUN,2102310,ECONOMICS,33
07,CALHOUN,2102320,"ECONOMICS HONORS",33
07,CALHOUN,2102345,"ECON FIN LIT HON",2
07,CALHOUN,2105020,"M/J WORLD CLTRS",156
07,CALHOUN,2106010,"M/J CIVICS",170
07,CALHOUN,2106310,"US GOVT",43
07,CALHOUN,2106320,"US GOVT HON",32
07,CALHOUN,2109310,"WORLD HIST",95
07,CALHOUN,2109320,"WORLD HIST HON",36
07,CALHOUN,2200000,"M/J STUDY HALL 1",1
07,CALHOUN,2200010,"M/J STUDY HALL 2",3
07,CALHOUN,2200020,"M/J STUDY HALL 3",1
07,CALHOUN,2200300,"NC STUDY HALL 1",54
07,CALHOUN,2200310,"NC STUDY HALL 2",29
07,CALHOUN,2200320,"NC STUDY HALL 3",22
07,CALHOUN,2200330,"NC STUDY HALL 4",74
07,CALHOUN,2400300,"LEAD SKLS DEV",20
07,CALHOUN,2400310,"LEAD TECNQS",7
07,CALHOUN,2500500,"TEMP INSTR PL",4
07,CALHOUN,3026010,HOPE,4
07,CALHOUN,5002000,"INTROD TO CPTRS",27
07,CALHOUN,5010020,"FNC BAS SKLS READ E",1
07,CALHOUN,5010041,"LANG ARTS GRADE K",185
07,CALHOUN,5010042,"LANG ARTS GRADE 1",191
07,CALHOUN,5010043,"LANG ARTS GRADE 2",174
07,CALHOUN,5010044,"LANG ARTS GRADE 3",180
07,CALHOUN,5010045,"LANG ARTS GRADE 4",165
07,CALHOUN,5010046,"LANG ARTS GRADE 5",152
07,CALHOUN,5012020,"MATH GRADE K",185
07,CALHOUN,5012030,"MATH GRADE ONE",191
07,CALHOUN,5012040,"MATH GRADE TWO",174
07,CALHOUN,5012050,"MATH GRADE THREE",180
07,CALHOUN,5012060,"MATH GRADE FOUR",165
07,CALHOUN,5012070,"MATH GRADE FIVE",152
07,CALHOUN,5013060,"MUSIC - GRADE K",184
07,CALHOUN,5013070,"MUSIC - GRADE 1",192
07,CALHOUN,5013080,"MUSIC - GRADE 2",174
07,CALHOUN,5013090,"MUSIC-INTERM 1",182
07,CALHOUN,5013100,"MUSIC-INTERM 2",166
07,CALHOUN,5013110,"MUSIC-INTERM 3",130
07,CALHOUN,5015020,"PHYSICAL EDUCATION K",185
07,CALHOUN,5015030,"PHYSICAL EDUCATION 1",192
07,CALHOUN,5015040,"PHYSICAL EDUCATION 2",176
07,CALHOUN,5015050,"PHYSICAL EDUCATION 3",182
07,CALHOUN,5015060,"PHYSICAL EDUCATION 4",166
07,CALHOUN,5015070,"PHYSICAL EDUCATION 5",157
07,CALHOUN,5020010,"SCIENCE GRADE K",33
