"Students Absent 21 or More Days by School
2012-13, Final Survey 5 - Revised 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
13,DADE,312,"MATER GARDENS ACADEMY",624,8,"0,01282051282"
13,DADE,321,"BISCAYNE ELEMENTARY SCHOOL",821,96,"0,11693057247"
13,DADE,331,"CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER N",92,18,"0,19565217391"
13,DADE,332,"SOMERSET ACADEMY (SILVER PALMS)",660,24,"0,03636363636"
13,DADE,339,"SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD)",326,9,"0,02760736196"
13,DADE,341,"ARCHCREEK ELEMENTARY SCHOOL",650,15,"0,02307692307"
13,DADE,342,"PINECREST ACADEMY (SOUTH CAMPUS)",774,26,"0,03359173126"
13,DADE,351,"CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER SOUTH",121,58,"0,47933884297"
13,DADE,361,"BISCAYNE GARDENS ELEMENTARY",755,62,"0,08211920529"
13,DADE,400,"RENAISSANCE ELEMENTARY CHARTER SCHOOL",956,19,"0,01987447698"
13,DADE,401,"VAN E. BLANTON ELEMENTARY SCHOOL",644,7,"0,01086956521"
13,DADE,410,"ACADEMIR CHARTER SCHOOL WEST",628,11,"0,01751592356"
13,DADE,441,"BLUE LAKES ELEMENTARY SCHOOL",549,59,"0,10746812386"
13,DADE,451,"BOWMAN ASHE/DOOLIN K-8 ACADEMY",1579,93,"0,05889803673"
13,DADE,461,"BRENTWOOD ELEMENTARY SCHOOL",913,34,"0,03723986856"
13,DADE,481,"JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY",908,59,"0,06497797356"
13,DADE,510,"ARCHIMEDEAN ACADEMY",587,19,"0,03236797274"
13,DADE,520,"SOMERSET ACADEMY CHARTER",588,21,"0,03571428571"
13,DADE,521,"BROADMOOR ELEMENTARY SCHOOL",516,40,"0,07751937984"
13,DADE,561,"W. J. BRYAN ELEMENTARY",870,54,"0,06206896551"
13,DADE,600,"PINECREST PREPARATORY ACADEMY",668,6,"0,00898203592"
13,DADE,641,"BUNCHE PARK ELEMENTARY SCHOOL",378,48,"0,12698412698"
13,DADE,651,"CAMPBELL DRIVE K-8 CENTER",966,109,"0,11283643892"
13,DADE,661,"CARIBBEAN ELEMENTARY SCHOOL",766,59,"0,07702349869"
13,DADE,671,"CALUSA ELEMENTARY SCHOOL",953,26,"0,02728226652"
13,DADE,681,"CAROL CITY ELEMENTARY SCHOOL",816,74,"0,0906862745"
13,DADE,721,"GEORGE W. CARVER ELEMENTARY SCHOOL",574,27,"0,04703832752"
13,DADE,761,"FIENBERG/FISHER  K-8 CENTER",968,70,"0,07231404958"
13,DADE,771,"WILLIAM A. CHAPMAN ELEMENTARY SCHOOL",630,82,"0,13015873015"
13,DADE,801,"CITRUS GROVE ELEMENTARY SCHOOL",1021,91,"0,08912830558"
13,DADE,831,"CLAUDE PEPPER ELEMENTARY SCHOOL",837,42,"0,05017921146"
13,DADE,841,"COCONUT GROVE ELEMENTARY SCHOOL",440,13,"0,02954545454"
13,DADE,861,"COLONIAL DRIVE ELEMENTARY SCHOOL",334,15,"0,04491017964"
13,DADE,881,"COMSTOCK ELEMENTARY SCHOOL",646,65,"0,10061919504"
13,DADE,921,"NEVA KING COOPER EDUCATIONAL CENTER",117,44,"0,37606837606"
13,DADE,950,"AVENTURA CITY OF EXCELLENCE SCHOOL",1008,36,"0,03571428571"
13,DADE,961,"CORAL GABLES PREPARATORY ACADEMY",814,16,"0,01965601965"
13,DADE,1001,"CORAL PARK ELEMENTARY SCHOOL",1211,42,"0,03468208092"
13,DADE,1010,"THE CHARTER SCHOOL AT WATERSTONE",949,28,"0,02950474183"
13,DADE,1014,"ADVANCED LEARNING CHARTER SCHOOL",465,15,"0,03225806451"
13,DADE,1017,"MATER ACADEMY OF INTERNATIONAL STUDIES",523,10,"0,01912045889"
13,DADE,1020,"YOUTH CO-OP CHARTER SCHOOL",630,21,"0,03333333333"
13,DADE,1041,"CORAL REEF ELEMENTARY SCHOOL",873,11,"0,01260022909"
13,DADE,1070,"SOUTH FLORIDA AUTISM CHARTER SCHOOL INC",145,9,"0,06206896551"
13,DADE,1081,"CORAL TERRACE ELEMENTARY SCHOOL",547,35,"0,06398537477"
13,DADE,1121,"CORAL WAY K-8 CENTER",1632,71,"0,04350490196"
13,DADE,1161,"CRESTVIEW ELEMENTARY SCHOOL",563,11,"0,01953818827"
13,DADE,1241,"CUTLER RIDGE ELEMENTARY SCHOOL",864,33,"0,03819444444"
13,DADE,1281,"CYPRESS ELEMENTARY SCHOOL",358,12,"0,03351955307"
13,DADE,1331,"DEVON AIRE K-8 CENTER",1601,43,"0,02685821361"
13,DADE,1361,"FREDERICK R. DOUGLASS ELEMENTARY",445,57,"0,12808988764"
13,DADE,1371,"MARJORY STONEMAN DOUGLAS ELEM",1123,54,"0,0480854853"
13,DADE,1401,"CHARLES R DREW K-8 CENTER",416,34,"0,08173076923"
13,DADE,1441,"PAUL LAURENCE DUNBAR K-8 CENTER",461,31,"0,0672451193"
13,DADE,1481,"JOHN G. DUPUIS ELEMENTARY SCHOOL",796,70,"0,08793969849"
13,DADE,1521,"AMELIA EARHART ELEMENTARY SCHOOL",532,59,"0,11090225563"
13,DADE,1561,"EARLINGTON HEIGHTS ELEMENTARY SCHOOL",603,68,"0,1127694859"
13,DADE,1601,"EDISON PARK K-8 CENTER",486,50,"0,10288065843"
13,DADE,1641,"EMERSON ELEMENTARY SCHOOL",432,13,"0,03009259259"
13,DADE,1681,"LILLIE C. EVANS K-8 CENTER",585,20,"0,03418803418"
13,DADE,1691,"CHRISTINA M. EVE ELEMENTARY SCHOOL",703,7,"0,00995732574"
13,DADE,1721,"EVERGLADES K-8 CENTER",1274,54,"0,04238618524"
13,DADE,1761,"DAVID FAIRCHILD ELEMENTARY SCHOOL",675,22,"0,03259259259"
13,DADE,1801,"FAIRLAWN ELEMENTARY SCHOOL",744,18,"0,02419354838"
13,DADE,1811,"DANTE B. FASCELL ELEMENTARY SCHOOL",608,29,"0,04769736842"
13,DADE,1841,"FLAGAMI ELEMENTARY SCHOOL",530,15,"0,02830188679"
13,DADE,1881,"HENRY M. FLAGLER ELEMENTARY SCHOOL",926,47,"0,05075593952"
13,DADE,1921,"FLAMINGO ELEMENTARY SCHOOL",824,27,"0,03276699029"
13,DADE,2001,"FLORIDA CITY ELEMENTARY SCHOOL",971,129,"0,13285272914"
13,DADE,2003,"BRIDGEPOINT ACADEMY",320,15,"0,046875"
13,DADE,2004,"ISAAC: INTEGRATED SCIENCE AND ASIAN CULTURE ACADEMY",26,1,"0,03846153846"
13,DADE,2006,"RICHARD ALLEN LEADERSHIP ACADEMY",92,5,"0,05434782608"
13,DADE,2007,"SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAMPUS",480,6,"0,0125"
13,DADE,2012,"SOMERSET ARTS ACADEMY",317,19,"0,05993690851"
13,DADE,2013,"BRIDGEPOINT ACADEMY OF GREATER MIAMI",301,18,"0,05980066445"
13,DADE,2021,"GLORIA FLOYD ELEMENTARY SCHOOL",681,30,"0,04405286343"
13,DADE,2041,"BENJAMIN FRANKLIN K-8 CENTER",601,16,"0,02662229617"
13,DADE,2060,"THEODORE R. AND THELMA A. GIBSON CHARTER SCHOOL",284,50,"0,17605633802"
13,DADE,2081,"FULFORD ELEMENTARY SCHOOL",602,32,"0,05315614617"
13,DADE,2111,"HIALEAH GARDENS ELEMENTARY SCHOOL",980,53,"0,05408163265"
13,DADE,2151,"JACK DAVID GORDON ELEMENTARY SCHOOL",1174,47,"0,04003407155"
13,DADE,2161,"GOLDEN GLADES ELEMENTARY SCHOOL",323,30,"0,09287925696"
13,DADE,2181,"JOELLA GOOD ELEMENTARY SCHOOL",1008,49,"0,04861111111"
13,DADE,2191,"SPANISH LAKE ELEMENTARY SCHOOL",1821,91,"0,04997254255"
13,DADE,2241,"GRATIGNY ELEMENTARY SCHOOL",813,40,"0,049200492"
13,DADE,2261,"GREENGLADE ELEMENTARY SCHOOL",544,35,"0,06433823529"
13,DADE,2281,"GREYNOLDS PARK ELEMENTARY SCHOOL",872,68,"0,07798165137"
13,DADE,2321,"GULFSTREAM ELEMENTARY SCHOOL",770,81,"0,10519480519"
13,DADE,2331,"CHARLES R HADLEY ELEMENTARY SCHOOL",1112,32,"0,02877697841"
13,DADE,2341,"JOE HALL ELEMENTARY SCHOOL",643,35,"0,05443234836"
13,DADE,2351,"ENEIDA M. HARTNER ELEMENTARY SCHOOL",664,47,"0,07078313253"
13,DADE,2361,"HIALEAH ELEMENTARY SCHOOL",783,38,"0,04853128991"
13,DADE,2371,"WEST HIALEAH GARDENS ELEMENTARY SCHOOL",1281,60,"0,04683840749"
13,DADE,2401,"HIBISCUS ELEMENTARY SCHOOL",614,38,"0,06188925081"
13,DADE,2441,"VIRGINIA A BOONE-HIGHLAND OAKS SCHOOL",796,35,"0,04396984924"
13,DADE,2501,"HOLMES ELEMENTARY SCHOOL",720,88,"0,12222222222"
13,DADE,2511,"ZORA NEALE HURSTON ELEMENTARY SCHOOL",878,37,"0,04214123006"
13,DADE,2521,"OLIVER HOOVER ELEMENTARY SCHOOL",881,33,"0,03745743473"
13,DADE,2531,"THENA CROWDER EARLY CHILDHOOD DIAGNOSTIC SPECIAL EDUCATION CENTER",75,22,"0,29333333333"
13,DADE,2541,"HOWARD DRIVE ELEMENTARY SCHOOL",699,31,"0,0443490701"
13,DADE,2581,"MADIE IVES COMMUNITY ELEMENTARY SCHOOL",807,32,"0,03965303593"
13,DADE,2641,"KENDALE ELEMENTARY SCHOOL",527,17,"0,03225806451"
13,DADE,2651,"KENDALE LAKES ELEMENTARY SCHOOL",782,51,"0,0652173913"
13,DADE,2661,"KENSINGTON PARK ELEMENTARY SCHOOL",1354,110,"0,08124076809"
13,DADE,2701,"KENWOOD K-8 CENTER",1136,29,"0,02552816901"
13,DADE,2741,"KEY BISCAYNE K-8 CENTER",1417,26,"0,01834862385"
13,DADE,2781,"KINLOCH PARK ELEMENTARY SCHOOL",921,56,"0,06080347448"
13,DADE,2801,"LAKE STEVENS ELEMENTARY SCHOOL",335,24,"0,07164179104"
13,DADE,2821,"LAKEVIEW ELEMENTARY SCHOOL",476,29,"0,06092436974"
13,DADE,2881,"LEEWOOD K-8 CENTER",828,14,"0,01690821256"
13,DADE,2891,"WILLIAM H. LEHMAN ELEMENTARY SCHOOL",703,23,"0,03271692745"
13,DADE,2901,"LEISURE CITY K-8 CENTER",1260,105,"0,08333333333"
13,DADE,2911,"LINDA LENTIN K-8 CENTER",1076,42,"0,03903345724"
13,DADE,2941,"LAURA C. SAUNDERS ELEMENTARY SCHOOL",862,62,"0,07192575406"
13,DADE,2981,"LIBERTY CITY ELEMENTARY SCHOOL",598,45,"0,07525083612"
13,DADE,3021,"JESSE J. MCCRARY, JR. ELEMENTARY SCHOOL",748,48,"0,06417112299"
13,DADE,3024,"FLORIDA INTERNATIONAL ELEMENTARY ACADEMY",490,47,"0,09591836734"
13,DADE,3025,"ADVANTAGE ACADEMY SANTA FE",311,17,"0,05466237942"
13,DADE,3026,"ADVANTAGE ACADEMY OF MATH AND SCIENCE AT SUMMERVILLE",117,6,"0,05128205128"
13,DADE,3027,"ADVANTAGE ACADEMY OF MATH AND SCIENCE AT WATERSTONE",256,17,"0,06640625"
13,DADE,3029,"DORAL ACADEMY OF TECHNOLOGY",207,1,"0,00483091787"
13,DADE,3030,"DORAL ACADEMY",951,8,"0,00841219768"
13,DADE,3032,"PALM GLADES PREPARATORY ACADEMY",496,33,"0,06653225806"
13,DADE,3033,"SOMERSET OAKS ACADEMY",57,5,"0,08771929824"
13,DADE,3034,"BRIDGEPOINT ACADEMY OF VILLAGE GREEN",190,17,"0,08947368421"
13,DADE,3035,"RAMZ ACADEMY K-5 MIAMI CAMPUS",163,12,"0,0736196319"
13,DADE,3041,"LORAH PARK ELEMENTARY SCHOOL",492,21,"0,04268292682"
13,DADE,3051,"TOUSSAINT L'OUVERTURE ELEMENTARY",581,39,"0,06712564543"
13,DADE,3061,"LUDLAM ELEMENTARY SCHOOL",455,22,"0,04835164835"
13,DADE,3100,"MATER ACADEMY EAST CHARTER",655,21,"0,0320610687"
13,DADE,3101,"FRANK CRAWFORD MARTIN K-8 CENTER",1202,21,"0,01747088186"
13,DADE,3111,"WESLEY MATTHEWS ELEMENTARY SCHOOL",551,8,"0,01451905626"
13,DADE,3141,"MEADOWLANE ELEMENTARY SCHOOL",1194,50,"0,0418760469"
13,DADE,3181,"MELROSE ELEMENTARY SCHOOL",892,44,"0,04932735426"
13,DADE,3191,"ADA MERRITT K-8 CENTER",735,7,"0,00952380952"
13,DADE,3241,"MIAMI GARDENS ELEMENTARY SCHOOL",337,20,"0,059347181"
13,DADE,3261,"MIAMI HEIGHTS ELEMENTARY SCHOOL",1294,79,"0,06105100463"
13,DADE,3281,"MIAMI LAKES K-8 CENTER",1467,52,"0,03544648943"
13,DADE,3301,"MIAMI PARK ELEMENTARY SCHOOL",562,67,"0,11921708185"
13,DADE,3341,"MIAMI SHORES ELEMENTARY SCHOOL",844,30,"0,03554502369"
13,DADE,3381,"MIAMI SPRINGS ELEMENTARY SCHOOL",622,33,"0,05305466237"
13,DADE,3421,"MARCUS A. MILAM K-8 CENTER",1144,82,"0,07167832167"
13,DADE,3431,"PHYLLIS R. MILLER ELEMENTARY SCHOOL",764,29,"0,03795811518"
13,DADE,3501,"MORNINGSIDE K-8 ACADEMY",507,12,"0,02366863905"
13,DADE,3541,"ROBERT RUSSA MOTON ELEMENTARY SCHOOL",400,30,"0,075"
13,DADE,3581,"MYRTLE GROVE K-8 CENTER",483,49,"0,10144927536"
13,DADE,3600,"DOWNTOWN MIAMI CHARTER SCHOOL",696,52,"0,07471264367"
13,DADE,3610,"KEYS GATE CHARTER SCHOOL",2194,188,"0,08568824065"
13,DADE,3621,"COCONUT PALM K-8 ACADEMY",1455,77,"0,05292096219"
13,DADE,3661,"NATURAL BRIDGE ELEMENTARY SCHOOL",725,40,"0,05517241379"
13,DADE,3701,"NORLAND ELEMENTARY SCHOOL",749,49,"0,06542056074"
13,DADE,3741,"NORTH BEACH ELEMENTARY SCHOOL",1101,49,"0,04450499545"
13,DADE,3781,"BARBARA HAWKINS ELEMENTARY SCHOOL",378,20,"0,05291005291"
13,DADE,3821,"NORTH COUNTY K-8 CENTER",468,27,"0,05769230769"
13,DADE,3861,"NORTH GLADE ELEMENTARY SCHOOL",420,24,"0,05714285714"
13,DADE,3901,"NORTH HIALEAH ELEMENTARY SCHOOL",681,41,"0,06020558002"
13,DADE,3941,"NORTH MIAMI ELEMENTARY SCHOOL",685,20,"0,02919708029"
13,DADE,3981,"NORTH TWIN LAKES ELEMENTARY SCHOOL",637,32,"0,0502354788"
13,DADE,4000,"MIAMI CHILDREN'S MUSEUM CHARTER SCHOOL",320,26,"0,08125"
13,DADE,4001,"NORWOOD ELEMENTARY SCHOOL",564,33,"0,05851063829"
13,DADE,4012,"SOMERSET ACADEMY AT SILVER PALMS",641,25,"0,03900156006"
13,DADE,4021,"OAK GROVE ELEMENTARY SCHOOL",791,29,"0,03666245259"
13,DADE,4031,"GATEWAY ENVIRONMENTAL K-8 LEARNING CENTER",1980,162,"0,08181818181"
13,DADE,4061,"OJUS ELEMENTARY SCHOOL",1005,39,"0,03880597014"
13,DADE,4070,"EARLY BEGINNINGS ACADEMY CIVIC CENTER",152,62,"0,40789473684"
13,DADE,4071,"OLINDA ELEMENTARY SCHOOL",439,17,"0,03872437357"
13,DADE,4081,"PRIMARY LEARNING CENTER",216,4,"0,01851851851"
13,DADE,4091,"OLYMPIA HEIGHTS ELEMENTARY SCHOOL",572,44,"0,07692307692"
13,DADE,4121,"DR. ROBERT B. INGRAM/OPA-LOCKA ELEMENTARY SCHOOL",493,38,"0,0770791075"
13,DADE,4171,"ORCHARD VILLA ELEMENTARY SCHOOL",596,79,"0,13255033557"
13,DADE,4221,"PALMETTO ELEMENTARY SCHOOL",683,16,"0,02342606149"
13,DADE,4241,"PALM LAKES ELEMENTARY SCHOOL",962,50,"0,05197505197"
13,DADE,4261,"PALM SPRINGS ELEMENTARY SCHOOL",796,17,"0,02135678391"
13,DADE,4281,"PALM SPRINGS NORTH ELEMENTARY SCHOOL",1100,27,"0,02454545454"
13,DADE,4301,"PARKVIEW ELEMENTARY SCHOOL",457,21,"0,04595185995"
13,DADE,4341,"PARKWAY ELEMENTARY SCHOOL",449,26,"0,05790645879"
13,DADE,4381,"DR. HENRY E. PERRINE ACADEMY OF THE ARTS",832,41,"0,04927884615"
13,DADE,4391,"IRVING & BEATRICE PESKOE K-8 CENTER",777,38,"0,0489060489"
13,DADE,4401,"KELSEY L. PHARR ELEMENTARY SCHOOL",382,42,"0,10994764397"
13,DADE,4421,"PINECREST ELEMENTARY SCHOOL",1080,26,"0,02407407407"
13,DADE,4441,"PINE LAKE ELEMENTARY SCHOOL",506,14,"0,02766798418"
13,DADE,4461,"PINE VILLA ELEMENTARY SCHOOL",534,55,"0,10299625468"
13,DADE,4491,"HENRY E.S. REEVES ELEMENTARY SCHOOL",899,47,"0,05228031145"
13,DADE,4501,"POINCIANA PARK ELEMENTARY SCHOOL",511,82,"0,16046966731"
13,DADE,4511,"DR. GILBERT L. PORTER ELEMENTARY SCHOOL",852,47,"0,05516431924"
13,DADE,4541,"RAINBOW PARK ELEMENTARY SCHOOL",441,36,"0,08163265306"
13,DADE,4581,"REDLAND ELEMENTARY SCHOOL",990,53,"0,05353535353"
13,DADE,4611,"REDONDO ELEMENTARY SCHOOL",778,61,"0,07840616966"
13,DADE,4651,"ETHEL F. BECKFORD/RICHMOND ELEMENTARY SCHOOL",326,38,"0,11656441717"
13,DADE,4681,"RIVERSIDE ELEMENTARY COMMUNITY SCHOOL",1333,74,"0,05551387846"
13,DADE,4691,"JANE S. ROBERTS K-8 CENTER",978,47,"0,04805725971"
13,DADE,4721,"ROCKWAY ELEMENTARY SCHOOL",478,7,"0,01464435146"
13,DADE,4741,"ROYAL GREEN ELEMENTARY SCHOOL",636,17,"0,02672955974"
13,DADE,4761,"ROYAL PALM ELEMENTARY SCHOOL",584,31,"0,05308219178"
13,DADE,4801,"GERTRUDE K. EDLEMAN/SABAL PALM ELEMENTARY SCHOOL",806,41,"0,05086848635"
13,DADE,4841,"SANTA CLARA ELEMENTARY SCHOOL",671,37,"0,05514157973"
13,DADE,4881,"SCOTT LAKE ELEMENTARY SCHOOL",606,29,"0,04785478547"
13,DADE,4921,"SEMINOLE ELEMENTARY SCHOOL",598,55,"0,09197324414"
13,DADE,4961,"SHADOWLAWN ELEMENTARY SCHOOL",380,19,"0,05"
13,DADE,5001,"SHENANDOAH ELEMENTARY SCHOOL",1171,54,"0,0461144321"
13,DADE,5003,"SOUTH DADE MIDDLE SCHOOL",1397,155,"0,11095204008"
13,DADE,5005,"DAVID LAWRENCE JR. K-8 CENTER",1798,119,"0,06618464961"
13,DADE,5006,"EVERGLADES PREPARATORY ACADEMY",647,28,"0,04327666151"
13,DADE,5007,"LINCOLN-MARTI CHARTER SCHOOLS HIALEAH CAMPUS",403,44,"0,10918114143"
13,DADE,5008,"SOMERSET GABLES ACADEMY",238,4,"0,01680672268"
13,DADE,5010,"OXFORD ACADEMY OF MIAMI",260,5,"0,01923076923"
13,DADE,5020,"BRIDGEPOINT ACADEMY INTERAMERICAN",212,15,"0,07075471698"
13,DADE,5021,"BEN SHEPPARD ELEMENTARY SCHOOL",1142,57,"0,04991243432"
13,DADE,5022,"BEN GAMLA CHARTER SCHOOL",249,13,"0,05220883534"
13,DADE,5025,"LINCOLN-MARTI CHARTER SCHOOL LITTLE HAVANA CAMPUS",756,105,"0,13888888888"
13,DADE,5029,"EXCELSIOR LANGUAGE ACADEMY OF HIALEAH",582,29,"0,04982817869"
13,DADE,5032,"EXCELSIOR CHARTER ACADEMY",245,19,"0,0775510204"
13,DADE,5041,"SILVER BLUFF ELEMENTARY SCHOOL",653,56,"0,08575803981"
13,DADE,5043,"LINCOLN-MARTI SCHOOLS INTERNATIONAL CAMPUS",358,42,"0,11731843575"
13,DADE,5044,"ACADEMY FOR INTERNATIONAL EDUCATION CHARTER SCHOOL",342,13,"0,0380116959"
13,DADE,5045,"MATER GROVE ACADEMY",109,1,"0,00917431192"
13,DADE,5046,"MATER BRICKELL PREPARATORY ACADEMY",164,1,"0,00609756097"
13,DADE,5047,"MATER ACADEMY MIAMI BEACH",575,26,"0,0452173913"
13,DADE,5048,"PINECREST ACADEMY (NORTH CAMPUS)",431,4,"0,00928074245"
13,DADE,5049,"PINECREST COVE ACADEMY",648,12,"0,01851851851"
13,DADE,5051,"ERNEST R. GRAHAM K-8 CENTER",1577,45,"0,0285351934"
13,DADE,5054,"MATER ACADEMY AT MOUNT SINAI",45,1,"0,02222222222"
13,DADE,5061,"DR. CARLOS J. FINLAY ELEMENTARY",541,23,"0,04251386321"
13,DADE,5081,"SKYWAY ELEMENTARY SCHOOL",471,21,"0,04458598726"
13,DADE,5091,"SOUTH POINTE ELEMENTARY SCHOOL",666,23,"0,03453453453"
13,DADE,5101,"JOHN I. SMITH K-8 CENTER",1448,36,"0,02486187845"
13,DADE,5121,"SNAPPER CREEK ELEMENTARY SCHOOL",553,13,"0,02350813743"
13,DADE,5131,"N DADE CENTER FOR MODERN LANGUAGE",403,6,"0,01488833746"
13,DADE,5141,"HUBERT O. SIBLEY K-8 CENTER",955,41,"0,04293193717"
13,DADE,5201,"SOUTH HIALEAH ELEMENTARY SCHOOL",1355,82,"0,06051660516"
13,DADE,5241,"SOUTH MIAMI K-8 CENTER",881,26,"0,02951191827"
13,DADE,5281,"SOUTH MIAMI HEIGHTS ELEMENTARY",722,50,"0,06925207756"
13,DADE,5321,"SOUTHSIDE ELEMENTARY SCHOOL",941,38,"0,04038257173"
13,DADE,5361,"SPRINGVIEW ELEMENTARY SCHOOL",534,17,"0,03183520599"
13,DADE,5381,"E.W.F. STIRRUP ELEMENTARY SCHOOL",946,40,"0,04228329809"
13,DADE,5401,"SUNSET ELEMENTARY SCHOOL",1128,13,"0,01152482269"
13,DADE,5410,"ALPHA CHARTER OF EXCELLENCE",133,16,"0,12030075187"
13,DADE,5421,"SUNSET PARK ELEMENTARY SCHOOL",715,32,"0,04475524475"
13,DADE,5431,"SWEETWATER ELEMENTARY SCHOOL",971,45,"0,04634397528"
13,DADE,5441,"SYLVANIA HEIGHTS ELEMENTARY SCHOOL",591,26,"0,04399323181"
13,DADE,5481,"TREASURE ISLAND ELEMENTARY SCHOOL",797,86,"0,1079046424"
13,DADE,5521,"TROPICAL ELEMENTARY SCHOOL",564,93,"0,16489361702"
13,DADE,5561,"FRANCES S. TUCKER ELEMENTARY SCHOOL",471,42,"0,08917197452"
13,DADE,5601,"TWIN LAKES ELEMENTARY SCHOOL",666,7,"0,01051051051"
13,DADE,5641,"VILLAGE GREEN ELEMENTARY SCHOOL",420,14,"0,03333333333"
13,DADE,5671,"VINELAND K-8 CENTER",913,22,"0,02409638554"
13,DADE,5711,"MAE M. WALTERS ELEMENTARY SCHOOL",816,33,"0,04044117647"
13,DADE,5791,"WEST HOMESTEAD ELEMENTARY SCHOOL",815,91,"0,11165644171"
13,DADE,5831,"HENRY S. WEST LABORATORY SCHOOL",266,2,"0,00751879699"
13,DADE,5861,"DR. HENRY W. MACK/WEST LITTLE RIVER K-8 CENTER",509,35,"0,06876227897"
13,DADE,5901,"CARRIE P. MEEK/WESTVIEW K-8 CENTER",648,51,"0,0787037037"
13,DADE,5931,"PHYLLIS WHEATLEY ELEMENTARY SCHOOL",356,42,"0,11797752808"
13,DADE,5951,"WHISPERING PINES ELEMENTARY SCHOOL",702,42,"0,05982905982"
13,DADE,5961,"WINSTON PARK K-8 CENTER",1395,41,"0,029390681"
13,DADE,5971,"NATHAN B. YOUNG ELEMENTARY SCHOOL",435,65,"0,14942528735"
13,DADE,5981,"DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL",900,80,"0,08888888888"
13,DADE,5991,"CHARLES DAVID WYCHE, JR ELEMENTARY SCHOOL",873,83,"0,09507445589"
13,DADE,6001,"HERBERT A. AMMONS MIDDLE SCHOOL",1205,6,"0,00497925311"
13,DADE,6003,"PINECREST ACADEMY MIDDLE SCHOOL (NORTH CAMPUS)",19,0,0
13,DADE,6004,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL",230,17,"0,07391304347"
13,DADE,6005,"RAMZ ACADEMY 6-8 MIDDLE, MIAMI CAMPUS",111,6,"0,05405405405"
13,DADE,6006,"ARCHIMEDEAN MIDDLE CONSERVATORY",323,6,"0,01857585139"
13,DADE,6008,"LAWRENCE ACADEMY",107,17,"0,15887850467"
13,DADE,6009,"MATER EAST ACADEMY MIDDLE SCHOOL",346,28,"0,08092485549"
13,DADE,6010,"FLORIDA INT'L ACADEMY CHARTER",389,22,"0,05655526992"
13,DADE,6011,"ALLAPATTAH MIDDLE SCHOOL",712,151,"0,21207865168"
13,DADE,6012,"MATER ACADEMY CHARTER MIDDLE",1463,38,"0,02597402597"
13,DADE,6013,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (SOUTH HOMESTEAD)",135,8,"0,05925925925"
13,DADE,6020,"ASPIRA RAUL ARNALDO MARTINEZ CHARTER SCHOOL",628,5,"0,00796178343"
13,DADE,6021,"ARVIDA MIDDLE SCHOOL",1325,43,"0,03245283018"
13,DADE,6022,"PINECREST ACADEMY CHARTER MIDDLE SCHOOL",709,29,"0,04090267983"
13,DADE,6023,"ANDOVER MIDDLE SCHOOL",1130,60,"0,05309734513"
13,DADE,6028,"RENAISSANCE MIDDLE CHARTER SCHOOL",477,32,"0,06708595387"
13,DADE,6030,"DORAL ACADEMY CHARTER MIDDLE SCHOOL",1195,48,"0,04016736401"
13,DADE,6031,"BROWNSVILLE MIDDLE SCHOOL",954,193,"0,20230607966"
13,DADE,6033,"MATER ACADEMY LAKES MIDDLE SCHOOL",745,7,"0,00939597315"
13,DADE,6040,"DOCTORS CHARTER SCHOOL OF MIAMI SHORES",583,11,"0,01886792452"
13,DADE,6041,"PAUL W. BELL MIDDLE SCHOOL",639,60,"0,09389671361"
13,DADE,6042,"MATER GARDENS ACADEMY MIDDLE SCHOOL",281,0,0
13,DADE,6043,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (COUNTRY PALMS)",40,3,"0,075"
13,DADE,6045,"INTERNATIONAL STUDIES CHARTER MIDDLE SCHOOL",269,3,"0,01115241635"
13,DADE,6047,"MATER ACADEMY MIDDLE SCHOOL OF INTERNATIONAL STUDIES",132,2,"0,01515151515"
13,DADE,6048,"MIAMI COMMUNITY CHARTER MIDDLE SCHOOL",329,11,"0,03343465045"
13,DADE,6049,"RIVER CITIES COMMUNITY CHARTER SCHOOL",146,16,"0,10958904109"
13,DADE,6051,"CAROL CITY MIDDLE SCHOOL",721,113,"0,15672676837"
13,DADE,6052,"ZELDA GLAZER MIDDLE SCHOOL",1381,70,"0,05068790731"
13,DADE,6053,"SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS",133,5,"0,03759398496"
13,DADE,6060,"ASPIRA SOUTH YOUTH LEADERSHIP CHARTER SCHOOL",347,18,"0,05187319884"
13,DADE,6061,"CAMPBELL DRIVE MIDDLE SCHOOL",706,151,"0,21388101983"
