"STUDENT AVERAGE DAILY ATTENDANCE/AVERAGE DAILY MEMBERSHIP REPORT BY SCHOOL",,,,,,,,,
"2014-15 SURVEY 5 FINAL AS OF 02/29/2016",,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).  A blank cell indicates no students in ADM.",,,,,,,,,
,,,,,,,,,
"DISTRICT NUMBER","DISTRICT NAME","SCHOOL NUMBER","SCHOOL NAME","DAYS PRESENT","DAYS ABSENT",TOTAL,"PERCENT PRESENT","AVERAGE DAILY ATTENDANCE ","AVERAGE DAILY MEMBERSHIP"
,,,,,,,,,
1,ALACHUA,21,"CHARLES W. DUVAL ELEM SCH",38094,2600,40694,"0,9361085172261266",212,226
1,ALACHUA,31,"J. J. FINLEY ELEMENTARY S",104695,4701,109396,"0,9570276792570113",582,608
1,ALACHUA,41,"STEPHEN FOSTER ELEMENTARY",82838,3564,86402,"0,9587509548390084",460,480
1,ALACHUA,52,"A.QUINN JONES/EXCEP.STUD.",15952,2099,18051,"0,8837183535538198",89,100
1,ALACHUA,71,"LAKE FOREST ELEMENTARY SC",55708,4420,60128,"0,9264901543374136",309,334
1,ALACHUA,81,"SIDNEY LANIER CENTER",27594,4604,32198,"0,8570097521585192",153,179
1,ALACHUA,82,"HOSPITAL HOMEBOUND",*,*,*,*,*,*
1,ALACHUA,91,"LITTLEWOOD ELEMENTARY SCH",112248,6025,118273,"0,9490585340694833",624,657
1,ALACHUA,101,"W. A. METCALFE ELEMENTARY",88391,6998,95389,"0,9266372432880101",491,530
1,ALACHUA,111,"JOSEPH WILLIAMS ELEM. SCH",94234,5645,99879,"0,9434816127514293",524,555
1,ALACHUA,112,"ABRAHAM LINCOLN MIDDLE SC",122127,6175,128302,"0,9518713659958535",678,713
1,ALACHUA,121,"HOWARD W. BISHOP MIDDLE S",125911,7071,132982,"0,9468273901731061",700,739
1,ALACHUA,141,"WESTWOOD MIDDLE SCHOOL",157266,9330,166596,"0,9439962544118706",874,926
1,ALACHUA,151,"GAINESVILLE HIGH SCHOOL",290576,19637,310213,"0,9366983330808186",1614,1723
1,ALACHUA,161,"ALACHUA ELEMENTARY SCHOOL",60874,2933,63807,"0,9540332565392512",338,354
1,ALACHUA,171,"ARCHER ELEMENTARY",85200,4186,89386,"0,9531694001297742",473,497
1,ALACHUA,201,"HAWTHORNE MIDDLE/HIGH SCH",41478,3727,45205,"0,9175533679902665",230,251
1,ALACHUA,221,"A. L. MEBANE MIDDLE SCHOO",66964,3650,70614,"0,9483105333220041",372,392
1,ALACHUA,261,"NEWBERRY HIGH SCHOOL",96116,7550,103666,"0,9271699496459784",534,576
1,ALACHUA,271,"SANTA FE HIGH SCHOOL",178182,15018,193200,"0,9222670807453416",990,1073
1,ALACHUA,281,"CHESTER SHELL ELEMENTARY",35478,2427,37905,"0,93597150771666",197,211
1,ALACHUA,291,"WALDO COMMUNITY SCHOOL",32554,2383,34937,"0,9317915104330652",181,194
1,ALACHUA,311,"MYRA TERWILLIGER ELEM. SC",117461,7858,125319,"0,9372960205555423",653,696
1,ALACHUA,321,"IDYLWILD ELEMENTARY SCHOO",121270,7930,129200,"0,9386222910216718",674,718
1,ALACHUA,331,"GLEN SPRINGS ELEMENTARY S",83077,3347,86424,"0,9612723317596964",462,480
1,ALACHUA,341,"MARJORIE KINNAN RAWLINGS",57008,4496,61504,"0,9268990634755463",317,342
1,ALACHUA,411,"PROFESSIONAL ACADEMY MAGN",33852,3650,37502,"0,9026718575009333",188,208
1,ALACHUA,412,"HORIZON CTR. ALTERNATIVE",9157,4412,13569,"0,6748470778981502",51,75
1,ALACHUA,421,"EASTSIDE HIGH SCHOOL",228578,18059,246637,"0,9267790315321708",1270,1370
1,ALACHUA,431,"F. W. BUCHHOLZ HIGH SCHOO",349058,25249,374307,"0,9325446758943862",1939,2079
1,ALACHUA,461,"HIGH SPRINGS COMMUNITY SC",140532,7283,147815,"0,9507289517302033",781,821
1,ALACHUA,481,"FORT CLARKE MIDDLE SCHOOL",143390,8016,151406,"0,9470562593292208",797,841
1,ALACHUA,482,"HIDDEN OAK ELEMENTARY SCH",134529,6070,140599,"0,9568275734535807",747,781
1,ALACHUA,492,"FEARNSIDE FAMILY SERVICES",9976,1230,11206,"0,8902373728359807",55,62
1,ALACHUA,501,"KIMBALL WILES ELEM. SCHOO",142420,6682,149102,"0,9551850411127952",791,828
1,ALACHUA,502,"KANAPAHA MIDDLE SCHOOL",163782,10629,174411,"0,9390577429175913",910,969
1,ALACHUA,503,"WILES HEAD START",13436,1842,15278,"0,8794344809530044",75,85
1,ALACHUA,510,"LAWTON M. CHILES ELEM. SC",128111,2,128113,"0,9999843887817785",712,712
1,ALACHUA,520,"MEADOWBROOK ELEMENTARY SC",127564,4952,132516,"0,9626309275861028",709,736
1,ALACHUA,531,"NEWBERRY ELEMENTARY SCHOO",100986,4991,105977,"0,9529048755862121",561,589
1,ALACHUA,541,"C. W. NORTON ELEMENTARY S",116396,5358,121754,"0,9559932322552032",647,676
1,ALACHUA,561,"WILLIAM S. TALBOT ELEM SC",117802,5154,122956,"0,9580825661212141",654,683
1,ALACHUA,571,"W. W. IRBY ELEMENTARY SCH",84029,5661,89690,"0,9368825956070911",467,498
1,ALACHUA,591,"OAK VIEW MIDDLE SCHOOL",119510,6611,126121,"0,9475820838718374",664,701
1,ALACHUA,602,"ALACHUA ACADEMY",2431,0,2431,1,14,14
1,ALACHUA,603,AMIKIDS,6163,0,6163,1,34,34
1,ALACHUA,604,PACE,5745,837,6582,"0,8728350045578851",32,37
1,ALACHUA,950,"THE ONE ROOM SCHOOL HOUSE",39775,2309,42084,"0,9451335424389317",221,234
1,ALACHUA,951,"MICANOPY AREA COOPERATIVE",30990,1666,32656,"0,9489833414992651",172,181
1,ALACHUA,953,"CARING & SHARING LEARNING",28128,131,28259,"0,9953643087158074",156,157
1,ALACHUA,955,"THE EINSTEIN SCHOOL, INC.",18641,1368,20009,"0,9316307661552301",104,111
1,ALACHUA,956,"EXPRESSIONS LEARNING ARTS",15890,836,16726,"0,9500179361473156",88,93
1,ALACHUA,957,"ALACHUA LEARNING CENTER,",17911,1003,18914,"0,9469704980437771",100,105
1,ALACHUA,958,"GENESIS PREPARATORY SCHOO",11007,499,11506,"0,9566313227881106",61,64
1,ALACHUA,961,"MICANOPY MIDDLE SCHOOL, I",11012,637,11649,"0,9453171946089793",61,65
1,ALACHUA,981,"HEALTHY LEARNING ACADEMY",16480,556,17036,"0,9673632308053534",92,95
1,ALACHUA,991,"SIATECH GAINESVILLE",31117,3005,34122,"0,911933649844675",173,190
1,ALACHUA,1003,"MYCROSCHOOL GAINESVILLE",47308,8537,55845,"0,8471304503536574",263,310
1,ALACHUA,1010,"ONE ROOM MIDDLE SCHOOL",6870,194,7064,"0,9725368063420159",38,39
1,ALACHUA,1011,"ALACHUA LEARNING CENTER ,",9770,669,10439,"0,9359134016668264",54,58
1,ALACHUA,1012,"BOULWARE SPRINGS",18651,935,19586,"0,9522618196671092",104,109
1,ALACHUA,7001,"ALACHUA VIRTUAL INSTRUCTI",*,*,*,*,*,*
1,ALACHUA,7004,"ALACHUA ESCHOOL (VIRTUAL",9316,0,9316,1,52,52
1,ALACHUA,7023,"ALACHUA VIRTUAL INSTRUC P",3368,0,3368,1,19,19
1,ALACHUA,9029,"ALACHUA REGIONAL JUVENILE",5630,0,5630,1,31,31
1,ALACHUA,N998,"HOME EDUC PROGRAM STUDENT",*,*,*,*,*,*
1,,N999,"OUT OF STATE/NON-PUBLIC S",*,*,*,*,*,*
2,BAKER,12,"BAKER COUNTY SENIOR HIGH",209201,18892,228093,"0,9171741351115553",1162,1267
2,BAKER,13,"MACCLENNY ELEMENTARY SCHO",107141,7488,114629,"0,9346762163152431",595,637
2,BAKER,22,"PREK/KINDERGARTEN CENTER",96030,8442,104472,"0,9191936595451413",534,580
2,BAKER,31,"J FRANKLYN KELLER INTERME",130970,9226,140196,"0,9341921310165768",728,779
2,BAKER,32,"BAKER COUNTY MIDDLE SCHOO",179053,20248,199301,"0,8984049252136216",995,1107
2,BAKER,91,"WESTSIDE ELEMENTARY SCHOO",98889,6912,105801,"0,9346698046332266",549,588
2,BAKER,7023,"BAKER VIRTUAL INSTRUCTION",*,*,*,*,*,*
2,BAKER,N998,"HOME EDUC PROGRAM STUDENT",*,*,*,*,*,*
3,BAY,61,"BAY HIGH SCHOOL",222435,15702,238137,"0,9340631653208027",1236,1323
3,BAY,71,"MERRITT BROWN MIDDLE SCHO",121065,9809,130874,"0,9250500481379036",673,727
3,BAY,81,"HUTCHISON BEACH ELEMENTAR",119396,10033,129429,"0,9224825966359935",663,719
3,BAY,91,"CEDAR GROVE ELEMENTARY SC",78616,6010,84626,"0,9289816368491953",437,470
3,BAY,101,"CALLAWAY ELEMENTARY SCHOO",87235,7224,94459,"0,9235223747869447",485,525
3,BAY,111,"MERRIAM CHERRY STREET ELE",67414,5797,73211,"0,920817909876931",375,407
3,BAY,131,"LUCILLE MOORE ELEMENTARY",89122,8532,97654,"0,9126303070022733",495,543
3,BAY,141,"EVERITT MIDDLE SCHOOL",98932,8375,107307,"0,9219529014882534",550,596
3,BAY,151,"HILAND PARK ELEMENTARY SC",139677,9820,149497,"0,9343130631383907",776,831
3,BAY,161,"JINKS MIDDLE SCHOOL",92308,7698,100006,"0,9230246185228886",513,556
3,BAY,171,"LYNN HAVEN ELEMENTARY SCH",130336,7359,137695,"0,9465557936018011",724,765
3,BAY,191,"OAKLAND TERRACE SCHL FOR",59612,5470,65082,"0,9159521833994039",331,362
3,BAY,201,"SURFSIDE MIDDLE SCHOOL",123501,8723,132224,"0,9340286181026137",686,735
3,BAY,211,"PARKER ELEMENTARY SCHOOL",102671,7832,110503,"0,9291240961783843",570,614
3,BAY,221,"SOUTHPORT ELEMENTARY SCHO",68320,5124,73444,"0,9302325581395349",380,408
3,BAY,231,"SPRINGFIELD ELEMENTARY SC",79551,6199,85750,"0,9277084548104956",442,476
3,BAY,241,"ST. ANDREW SCHOOL",21653,1964,23617,"0,9168395647203286",120,131
3,BAY,251,"WALLER ELEMENTARY SCHOOL",80254,7251,87505,"0,9171361636477916",446,486
3,BAY,281,"MARGARET K. LEWIS IN MILL",21682,3162,24844,"0,8727258090484624",120,138
3,BAY,291,"OSCAR PATTERSON ELEM MAGN",60875,5815,66690,"0,9128055180686759",338,371
3,BAY,331,"MOWAT MIDDLE SCHOOL",168134,11356,179490,"0,9367318513566215",934,997
3,BAY,341,"RUTHERFORD HIGH SCHOOL",194947,11824,206771,"0,9428159654883905",1083,1149
3,BAY,461,"DEER POINT ELEMENTARY SCH",119676,7934,127610,"0,9378261891701277",665,709
3,BAY,471,"NORTHSIDE ELEMENTARY SCHO",119046,7270,126316,"0,9424459292567846",661,702
3,BAY,491,"A. CRAWFORD MOSLEY HIGH S",282574,15965,298539,"0,9465228998556302",1570,1659
3,BAY,501,"TYNDALL ELEMENTARY SCHOOL",133999,6641,140640,"0,9527801478953356",744,781
3,BAY,511,"TOMMY SMITH ELEMENTARY SC",121217,8268,129485,"0,9361470440591574",673,719
3,BAY,521,"PATRONIS ELEMENTARY SCHOO",142555,9354,151909,"0,938423661534208",792,844
3,BAY,531,"NEW HORIZONS LEARNING CEN",15535,5314,20849,"0,7451196700081538",86,116
3,BAY,541,"DEANE BOZEMAN SCHOOL",188563,15439,204002,"0,9243193694179469",1048,1133
3,BAY,551,"J.R. ARNOLD HIGH SCHOOL",267442,17697,285139,"0,9379355331960904",1486,1584
3,BAY,571,"BREAKFAST POINT ACADEMY",240946,17282,258228,"0,9330746472109919",1339,1435
3,BAY,581,"ROSENWALD HIGH SCHOOL",30843,14443,45286,"0,6810714127986575",171,252
3,BAY,591,"C C WASHINGTON ACADEMY",16059,4763,20822,"0,771251560849102",89,116
3,BAY,602,"BAY REG.JUVENILE DETENTIO",3739,71,3810,"0,9813648293963254",21,21
3,BAY,604,"PANAMA CITY MARINE INSTIT",12186,3066,15252,"0,7989771833202203",68,85
3,BAY,701,"BAY HAVEN CHARTER ACADEMY",119275,4803,124078,"0,9612904785699318",663,689
3,BAY,711,"BAY HAVEN CHARTER MIDDLE",89975,2842,92817,"0,9693806091556504",500,516
3,BAY,731,"NORTH BAY HAVEN CHARTER A",82769,2869,85638,"0,9664985170134753",460,476
3,BAY,741,"NORTH BAY HAVEN CAREER AC",105541,3150,108691,"0,971018759602911",586,604
3,BAY,751,"NORTH BAY HAVEN CHARTER A",114670,5163,119833,"0,956915040097469",637,666
3,BAY,771,"NEWPOINT BAY CHARTER HIGH",19605,1440,21045,"0,9315751960085531",109,117
3,BAY,781,"CHAUTAUQUA CHARTER SCHOOL",6204,1928,8132,"0,7629119527791441",34,45
3,BAY,791,"NEWPOINT MIDDLE SCHOOL",32261,1740,34001,"0,9488250345578071",179,189
3,BAY,2701,"RISING LEADERS ACADEMY",17837,730,18567,"0,9606829320838046",99,103
3,BAY,2711,"UNIVERSITY ACADEMY (SABL,",51761,2637,54398,"0,9515239530865105",288,302
3,BAY,7001,"BAY VIRTUAL INSTRUCTION P",8630,20,8650,"0,9976878612716763",48,48
3,BAY,7004,"BAY VIRTUAL FRANCHISE",9903,29,9932,"0,9970801449859041",55,55
3,BAY,7006,"BAY VIRTUAL INSTRUCTION (",3853,63,3916,"0,9839121552604698",21,22
3,BAY,N998,"HOME EDUC PROGRAM STUDENT",*,*,*,*,*,*
3,,N999,"OUT OF STATE/NON-PUBLIC S",4877,3,4880,"0,9993852459016394",27,27
4,BRADFORD,21,"BRADFORD HIGH SCHOOL",129922,16078,146000,"0,8898767123287671",722,811
4,BRADFORD,51,"STARKE ELEMENTARY SCHOOL",90228,5512,95740,"0,9424274075621475",501,532
4,BRADFORD,81,"SOUTHSIDE ELEMENTARY SCHO",96867,6946,103813,"0,933091231348675",538,577
4,BRADFORD,121,"RAINBOW CENTER",11350,0,11350,1,63,63
4,BRADFORD,131,"LAWTEY ELEMENTARY SCHOOL",38890,2668,41558,"0,9358005678810337",216,231
4,BRADFORD,161,"BROOKER ELEMENTARY SCHOOL",24534,1591,26125,"0,9391004784688995",136,145
4,BRADFORD,171,"BRADFORD-UNION TECHNICAL",2439,453,2892,"0,8433609958506224",14,16
4,BRADFORD,172,"BRADFORD MIDDLE SCHOOL",106989,13612,120601,"0,8871319474962894",594,670
4,BRADFORD,181,"HAMPTON ELEMENTARY SCHOOL",29963,1764,31727,"0,9444006682005862",166,176
4,BRADFORD,201,"BRADFORD INTERVENTION CEN",6297,1425,7722,"0,8154623154623155",35,43
4,BRADFORD,7004,"BRADFORD VIRTUAL FRANCHIS",*,*,*,*,*,*
4,BRADFORD,7023,"BRADFORD VIRTUAL INSTRUC",*,*,*,*,*,*
5,BREVARD,11,"TITUSVILLE HIGH SCHOOL",226278,9892,236170,"0,9581149172206461",1257,1312
5,BREVARD,51,"OAK PARK ELEMENTARY SCHOO",142702,9880,152582,"0,9352479322593753",793,848
5,BREVARD,52,"JAMES MADISON MIDDLE SCHO",77976,4105,82081,"0,9499884260669339",433,456
5,BREVARD,61,"APOLLO ELEMENTARY SCHOOL",132095,7717,139812,"0,9448044516922725",734,777
5,BREVARD,72,"RIVERVIEW SCHOOL",21261,2113,23374,"0,9096004107127578",118,130
5,BREVARD,73,"SOUTH AREA HEAD START",5033,562,5595,"0,8995531724754244",28,31
5,BREVARD,89,"FIELDSTON PREPARATORY SCH",15761,3043,18804,"0,8381727292065518",88,104
5,BREVARD,91,"COQUINA ELEMENTARY SCHOOL",96024,5876,101900,"0,9423356231599608",533,566
5,BREVARD,101,"MIMS ELEMENTARY SCHOOL",98306,6770,105076,"0,9355704442498762",546,584
5,BREVARD,141,"ANDREW JACKSON MIDDLE SCH",101232,5862,107094,"0,9452630399462155",562,595
5,BREVARD,151,"IMPERIAL ESTATES ELEM. SC",113440,6094,119534,"0,9490186892432279",630,664
5,BREVARD,161,"ASTRONAUT HIGH SCHOOL",187450,9068,196518,"0,9538566441750883",1041,1092
5,BREVARD,181,"PINEWOOD ELEMENTARY SCHOO",73698,4354,78052,"0,9442166760621125",409,434
5,BREVARD,191,"CHALLENGER 7 ELEMENTARY S",82481,4289,86770,"0,9505704736660135",458,482
5,BREVARD,201,"ATLANTIS ELEMENTARY SCHOO",104294,5741,110035,"0,9478256918253283",579,611
5,BREVARD,301,"ENTERPRISE ELEMENTARY SCH",93514,4095,97609,"0,9580469014127796",520,542
5,BREVARD,302,"SPACE COAST JR/SR HIGH SC",257853,12104,269957,"0,9551632296995447",1433,1500
5,BREVARD,1002,"CENTER FOR DRUG FREE LIVI",4801,1,4802,"0,9997917534360683",27,27
5,BREVARD,1011,"ROCKLEDGE SENIOR HIGH SCH",231146,11467,242613,"0,952735426378636",1284,1348
5,BREVARD,1014,"BREVARD COUNTY JAIL COMPL",*,*,*,*,*,*
5,BREVARD,1017,"NORTH/CENTRAL AREA ALTERN",10512,2781,13293,"0,7907921462423833",58,74
5,BREVARD,1018,"SOUTH AREA ALTERNATIVE LE",10265,2194,12459,"0,8239023998715788",57,69
5,BREVARD,1020,"OUTWARD BOUND",*,*,*,*,*,*
5,BREVARD,1021,"ESE INFANTS AND TODDLERS",57792,2,57794,"0,9999653943315915",321,321
5,BREVARD,1025,"BREVARD COUNTY JUV.DET.CT",4518,261,4779,"0,9453860640301318",25,27
5,BREVARD,1026,"FRANCES WALKER HALFWAY HO",3698,0,3698,1,21,21
5,BREVARD,1027,"MELBOURNE CENTER FOR PERS",5017,6,5023,"0,9988054947242684",28,28
5,BREVARD,1028,"DEVEREUX HOSPITAL",10484,81,10565,"0,9923331755797444",58,59
5,BREVARD,1029,"RIVERDALE COUNTRY DAY SCH",19400,4012,23412,"0,8286348880915769",108,130
5,BREVARD,1041,"CAMBRIDGE ELEM MAGNET SCH",108708,5536,114244,"0,9515423129442246",604,635
5,BREVARD,1051,"ENDEAVOUR ELEMENTARY MAGN",135661,8964,144625,"0,938019014693172",754,803
5,BREVARD,1071,"GOLFVIEW ELEMENTARY MAGNE",116668,5613,122281,"0,954097529460832",648,679
5,BREVARD,1073,"PROJECT SEARCH",6117,281,6398,"0,956080025007815",34,36
5,BREVARD,1081,"RONALD MCNAIR MAGNET MIDD",78443,3436,81879,"0,9580356379535656",436,455
5,BREVARD,1091,"FAIRGLEN ELEMENTARY SCHOO",119080,7616,126696,"0,9398876049756898",662,704
5,BREVARD,1101,"JOHN F. KENNEDY MIDDLE SC",105339,4598,109937,"0,9581760462810519",585,611
5,BREVARD,1121,"COCOA HIGH SCHOOL",250176,17964,268140,"0,9330051465652272",1390,1490
5,BREVARD,1131,"SATURN ELEMENTARY SCHOOL",126843,7313,134156,"0,9454888338948687",705,745
5,BREVARD,1141,"HANS CHRISTIAN ANDERSEN E",123433,6459,129892,"0,9502740738459643",686,722
5,BREVARD,1151,"RALPH M WILLIAMS JR ELEME",95122,4220,99342,"0,9575204847899177",528,552
5,BREVARD,1161,"MANATEE ELEMENTARY",144294,5393,149687,"0,9639714871698946",802,832
5,BREVARD,1171,"VIERA HIGH SCHOOL",342500,17926,360426,"0,9502644093378391",1903,2002
5,BREVARD,2011,"MELBOURNE SENIOR HIGH SCH",358343,18529,376872,"0,95083476618056",1991,2094
5,BREVARD,2021,"PALM BAY MAGNET SENIOR HI",265362,14375,279737,"0,9486124466909991",1474,1554
5,BREVARD,2031,"MEADOWLANE INTERMEDIATE E",161271,7634,168905,"0,9548029957668512",896,938
5,BREVARD,2041,"MEADOWLANE PRIMARY ELEMEN",137103,7067,144170,"0,9509814801969897",762,801
5,BREVARD,2042,"W. MELBOURNE ELEMENTARY S",93988,4108,98096,"0,9581226553580167",522,545
5,BREVARD,2051,"UNIVERSITY PARK ELEMENTAR",105775,7246,113021,"0,9358880208102919",588,628
5,BREVARD,2061,"PORT MALABAR ELEMENTARY S",130761,7605,138366,"0,9450370755821517",726,769
5,BREVARD,2071,"STONE MAGNET MIDDLE SCHOO",132029,7957,139986,"0,9431586015744432",733,778
5,BREVARD,2081,"PALM BAY ELEMENTARY SCHOO",145683,9012,154695,"0,9417434306215456",809,859
5,BREVARD,2111,"LOCKMAR ELEMENTARY SCHOOL",133983,7642,141625,"0,9460406001765225",744,787
5,BREVARD,2121,"JOHN F. TURNER, SR. ELEME",128383,7866,136249,"0,9422674661832381",713,757
5,BREVARD,2122,"SOUTHWEST MIDDLE SCHOOL",152376,9320,161696,"0,9423609736790026",847,898
5,BREVARD,2131,"COLUMBIA ELEMENTARY SCHOO",99435,6243,105678,"0,9409243172656561",552,587
5,BREVARD,2151,"DISCOVERY ELEMENTARY SCHO",119425,6577,126002,"0,9478024158346693",663,700
5,BREVARD,2161,"CHRISTA MCAULIFFE ELEM. S",125783,6079,131862,"0,9538987729596093",699,733
5,BREVARD,2171,"RIVIERA ELEMENTARY SCHOOL",120041,7216,127257,"0,9432958501300518",667,707
5,BREVARD,2191,"JUPITER ELEMENTARY SCHOOL",145658,9122,154780,"0,94106473704613",809,860
5,BREVARD,2211,"BAYSIDE HIGH SCHOOL",273269,16299,289568,"0,9437127030611118",1518,1609
5,BREVARD,2212,"WESTSIDE ELEMENTARY SCHOO",133661,6784,140445,"0,951696393606038",743,780
5,BREVARD,2221,"SUNRISE ELEMENTARY SCHOOL",146024,8822,154846,"0,9430272657995686",811,860
5,BREVARD,2311,"HERITAGE HIGH SCHOOL",300866,20022,320888,"0,9376043977961158",1671,1783
5,BREVARD,3011,"EAU GALLIE HIGH SCHOOL",280765,17498,298263,"0,9413336551969235",1560,1657
5,BREVARD,3021,"CENTRAL MIDDLE SCHOOL",209585,12342,221927,"0,9443871182866438",1164,1233
5,BREVARD,3031,"LYNDON B. JOHNSON MIDDLE",132473,7365,139838,"0,9473319126417712",736,777
5,BREVARD,3041,"SHERWOOD ELEMENTARY SCHOO",91928,5033,96961,"0,9480925320489682",511,539
5,BREVARD,3061,"HARBOR CITY ELEMENTARY SC",69041,4643,73684,"0,9369876771076489",384,409
5,BREVARD,3071,"SABAL ELEMENTARY SCHOOL",97082,5846,102928,"0,9432030157002953",539,572
5,BREVARD,3091,"CROTON ELEMENTARY SCHOOL",111933,6140,118073,"0,9479982722552996",622,656
5,BREVARD,3101,"ROY ALLEN ELEMENTARY SCHO",106345,5462,111807,"0,9511479603244878",591,621
5,BREVARD,3121,"SUNTREE ELEMENTARY SCHOOL",108859,5020,113879,"0,9559181236224413",605,633
5,BREVARD,3131,"LONGLEAF ELEMENTARY SCHOO",104615,4573,109188,"0,9581181082170201",581,607
5,BREVARD,3141,"WEST SHORE JUNIOR/SENIOR",165060,4835,169895,"0,9715412460637453",917,944
5,BREVARD,3151,"QUEST ELEMENTARY SCHOOL",137558,5972,143530,"0,958391973803386",764,797
5,BREVARD,4011,"MERRITT ISLAND HIGH SCHOO",267810,13432,281242,"0,9522404192830374",1488,1562
5,BREVARD,4021,"EDGEWOOD JR/SR HIGH SCHOO",162486,5409,167895,"0,967783436076119",903,933
5,BREVARD,4031,"MILA ELEMENTARY SCHOOL",85212,5202,90414,"0,9424646625522596",473,502
5,BREVARD,4041,"TROPICAL ELEMENTARY SCHOO",128378,7526,135904,"0,9446226748292913",713,755
5,BREVARD,4051,"AUDUBON ELEMENTARY SCHOOL",110984,5874,116858,"0,9497338650327748",617,649
5,BREVARD,4071,"ROBERT L. STEVENSON ELEME",83363,2962,86325,"0,9656878077034463",463,480
5,BREVARD,4111,"THOMAS JEFFERSON MIDDLE S",111036,5955,116991,"0,949098648613996",617,650
5,BREVARD,4121,"LEWIS CARROLL ELEMENTARY",107141,5122,112263,"0,954374994432716",595,624
5,BREVARD,5011,"COCOA BEACH JUNIOR/SENIOR",188043,10543,198586,"0,946909651234226",1045,1103
5,BREVARD,5012,"THEODORE ROOSEVELT ELEMEN",65190,2893,68083,"0,9575077478959505",362,378
5,BREVARD,5021,"FREEDOM 7 ELEMENTARY SCHO",70302,2689,72991,"0,9631598416243099",391,406
5,BREVARD,5031,"CAPE VIEW ELEMENTARY SCHO",65925,3710,69635,"0,946722194298844",366,387
5,BREVARD,6011,"SATELLITE SENIOR HIGH SCH",222329,9191,231520,"0,9603014858327574",1235,1286
5,BREVARD,6012,"DELAURA MIDDLE SCHOOL",120031,5228,125259,"0,9582624801411476",667,696
5,BREVARD,6013,"SPESSARD L. HOLLAND ELEME",73272,3455,76727,"0,9549702190884565",407,426
5,BREVARD,6051,"SEA PARK ELEMENTARY SCHOO",58385,3167,61552,"0,9485475695347023",324,342
5,BREVARD,6061,"SURFSIDE ELEMENTARY SCHOO",73496,3035,76531,"0,9603428675961375",408,425
5,BREVARD,6071,"OCEAN BREEZE ELEMENTARY S",88142,5299,93441,"0,9432904185528836",490,519
5,BREVARD,6081,"INDIALANTIC ELEMENTARY SC",129939,7678,137617,"0,9442074743672657",722,765
5,BREVARD,6082,"HERBERT C. HOOVER MIDDLE",96625,4347,100972,"0,956948460959474",537,561
5,BREVARD,6101,"GEMINI ELEMENTARY SCHOOL",86743,5117,91860,"0,9442956673198345",482,510
5,BREVARD,6141,"DR. W.J. CREEL ELEMENTARY",164278,9701,173979,"0,9442403968295024",913,967
5,BREVARD,6501,"PALM BAY ACADEMY CHARTER",104327,5211,109538,"0,9524274680932644",580,609
5,BREVARD,6506,"CAMPUS CHARTER SCHOOL",23714,1469,25183,"0,941666997577731",132,140
5,BREVARD,6507,"ODYSSEY CHARTER SCHOOL",159047,9573,168620,"0,9432273751630886",884,937
5,BREVARD,6508,"SCULPTOR CHARTER SCHOOL",93003,4601,97604,"0,9528605385025204",517,542
5,BREVARD,6509,"ROYAL PALM CHARTER SCHOOL",60580,2495,63075,"0,960443915973048",337,350
5,BREVARD,6511,"EDUCATIONAL HORIZONS CHAR",16648,829,17477,"0,9525662299021571",92,97
5,BREVARD,6515,"IMAGINE SCHOOLS AT WEST M",36235,2428,38663,"0,9372009414685876",201,215
5,BREVARD,6523,"EMMA JEWEL CHARTER ACADEM",49154,3712,52866,"0,9297847387735029",273,294
5,BREVARD,6540,"VIERA CHARTER SCHOOL",143108,6733,149841,"0,9550657029784906",795,832
5,BREVARD,6541,"ODYSSEY PREPARATORY CHART",39398,2327,41725,"0,9442300778909527",219,232
5,BREVARD,7004,"BREVARD VIRTUAL FRANCHISE",13301,392,13693,"0,9713722339881692",74,76
5,BREVARD,7023,"BREVARD VIRTUAL ESCHOOL",9624,344,9968,"0,9654895666131621",53,55
5,BREVARD,N998,"HOME EDUC PROGRAM STUDENT",17041,25,17066,"0,9985350990273058",95,95
5,,N999,"OUT OF STATE/NON-PUBLIC S",34022,65,34087,"0,9980931146771497",189,189
6,BROWARD,11,"DEERFIELD BEACH ELEMENTAR",118231,5937,124168,"0,9521857483409574",657,690
6,BROWARD,21,"POMPANO BEACH MIDDLE SCHO",174846,5388,180234,"0,9701055294783448",971,1001
6,BROWARD,31,"OAKLAND PARK ELEMENTARY S",104150,5957,110107,"0,945898080957614",579,612
6,BROWARD,41,"NORTH SIDE ELEMENTARY SCH",79135,3985,83120,"0,9520572666025024",440,462
6,BROWARD,101,"DANIA ELEMENTARY SCHOOL",87325,6275,93600,"0,9329594017094017",485,520
6,BROWARD,111,"HOLLYWOOD HILLS ELEM. SCH",133539,6140,139679,"0,9560420678842202",742,776
6,BROWARD,121,"HOLLYWOOD CENTRAL ELEM. S",93521,5991,99512,"0,9397962054827559",520,553
6,BROWARD,131,"HALLANDALE ELEMENTARY SCH",185489,7930,193419,"0,959000925451998",1030,1075
6,BROWARD,151,"RIVERLAND ELEMENTARY SCHO",107563,6156,113719,"0,945866565833326",598,632
6,BROWARD,161,"WEST HOLLYWOOD ELEMENTARY",104726,6098,110824,"0,9449758175124522",582,616
