"STUDENT AVERAGE DAILY ATTENDANCE/AVERAGE DAILY MEMBERSHIP REPORT BY SCHOOL",,,,,,,,,
"2014-15 SURVEY 5 FINAL AS OF 02/29/2016",,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).  A blank cell indicates no students in ADM.",,,,,,,,,
,,,,,,,,,
"DISTRICT NUMBER","DISTRICT NAME","SCHOOL NUMBER","SCHOOL NAME","DAYS PRESENT","DAYS ABSENT",TOTAL,"PERCENT PRESENT","AVERAGE DAILY ATTENDANCE ","AVERAGE DAILY MEMBERSHIP"
6,BROWARD,171,"SOUTH BROWARD HIGH SCHOOL",330539,25725,356264,"0,9277923113196955",1836,1979
6,BROWARD,185,"POMPANO BEACH H. S.",208431,5594,214025,"0,9738628664875598",1158,1189
6,BROWARD,191,"WILTON MANORS ELEMENTARY",105887,4719,110606,"0,9573350451150933",588,614
6,BROWARD,201,"BENNETT ELEMENTARY SCHOOL",73982,4673,78655,"0,9405886466213209",411,437
6,BROWARD,211,"STRANAHAN HIGH SCHOOL",250058,10373,260431,"0,9601698722502313",1389,1447
6,BROWARD,221,"CROISSANT PARK ELEMENTARY",126070,7627,133697,"0,9429530954322086",700,743
6,BROWARD,231,"COLBERT ELEMENTARY SCHOOL",115108,6535,121643,"0,9462772210484779",639,676
6,BROWARD,241,"MCARTHUR HIGH SCHOOL",379499,22774,402273,"0,9433867050485616",2108,2235
6,BROWARD,251,"SUNRISE MIDDLE SCHOOL",235944,8548,244492,"0,9650377108453446",1311,1358
6,BROWARD,271,"DILLARD ELEMENTARY SCHOOL",137896,9080,146976,"0,9382212061833225",766,817
6,BROWARD,321,"WALKER ELEMENTARY (MAGNET",115214,8273,123487,"0,933005093653583",640,686
6,BROWARD,331,"COLLINS ELEMENTARY SCHOOL",54405,4158,58563,"0,9289995389580452",302,325
6,BROWARD,341,"BETHUNE MARY M ELEMENTARY",115078,7284,122362,"0,9404717150749415",639,680
6,BROWARD,343,"ATTUCKS MIDDLE SCHOOL",115492,3619,119111,"0,9696165761348658",642,662
6,BROWARD,361,"BLANCHE ELY HIGH SCHOOL",341880,15291,357171,"0,957188573540405",1899,1984
6,BROWARD,371,"DILLARD  6-12",326902,37855,364757,"0,896218578396028",1816,2026
6,BROWARD,391,"DEERFIELD PARK ELEMENTARY",99390,4624,104014,"0,9555444459399696",552,578
6,BROWARD,403,"HALLANDALE HIGH SCHOOL",229583,11099,240682,"0,9538852095295868",1275,1337
6,BROWARD,405,"LANIER-JAMES EDUCATION CE",13547,1512,15059,"0,8995949266219536",75,84
6,BROWARD,452,"WHIDDON RODGERS ED. CENTE",219888,67236,287124,"0,7658293977514942",1222,1595
6,BROWARD,461,"OAKRIDGE ELEMENTARY SCHOO",94554,6100,100654,"0,9393963478848332",525,559
6,BROWARD,471,"OLSEN MIDDLE SCHOOL",129045,6378,135423,"0,9529031257615028",717,752
6,BROWARD,481,"MCNICOL MIDDLE SCHOOL",155775,2768,158543,"0,9825410141097368",865,881
6,BROWARD,491,"HARBORDALE ELEMENTARY SCH",77534,3671,81205,"0,9547934240502433",431,451
6,BROWARD,501,"BROWARD ESTATES ELEMENTAR",77206,4653,81859,"0,9431583576637877",429,455
6,BROWARD,511,"WATKINS ELEMENTARY SCHOOL",119928,6057,125985,"0,9519228479580902",666,700
6,BROWARD,521,"NORTH ANDREWS GARDENS ELE",151011,7268,158279,"0,9540810846669489",839,879
6,BROWARD,531,"MIRAMAR ELEMENTARY SCHOOL",141179,5950,147129,"0,9595592983028499",784,817
6,BROWARD,551,"PLANTATION MIDDLE SCHOOL",153250,5604,158854,"0,9647223236430936",851,883
6,BROWARD,561,"NORCREST ELEMENTARY SCHOO",141943,7557,149500,"0,9494515050167224",789,831
6,BROWARD,571,"TEDDER ELEMENTARY SCHOOL",115996,5312,121308,"0,9562106373858278",644,674
6,BROWARD,581,"MARGATE MIDDLE SCHOOL",220384,8202,228586,"0,9641185374432379",1224,1270
6,BROWARD,592,"HALLANDALE ADULT/COMMUNIT",77372,70957,148329,"0,5216242272246155",430,824
6,BROWARD,601,"SEAGULL SCHOOL",34083,20386,54469,"0,625732067781674",189,303
6,BROWARD,611,"SUNLAND PARK ACADEMY",82536,7302,89838,"0,9187203633206438",459,499
6,BROWARD,621,"LARKDALE ELEMENTARY SCHOO",69001,5141,74142,"0,930660084702328",383,412
6,BROWARD,631,"WESTWOOD HEIGHTS ELEMENTA",98708,6527,105235,"0,9379769088231101",548,585
6,BROWARD,641,"BAYVIEW ELEMENTARY SCHOOL",107156,4969,112125,"0,9556833890746934",595,623
6,BROWARD,653,"PINE RIDGE ALTERNATIVE CE",7788,1446,9234,"0,843404808317089",43,51
6,BROWARD,691,"STIRLING ELEMENTARY SCHOO",104403,5896,110299,"0,946545299594738",580,613
6,BROWARD,701,"PARKWAY MIDDLE SCHOOL",268905,8869,277774,"0,9680711657678545",1494,1543
6,BROWARD,711,"ORANGE BROOK ELEMENTARY S",130618,6788,137406,"0,9505989549219103",726,763
6,BROWARD,721,"DRIFTWOOD ELEMENTARY SCHO",97479,4245,101724,"0,9582694349416067",542,565
6,BROWARD,731,"TROPICAL ELEMENTARY SCHOO",171828,8479,180307,"0,9529746487934467",955,1002
6,BROWARD,751,"POMPANO BEACH ELEMENTARY",87573,5312,92885,"0,9428110028529902",487,516
6,BROWARD,761,"MEADOWBROOK ELEMENTARY SC",128639,8675,137314,"0,9368236305110914",715,763
6,BROWARD,811,"BROADVIEW ELEMENTARY SCHO",170088,8670,178758,"0,9514986741852113",945,993
6,BROWARD,831,"LAKE FOREST ELEMENTARY SC",138227,7980,146207,"0,9454198499387855",768,812
6,BROWARD,841,"MCNAB ELEMENTARY SCHOOL",110976,6388,117364,"0,9455710439316997",617,652
6,BROWARD,851,"FLORANADA ELEMENTARY SCHO",130310,6249,136559,"0,9542395594578168",724,759
6,BROWARD,861,"DRIFTWOOD MIDDLE SCHOOL",249906,13964,263870,"0,947080001515898",1388,1466
6,BROWARD,871,"BRIGHT HORIZONS",22708,3103,25811,"0,879779938785789",126,143
6,BROWARD,881,"NEW RIVER MIDDLE SCHOOL",248185,11869,260054,"0,9543594791850923",1379,1445
6,BROWARD,891,"SANDERS PARK ELEMENTARY S",98343,6035,104378,"0,9421813025733392",546,580
6,BROWARD,901,"CRESTHAVEN ELEMENTARY SCH",117692,7317,125009,"0,9414682142885712",654,694
6,BROWARD,911,"DEERFIELD BEACH MIDDLE SC",196225,7401,203626,"0,9636539538172925",1090,1131
6,BROWARD,921,"STEPHEN FOSTER ELEMENTARY",111969,6881,118850,"0,942103491796382",622,660
6,BROWARD,931,"PETERS ELEMENTARY SCHOOL",114982,5981,120963,"0,9505551284277011",639,672
6,BROWARD,941,"PLANTATION ELEMENTARY SCH",103860,5662,109522,"0,9483026241303117",577,608
6,BROWARD,951,"FORT LAUDERDALE HIGH SCHO",356662,17723,374385,"0,9526610307571083",1981,2080
6,BROWARD,971,"BOULEVARD HEIGHTS ELEMENT",122719,6848,129567,"0,947147035896486",682,720
6,BROWARD,991,"WINGATE OAKS CENTER",20134,1083,21217,"0,9489560258283452",112,118
6,BROWARD,1011,"HENRY D. PERRY MIDDLE SCH",81580,1354,82934,"0,9836737646803483",453,461
6,BROWARD,1021,"THE QUEST CENTER",20140,1907,22047,"0,9135029709257495",112,122
6,BROWARD,1051,"SHERIDAN TECHNICAL COLLEG",33033,1978,35011,"0,9435034703378938",184,195
6,BROWARD,1071,"WILLIAM DANDY MIDDLE SCHO",178736,4450,183186,"0,9757077505922942",993,1018
6,BROWARD,1091,"LLOYD ESTATES ELEMENTARY",109137,5514,114651,"0,9519062197451396",606,637
6,BROWARD,1131,"PALMVIEW ELEMENTARY SCHOO",107090,5001,112091,"0,9553844644083824",595,623
6,BROWARD,1151,"CORAL SPRINGS HIGH SCHOOL",434772,24881,459653,"0,9458700367451099",2415,2554
6,BROWARD,1161,"MARGATE ELEMENTARY SCHOOL",167966,9632,177598,"0,945765155013007",933,987
6,BROWARD,1171,"SUNSHINE ELEMENTARY SCHOO",106410,5218,111628,"0,9532554556204537",591,620
6,BROWARD,1191,"NORTH FORK ELEMENTARY SCH",93303,6876,100179,"0,9313628604797413",518,557
6,BROWARD,1211,"COOPER CITY ELEMENTARY SC",125188,5543,130731,"0,9575999571639473",695,726
6,BROWARD,1221,"PEMBROKE PINES ELEMENTARY",95007,4193,99200,"0,9577318548387097",528,551
6,BROWARD,1241,"NORTHEAST HIGH SCHOOL",314424,13084,327508,"0,9600498308438267",1747,1819
6,BROWARD,1251,"PLANTATION PARK ELEMENTAR",93716,4662,98378,"0,9526113561975238",521,547
6,BROWARD,1271,"NOVA DWIGHT D. EISENHOWER",129798,4836,134634,"0,9640803957395606",721,748
6,BROWARD,1281,"NOVA HIGH SCHOOL",367672,14944,382616,"0,9609425638237815",2043,2126
6,BROWARD,1282,"NOVA BLANCHE FORMAN ELEME",132581,5033,137614,"0,9634266862383187",737,765
6,BROWARD,1291,"WILLIAM T. MCFATTER TECHN",105824,4317,110141,"0,9608047865917324",588,612
6,BROWARD,1311,"NOVA MIDDLE SCHOOL",215138,6538,221676,"0,9705065049892636",1195,1232
6,BROWARD,1321,"SHERIDAN PARK ELEMENTARY",110259,6153,116412,"0,9471446242655396",613,647
6,BROWARD,1381,"LAUDERHILL PAUL TURNER EL",126163,7156,133319,"0,9463242298547094",701,741
6,BROWARD,1391,"LAUDERHILL 6-12",128236,4657,132893,"0,96495676973204",712,738
6,BROWARD,1421,"COCONUT CREEK ELEMENTARY",130551,6005,136556,"0,9560253668824512",725,759
6,BROWARD,1451,"PLANTATION HIGH SCHOOL",386206,17502,403708,"0,9566468833909657",2146,2243
6,BROWARD,1461,"CASTLE HILL ELEMENTARY SC",101583,6420,108003,"0,9405572067442571",564,600
6,BROWARD,1611,"MARTIN LUTHER KING ELEMEN",72917,4794,77711,"0,9383098917785127",405,432
6,BROWARD,1621,"VILLAGE ELEMENTARY SCHOOL",146471,7556,154027,"0,950943665720945",814,856
6,BROWARD,1631,"ANNABEL C. PERRY ELEMENTA",134949,6963,141912,"0,950934381870455",750,788
6,BROWARD,1641,"FAIRWAY ELEMENTARY SCHOOL",129828,8161,137989,"0,9408576045916703",721,767
6,BROWARD,1661,"HOLLYWOOD HILLS HIGH SCHO",335485,18086,353571,"0,9488476147647855",1864,1964
6,BROWARD,1671,"C. ROBERT MARKHAM ELEMENT",102047,5753,107800,"0,9466326530612245",567,599
6,BROWARD,1681,"COCONUT CREEK HIGH SCHOOL",243793,13042,256835,"0,9492203165456421",1354,1427
6,BROWARD,1701,"LAUDERDALE LAKES MIDDLE S",171252,4516,175768,"0,9743070410996313",951,976
6,BROWARD,1711,"DEERFIELD BEACH HIGH SCHO",411192,16957,428149,"0,9603946289726241",2284,2379
6,BROWARD,1741,"BOYD H. ANDERSON HIGH SCH",300821,14038,314859,"0,9554149635233549",1671,1749
6,BROWARD,1751,"MIRAMAR HIGH SCHOOL",434491,18700,453191,"0,958737044645635",2414,2518
6,BROWARD,1752,"WHISPERING PINES SCHOOL",34159,4289,38448,"0,888446733250104",190,214
6,BROWARD,1761,"HOLLYWOOD PARK ELEMENTARY",87731,6380,94111,"0,932207712169672",487,523
6,BROWARD,1762,"POSTSECONDARY ALTERNATIVE",1655,233,1888,"0,8765889830508474",9,10
6,BROWARD,1781,"CYPRESS ELEMENTARY SCHOOL",155798,9025,164823,"0,9452442923621096",866,916
6,BROWARD,1791,"APOLLO MIDDLE SCHOOL",211339,9006,220345,"0,9591277315119472",1174,1224
6,BROWARD,1811,"SHERIDAN HILLS ELEMENTARY",97660,6014,103674,"0,941991241777109",543,576
6,BROWARD,1831,"ORIOLE ELEMENTARY SCHOOL",108867,6613,115480,"0,9427346726705923",605,642
6,BROWARD,1841,"MIRROR LAKE ELEMENTARY SC",96200,5334,101534,"0,9474658735005023",534,564
6,BROWARD,1851,"ROYAL PALM ELEMENTARY SCH",135607,8881,144488,"0,9385346880017718",753,803
6,BROWARD,1871,"CRYSTAL LAKE COMMUNITY MI",229629,9247,238876,"0,9612895393425878",1276,1327
6,BROWARD,1881,"PINES MIDDLE SCHOOL",220551,10519,231070,"0,9544769983121998",1225,1284
6,BROWARD,1891,"SEMINOLE MIDDLE SCHOOL",188418,7640,196058,"0,9610319395280988",1047,1089
6,BROWARD,1901,"PIPER HIGH SCHOOL",410831,24763,435594,"0,9431511912468951",2282,2420
6,BROWARD,1931,"COOPER CITY HIGH SCHOOL",373854,20433,394287,"0,9481773428999688",2077,2190
6,BROWARD,1951,"PARK RIDGE ELEMENTARY SCH",90491,4810,95301,"0,9495283365337195",503,529
6,BROWARD,1971,"JAMES S. HUNT ELEMENTARY",137935,6376,144311,"0,955817643838654",766,802
6,BROWARD,2001,"BANYAN ELEMENTARY SCHOOL",124212,5902,130114,"0,9546397774259495",690,723
6,BROWARD,2011,"CORAL COVE ELEMENTARY SCH",150778,6468,157246,"0,9588669982066317",838,874
6,BROWARD,2021,"GLADES MIDDLE SCHOOL",237628,5982,243610,"0,9754443577849842",1320,1353
6,BROWARD,2041,"BEACHSIDE MONTESSORI VILL",133144,5672,138816,"0,9591401567542647",740,771
6,BROWARD,2052,"WESTPINE MIDDLE SCHOOL",184997,6237,191234,"0,9673855067613499",1028,1062
6,BROWARD,2071,"PASADENA LAKES ELEMENTARY",98313,5260,103573,"0,9492145636411033",546,575
6,BROWARD,2121,"JAMES S. RICKARDS MIDDLE",167568,9470,177038,"0,9465086591579209",931,984
6,BROWARD,2123,"CYPRESS RUN ALTERNATIVE/E",14671,5046,19717,"0,7440787138002739",82,110
6,BROWARD,2221,"ATLANTIC TECHNICAL COLLEG",111146,4398,115544,"0,9619365782732119",617,642
6,BROWARD,2231,"NORTH LAUDERDALE ELEMENTA",114449,6175,120624,"0,9488078657646902",636,670
6,BROWARD,2351,"SOUTH PLANTATION HIGH SCH",391922,26464,418386,"0,9367474055059204",2177,2324
6,BROWARD,2511,"ATLANTIC WEST ELEMENTARY",116639,6386,123025,"0,9480918512497459",648,683
6,BROWARD,2531,"HORIZON ELEMENTARY SCHOOL",97627,5135,102762,"0,9500301667931725",542,571
6,BROWARD,2541,"FLAMINGO ELEMENTARY SCHOO",113405,5595,119000,"0,952983193277311",630,661
6,BROWARD,2551,"CORAL SPRINGS ELEMENTARY",107832,6234,114066,"0,9453474304350113",599,634
6,BROWARD,2561,"CORAL SPRINGS MIDDLE SCHO",201721,11928,213649,"0,9441701107891917",1121,1187
6,BROWARD,2571,"PIONEER MIDDLE SCHOOL",222067,9113,231180,"0,9605805000432563",1234,1284
6,BROWARD,2611,"BAIR MIDDLE SCHOOL",151808,9065,160873,"0,9436512031229604",843,894
6,BROWARD,2621,"TAMARAC ELEMENTARY SCHOOL",146145,7778,153923,"0,9494682406138134",812,855
6,BROWARD,2631,"FOREST HILLS ELEMENTARY S",102560,5710,108270,"0,9472614759397802",570,602
6,BROWARD,2641,"CENTRAL PARK ELEMENTARY S",182793,8172,190965,"0,957206818003299",1016,1061
6,BROWARD,2661,"PEMBROKE LAKES ELEMENTARY",95597,4281,99878,"0,9571377080037646",531,555
6,BROWARD,2671,"NOB HILL ELEMENTARY SCHOO",104994,6294,111288,"0,943444037092948",583,618
6,BROWARD,2681,"WESTCHESTER ELEMENTARY SC",210499,9662,220161,"0,9561139348022584",1169,1223
6,BROWARD,2691,"MORROW ELEMENTARY SCHOOL",83371,4822,88193,"0,9453244588572789",463,490
6,BROWARD,2711,"RAMBLEWOOD MIDDLE SCHOOL",200750,8706,209456,"0,9584351844778856",1115,1164
6,BROWARD,2721,"RAMBLEWOOD ELEMENTARY SCH",134880,8084,142964,"0,9434542961864525",749,794
6,BROWARD,2741,"MAPLEWOOD ELEMENTARY SCHO",121721,7426,129147,"0,9424996322020643",676,717
6,BROWARD,2751,"J. P. TARAVELLA HIGH SCHO",521331,26333,547664,"0,9519175991118642",2896,3043
6,BROWARD,2801,"DAVIE ELEMENTARY SCHOOL",129518,6868,136386,"0,9496429252269295",720,758
6,BROWARD,2811,"PINEWOOD ELEMENTARY SCHOO",110170,6336,116506,"0,9456165347707414",612,647
6,BROWARD,2831,"WESTERN HIGH SCHOOL",520274,32008,552282,"0,9420441006587215",2890,3068
6,BROWARD,2851,"GRIFFIN ELEMENTARY SCHOOL",95820,4679,100499,"0,9534423228091822",532,558
6,BROWARD,2861,"PINES LAKES ELEMENTARY SC",91610,5370,96980,"0,9446277583006806",509,539
6,BROWARD,2871,"SEA CASTLE ELEMENTARY SCH",148637,6590,155227,"0,957546045468894",826,862
6,BROWARD,2881,"WELLEBY ELEMENTARY SCHOOL",127140,6191,133331,"0,9535666874170298",706,741
6,BROWARD,2891,"RIVERGLADES ELEMENTARY SC",114014,4454,118468,"0,9624033494276936",633,658
6,BROWARD,2942,"EVERGLADES ELEMENTARY SCH",183750,8754,192504,"0,9545256202468521",1021,1069
6,BROWARD,2961,"CHAPEL TRAIL ELEMENTARY S",126934,5818,132752,"0,956173918283717",705,738
6,BROWARD,2971,"SILVER LAKES MIDDLE SCHOO",144616,2927,147543,"0,9801617155676651",803,820
6,BROWARD,2981,"COUNTRY ISLES ELEMENTARY",170397,8916,179313,"0,9502768901306654",947,996
6,BROWARD,3001,"WALTER C. YOUNG MIDDLE SC",184006,6356,190362,"0,966610983284479",1022,1058
6,BROWARD,3011,"MARJORY STONEMAN DOUGLAS",507107,22789,529896,"0,9569934477708834",2817,2944
6,BROWARD,3031,"RIVERSIDE ELEMENTARY SCHO",125194,5261,130455,"0,9596719175194511",696,725
6,BROWARD,3041,"CORAL PARK ELEMENTARY SCH",111708,6009,117717,"0,9489538469379953",621,654
6,BROWARD,3051,"FOREST GLEN MIDDLE SCHOOL",233529,8132,241661,"0,9663495557826873",1297,1343
6,BROWARD,3061,"SANDPIPER ELEMENTARY SCHO",104244,4774,109018,"0,9562090663927058",579,606
6,BROWARD,3081,"SILVER RIDGE ELEMENTARY S",181208,9582,190790,"0,9497772419938152",1007,1060
6,BROWARD,3091,"WINSTON PARK ELEMENTARY S",201274,8802,210076,"0,9581008777775663",1118,1167
6,BROWARD,3101,"LYONS CREEK MIDDLE SCHOOL",312681,14376,327057,"0,9560443592401324",1737,1817
6,BROWARD,3111,"COUNTRY HILLS ELEMENTARY",149677,6842,156519,"0,9562864572352239",832,870
6,BROWARD,3121,"QUIET WATERS ELEMENTARY S",239343,13265,252608,"0,9474878071953382",1330,1403
6,BROWARD,3131,"HAWKES BLUFF ELEMENTARY S",142110,5338,147448,"0,9637974065433238",790,819
6,BROWARD,3151,"TEQUESTA TRACE MIDDLE SCH",240519,12876,253395,"0,9491860533948973",1336,1408
6,BROWARD,3171,"PARK SPRINGS ELEMENTARY S",162161,7259,169420,"0,9571538189115807",901,941
6,BROWARD,3181,"INDIAN TRACE ELEMENTARY S",125113,6121,131234,"0,9533581236569791",695,729
6,BROWARD,3191,"EMBASSY CREEK ELEMENTARY",192088,7494,199582,"0,9624515236845006",1067,1109
6,BROWARD,3221,"CHARLES DREW ELEMENTARY S",102592,5893,108485,"0,9456791261464719",570,603
6,BROWARD,3222,"CROSS CREEK SCHOOL",17763,3714,21477,"0,82707081994692",99,119
6,BROWARD,3291,"THURGOOD MARSHALL ELEM. S",81542,4923,86465,"0,9430636673798647",453,480
6,BROWARD,3301,"ENDEAVOUR PRIMARY LEARNIN",74206,6200,80406,"0,9228913265179215",412,447
6,BROWARD,3311,"PALM COVE ELEMENTARY SCHO",127483,6281,133764,"0,9530441673394935",708,743
6,BROWARD,3321,"VIRGINIA SHUMAN YOUNG ELE",124669,5454,130123,"0,9580858111171737",693,723
6,BROWARD,3331,"SILVER TRAIL MIDDLE SCHOO",247810,10072,257882,"0,9609433772035272",1377,1433
6,BROWARD,3371,"SILVER LAKES ELEMENTARY S",91451,4387,95838,"0,9542248377470315",508,532
6,BROWARD,3391,"CHARLES W FLANAGAN HIGH S",485072,32410,517482,"0,9373698022346671",2695,2875
6,BROWARD,3401,"SAWGRASS ELEMENTARY SCHOO",170795,8598,179393,"0,9520717084836086",949,997
6,BROWARD,3431,"SAWGRASS SPRINGS MIDDLE S",188524,10404,198928,"0,947699670232446",1047,1105
6,BROWARD,3441,"EAGLE RIDGE ELEMENTARY SC",153789,7013,160802,"0,9563873583661895",854,893
6,BROWARD,3461,"EAGLE POINT ELEMENTARY SC",220049,8799,228848,"0,9615508984129204",1222,1271
6,BROWARD,3471,"INDIAN RIDGE MIDDLE SCHOO",306419,14026,320445,"0,9562296181872084",1702,1780
6,BROWARD,3481,"TRADEWINDS ELEMENTARY SCH",215980,10881,226861,"0,9520367097032985",1200,1260
6,BROWARD,3491,"SILVER PALMS ELEMENTARY S",107388,4778,112166,"0,9574024214111228",597,623
6,BROWARD,3531,"FOX TRAIL ELEMENTARY SCHO",213115,9955,223070,"0,9553727529475052",1184,1239
6,BROWARD,3541,"MONARCH HIGH SCHOOL",427592,33498,461090,"0,9273504088138975",2376,2562
6,BROWARD,3571,"PANTHER RUN ELEMENTARY SC",96416,4047,100463,"0,9597165125469078",536,558
6,BROWARD,3581,"SILVER SHORES ELEMENTARY",85674,4370,90044,"0,9514681711163431",476,500
6,BROWARD,3591,"LAKESIDE ELEMENTARY SCHOO",119455,4702,124157,"0,9621285952463413",664,690
6,BROWARD,3622,"FALCON COVE MIDDLE SCHOOL",371381,14634,386015,"0,9620895561053326",2063,2145
6,BROWARD,3623,"CYPRESS BAY HIGH SCHOOL",782811,30582,813393,"0,9624019385463115",4349,4519
6,BROWARD,3631,"PARKSIDE ELEMENTARY SCHOO",126242,6731,132973,"0,9493807013453859",701,739
6,BROWARD,3642,"GATOR RUN ELEMENTARY SCHO",222347,10145,232492,"0,956364089947181",1235,1292
6,BROWARD,3651,"DAVE THOMAS EDUCATION CEN",95307,33777,129084,"0,7383331783954634",529,717
6,BROWARD,3661,"SUNSET LAKES ELEMENTARY S",147622,6618,154240,"0,9570928423236514",820,857
6,BROWARD,3701,"ROCK ISLAND ELEMENTARY SC",88851,5616,94467,"0,9405506684874083",494,525
6,BROWARD,3731,"EVERGLADES HIGH SCHOOL",417250,19433,436683,"0,9554986111206527",2318,2426
6,BROWARD,3741,"COCONUT PALM ELEMENTARY S",159751,6806,166557,"0,9591371122198407",888,925
6,BROWARD,3751,"DOLPHIN BAY ELEMENTARY SC",113835,4777,118612,"0,9597258287525714",632,659
6,BROWARD,3761,"PARK LAKES ELEMENTARY SCH",191905,10101,202006,"0,9499965347563933",1066,1122
6,BROWARD,3771,"CHALLENGER ELEMENTARY SCH",163904,7865,171769,"0,9542117611443276",911,954
6,BROWARD,3781,"PARK TRAILS ELEMENTARY SC",210513,10228,220741,"0,9536651550912608",1170,1226
6,BROWARD,3821,"LIBERTY ELEMENTARY SCHOOL",171595,8675,180270,"0,9518777389471349",953,1002
6,BROWARD,3841,"MANATEE BAY ELEMENTARY SC",201750,9662,211412,"0,9542977692846196",1121,1175
6,BROWARD,3851,"COLLEGE ACADEMY AT BCC",61165,1449,62614,"0,9768582106238222",340,348
6,BROWARD,3861,"CORAL GLADES HIGH SCHOOL",396249,22639,418888,"0,9459545272244609",2201,2327
6,BROWARD,3871,"WESTGLADES MIDDLE SCHOOL",255191,9805,264996,"0,9629994415010038",1418,1472
6,BROWARD,3911,"NEW RENAISSANCE MIDDLE SC",166079,4038,170117,"0,9762633951927203",923,945
6,BROWARD,3931,"GULFSTREAM MIDDLE SCHOOL",90473,2374,92847,"0,974431053238123",503,516
6,BROWARD,3961,"HERON HEIGHTS ELEMENTARY",158956,6717,165673,"0,9594562783314119",883,920
6,BROWARD,3962,"DISCOVERY ELEMENTARY SCHO",169630,6958,176588,"0,9605975490973339",942,981
6,BROWARD,3971,"WEST BROWARD HIGH SCHOOL",475853,17255,493108,"0,9650076656635057",2644,2739
6,BROWARD,4772,"MILLENNIUM MIDDLE SCHOOL",236306,6003,242309,"0,975225847987487",1313,1346
6,BROWARD,5001,"BEN GAMLA CHARTER SCHOOL",12929,794,13723,"0,942140931283247",72,76
6,BROWARD,5002,"SOMERSET ACADEMY VILLAGE",19152,1067,20219,"0,9472278549878826",106,112
6,BROWARD,5003,"SOMERSET PREP ACADEMY AT",122822,2087,124909,"0,9832918364569406",682,694
6,BROWARD,5004,"SOMERSET VILLAGE ACADEMY",40776,2231,43007,"0,9481247238821587",227,239
6,BROWARD,5005,"BEN GAMLA CHARTER HIGH SC",21270,2085,23355,"0,9107257546563905",118,130
6,BROWARD,5006,"SOMERSET PREP ACADEMY HIG",36738,2100,38838,"0,9459292445543025",204,216
6,BROWARD,5007,"SOMERSET ACADEMY CHARTER",49643,1132,50775,"0,9777055637616937",276,282
6,BROWARD,5009,"MAVERICKS HIGH OF NORTH B",35296,16761,52057,"0,678026009950631",196,289
6,BROWARD,5010,"FRANKLIN ACADEMY B",22779,708,23487,"0,9698556648358666",127,130
6,BROWARD,5012,"FRANKLIN ACADEMY A",205746,6251,211997,"0,9705137336849107",1143,1178
6,BROWARD,5014,"RENAISSANCE CHARTER MIDDL",39947,156,40103,"0,9961100167069795",222,223
6,BROWARD,5020,"RENAISSANCE CHARTER SCHOO",265197,3948,269145,"0,9853313269798807",1473,1495
6,BROWARD,5021,"SOMERSET NEIGHBORHOOD SCH",90202,2639,92841,"0,9715750584332353",501,516
6,BROWARD,5023,"RENAISSANCE CHARTER SCHOO",178133,3377,181510,"0,9813949644647678",990,1008
6,BROWARD,5024,"IMAGINE SCHOOLS AT BROWAR",149023,6152,155175,"0,9603544385371355",828,862
6,BROWARD,5025,"BEN GAMLA CHARTER SCHOOL",2197,72,2269,"0,9682679594535037",12,13
6,BROWARD,5026,"CHARTER SCHOOL OF EXCELLE",3712,166,3878,"0,9571944301186178",21,22
6,BROWARD,5028,"ACADEMIC SOLUTIONS HIGH S",35882,2084,37966,"0,9451087815413791",199,211
6,BROWARD,5029,"ATLANTIC MONTESSORI CHART",23487,1402,24889,"0,9436698943308289",130,138
6,BROWARD,5030,"SOMERSET PINES ACADEMY",84360,2509,86869,"0,971117429692986",469,483
6,BROWARD,5031,"CHARTER SCHOOL OF EXCELLE",46779,2524,49303,"0,9488063606677078",260,274
6,BROWARD,5032,"FLAGLER HIGH",46417,26063,72480,"0,6404111479028698",258,403
6,BROWARD,5037,"FRANKLIN ACADEMY E",151480,6415,157895,"0,9593717343804427",842,877
6,BROWARD,5038,"BROWARD MATH AND SCIENCE",16351,514,16865,"0,9695226801067299",91,94
6,BROWARD,5041,"CENTRAL CHARTER SCHOOL",204089,5066,209155,"0,9757787286940307",1134,1162
6,BROWARD,5042,"IMAGINE MIDDLE SCHOOL WES",41718,1608,43326,"0,962886026866085",232,241
6,BROWARD,5044,"IMAGINE SCHOOL SOUTH CAMP",57734,2538,60272,"0,9578908946110963",321,335
6,BROWARD,5046,"FRANKLIN ACADEMY F",75759,3348,79107,"0,9576775759414464",421,439
6,BROWARD,5048,"RENAISSANCE CHARTER SCHOO",252901,1520,254421,"0,9940256503983554",1405,1413
6,BROWARD,5049,"RENAISSANCE CHARTER SCHOO",207144,7889,215033,"0,9633126078322862",1151,1195
6,BROWARD,5051,"CITY OF PEMBROKE PINES CH",333943,10495,344438,"0,969530075078824",1855,1914
6,BROWARD,5052,"WEST BROWARD ACADEMY AT E",8979,163,9142,"0,982170203456574",50,51
6,BROWARD,5054,"SOMERSET MIRAMAR SOUTH K-",18040,608,18648,"0,9673959673959674",100,104
6,BROWARD,5055,"BROWARD CHARTER SCHOOL OF",2657,50,2707,"0,981529368304396",15,15
6,BROWARD,5059,"FLORIDA VIRTUAL ACADEMY A",34209,3947,38156,"0,8965562427927456",190,212
